title,Oral Radiology Final Exam (Fall 2019),oralrad,final
question,option_a,option_b,option_c,option_d,option_e,correct,image
One of the EARLIEST signs of periodontal bone loss is:,Loss of crestal cortication,Horizontal bone loss,Vertical bone loss,Calculus formation,,A,
"The presence of a mesiodens, an extra tooth near the patient's midline, is considered a form of:",Hyperdontia,Macrodontia,Megadontia,Dilaceration,,A,
Dilaceration is:,A bent root or crown,Teeth connected by cementum,Distal rotation,Associated with congenital syphilis,,A,
Which of the following is the term for a local coronal defect due to trauma or infection of the corresponding primary tooth?,Enamel pearl,Turner's tooth,Amelogenesis imperfecta,Hypercementosis,,B,
"When counting a patient's teeth, you notice that there are only three mandibular central incisors. However, one of the incisors has a clinical crown that looks like two crowns in one. Which of the following BEST explains this situation?",Fusion,Gemination,Concressence,Macrodontia,,A,
Which of the following appears bright on radiographs and CBCT but dark on MRI?,Air,Mandibular canal,Saliva,Teeth,,D,
Which of the following is the most appropriate way to describe a dark (black) spot on an MRI?,Radiolucent,Hypodense,Low signal,Translucent,,C,
The MAIN physical property that MRI imaging relies on to produce an image is:,Gravity,Magnetism,Radiation,Fluid dynamics,,B,
"After suffering a dental concussion, the pulp chamber of the tooth may:",Increase in size,Decrease in size,Either increase in size or decrease in size,,,C,
"If you suspect a root fracture but do not see it on a radiograph, there may still be facture anyway.",True,False,,,,A,
Which LeFort classification indicates a separation of the maxilla from the rest of the face?,I,II,III,IV,,A,
What is the BEST name for an extrusion injury in which the tooth comes all of the way out of the socket?,Revulsion,Avulsion,Compulsion,Intrusion,,B,
"Osteomyelitis can cause new layers of bone to be deposited on the external surface, known as a periosteal reaction.",True,False,,,,A,
Which of the following best describes the radiographic appearance of osteomyelitis?,Radiolucent,Radiopaque,Mixed radiolucent/radiopaque,Neither radiolucent nor radiopaque,,C,
Which of the following is the BEST definition of osteomyelitis?,Infection of the bone,A fractured bone,Damaged muscle tissue,Large dental caries,,A,
Happy 2020! Your first fall semester is just about over! (Note: Any answer choice to this question will give you full credit.),Thank you!,I'm excited for the summer Olympics this year!,I'm excited for the presidential election this year!,Is it really 2020 already?,All of the answer choices apply.,E,
Cervical burnout is usually located just coronal/incisal to the contact point on the interproximal surface of teeth.,True,False,,,,B,
