title,DAO Midterm Exam (Summer 2016),dao,midterm
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which of the following statements are TRUE of the CEJ on the maxillary incisor?,It is more convex towards the root from the proximal,It is curved higher towards the incisal on the mesial than on the distal,It is curved higher towards the incisal on the distal than on the mesial,It is only found on the lingual,,B,
"On the maxillary central incisor, when viewed from the incisal:",The facial lingual measurement is greater than the mesiodistal measurement,The mesiodistal measurement is greater than the faciolingual measurement,both faciolingual and mesiodistal measurements are the same,,,B,
"On tooth #9, the cross section of the root at the cervical line, shows the root to be generally:",Round,Trapezoidal,triangular,,,C,
The maxillary central incisor has three mamelons.,The mesial is usually the smallest.,The distal is usually the smallest.,The middle is usually the smallest,,,C,
"For the maxillary lateral incisor, a cross section of the root at the cervix the root shape is:",round,triangular,ovoid,rhomboidal,,C,
"The mesial contact, for tooth #7, is located in the:",incisal third,middle third,cervical third,junction of the incisal and middle third,,D,
Which of the following is INCORRECT regarding the maxillary lateral incisor?,The crown tapers towards the lingual.,The root tapers to the lingual.,There may be a developmental groove on the lingual.,The root is flattened on the facial.,,D,
"From an incisal view of the maxillary lateral incisor, the cingulum is located?",Mesial to the center of the crown,Distal to the center of the crown,In the center of the crown,,,C,
From a facial view of the maxillary canine:,the distal cusp slope is longer than the mesial cusp slope,the mesial cusp slope is longer than the distal cusp slope,the cusp is centered mesiodistally,,,A,
Which statement is NOT true for the maxillary canine?,It is wider faciolingually than mesiodistally.,It will have only one root.,The root cross section is triangular,It has the longest root of any maxillary tooth.,,C,
Which is TRUE for the maxillary canine?,The lingual height of contour is at the cervical third.,The facial height of contour is in the cervical third.,The cusp tip is facial to the center of the crown (faciolingually).,All are true.,,D,
"From a proximal view of the mandibular lateral incisor, the incisal edge is located:",facial to the center of the crown,lingual to the center of the crown,centered faciolingually on the crown,,,B,
The mandibular central and lateral incisors are very similar. Which of the following of the lateral incisor is LEAST like the central?,The facial height of contour,The lingual fossa,The cingulum,the root cross section,,C,
From a mesial view of the mandibular canine:,the lingual outline is a continuous arc.,the facial outline is a continuous arc.,the cusp tip is facial to the center of the crown.,the cusp tip is centered on the crown faciolingually.,,B,
"When comparing the maxillary and mandibular canines, the mandibular canine:",has a longer root and crown than the maxillary canine.,has a shorter crown than the maxillary canine.,has a crown longer inciso-cervically than the maxillary canine.,,,C,
Which of the following is correct for the maxillary first molar?,A pit may be found associated with the buccal developmental groove,The buccal developmental groove is on a line that is centered between the two buccal roots,All are true,,,C,
"For the maxillary second molar, rank the cusp in size from the LARGEST to the SMALLEST.","MB, ML, DB, DL","ML, MB, DB, DL","ML, DB, MB, DL",,,B,
"Which of the following cusps are located over the root trunk area, for the maxillary first molar?",mesiobuccal,distobuccal,distolingual,mesiolingual,,D,
There are 6 developmental grooves on the maxillary first molar. How many are on the occlusal surface?,2,3,4,5,,C,
From the facial view of a maxillary first premolar:,the mesial cusp slope is shorter than the distal cusp slope,the mesial cusp slope is longer that the distal cusp slope,the mesial and distal cusp slopes are the same size,,,B,
"From an occlusal view of the maxillary first premolar, the buccal cusp tip is:",centered,mesial to the center,distal to the center,,,C,
When we view tooth #5 from the mesial:,the lingual cusp is shorter than the buccal cusp,both buccal and lingual cusps are about the same size,the lingual cusp is taller than the buccal cusp,,,A,
In an occlusal view of tooth #5:,the buccal cusp tip is mesial to the center of the crown,the lingual cusp tip is mesial to the center of the crown,the mesial contact is lingual to the center of the crown,,,B,
Which of the following statements are TRUE for both of the maxillary premolars?,The crowns diverge towards the lingual.,Both have multiple supplemental grooves.,The two cusps are within the confines of the root system.,The roots bifurcate.,,C,
"As viewed from the proximal, the buccal-lingual intercuspal distance of the maxillary premolars:",is greater on the first than on the second premolar,is the same on both premolars,is greater on the second than on the first premolar,,,C,
Which developmental grooves are usually found on both maxillary premolars?,mesial marginal ridge developmental groove,mesiobuccal developmental groove,central developmental groove,,,C,
From a lingual view of the mandibular first premolar:,the facial triangular ridge is quite prominent,both marginal ridges can be seen,the lingual cusp is mesial to the center of the crown,All are correct,None are correct,D,
Which developmental groove is unique to the mandibular first premolar?,Mesial marginal ridge groove,Mesial lingual groove,Mesial buccal groove,,,B,
"From a proximal view of the mandibular first premolar, the buccal cusp tip:",is centered over the crown buccolingually,is buccal to the center of the crown,is lingual to the center of the crown,,,A,
From which view does the mandibular first premolar resemble the canine?,buccal,lingual,occlusal,mesial,,A,
From a lingual view of the mandibular second premolar:,the lingual cusps are of equal size,the distolingual cusp is larger than the mesiolingual,the mesiolingual cusp is larger than the distolingual cusp,,,C,
"When you compare tooth #20 to tooth #21, #20 has :",a sharper buccal cusp,a sharper root apex,more bell shaped crown,a wider mesiodistal diameter,,D,
What is the general guideline for the location of the height of contour on the anterior teeth?,The facial height of contour is more incisal than the lingual.,The facial height of contour is more cervical than the lingual height of contour.,The facial and lingual heights of contour are both in the cervical third.,The facial and lingual heights of contour are in the middle third.,,C,
"When viewed from the occlusal, the basic coronal outline of the mandibular second premolar is:",rectangular,triangular,square,rhomboidal,,C,
