title,Oral Pathology Final Exam (Spring 2021),oralpath,final
question,option_a,option_b,option_c,option_d,option_e,option_f,correct,image
Which is true of the following statements: Statement 1: Compound odontomas most likely occur in the posterior maxilla or mandible Statement 2: Complex odontomas are comprised of tiny organized toothlets,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,,B,
True or false: Men are more likely than women to present with any variant of cemento-osseous dysplasia,True,False,,,,,B,
Which is true of the following statements: Statement 1: Florid cemento-osseous dysplasia occurs most commonly in women of African descent. Statement 2: Florid cemento-osseous dysplasia is always asymptomatic,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,,C,
Which is true of the following statements: Statement 1: Central ossifying fibroma is a true neoplasm Statement 2: Central ossifying fibroma may have a sclerotic border on radiography,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,,A,
Where is the most common location for a Stafne bone defect to be identified?,Posterior mandible superior to the inferior alveolar nerve canal,Posterior mandible inferior to the inferior alveolar nerve canal,Posterior maxilla adjacent to the sinus,Anterior maxilla between the central incisors,None of the answers,,B,
What systemic condition can sometimes present with a lesion that shares histology with a central giant cell granuloma,Hyperthyroidism,Hypothyroidism,Hyperparathyroidism,Hypoparathyroidism,Hyperbilirubinemia,,C,
Which is true of the following statements: Statement 1: Mandible is the most common location for chondrosarcoma Statement 2: Gnathic osteosarcomas typically happen before the age of 15,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,,B,
True or False: all cases of reversible pulpitis lead to pulpal necrosis,True,False,,,,,B,
"How many of the following pathologic entities are odontogenic in origin (related to pulpal disease) Condensing osteitis, focal osteosclerosis, periapical cemento-osseous dysplasia, dentigerous cyst, periapical granuloma",1 listed entity is related to diseases of the pulp,2 listed entities are related to diseases of the pulp,3 listed entities are related to diseases of the pulp,4 listed entities are related to diseases of the pulp,5 listed entities are related to diseases of the pulp,,B,
A gingival cyst of the adult examined under the microscope will be identical to which counterpart that occurs central in bone,Lateral periodontal cyst,Dentigerous cyst,Odontogenic keratocyst,Glandular odontogenic cyst,Ameloblastoma,,A,
Which is true of the following statements: Statement 1: Odontogenic keratocysts most commonly occur in the mandible Statement 2: Odontogenic keratocysts often initially grow without expansion in the buccal-lingual direction,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,,A,
Which is true of the following statements: Statement 1: Ameloblastoma never transforms into a malignant neoplasm Statement 2: Ameloblastic fibroma never transofrms into a malignant neoplasm,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,,B,
The term for the epithelial remnants of tooth development entrapped within the PDL and may be the source of epithelium for periapical cysts is:,Rests of Seres,Rests of Malassez,Dental follicle,Dental lamina,Mesenchymal cells,,B,
"All of the following are considered developmental odontogenic cysts, EXCEPT one. Which one is the EXCEPTION?",Dentigerous cyst,Calcifying odontogenic cyst,Orthokeratinized odontogenic cyst,Odontogenic keratocyst,Nasopalatine duct cyst,,E,
"All of the following represent odontogenic entities derived from both odontogenic epithelium and mesenchyme, EXCEPT one. Which one is the EXCEPTION?",Ameloblastic fibroma,Ameloblastic fibrosarcoma,Compound odontoma,Complex odontoma,Ameloblastic fibro-odontoma,Calcifying epithelial odontogenic tumor,F,
"Which disease entity is most likely to produce radiographic findings including asymmetrical widening of the PDL, and/or a sunburst pattern and/or a Codman triangle?",Osteoma,Osteosarcoma,Stafne defect,Chondroma,Central ossifying fibroma,,B,
