title,Periodontics I Midterm Exam (Spring 2018),perio1,midterm
question,option_a,option_b,option_c,option_d,option_e,correct,image
What is true about Oral Gingival Epithelium?,it is poorly stratified,it has a permeability barrier,it is not cornified,has decreased specialization for attachement,,B,
What is false regarding Junctional Epithelium?,develops from enamel organ,attaches to tooth surface via desmosomes and internal basal lamina,no permeability barrier,pathway for transmigration of PMN's to sulcus,,B,
Which of the following is true regarding denudation of alveolar bone?,A Fenestration defect includes marginal bone loss,A thick facial cortical plate is a cause of denudation of alveolar bone,A Dehiscence defect includes marginal bone loss,Prominent root contour is unrelated to denudation of alveolar bone,,C,
The incidence of a disease is the number of people in the population with that disease.,True,False,,,,B,
What is the consistency of healthy gingiva,hard and tough,firm and resilient,soft and pliable,none of the above,,B,
Which of the following has a sufficient zone of attached gingiva?,When the total gingival width is 3mm with a sulcus depth of 2mm,When the total gingival width is 5 mm with a sulcus depth of 5mm,When the total gingival width is 6mm with a sulcus depth of 3mm,When the total gingival width is 3mm with a sulcus depth of 4mm,,C,
What is not a clinical sign of gingivitis?,exudation,swelling,bleeding,redness,tooth mobility,E,
A Periodontal pocket with attachment loss coronal to the alveolar crest is known as a/an:,Gingival pocket,Infrabony pocket,Suprabony pocket,Pseudopocket,,C,
A periodontal pocket that's due to enlargement of marginal gingiva without apical migration of the Junctional Epithelium is known as a/an:,Pseudopocket,True pocket,Infrabony pocket,Suprabony pocket,3-walled pocket,A,
What is false about “free gingiva”,It is easily retractable,It is continuous with the attached gingiva,It includes marginal gingiva,It is not attached to the teeth,,A,
What is true about the mucogingival junction?,It separates alveolar mucosa from attached gingiva,It separates lining mucosa from masticatory mucosa,It does not remain stable throughout life in relation to the lower border of the mandible,all of the above,,A,
Which is not a feature of a Suprabony Pocket?,The base of the pocket is coronal to the crest of bone,There is horizontal bone loss,There is angular bone loss,The PDL fibers follow a horizontal pattern,,C,
What is true regarding tooth mobility?,If a tooth has mobility that is just perceptible it is classified as Miller's Class 1,It can be caused by hormonal changes,It can be due to a periapical abscess,Single rooted teeth often have greater mobility than multiple-rooted teeth,All of the above,E,
What is false regarding Epidemiologic Indices?,They overestimate the true clinical condition,They are used for statistical analysis,They need to define clinical conditions objectively,They must be reproducible,,A,
Which of the following are contents of a periodontal pocket?,GCF,Desquamated epithelial cells,PMN's,a and c,All of the above,E,
Which of the following is not one of the Limitations of Radiographs?,Crater and dense bone will not show up,Radiographs reveal major destructive changes in bone,Changes in angulation,Distortions,,B,
Which is not true regarding Supragingival Calculus?,It acquires stain from gingival fluid,It absorbs pigments and tobacco stains,It is located coronal to the gingival margin,It is commonly associated with teeth that are adjacent to major salivary gland ducts,,A,
The Gingival Index (GI - Loe and Silness 1963) defined as “slight change in color without bleeding on probing” has a score of?,0,1,2,3,,B,
What is true regarding Pathologic Tooth Migration?,It always occurs when there is periodontal disease,It is always an early sign of periodontal disease,It usually affects anterior teeth,It may occur due to oral habits alone,,C,
