title,PCOD I Midterm Exam (Fall 2017),pcod1,midterm
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which of the following is (are) true for a Class V preparation?,The axial wall is concave.,The mesial wall is convergent.,The gingival wall is divergent.,all of the above,none of the above,E,
Unsupported enamel is frequently found:,at the gingival cavosurface margin of a Class V preparation,at the buccal cavosurface margin of a Class I preparation,at the mesial and distal cavosurface margins of a Class I preparation,at the facial external bevel of a Class IV preparation,at the lingual-pulpal line angle of a Class I preparation,A,
"For a Class V preparation, retention grooves are placed:",at the mesial and distal cavosurface margins,at the incisal and gingival cavosurface margins,at the mesial-gingival and distal-gingival line angles,at the axial-incisal and axial-gingival line angles,none of the above,D,
"For a Class IV preparation, internal retention is placed at:",the axial-gingival line angle,the facial- pulpal line angle,the axial-facial-lingual point angle,the lingual-facial line angle,a and c,E,
"When using a light cured composite, to insure that the composite restoration is completely cured:",check to be sure that there is no debris at the light emitting end of the curing light.,check the translucency of the restoration,"place the composite in the preparation in thin layers, curing each layer",a and c,all of the above,D,
"In general, as the filler volume percent increases for the various types of composite restorative materials:",the strength of the composite increases,the wear resistance decreases,the polymerization shrinkage increases.,all of the above,none of the above,A,
Which of the following types of composite has the lowest volume percent filler?,Conventional,Flowable,Hybrid,Condensable,Nanocomposite,B,
The primary reason(s) that a light cured composite restoration should not be built up in layers greater than 2 mm thickness is:,the wear resistance of the restoration will decrease if it is built up in thicker layers,the composite may shrink excessively if it is built up in thicker layers,the composite may not cure thoroughly in thicker layers,the composite will be more difficult to polish,none of the above,C,
Air bubbles incorporated in a composite restoration can lead to:,unacceptable esthetics,accelerated wear of the composite,difficulty in polishing the surface to a smooth glossy appearance,all of the above,none of the above,D,
The purpose of polishing a restoration is to:,make it easier to remove plaque and stain accumulations,make it more comfortable to the tongue,make it more wear resistant,a and b only,all of the above,E,
The most important step in obtaining a smooth shiny surface of a composite restoration is:,the rough grinding and contouring step,the prepolishing step,the polishing step,a and c only,none of the above,B,
The minimum temperature rise that can cause necrosis of the dental pulp is:,20 degrees Celsius,15 degrees Celsius,10 degrees Celsius,5 degrees Celsius,2.5 degrees Celsius,D,
The enamel layer of a maxillary central incisor is:,thicker in the incisal third and thinner at the cervical area,thinner in the middle third and thicker in the cervical area,"equally thick in the incisal, middle and cervical thirds of the tooth",thicker in the middle third and thinner in the incisal third.,a and d,A,
How can you determine if a hand instrument (hatchet or hoe) is sharp?,The cutting edge should reflect light.,The cutting edge should not reflect light.,The cutting edge can be used for trimming your finger nail.,The cutting edge can be used for trimming your friend's finger nail.,None of the above,B,
Diamond burs are generally used for:,preparing teeth for amalgam restorations,beveling teeth for composite restorations,preparing teeth for crown restorations,b and c,all of the above,D,
A point angle is:,the junction of three walls of a preparation,the junction of two walls of the preparation,the junction of an internal wall with the external enamel or cementum surface,the angle that a pointed diamond instrument makes near the DEJ,the angle that the cutting edge of a chisel makes with the side of the blade,A,
In a three numbered hand instrument the second number refers to:,the width of the blade in tenths of a millimeter,the length of the blade in millimeters,the angle in centigrade degrees made by the long axis of the blade and the long axis of the handle,the length of the blade in tenths of a millimeter,none of the above,B,
The function of silane in composite compositions is to:,act as a wetting agent between the composite and the tooth,lower the coefficient of friction to reduce abrasive wear,act as a chemical coupling agent between the resin and filler,a and b,all of the above,C,
The filler most often used in composites is:,glass or ceramic powder,natural quartz powder,powdered plastic particles,microspheres,none of the above,A,
The intensity of the light reaching the surface of the restoration from the curing light:,is inversely proportional to the square of the distance that the curing is held form the composite,is proportional to the square of the distance that the curing is held form the composite,can be reduced if there is any composite or other debris on the end of the curing light rod,a and c,none of the above,D,
The #56 bur should be held perpendicular to the external surface when creating a Class V cavity preparation. This is done so that:,the axial wall will be convex,the mesial and distal walls will be divergent,the gingival and incisal walls will be parallel,a and c,all of the above,E,
"To determine if any unsupported enamel remains at the cavosurface of a preparation, you should:",look for it using 2.5X loupes,feel for it with the small end of the explorer,listen for a “ping” when dragging the explorer from the inner wall to the external surface,all of the above,none of the above,D,
"In the clinical situation, the final shape of the Class V preparation is:","kidney shaped, 0.5 mm above the free gingival margin","trapezoidal, 1 mm above the free gingival margin",the shape of the carious lesion,"the shape of the carious lesion, after all unsupported enamel has been removed",none of the above,D,
"In the clinical situation, the shape of a Class IV preparation is:",diagonal extending from half way across the incisal edge to just below the point of contact,triangular extending only to the incisal edge,the shape of the fracture or carious lesion,"the shape of the fracture or carious lesion, after all caries and unsupported enamel has been removed",none of the above,D,
The final stages of tooth preparation include:,removal of remaining infected dentin or old restorative material,pulpal protection,secondary resistance and retention form,cleaning and inspecting the tooth preparation,all of the above,E,
The reason that some of the walls of a preparation are convergent is to:,provide for retention of the restoration,eliminate unsupported enamel,maximize the esthetic results,increase the strength of the remaining tooth structure,all of the above,A,
The type of composite that we are using in the Sim Lab (Jay-Fil) is a:,macrofilled composite,microfilled composite,hybrid composite,flowable composite,none of the above,C,
"When using a high speed handpiece to prepare a patient's tooth for a restoration, water must be used in order to:",flush away abraded debris,keep the tooth from overheating,act as a lubricant during the cutting of tooth structure,a and c,all of the above,E,
The difference between the preparation for Class I on tooth #21 as compared to tooth #20 is:,tooth #20 has a slanted pulpal floor,tooth #21 has a transverse ridge which should always be eliminated as part of the Class I prep,the mesial and distal walls of the preparation for tooth #21 should be convergent,all of the above,none of the above,E,
As the composite filler particle size decreases:,thermal expansion increases,translucency increases,polishability increases,all of the above,none of the above,C,
The direction of the shrinkage during the curing of a composite restoration:,is toward the surface of the restoration for a self-curing composite,is toward the pulpal floor of a self-curing composite,is toward the center of mass (geometric center) of a light curing composite,is toward the light for a light curing composite,a and d,D,
