title,PCOD I Final Exam (Fall 2022),pcod1,final
question,option_a,option_b,option_c,option_d,option_e,correct,image
When preparing a root surface for a Class V composite restoration you create the cervical wall,90 degrees,45 degrees (creating a convergent wall),135 degrees (creating a divergent wall),Does not make a difference since you are restoring with composite,,A,
The first instrument formula indicates:,Length of the blade in centimeters,1/19th of the width,Angulation of the blade in degrees,Primary cutting edge angle,,B,
The most effective method of maintaining dry field in dentistry:,Gingival retraction,Rubber dam,Throat swab and cotton,Suction tips,,B,
Sensitivity in the gingival area of a Class II light cured composite restoration after two months can be because,Curing from the occlusal area only,Improper cavity preparation at the gingival margin,The addition of resin in multiple increments,,,B,
"Phil and Stu went to Vegas for his bachelor party. Stu woke up in the morning without a lateral incisor and Phil woke up with a large fracture on #8 including the incisal edge. Phil comes in frantically needed his tooth restored. After looking as his perfectly shaped teeth, you explain to him that you will restore it to match his ideally shaped teeth. That would mean",Restore the incisal edge to be more square on the distal,Restore the mesial contact to be more gingival on the mesial that on the distal,Restore the incisal edge to be more rounded on the mesial,Restore the mesial contact to be more incisal that on the distal,,D,
Mrs. Bieber came to you after fracturing her tooth on a glazed donut. You look in her mouth and see that she has fracture her tooth into the dentin. You would classify and chart this fracture as an:,Ellis Class I,Ellis Class II,Ellis Class III,Ellis Class IV,,B,
When restoring a Class IV it is important to take into consideration,The patient's occlusion,The patient's tooth color,The patient's original anatomy,All of the above,,D,
"In order to help blend the composite on Class IV restoration, I will modify my preparation. How may I modify it to help with the esthetics?",Create a retention groove,Create a long linear bevel,Create a scalloped bevel,Remove all unsupported enamel,,C,
A large carious lesion on the distal of a maxillary central incisor NOT involving the incisal edge is,"Class IV lesion, smooth surface lesion","Class IlI lesion, smooth surface lesion","Class III lesion, pit and fissure lesion","Class IV lesion, pit and fissure lesion",,B,
All the following are true of a Class III preparation EXCEPT:,The outline form extends from the lingual to the facial,"If needed, a tapered diamond is used to create a bevel on the facial cavosurface margin","If the preparation extend onto the facial, the facial contour should be concave",A tofflemire must be used to restore since it is an interproximal lesion,C and D,E,
"Below you will see an image with Class II decay on tooth #13. If you were to chart this for an upcoming procedure, how would you document it?",D,DO,MO,M,,B,images/pcod1-final-fall-2022/fig37.jpeg
Statement 1: Good body mechanics are necessary when preforming long term tasks. Statement 2: Good body mechanics are necessary for short term tasks.,"First statement is true, the second statement is false","First statement is false, the second statement is true",Both statements are true,Both statements are false,,A,
The purpose of rounding an axiopulpal line angle for a Class II amalgam restoration is:,Reduce the likelihood of pulpal exposure,Reduce the likelihood of fracture of the restorative material,Increase the likelihood that all the decay has been removed,Increase the retention form of the preparation,,B,
"Use this image to answer the following question: When looking at the proximal box of this prep, all the following is true except:",The cavosurface margin is smooth,The lingual contact it open too wide,The buccal contact is not broken,The Axial wall is flat,,A,images/pcod1-final-fall-2022/fig40.jpeg
Use this image to answer the following question: When looking at the occlusal portion of the preparation what did the student do wrong?,"The student went through, and not around the mesiobuccal cusp",The student slipped on the lingual cavosurface margin,The student did not do into the distobuccal groove,All of the above,,D,images/pcod1-final-fall-2022/fig41.jpeg
"Use this image to answer the following question: When looking at this preparation, you can see that there is unsupported enamel on the buccal aspect of the proximal box. Please circle the statement that best applies?","Unsupported enamel is not a problem, and can be supported by your restoration","Unsupported enamel is not a problem, and since it is so thin, it will remineralize","Unsupported enamel is a problem, and will not allow the composite to polymerize","Unsupported enamel is a problem, and it will fracture off leaving an open margin",,D,images/pcod1-final-fall-2022/fig42.jpeg
"Use the following image to answer the question Regarding the distal portion of this preparation, what is the most likely reason the student had points deducted.",Undermining the marginal ridge,Cutting through the buccal cusp,Undermining the mesial marginal ridge,Not incorporating the grooves,,D,images/pcod1-final-fall-2022/fig43.jpeg
"Please use this image to answer the following question. If this restoration was done on a person, what may be the complaint from the patient?",It feels funny when I bite,It does not look like my original tooth.,The color does not match,Something feels funny to my tongue,A and D,E,images/pcod1-final-fall-2022/fig44.jpeg
"All the following statements are true regarding the front face mirror, EXCEPT:",It produces an image without distortion,It is not easily scratched,The reflecting surface is on the front surface of the glass,If parts are damages it can be replaced,,B,
"True/False: When using indirect vision holding the mirror closer to the working field/tooth you need to see, makes it easier to see your working field",True,False,,,,B,
While working on the distal of #2 you decide to use ____________. The proper hand to hold the mirror is the___________,"Indirect Vision, nondominant hand","Direct Vision, dominant hand","Indirect Vision, non dominant hand","Direct Vision, dominant hand",,C,
"Indirect Vision can be challenging, but the following is an advantage:",Being able to get light to areas that would otherwise be dark and challenging to see,Being able to see a surface directly that otherwise you would not be able to see while sitting ergonomically correct,Being able to place a tofflemire properly,Being able to place composite incrementally,,A,
The following all support good musculoskeletal health.,Performing a variety of movements,Avoiding prolonged positions,Avoiding too much repetition,All of the above,,D,
True/False: Abdominal muscles help support the spine,True,False,,,,A,
