title,Ethics Final Exam (Summer 2022),ethics,
question,option_a,option_b,option_c,option_d,option_e,option_f,option_g,correct,image
"Consider the following statements: I. Physicians want to maximize benefit and minimize harm. II. Fidelity to promise, truthfulness and duty are the characteristics that determine rightfulness",I and II are examples of a Utilitarian Ethical Framework.,I and II are examples of a Deontological Ethical Framework.,I is an example of a Utilitarian Ethical Framework and II is an example of a Deontological Ethical Framework.,II is an example of a Utilitarian Ethical Framework and I is an example of a Deontological Ethical Framework.,,,,C,
GFR (Glomerular Filtration Rate) is a laboratory test used to assess kidney function. Lab results have been adjusted to consider different “normal” values for African-Americans and Non-African-Americans. Consider the following two statements: I. African-Americans generally begin dialysis when their kidney function is worse than Non-African-Americans because of these false normal values. II. African-Americans generally undergo kidney transplant when their kidney function is worse than Non-African-Americans because of these false normal values.,I and II are both TRUE.,I and II are both FALSE.,I is TRUE and II is FALSE.,I is FALSE and II is TRUE.,,,,A,
Which of the statements regarding pain management for patients with substance use disorder is FALSE?,Opioids should never be prescribed to a patient with a substance use disorder.,"If opioids are prescribed to a patient with a history of opioid abuse, the prescriber should take into consideration that the patient may have developed a tolerance to the medication.","If an opioid prescription is given to a patient with a substance use disorder, the opioids should be controlled by a “trusted other”.","Whenever possible, definitive treatment should be provided to a patient with substance use disorder to minimize their pain.","Whenever possible, long-acting local anesthetics should be used for patients with substance use disorder to minimize their pain.",,,A,
Which of the following statements about patients who use opioids is NOT TRUE?,Patients over the age of 65 are at increased risk of medical harm.,Patients on both opioids and benzodiazepines are at increased risk of medical harm.,Patients with co-morbid substance use and/or mental health disorders are at increased risk of medical harm.,Patients with underlying kidney and liver disease are at increased risk of medical harm.,Patients who take opioids when legitimately prescribed before high school graduation do not have an increased risk of future opioid misuse.,,,E,
Which of the following is NOT a recommended action dentists should apply when using medications to manage a patient's pain?,"If opioids are prescribed for acute pain, no more than a 3-day supply should be given.",Opioid refills are not recommended in general and should not be prescribed unless the patient is evaluated first.,"Acetaminophen (Tylenol) and/or NSAIDs (non-steroidal anti-inflammatory drugs, e.g. Motrin) should be encouraged for pain control instead of or in addition to opioids.",A drug database should be only be checked if you have a strong suspicion that a patient is a drug abuser.,"When prescribing opioids, drugs with lower potential for abuse should be chosen.",,,D,
Which of the following did NOT play a role in opioid abuse?,"Physicians, including dentists, were misled by the pharmaceutical industry regarding the risks of addiction to opioids.",Healthcare professionals who became addicted to opioids might have felt that they had the medical knowledge to control their use and not become addicted or suffer other health consequences.,Healthcare professionals who developed opioid addiction had easy access to opioids.,Unused prescribed opioid medications are often accessed by people other than those they were prescribed for.,Medical professionals setting patients' expectations properly so that patients are not expecting to be pain-free but just comfortable.,,,E,
Which of the following factors did not contribute to an increase in opioid-related overdoses during the COVID pandemic?,Discontinuation of live Narcotic Anonymous and Alcoholic Anonymous meetings.,Reduced populations in treatment centers.,Social isolation limited referrals for treatment.,Social isolation led to increased drug use by at-risk people.,All of these factors contributed to an increase in opioid-related overdoses.,,,E,
Which of the following statements about addiction is FALSE?,Addiction is treatable.,Addiction should not be considered a chronic medical disease.,"Addiction is related to complex interactions among brain circuits, genetics, the environment, and an individual's life experiences.",People with addiction display compulsive behaviors.,People with addiction will continue substance use and behaviors despite the harmful consequences which occur.,,,B,
Which of the following statements regarding practice advertising or marketing is TRUE?,"If a dentist in a practice retires or dies, their name may be used in the name of the practice for five years after they retire or die.","If a dentist has a Master's or a PhD degree in English literature, they may use those degree designations with their name when marketing their practice.","If a dentist decides to limit their practice to a special area, they can advertise that limitation even if that area is not a recognized specialty.","If a dentist decides to limit their practice to a special area, they can advertise that limitation even if they have not completed the appropriate accredited specialty education training program.",NONE of these statements are TRUE.,,,E,
A patient asks their new dentist for their opinion of some work that was performed previously by another dentist. Which of the following statements is FALSE?,The new dentist should never say anything negative about the previous work.,The new dentist should try to ascertain all of the pertinent details about the previous work before rendering their opinion.,The new dentist can criticize the previous work as long as the criticism is justifiable.,The new dentist must adhere to the ethical principle of veracity when giving their opinion regarding the previous work.,The new dentist must adhere to the ethical principle of justice when giving their opinion regarding the previous work.,,,A,
Which of the following actions is least consistent with the ethical principle of non-maleficence?,A dentist practices lifelong learning to keep their knowledge and skills current.,A dentist knows their limitations.,A general dentist refers a patient to a specialist or other professional for treatment instead of treating the patient themself.,A dentist delegates patient care to an appropriately trained auxiliary.,A dentist performs a procedure for a patient that they normally do not do to save the patient money.,,,E,
Which of the following statements related to the ADA Principles of Ethics and Code of Professional Conduct is FALSE?,The Principles and Conducts expressed in this document apply to dental students before they even graduate from dental school.,Members of the ADA voluntarily agree to abide by this document.,This document is an evolving document - it is the result of an ongoing dialogue between the dental profession and society.,The Code of Professional Conduct is binding on ADA members and violations may result in disciplinary action,"If dentists abide by all federal, state, and local legal statutes, they will also fulfill all of their ethical obligations.",,,E,
"TCDM faculty owes its allegiance to ALL of the following groups, EXCEPT:",Its students.,The public.,The Touro College of Dental Medicine.,The TCDM faculty owes its allegiance to ALL of these groups.,,,,D,
"An article was presented which discussed cheating in dental schools. Based on the article, which of the following statements is FALSE?",Cheating is a significant problem in dental schools,Significant differences exist between students' and faculty members' perceptions of academic integrity.,The problem of cheating is made worse when faculty members are unclear and inconsistent in dealing with cheating.,"A behavior that would normally be considered cheating, may not be considered cheating if situational ethics are applied - for instance if someone does something because “everyone else is doing the same thing”.",Cheating will persist if rules are not enforced.,,,D,
Which of the following actions is NOT considered cheating or unethical behavior by a dental student?,Hoarding of pre-clinical materials,Falsifying records,Falsifying signatures,Sending pre-clinical laboratory work to a dental lab,Performing unnecessary procedures to meet requirements,Delaying necessary time-sensitive treatment so the patient may be used for a licensing exam.,ALL of these actions are considered cheating or unethical behavior by a dental student.,G,
"Consider the following statements: I. “Occurrence” malpractice policies provide coverage for any acts that take place when the policy is active, even if the lawsuit is filed after the policy was terminated. II. “Claims-made” malpractice policies provide coverage for any acts that take place when the policy is active and the lawsuit is filed while the policy is still active.",I and II are both TRUE.,I and II are both FALSE.,I is TRUE and II is FALSE.,I is FALSE and II is TRUE.,,,,A,
Which of the following statements is FALSE?,A general dentist can legally accept any gift from a specialist except cash.,A dental practice must be owned by a dentist.,A dentist cannot pay a marketer for a referral as this is considered fee-splitting.,A dentist's professional obligation is to refer a patient to the “best qualified specialist”.,,,,A,
A patient posts about the poor care their dentist provided on a popular social media site. Which of the following is TRUE?,The dentist has the right to refute the patient's claim by posting specific treatment information on the site in response to the patient's post.,The dentist cannot respond to the patient's claim with any specific treatment information because doing so could be a HIPAA violation.,The patient can be prosecuted for violating HIPAA statutes by posting specific treatment information about themselves.,HIPAA protects the dentist from any false claims made by the patient.,ALL of these statements are TRUE.,,,B,
"Consider the following statements: I. Parents have the legal right to make all health-related decisions for their children under the age of 18, even if a child does not agree with that decision. II. Medical professionals must inform parents of all health-related information pertaining to their children under the age of 18. Which of the following choices is CORRECT?",I and II are both TRUE.,I and II are both FALSE.,I is TRUE and II is FALSE.,I is FALSE and II is TRUE.,,,,B,
Consider the following regulations that a dentist may have to comply with. Which of the following is/are NOT governed by local municipalities? I. The number and size of parking spaces a dental office should have. II. The granting of a license to practice dentistry. III. Laws regarding confidentiality of patient information.,II and III.,I and II.,I and III.,I.,II.,III.,,A,
Which of the following statements is TRUE?,The fact that most people are overly confident in their own morality and make ethical decisions without sufficient reflection is an example of an “Overconfidence Bias”.,The term “Bystander Effect” refers to people getting involved to help someone because they feel pressure to do so since other people are watching them.,"Most adults have solid, well-founded ethical beliefs that are unaffected by contextual factors and can be changed only by new evidence or reasoned arguments.","A deontological or “rule-based” approach in ethical decision-making often results in reflective, well-thought-out decisions.",A utilitarian or “consequences-based” approach in ethical decision-making often results in “gut” or spontaneous answers.,,,A,
