title,Pathomedicine Exam 4 (Fall 2022),patho,exam4
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which of the following describes tuberculosis involving a cervical lymph node?,Ghon complex,Simon focus,Pott disease,Roth-Yancoskie sign,Scrofula,E,
Which of the following pathogens is responsible for the most deaths worldwide?,Streptoccocus pneumoniae,Mycobacterium tuberculosis,Klebsiella pneumonia,Helicobacter pylori,,B,
Which of the following is the most common cause of community-acquired acute pneumonia,Streptococcus pneumoniae,Haemophilus influenzae,Staphylococcus aureus,Klebsiella pneumonia,Legionella pneumphila,A,
Choose the correct answer based on the following statements: Statement 1: Bronchopneumonia involves more than one lobe of the lung Statement 2: Lobar pneumonia involves a part or an entirety of one lobe of the lung,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,Both statements are true,Both statements are false,,C,
Which of the following options best defines intussusception?,Weakness or defect in abdominal wall,Abnormal union of segments of the bowel,Inversion of a segment of bowel into another,Twisting of a segment of the bowel around itself,,C,
IgG4 disease can lead to which of the following conditions?,Crohn disease,Biliary atresia,Chronic pancreatitis,Ulcerative colitis,Barret esophagitis,C,
What is the most common cause of acute pancreatitis?,Gallstones,Excessive alcohol intake,Azathioprine,Inherited mutations,None of these options,A,
Which of the following can be seen in the oral cavity of a patient with Crohn disease?,Aphthous-like ulcerations,Linear ulcerations of the mandibular vestibule,Cobblestone proliferations in the buccal vestibule,Diffuse enlargement of orofacial tissues,All of the options may be observed in patients with Crohn disease,E,
Which of the following conditions can exhibit granulomatous inflammation?,Crohn disease,Ulcerative colitis,H. pylori gastritis,Barret esophagitis,Granulomas are not observed in any of these conditions,A,
Choose the correct answer based on the following statements: Statement 1: Proton pump inhibitors increases metabolism of lidocaine Statement 2: Proton pump inhibitors decrease duration of action of lidocaine,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,Both statements are true,Both statements are false,,D,
Which of the following is true of H. pylori gastritis?,Results in an increased risk for development of MALT lymphoma,Results in an increased risk of gastric adenocarcinoma,Has an association with birth outside of the U.S.,Can be diagnosed by an ammonia breath test,All of the options are true of H.pylori gastritis,E,
Choose the correct answer based on the following statements: Statement 1: Barret esophagus is intestinal metaplasia of the esophageal mucosa Statement 2: Patients with Barret esophagus are at an increased risk for esophageal adenocarcinoma,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,Both statements are true,Both statements are false,,C,
Choose the correct answer based on the following statements: Statement 1: Esophageal varices are most commonly associated with smoking Statement 2: Rupture of esophageal varices is a medical emergency and may result in death,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,Both statements are true,Both statements are false,,B,
True or false: Patients using a steroid inhaler for asthma are less likely to experience candidiasis,True,False,,,,B,
Choose the correct answer based on the following statements: Statement 1: Nitrous inhalation is ideal for patients with asthma Statement 2: Narcotics are the best second line sedative for patients with asthma,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,Both statements are true,Both statements are false,,A,
Which of the following medications can induce asthma?,Aspirin,Acetaminophen,Lidocaine,Epinephrine,Asthma cannot be induced by medication,A,
"The following sequence of events occurs in which respiratory pathology: IL-4 stimulates the production of IgE, IL-5 activates eosinophils, IL-13 promotes mucus seretion and IgE function",Emphysema,Chronic bronchitis,Asthma,COPD,Atelectasis,C,
Which of the following medications is contraindicated in patients taking theophylline?,Epinephrine,Penicillin,Ciprofloxacin,Prednisone,Benzocaine,C,
Which of the following is a valid management option in COPD?,Smoking cessation,Beta-2-adrenergic bronchodilators,Theophylline,Antimuscarinic medications,All of the options,E,
Which of the following is the most common clinically relevant subtype of emphysema?,Centriacinar,Panacinar,Distal acinar,Irregular,,A,
Which of the following is a restrictive pulmonary disease?,Emphysema,Chronic bronchitis,Bronchiectasis,Asthma,None of the options,E,
Accumulated fluid in the pleural cavity that compresses the lung describes which of the following processes?,Resorption atelectasis,Compression atelectasis,Contraction atelectasis,Restrictive atelectasis,Obstructive atelectasis,B,
A patient has an asthma attack in the dental chair.  Which medication formulation will work most rapidly in alleviating the signs and symptoms?,Cortical steroid,"Subcutaneous injection of 0.4 mL of 1:1,000 epinephrine",Aspirin,Theophylline,,B,
Which medication has the narrowest therapeutic range and is therefore most likely to cause complications with toxicity?,Theophylline,Prednisone,Aspirin,Ibuprofen,,A,
The term “blue bloater” is most appropriate for a person with:,Asthma,Pneumonia,Emphysema,Chronic bronchitis,,D,
Alpha-1-antitrypsin functions to limit (inhibit) the activity elastases derived from:,Erythrocytes,Type I pneumocytes,Type II pneumocytes,Eosinophils,Neutrophils,E,
Type II pneumocytes:,Secrete surfactant,Perform gas exchange,Contain smooth muscle,,,A,
