title,PCOD I Final Exam (Fall 2017),pcod1,final
question,option_a,option_b,option_c,option_d,option_e,correct,image
The “outline form” of a tooth preparation is defined as:,the shape of the tooth preparation that allows access to the carious lesion.,the shape of the tooth preparation that prevents dislodgement of the restoration during function.,the shape of the tooth preparation that insures that the remaining tooth structure and restoration can resist fracturing during function.,all of the above,none of the above,A,
"In general, as the filler volume percent increases of the various types of composite restorative materials:",the strength of the composite increases,the wear resistance of the composite increases,the polymerization shrinkage of the composite decreases,all of the above,none of the above,D,
The primary reason that a light cured composite restoration should not be built up in layers greater than 2 mm in thickness is:,the wear resistance will decrease if built up in thicker layers,the composite may shrink excessively if it is built up in thick layers,the composite may not cure thoroughly in thicker layers,the composite will be more difficulty to polish,all of the above,C,
The most important step in obtaining a smooth shiny surface of a composite restoration is:,the rough grinding and contouring step,the prepolishing step,the polishing step,a and c only,none of the above,B,
The enamel layer of a central incisor is:,thicker in the incisal third and thinner at the cervical area,thinner in the middle third and thicker at the cervical area,thicker at the middle third and thinner at in the incisal third,"equally thick in the incisal, middle and cervical parts of the tooth",a and d,A,
"During the dentin bonding procedure, the dentin should not be desiccated during drying because:",it will cause collapse of the collagen network,it will result in a weaker bond to the dentin,it will prevent complete polymerization of the composite,a and b,all of the above,D,
The reason(s) for bonding a composite restoration to a cavity preparation is:,it increases esthetics,it increases retention of the restoration,it seals the interface between the restoration and tooth structure,all of the above,none of the above,D,
The bonding mechanism of dental bonding agents is:,micro mechanical bonding to the dentin and enamel; micro mechanical bonding to the composite,chemical bonding to the dentin and enamel; micromechanical bonding to the composite,"chemical bonding to the dentin, enamel, and composite",micromechanical bonding to the enamel and dentin; chemical bonding to the composite,none of the above,D,
The formation of sclerotic dentin can result from:,precipitation of hydroxyapatite crystals into the dentin tubules from salivary origin,peritubular narrowing of the dentin tubules from odontoblastic origin,use of a high-speed carbide fissure bur on dentin,a and b,all of the above,D,
The bond strength of a properly bonded composite restoration to a tooth (without adding any additional internal mechanical retention) is:,equivalent to the compressive strength of the tooth,about 1/3 of the compressive strength of the tooth,equivalent to the tensile strength of the tooth,about 1/3 of the tensile strength of the tooth,none of the above,D,
"When using bonding agents for composite restorations, the bond strength can be greatly diminished by:",improper etching of enamel and dentin,improper washing and drying of dentin and enamel,improper application and curing of the bonding agent,imperfect isolation throughout the procedure,all of the above,E,
"In a Class II box (or slot) preparation, the occlusal outline should extend no further than:",the opposite triangular fossa,the central pit,the lingual groove,the bottom of the adjacent triangular fossa,none of the above,D,
Box (or slot) preparations are indicated when:,decay is present only on the proximal surface as seen radiographically,there is no radiographic or clinical evidence of occlusal decay,there are no existing restorations on the occlusal surface adjacent to the occlusal cavosurface margin of the preparation,a and c,all the above,E,
The compressive strength of amalgam:,is at least twice that of composites,is sufficient to withstand forces of mastication on large restorations on molars,can decrease with if gamma-2 phase is present in the restoration,a and b only,all of the above,E,
Neurological changes in humans are not detected below urine levels of mercury of _______.,2.5 µg/L,4.0 µg/L,50 µg/L,500 µg/L,4000 µg/L,D,
Etching of dentin is performed using:,35% hydrofluoric acid for 15 seconds,10% hydrofluoric acid for 35 seconds,35% phosphoric acid for 15 seconds,10% phosphoric acid for 35 seconds,none of the above,C,
"When using bonding agents for composite restorations, the bond strength can be greatly diminished by:",improper etching of enamel and dentin,improper washing and drying of dentin and enamel,improper application and curing of the bonding agent,imperfect isolation throughout the procedure,all of the above,E,
"When performing the bonding procedure prior to placing a Class II composite restoration, saliva is present on the enamel and dentin surfaces in the proximal box. This can cause:",a gap between the restoration and the tooth structure,recurrent decay beneath the restoration,shrinkage of the composite away from the gingival floor,a and b,all of the above,E,
The placement of the composite restoration for a Class II preparation includes which of the following steps?,"The composite must be applied into the cavity preparation in layers, and each layer is cured for 20 seconds.",The first layer is less than 1 mm thick (on the gingival floor).,Each new increment of material should be added slanting toward the walls of the preparation in layers no greater than 2 mm thick.,a and c,all of the above,E,
Air bubbles incorporated composite restoration can lead to:,accelerated wear of the composite,tiny “white spots” appearing in the composite,difficulty in polishing the surface to a smooth shiny appearance,all of the above,none of the above,D,
The purpose(s) for using a rubber dam during operative procedures is to:,isolate the tooth and adjacent area from contamination,"retract the surrounding intraoral structures (tongue, cheeks, etc.)",prevent the patient from swallowing debris during the procedure,a and c,all of the above,E,
The mesial and distal walls of a Class V amalgam preparation are divergent so that:,the retention is increased,unsupported enamel is removed,the mesial and distal walls are parallel to the enamel rods,all the above,b and c,E,
The difference between self-curing and light curing composite restorations is (are):,self-curing composites shrink towards the geometric center of the restoration,light curing composites shrink towards the light,self-curing composites expand toward the walls of the preparation,a and c,all of the above,B,
"In composites, the silane component serves to:",enable the bonding of the composite resin to the filler particles,increase the bonding of the composite to the tooth structure,decrease the amount of porosity in the composite,all of the above,none of the above,A,
Pulpal necrosis resulting from the use of a high-speed bur with no water can occur if the temperature of the pulp is raised minimally by:,2 degrees Celsius,5 degrees Celsius,10 degrees Celsius,25 degrees Celsius,none of the above,B,
"As a result of taking the Operative Preclinic I course, I feel that I am totally ready to treat live patients.",completely true,three-quarters true,half true,one-quarter true,You've got to be kidding.,E,
