title,DAO Final Exam (Summer 2017),dao,final
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which molar will frequently have three cusps?,Mandibular third,Maxillary third,Mandibular second,Maxillary second,,B,
"When the incisal edges of the upper and lower teeth are moved to an edge to edge position, the condyles of the mandible have moved:",Forward,Downward,Downward and forward,Backward,,C,
Which of the following are characteristics of a lower second molar? 1. Facial and lingual grooves form right angles with the central groove 2. It typically has four cusps of about equal size 3. The occlusal outline is pentagonal or hexagonal 4. The roots are closer together than those of the first molar and inclined distally,"1, 2, 4","1, 3","2, 3, 4","3, 4","1, 2, 3, 4.",A,
A mesiolingual groove will be found in which tooth?,#18,#29,#21,#5,,C,
Which of the following teeth is it most difficult to distinguish between mesial and distal?,Maxillary central,Maxillary lateral,Mandibular central,Mandibular lateral,,C,
Which of the following teeth demonstrates the greatest variations? 1. Maxillary laterals 2. maxillary canines 3. Third molars 4. First premolars,1 and 2,1 and 3,2 and 3,2 and 4,1 and 4,B,
The lower second premolar has three cusps. List the cusps from largest to smallest.,"Lingual, Mesiobuccal, Distobuccal","Lingual, Distobuccal and Mesiobuccal","Buccal, mesiolingual and distolingual","Buccal, distolingual and mesiolingual",,C,
Which of the following represents the apex of a triangular shaped boundary of the interproximal space?,Alveolar bone,The contact area of the adjacent teeth,The proximal surface of the adjacent teeth,Gingival tissue,Marginal ridges of the adjacent teeth,B,
Which surface of the mandibular canine is almost parallel to the long axis of the tooth?,Lingual,Mesial,Distal,Labial,,B,
"In the MI position, the mesiobuccal cusp of the mandibular first molar will contact:",Central fossa of the upper first molar,The distal fossa of the upper first molar,The oblique ridge of the upper first molar,The mesial marginal ridge of the upper first molar,,D,
"In the MI position, which of the following teeth has the potential to contact both anterior and posterior teeth?",Maxillary canine,Mandibular canine,Maxillary first premolar,,,A,
In a unilateral balanced occlusion (group function occlusion): 1. There is tooth to tooth contact on the non-working side 2. The upper and lower Buccal cusps contact on the working side 3. All posterior teeth contact in MI 4. The patient will be edentulous on one side 5. Canines serve as a guide for disclusion,"1,2,3","3,4","3, 4, 5","1, 3, 4","2, 3",E,
Tooth “D” in the universal system is the:,Maxillary right canine,Maxillary right lateral,Maxillary left lateral,Maxillary left canine,Maxillary right first premolar,B,
The roots of the maxillary molars generally bifurcate. The roots of the mandibular molars generally trifurcate.,The first part of each statement is true and the second part is true,The first part of each statement is true and the second part is false,The first part of each statement is false and the second part is false,The first part of each statement is false and the second part is true,,C,
The Buccal cusps of the upper are supporting cusps. The lingual cusps of the lower are supporting cusps,The first part of each statement is true and the second part is true,The first part of each statement is true and the second part is false,The first part of each statement is false and the second part is false,The first part of each statement is false and the second part is true,,C,
The superior aspect of the interarticular disc articulates against the articular eminence. In hinge axis movement the articular disc remains stationary.,The first part of each statement is true and the second part is true,The first part of each statement is true and the second part is false,The first part of each statement is false and the second part is false,The first part of each statement is false and the second part is true,,B,
Which type of gypsum product is used for making stone casts?,type I,Type II,Type III,Type IV,,C,
Which of the following cusps of the mandibular first molar is the widest when viewed from the buccal aspect?,Mesiobuccal,Distobuccal,Distal,All are equal in size,,A,
At what age is calcification of the mandibular first molar first evident?,At birth,6 to 9 months,1 year,2 years,,A,
Eruption of the maxillary canines begins at about what age?,6 to 7 years,9 to 10 years,11 to 12 years,13 years,,C,
The notation for the permanent maxillary right first molar is which of the following according to the FDI system?,16,26,35,45,,A,
A __________ is any one of the three rounded protuberances found on the incisal ridges of newly erupted incisor teeth,Lobe,Mamelon,Cusp,Supplemental groove,,B,
what is the mandibular movement based on this image?,Protrusive,Left lateral,Right lateral,Retrusive,,A,images/dao-final-summer-2017/fig48.jpeg
What is the mandibular movement demonstrated in the diagram below?,Prutrusive,Retrusive,Left lateral,Right lateral,,C,images/dao-final-summer-2017/fig49.jpeg
B in the image is representative of:,Anatomical crown,Clinical crown,Clinical root,More than one answer is correct,,B,images/dao-final-summer-2017/fig50.jpeg
