title,Pathomedicine Exam 5 (Fall 2019),patho,exam5
question,option_a,option_b,option_c,option_d,option_e,correct,image
What is the first line therapy treatment for Obsessive Compulsive Disorder:,Cognitive Processing Therapy (CPT),Dialectal Behavioral Therapy (DBT),Exposure-Response Prevention (ERP),Psychodynamic Therapy,,C,
What is the key distinction between anorexia and bulimia?,"Anorexia can have some forms of restriction, but not binging and purging",Anorexia has a younger onset (diagnosed at a younger age),Only anorexia can have body image disturbance,Anorexia requires a low body weight,,D,
What is the most common organism implicated in osteomyelitis?,Salmonella enterica,Staphylococcus aureus,Escherichia coli,Streptococcus mutans,Lactobacillus oris,B,
What of the following is the hardest to treat symptom in Schizophrenia?,Delusions,Hallucinations,Grossly disorganized behavior,Negative symptoms,,D,
What would you anticipate in a patient with untreated Grave's disease?,Normal levels of thyroid hormone,Elevated levels of thyroid hormone,Low levels of thyroid hormone,,,B,
When does the lip start to form?,4 weeks in utero,9 weeks in utero,11 weeks in utero,25 weeks in utero,,A,
Which disease involves autoimmune destruction of the thyroid gland?,Grave's disease,Hashimoto thyroiditis (chronic lymphocytic thyroiditis),Brown tumor (central giant cell granuloma in specific clinical setting),Riedel thyroiditis,Subacute lymphocytic thyroiditis,B,
Which is the strongest risk factor for a future suicide attempt?,Past suicide attempt,Access to means,Gender,Major Depressive Disorder diagnosis,,A,
Which of the following demonstrates the presence of amyloid on histopathologic examination?,Papillary thyroid carcinoma,Anaplastic thyroid carcinoma,Brown tumor (central giant cell granuloma in specific clinical setting),Follicular adenoma,Medullary thyroid carcinoma,E,
Which of the following is true of Raynaud phenomenon?,Manifests as a transient vasoconstriction of the digits,Results in pain,Results in pallor,Induced by cold and emotional stress,All the above,E,
Which of the following is true concerning hepatitis C virus infection?,There is no vaccine and no treatment medication,"There is a vaccine, but no treatment medication",There is both a vaccine and a treatment medication,"There is no vaccine, but there is a treatment medication",,D,
Which of the following is NOT typically a diagnostic criterion for a psychiatric disorder in the DSM-5:,Must cause functional impairment,Must not be caused by a substance or drug,Must not be caused by a medical condition,Must not be caused by a psychosocial stressor,,D,
Which of the following is an effective screening tool for Major Depressive Disorder?,C-SSRS,PHQ-2,CIDI-3,CAGE questionnaire,,B,
Which of the following demonstrate non-Mendelian genetics iinheritance patterns?,Trisomy 13 and Leber Hereditary Optic Neuropathy,Trisomy 18 and Sickle cell anemia,Klinefelter syndrome and Gaucher disease,Turner syndrome and Ehlers-Danlos syndrome,,A,
Which syndrome is the most common syndromic cause of oligodontia (missing teeth)?,Orofaciodigital syndrome type 1,van Der Woude syndrome,Ehlers-Danlos syndrome,Ectodermal dysplasia,,D,
Which type of birth defect results in the morphologic alteration in an already developed organ or structure?,Malformation,Deformation,Association,Sequence,,B,
Which type of diabetes demonstrates a stronger genetic association?,Type I,Type II,,,,B,
Which type of fracture is more likely to be identified in children compared to adults?,Greenstick,Incomplete,Complete,Compound,Comminuted,A,
Which virus is transmitted through the fecal oral route?,Hepatitis A,Hepatitis B,Hepatitis C,,,A,
With which infection is a chronic carrier state most common?,Hepatitis A,Hepatitis B,Hepatitis C,,,C,
