title,Pain & Anxiety Control Exam 1 (Spring 2021),painanx,exam1
question,option_a,option_b,option_c,option_d,option_e,option_f,correct,image
Which one of the following mandibular injections is ideal for patients with significant trismus causing limitation in mandibular opening?,Inferior alveolar nerve block,Gow Gates nerve block,V2 nerve block,Vazirani-Akinosi nerve block,,,D,
The horizontal and vertical landmarks for the location of the correct insertion of the needle when administering an inferior alveolar nerve block are:,"Coronoid notch of the ascending ramus of the mandible determines the horizontal plane, intersecting with the pterygomandibular raphe determining the vertical plane.","Sigmoid notch of the mandible determines the horizontal plane, intersection with the pterygomandibular raphe determining the vertical plane.","Coronoid notch of the mandible determines the horizontal plane, intersection with the infraorbital foramen determines the vertical plane.","Sigmoid notch of the mandible determines the horizontal plane, the position of the barrel of the syringe over the contralateral mandibular bicuspid teeth determines the vertical plane.",,,A,
A 21-year-old female requires removal of an impacted maxillary left third molar with a  pericoronal infection. You provide nitrous oxide/oxygen inhalation sedation at 35% and then administer a left posterior superior alveolar nerve block injecting 36 mg Lidocaine with Epinephrine 0.018 mg.  Within 5 minutes you notice that the patient has significant left sided facial swelling from the left temporal region superiorly to the left cheek. The most likely diagnosis is:,Spread of infection to the infratemporal space.,Trauma to the lateral pterygoid muscle,Hematoma from needle trauma to the pterygoid venous plexus,Laceration of the inferior alveolar artery,,,C,
A 21-year-old female requires removal of an impacted maxillary left third molar with a  pericoronal infection. You provide nitrous oxide/oxygen inhalation sedation at 35% and then administer a left posterior superior alveolar nerve block injecting 36 mg Lidocaine with Epinephrine 0.018 mg.  Within 5 minutes you notice that the patient has significant left sided facial swelling from the left temporal region superiorly to the left cheek. The correct management of this patient is:,"Rapidly complete extraction, provide ice and pressure to the site of swelling for 24 hours, and prescribe Amoxicillin 500 mg three times per day.",Abort the procedure without providing any treatment or medications and place hot compresses to the area of swelling and have the patient return in one week for the extraction.,"Abort the procedure without providing any treatment or medications and place ice with pressure to the area of swelling, and have the patient return to your office in two weeks for the extraction.","Rapidly complete the extraction, inject three more cartridges of 2% Lidocaine with Epinephrine 1:100, 000 to cause vasoconstriction in the region and prescribe a steroid medication to reduce the swelling.",,,A,
"A 21-year-old female requires removal of an impacted maxillary left third molar with a  pericoronal infection. You provide nitrous oxide/oxygen inhalation sedation at 35% and then administer a left posterior superior alveolar nerve block injecting 36 mg Lidocaine with Epinephrine 0.018 mg.  Within 5 minutes you notice that the patient has significant left sided facial swelling from the left temporal region superiorly to the left cheek. The above patient returns to your office in 48 hours with a fever, severe trismus, increased pain, and a swelling of the left cheek that is twice the size as it had been when you initially noticed the swelling two days ago.  The most likely diagnosis is:",Ecchymosis,Infection,Trauma to the lateral pterygoid muscle,Temporomandibular joint inflammation,,,B,
A 21-year-old female requires removal of an impacted maxillary left third molar with a  pericoronal infection. You provide nitrous oxide/oxygen inhalation sedation at 35% and then administer a left posterior superior alveolar nerve block injecting 36 mg Lidocaine with Epinephrine 0.018 mg.  Within 5 minutes you notice that the patient has significant left sided facial swelling from the left temporal region superiorly to the left cheek. After 10 days on the appropriate treatment the patient described above has no more swelling or pain but has persistent trismus.  Which of the following are appropriate management options?,Heat to muscles,Non-steroidal anti-inflammatory and muscle relaxant medications drugs,Passive jaw exercises to maximize mandibular range of motion and measure the interincisal opening distance weekly to determine if there is progress.,All of the above are correct.,"Heat to muscles, and non-steroidal anti-inflammatory and muscle relaxant medications drugs",,D,
Which of the following patients is most likely to develop ecchymosis following a dental injection?,A 25-year-old female athlete who works out every day at the gym.,A 46-year-old female with obesity and adult onset diabetes.,A 93-year-old male with hypertension and dementia.,A 50-year-old male with atrial fibrillation on Coumadin 5 mg daily.,,,D,
A 56-year-old female has a large palatine torus that extends from the junction of the hard and soft palate to the anterior hard palate.  This palatine torus is interfering with the construction of a maxillary removable partial denture.  She has had numerous dental procedures under local anesthesia without any issues.  Which local anesthesia injections are necessary to enable you to perform this procedure?,Inferior alveolar nerve blocks bilaterally and greater palatine nerve blocks bilaterally,Mental nerve blocks bilaterally and nasopalatine nerve block,Greater palatine nerve blocks bilaterally and infraorbital nerve blocks bilaterally,"Greater palatine nerve blocks bilaterally, nasopalatine nerve block and local infiltration of the middle and anterior palate bilaterally",,,D,
"A 55-year-old female has pain to hot and cold associated with a lower right posterior tooth for one week.  The clinical and radiographic examination reveals deep caries on the mandibular right first molar. The past medical history includes hypertension which she reports is under good control.  Her medications include Losartan 50 mg daily.  Your assessment is that she has a pulpal hyperemia from the caries, and you decide to excavate the decay to determine if the tooth can be restored or if endodontic therapy is required.  The patient’s preoperative blood pressure is 145/90 pulse rate is 80 and regular. Which nerve (s) must be anesthetized to obtain adequate anesthesia for this procedure?",Right posterior superior alveolar nerve,Right mental nerve,Right lingual nerve,Right inferior alveolar nerve,,,D,
"A 55-year-old female has pain to hot and cold associated with a lower right posterior tooth for one week.  The clinical and radiographic examination reveals deep caries on the mandibular right first molar. The past medical history includes hypertension which she reports is under good control.  Her medications include Losartan 50 mg daily.  Your assessment is that she has a pulpal hyperemia from the caries, and you decide to excavate the decay to determine if the tooth can be restored or if endodontic therapy is required.  The patient’s preoperative blood pressure is 145/90 pulse rate is 80 and regular. Which local anesthetic technique will be adequate for this patient?",Infiltration on the buccal and lingual aspects of tooth #30,Right lingual nerve block,Right mental nerve block,Right inferior alveolar nerve block,,,D,
"A 55-year-old female has pain to hot and cold associated with a lower right posterior tooth for one week.  The clinical and radiographic examination reveals deep caries on the mandibular right first molar. The past medical history includes hypertension which she reports is under good control.  Her medications include Losartan 50 mg daily.  Your assessment is that she has a pulpal hyperemia from the caries, and you decide to excavate the decay to determine if the tooth can be restored or if endodontic therapy is required.  The patient’s preoperative blood pressure is 145/90 pulse rate is 80 and regular. Which local anesthetic would you administer initially for this patient?",3% Mepivacaine,"2% Lidocaine with Epinephrine 1:100,000","4% Articaine with Epinephrine 1:100,000","4% Articaine with Epinephrine 1:200,000",,,A,
"A 55-year-old female has pain to hot and cold associated with a lower right posterior tooth for one week.  The clinical and radiographic examination reveals deep caries on the mandibular right first molar. The past medical history includes hypertension which she reports is under good control.  Her medications include Losartan 50 mg daily.  Your assessment is that she has a pulpal hyperemia from the caries, and you decide to excavate the decay to determine if the tooth can be restored or if endodontic therapy is required.  The patient’s preoperative blood pressure is 145/90 pulse rate is 80 and regular. You administer the correct local anesthetic using the proper technique.  When you start the procedure, the patient tells you that she is having pain.  You repeat the administration of the local anesthetic, and again do not achieve complete pain control.  You take the patient’s blood pressure, and it is now 175/100 and pulse rate is 105 and regular.  The most likely cause of the elevation in blood pressure is which one of the following?",The local anesthetic drug is probably now exerting a systemic effect.,The patient is nervous and responding to vibration and not really feeling pain.,The blood pressure machine is probably in error.,Pain is causing the release of endogenous catecholamines.,,,D,
"An 18-year-old male on the baseball team is hit in the face by a baseball bat.  Your examination reveals the following:  Teeth #s 8,9,10 are mild to moderately mobile, as well as the underlying alveolar bone.  There is a 3 cm laceration of the labial side of the middle upper lip and a 5 cm sized laceration full thickness (through and through  - skin, subcutaneous tissue, muscle, and labial mucosa) the middle lower lip.  The past medical history is unremarkable, the blood pressure is 130/85 pulse 90 and regular.  You are a first year oral and maxillofacial surgery resident and have treated patients like this before.  Your diagnosis is a maxillary anterior alveolar fracture, and upper and lower lip lacerations, which will require your expertise for repair.  Following radiographic confirmation of your diagnoses, you decide that you will reduce the maxillary alveolar fracture and stabilize this with an acrylic splint, and suture the lacerations closed.  You make certain that the patient has his tetanus toxoid injection, and you proceed to safely treat this patient. Which local anesthetic technique would provide adequate pain control to stabilize the maxillary fracture?","Bilateral infraorbital nerve blocks, maxillary anterior infiltrations, palatal infiltrations.",Bilateral middle superior alveolar nerve blocks and nasopalatine nerve block,Bilateral posterior superior alveolar nerve blocks and greater palatine nerve blocks,Bilateral mental nerve blocks and maxillary anterior palatal infiltrations,,,A,
"An 18-year-old male on the baseball team is hit in the face by a baseball bat.  Your examination reveals the following:  Teeth #s 8,9,10 are mild to moderately mobile, as well as the underlying alveolar bone.  There is a 3 cm laceration of the labial side of the middle upper lip and a 5 cm sized laceration full thickness (through and through  - skin, subcutaneous tissue, muscle, and labial mucosa) the middle lower lip.  The past medical history is unremarkable, the blood pressure is 130/85 pulse 90 and regular.  You are a first year oral and maxillofacial surgery resident and have treated patients like this before.  Your diagnosis is a maxillary anterior alveolar fracture, and upper and lower lip lacerations, which will require your expertise for repair.  Following radiographic confirmation of your diagnoses, you decide that you will reduce the maxillary alveolar fracture and stabilize this with an acrylic splint, and suture the lacerations closed.  You make certain that the patient has his tetanus toxoid injection, and you proceed to safely treat this patient. Which local anesthetic technique WOULD NOT provide adequate pain control for repair of the laceration of the upper lip?",Bilateral maxillary infraorbital nerve blocks,Maxillary infiltrations above the apices of the maxillary anterior teeth,Nasopalatine nerve block,Direct local anesthetic infiltration into the labial tissues of the upper lip laceration,,,C,
"An 18-year-old male on the baseball team is hit in the face by a baseball bat.  Your examination reveals the following:  Teeth #s 8,9,10 are mild to moderately mobile, as well as the underlying alveolar bone.  There is a 3 cm laceration of the labial side of the middle upper lip and a 5 cm sized laceration full thickness (through and through  - skin, subcutaneous tissue, muscle, and labial mucosa) the middle lower lip.  The past medical history is unremarkable, the blood pressure is 130/85 pulse 90 and regular.  You are a first year oral and maxillofacial surgery resident and have treated patients like this before.  Your diagnosis is a maxillary anterior alveolar fracture, and upper and lower lip lacerations, which will require your expertise for repair.  Following radiographic confirmation of your diagnoses, you decide that you will reduce the maxillary alveolar fracture and stabilize this with an acrylic splint, and suture the lacerations closed.  You make certain that the patient has his tetanus toxoid injection, and you proceed to safely treat this patient. Which local anesthetic technique would provide adequate pain control for the repair of the full thickness lower lip laceration?",Bilateral mental nerve blocks,Bilateral infraorbital nerve blocks,Bilateral lingual nerve blocks,Bilateral middle and anterior superior alveolar nerve blocks,,,A,
"An 18-year-old male on the baseball team is hit in the face by a baseball bat.  Your examination reveals the following:  Teeth #s 8,9,10 are mild to moderately mobile, as well as the underlying alveolar bone.  There is a 3 cm laceration of the labial side of the middle upper lip and a 5 cm sized laceration full thickness (through and through  - skin, subcutaneous tissue, muscle, and labial mucosa) the middle lower lip.  The past medical history is unremarkable, the blood pressure is 130/85 pulse 90 and regular.  You are a first year oral and maxillofacial surgery resident and have treated patients like this before.  Your diagnosis is a maxillary anterior alveolar fracture, and upper and lower lip lacerations, which will require your expertise for repair.  Following radiographic confirmation of your diagnoses, you decide that you will reduce the maxillary alveolar fracture and stabilize this with an acrylic splint, and suture the lacerations closed.  You make certain that the patient has his tetanus toxoid injection, and you proceed to safely treat this patient. This patient is 150 lbs. (70kg).  What is the maximum dosage of local anesthetic you can give with the following local anesthetics?",Lidocaine 300 mg,Bupivacaine 90 mg,Mepivacaine 360 mg,Articaine 700mg,,,B,
"An 18-year-old male on the baseball team is hit in the face by a baseball bat.  Your examination reveals the following:  Teeth #s 8,9,10 are mild to moderately mobile, as well as the underlying alveolar bone.  There is a 3 cm laceration of the labial side of the middle upper lip and a 5 cm sized laceration full thickness (through and through  - skin, subcutaneous tissue, muscle, and labial mucosa) the middle lower lip.  The past medical history is unremarkable, the blood pressure is 130/85 pulse 90 and regular.  You are a first year oral and maxillofacial surgery resident and have treated patients like this before.  Your diagnosis is a maxillary anterior alveolar fracture, and upper and lower lip lacerations, which will require your expertise for repair.  Following radiographic confirmation of your diagnoses, you decide that you will reduce the maxillary alveolar fracture and stabilize this with an acrylic splint, and suture the lacerations closed.  You make certain that the patient has his tetanus toxoid injection, and you proceed to safely treat this patient. The procedure is going to take several hours.  You decide to start delivering the anesthetic with 2% Lidocaine with Epinephrine 1:100,000 to provide adequate pain control and improve hemostasis.   You complete the procedure within 2 hours and have achieved adequate pain control by administering 8 cartridges of the local anesthetic.  How much Lidocaine and Epinephrine has the patient received?","Lidocaine 36 mg, Epinephrine 0.018 mg","Lidocaine 72 mg, Epinephrine 0.036 mg","Lidocaine 144 mg, Epinephrine 0.072 mg","Lidocaine 288 mg, Epinephrine 0.144 mg","Lidocaine 360 mg, Epinephrine 0.18 mg",,D,
"An 18-year-old male on the baseball team is hit in the face by a baseball bat.  Your examination reveals the following:  Teeth #s 8,9,10 are mild to moderately mobile, as well as the underlying alveolar bone.  There is a 3 cm laceration of the labial side of the middle upper lip and a 5 cm sized laceration full thickness (through and through  - skin, subcutaneous tissue, muscle, and labial mucosa) the middle lower lip.  The past medical history is unremarkable, the blood pressure is 130/85 pulse 90 and regular.  You are a first year oral and maxillofacial surgery resident and have treated patients like this before.  Your diagnosis is a maxillary anterior alveolar fracture, and upper and lower lip lacerations, which will require your expertise for repair.  Following radiographic confirmation of your diagnoses, you decide that you will reduce the maxillary alveolar fracture and stabilize this with an acrylic splint, and suture the lacerations closed.  You make certain that the patient has his tetanus toxoid injection, and you proceed to safely treat this patient. After the procedure has been successfully completed, it takes approximately 1.5 hours for the patient to recover, get discharge instructions, and a follow up appointment.  His parents have a 2-hour drive home, and they will stop on the way to fill the prescriptions you have provided.  From the time that you administered the local anesthetic until the time that the patient will actually arrive home and recovering, will be 6 hours (2 hours procedure, 1.5 hours after procedure to discharge, 2 hours drive home, ½ hour to get the prescriptions).  Approximately when would you expect your local anesthetic to wear off?",1-2 hours,3-5 hours,6-10 hours,10-12 hours,,,B,
You decide that you want to be certain that the patient has adequate pain control during the patient’s journey home and well into the evening.  Which of the following will adequately achieve this and limit the potential for nausea?,Injection of Morphine Sulfate 4 mg into the patient’s wounds.,Injection of 3% Mepivacaine into the patient’s wounds,Discharge the patient with 20% Benzocaine to be applied liberally to the wounds every 15 minutes.,"Injection of 0.5% Bupivacaine with Epinephrine 1:200,000 into the patient’s wounds.",,,D,
"A 65 year old male is referred to you for removal of three severely periodontally involved teeth #s 22, 23 & 24.  The medical history is significant for diabetes, and the patient is taking Metformin 1000mg twice daily.  The examination is unremarkable except for the periodontal disease on #s 23 & 24 with significant mobility and radiographically confirmed significant alveolar bone loss.  You conclude that the diagnosis is severe periodontitis and concur with the plan for removing these teeth under local anesthesia. Prior to performing this procedure, which of the following should be performed?",Informed consent,Assessment of status of diabetic control,Blood pressure and pulse,Urinalysis,All of the answer choices should be performed.,"Informed consent, assessment of status of diabetic control, and blood pressure and pulse should be performed.",F,
"A 65 year old male is referred to you for removal of three severely periodontally involved teeth #s 22, 23 & 24.  The medical history is significant for diabetes, and the patient is taking Metformin 1000mg twice daily.  The examination is unremarkable except for the periodontal disease on #s 23 & 24 with significant mobility and radiographically confirmed significant alveolar bone loss.  You conclude that the diagnosis is severe periodontitis and concur with the plan for removing these teeth under local anesthesia. The blood pressure is 129/88, pulse 88.  You have performed all of the required steps prior to proceeding with the local anesthetic.  The next thing that you should do is which one of the following?",Apply topical anesthesia and administer the appropriate local anesthetic.,"Review with the patient what you plan to do, describe to the patient what to expect, ask the patient if there are any questions, then administer the local anesthetic injection.","Review with the patient what you plan to do, describe to the patient what to expect, ask the patient if there are any questions, apply topical anesthetic to the planned site of injection, then administer the local anesthetic injection.",Administer the local anesthetic injection as soon as possible so the patient does not have to wait to get the procedure over with.,,,C,
"A 65 year old male is referred to you for removal of three severely periodontally involved teeth #s 22, 23 & 24.  The medical history is significant for diabetes, and the patient is taking Metformin 1000mg twice daily.  The examination is unremarkable except for the periodontal disease on #s 23 & 24 with significant mobility and radiographically confirmed significant alveolar bone loss.  You conclude that the diagnosis is severe periodontitis and concur with the plan for removing these teeth under local anesthesia. Which of the following local anesthetics are acceptable for providing pain control in this patient?",2% Lidocaine,"2% Lidocaine with Epinephrine 1:50,000","2% Lidocaine with Epinephrine 1:100,000",All of the answer choices will have a similar effect and can be used.,,,C,
"A 65 year old male is referred to you for removal of three severely periodontally involved teeth #s 22, 23 & 24.  The medical history is significant for diabetes, and the patient is taking Metformin 1000mg twice daily.  The examination is unremarkable except for the periodontal disease on #s 23 & 24 with significant mobility and radiographically confirmed significant alveolar bone loss.  You conclude that the diagnosis is severe periodontitis and concur with the plan for removing these teeth under local anesthesia. What anesthetic technique(s) will provide adequate local anesthesia for the removal of teeth #s 22, 23 & 24?",Left inferior alveolar nerve block.,"Left inferior alveolar nerve block, left lingual nerve block, labial and lingual infiltration to the apices of #24.","Labial and lingual infiltration to the apices of #s 22, 23 & 24.","Left inferior alveolar nerve block, left lingual nerve block, labial and lingual infiltration to the apices of #24 & Labial and lingual infiltration to the apices of #s 22, 23 & 24",,,D,
"A 65 year old male is referred to you for removal of three severely periodontally involved teeth #s 22, 23 & 24.  The medical history is significant for diabetes, and the patient is taking Metformin 1000mg twice daily.  The examination is unremarkable except for the periodontal disease on #s 23 & 24 with significant mobility and radiographically confirmed significant alveolar bone loss.  You conclude that the diagnosis is severe periodontitis and concur with the plan for removing these teeth under local anesthesia. Statement #1:  Vasovagal  syncope is an exceedingly rare complication that will occur following administration of local anesthesia. Statement #2:  Vasovagal syncope begins with fear and increased sympathetic tone, followed by a compensatory increase in vagal tone associated with bradycardia, hypotension, and a potential alteration of consciousness.","Statement #1 is true, statement #2 is true.","Statement #1 is true, statement #2 is false.","Statement #1 is false, statement #2 is true.","Statement #1 is false, statement #2 is false.",,,C,
"A 65 year old male is referred to you for removal of three severely periodontally involved teeth #s 22, 23 & 24.  The medical history is significant for diabetes, and the patient is taking Metformin 1000mg twice daily.  The examination is unremarkable except for the periodontal disease on #s 23 & 24 with significant mobility and radiographically confirmed significant alveolar bone loss.  You conclude that the diagnosis is severe periodontitis and concur with the plan for removing these teeth under local anesthesia. Statement #1:  Patients who fear dental procedures will demonstrate signs of increased sympathetic tone with pallor (pale appearance), cold clammy (sweaty) skin, and initially, an increase in blood pressure and heart rate. Statement #2:  When a patient develops syncope, there is a decrease in blood supply to the brain due to a combination of bradycardia, hypotension, and blood pooling in the skeletal muscle.","Statement #1 is true, statement #2 is true.","Statement #1 is true, statement #2 is false.","Statement #1 is false, statement #2 is true.","Statement #1 is false, statement #2 is false.",,,A,
Trismus following a dental injection is commonly due to: i. Hematoma when swelling occurs immediately. ii. Muscle trauma when it occurs 12-24 hours following the injection(s) iii. Infection when it occurs 48-72 hours following the injection(s),"i, ii, iii are all CORRECT","i, ii, iii are all FALSE",only ii is CORRECT,ONLY ii and iii are CORRECT,,,A,
Statement #1:  Facial nerve paralysis following a dental injection is caused by the deposition of local anesthetic past the posterior border of the mandible. Statement #2:  Facial nerve paralysis following a dental injection is likely to be a serious and potentially permanent complication.,"Statement #1 is true, statement #2 is true.","Statement #1 is true, statement #2 is false.","Statement #1 is false, statement #2 is true.","Statement #1 is false, statement #2 is false.",,,B,
A needle that has been inserted into the periodontal ligament for a PDL injection should be changed prior to administering an inferior alveolar nerve block because….,The inferior alveolar nerve block is more likely to cause a hematoma.,The needle will likely break with the second injection.,The needle will potentially spread cancer cells into a deep space,The needle is contaminated with bacteria which can cause a deep space injection.,All of the answer choices are correct.,,D,
"A 45-year-old female, Ms. A. B.,  undergoes an endodontic procedure on a painful tooth #19.  The dentist is inexperienced and did not go to dental school at TCDM.  The dentist performs an inferior alveolar nerve block, but the patient still complains of pain after this injection.  The inexperienced dentist figures that the needle target must have missed the mandibular foramen, so the dentist performs 2-3 more inferior alveolar nerve blocks, attempting to have the needle contact the mandible in multiple locations on the medial side of the ramus of the mandible.  After 4 injections the patient gets “numb”, and the endodontic procedure is completed without any further pain.  The patient calls the dentist the following morning and indicates that her jaw opening has been extremely limited since she left the dentist’s office. The patient is seen in the office by the dentist, who does not note any swelling, there is no fever, the patient doesn’t feel ill, has no problems swallowing or breathing.  However, she just cannot open her mouth more than one fingerbreadth.  The TMJs, masseter and temporalis muscles are non-tender to palpation and are not swollen. The most likely cause of the trismus in this patient is:",Injury and inflammation of the temporomandibular joints from a long dental appointment,The dental injection was too far posterior and was deposited near the facial nerve.,Trauma to the medial pterygoid muscle leading to bleeding in the space between the medial ramus of the mandible and the medial pterygoid muscle.,The patient most likely has the beginning of a deep space infection.,,,C,
"A 45-year-old female, Ms. A. B.,  undergoes an endodontic procedure on a painful tooth #19.  The dentist is inexperienced and did not go to dental school at TCDM.  The dentist performs an inferior alveolar nerve block, but the patient still complains of pain after this injection.  The inexperienced dentist figures that the needle target must have missed the mandibular foramen, so the dentist performs 2-3 more inferior alveolar nerve blocks, attempting to have the needle contact the mandible in multiple locations on the medial side of the ramus of the mandible.  After 4 injections the patient gets “numb”, and the endodontic procedure is completed without any further pain.  The patient calls the dentist the following morning and indicates that her jaw opening has been extremely limited since she left the dentist’s office. The patient is seen in the office by the dentist, who does not note any swelling, there is no fever, the patient doesn’t feel ill, has no problems swallowing or breathing.  However, she just cannot open her mouth more than one fingerbreadth.  The TMJs, masseter and temporalis muscles are non-tender to palpation and are not swollen. Following this episode, the patient continues to have decreased jaw opening with persistent trismus.  She seeks the opinion of numerous dentists, TMJ experts, endodontists, prosthodontists, and periodontists who institute various treatments including:  antibiotics, anti-inflammatory medications, oral appliances for bruxism and clenching, Botox injections, none of which result in any change in her trismus. Ultimately, 6 months following the original procedure, the patient seeks the opinion of an oral & maxillofacial surgeon (OMFS) who takes a thorough and detailed history of the onset and progression of her symptoms.  The clinical findings are negative for swelling, pain, fever, cranial nerve deficit or dental infection.  The MIO (maximum interincisal opening) is 14 mm (normal is approximately 38-45 mm) and when the OMFS tries to see if the opening can be stretched further, it is found that there is absolutely no ability to stretch beyond 14 mm of opening.  The OMFS obtains an MRI, the findings are negative for any TMJ disorder, infection, or tumor.  However, there is clear evidence of scar tissue involving the left pterygomandibular region with extension to the left temporalis muscle and tendon.  The patient is taken to the operating room, and under general anesthesia, following a certain procedure, the patient is able to open to 45 mm. Statement #1.  The most likely scenario in the case of Ms. A. B is that following traumatic injections, bleeding resulted ultimately in scar tissue.  Since the patient underwent multiple treatments without the correct diagnosis, a hematoma formed following bleeding from muscle trauma, due to multiple incorrect dental injections from the original procedure.  The scar tissue organized and prevented normal jaw opening. Statement #2.  After 6 months, the only procedure that would help this patient would be the surgical removal of scar tissue, followed by aggressive jaw exercises to maintain jaw opening.","Statement #1 is true, statement #2 is true.","Statement #1 is true, statement #2 is false.","Statement #1 is false, statement #2 is true.","Statement #1 is false, statement #2 is false.",,,A,
