title,DAO Final Exam (Summer 2018),dao,final,"1 question (about the term for vertical overlap of anterior teeth) was a fill-in-the-blank question in the source, not multiple choice, so it was omitted from this practice exam."
question,option_a,option_b,option_c,option_d,option_e,correct,image
"Which of the following adult teeth most often form from five lobes, but has only one root and three pulp horns?",Maxillary first premolar,Maxillary second premolar,Mandibular first premolar,Mandibular second premolar (two-cusp type),Mandibular second premolar (three-cusp type),E,
"When considering all premolars, which cusp is least developed?",Lingual cusp of the mandibular second premolar,Facial cusp of the mandibular first premolar,Lingual cusp of the mandibular first premolar,Facial cusp of the maxillary first premolar,,C,
"Which two types of permanent teeth are most likely to be wider mesiodistally in the lingual half versus in the facial half (that is, taper narrower from lingual toward facial)?",Maxillary first premolars and maxillary first molars,Maxillary second premolars and mandibular second molars (three-cusp type),Mandibular first premolars and maxillary second molars,Mandibular second premolars (three-cusp type) and maxillary first molars,Maxillary second premolars and maxillary second molars (four-cusp type),D,
Where are furcations located on the roots of maxillary molars?,In the middle third (mesiodistally) of the facial and lingual surfaces,Near the apical third of the mesial and distal surfaces,"On the mesial, distal, and lingual surfaces","On the facial, distal, and lingual surfaces","On the facial, mesial, and distal surfaces",E,
Which permanent tooth is likely to have its mesial proximal contact positioned more cervically than its distal?,Maxillary lateral incisor,Mandibular first molar,Mandibular first premolar,Maxillary first premolar,Mandibular canine,C,
Which of the following is NOT a trait of third molars?,Occlusal surfaces have many supplemental grooves and ridges.,Roots are frequently fused or bent.,The occlusal surface area is smaller on third molars than on first or seconds.,Root trunks are very short.,Third molars exhibit considerable variation in size and shape.,D,
Which of the following grooves is NOT likely to be found on any permanent maxillary first molar?,Mesiodistal groove,Central groove,Lingual groove,Transverse groove of the oblique ridge,,A,
The cusp of Carabelli is located on which cusp of the maxillary first molar?,Distal,Mesiobuccal,Distobuccal,Distolingual,Mesiolingual,E,
"Of the following, which cusp is the smallest cusp on permanent maxillary molars?",Mesiobuccal,Distobuccal,Mesiolingual,Distolingual,Distal,D,
Which maxillary molar root is longest?,Mesiobuccal,Mesial,Distobuccal,Distal,Palatal,E,
Many supplemental grooves on the occlusal surface are a common characteristic of the permanent mandibular _________ molar.,First,Second,Third,,,C,
The cross-sectional cut at the midroot pictured below is most probably that of a,Lingual root of a maxillary molar,Distal root of a mandibular first molar,Mandibular canine,Mandibular first premolar,Maxillary first premolar,E,images/dao-final-summer-2018/fig46.jpeg
Greater crown bulk distal to the faciolingual bisecting plane of the tooth is most typical of a mandibular,Central incisor,Lateral incisor,Canine,Second premolar,,C,
The cross-sectional outline at the cervical level is irregularly triangular in a,Mandibular second premolar,Permanent maxillary second molar,Permanent mandibular first molar,Primary mandibular second molar,,B,
Which of the following are characteristics of a permanent mandibular first molar?,Two roots and two canals,Two roots and three canals,Three roots and two canals,Three roots and three canals,,B,
Which occlusal scheme would you more likely find in an unrestored dentition?,Cusp to Cusp,Tooth to Tooth arrangement,Cusp to Marginal Ridge,Cusp to Fossa,,C,
Greater Anterior Vertical Overlap will cause decreased posterior cusp length.,True,False,,,,B,
Posselt’s Envelope of Motion describes:,The border movements of the maxilla,The sagittal representation of the potential movements of the mandible,The limited area in which a person usually functions,"The Border movements of the mandible in frontal, sagittal, and horizontal planes",,D,
In posterior group function:,You would see bilateral simultaneous contacts during excursions,You would see working side contacts only,The non-working side provides balancing contacts,"There are no canine contacts, only premolar and molar contacts during excursions",,B,
During a lateral excursion:,The working side moves medially,The non-working side moves toward the midline,"The working side condyle moves inferiorly, medially and anteriorly",None of the above,,B,
"In the drawing below, the arrow represents a possible contacting area for which of the following maxillary cusps?",Cusp of canine,Facial cusp of first premolar,Lingual cusp of first premolar,Facial cusp of second premolar,Lingual cusp of second premolar,C,images/dao-final-summer-2018/fig56.jpeg
Identify the mandibular movement in the drawing.,Protrusive movement,Right lateral (working side) movement,Right lateral (non-working side) movement,Left lateral (working side) movement,Left lateral (non-working side) movement,A,images/dao-final-summer-2018/fig57.jpeg
Which of the following sketches illustrates the occlusal view of the mandibular left first premolar?,1,2,3,4,5,E,images/dao-final-summer-2018/fig58.jpeg
Which of the following is not an indication for choosing alginate as an impression material?,For a procedure where a relatively low degree of accuracy in the impression is acceptable,For use of pouring up in stone and constructing Study Models,When the impression will be mailed to a laboratory to fabricate a night guard,When a degree of permanent deformation in the impression is acceptable,,C,
After taking an alginate you forgot to wrap it in a damp towel and the impression starts to look slightly chalky and white. What should you do next?,Place the impression in water to reestablish the impression through imbibition.,Call your patient and tell them you need another appointment to take a whole new impression!,Pour up the impression IMMEDIATELY!,Wait for the impression to complete is setting time until it becomes fully chalky and white,Cut the chalky pieces off the impression before you pour it up,B,
Mixing stone with water is an exothermic reaction,True,False,,,,A,
