title,GDA Midterm Exam (Summer 2020),gda,midterm
question,option_a,option_b,option_c,option_d,option_e,correct,image
The zona pellucida functions to block against polyspermy and __________________.,Ensure the male mitochondria does not enter the egg.,Release cortical granules that change the biology of the egg.,Digests the acrosome,Controls the size of the zygote as it is passing through the uterine tube.,,D,
At what stage does the developing embryo first have an outer layer of cells and an inner mass?,Morula,Blastocyst,Zygote,Neuroblast,,B,
The tail of the developing embryo is also referred to as what end?,Caudal end,Sagittal end,Cranial end,Medial end,Proximal end,A,
In the provided figure the cut through the center is known as what?,Median plane,Sagittal plane,Frontal plane,Proximal plane,,A,images/gda-midterm-summer-2020/fig19.jpeg
Early nutrition to the embryo is provided by which of the following reactions that causes cellular swelling and accumulation of lipids and glycogen?,Cortical reaction,Zona reaction,Acrosome reaction,Decidual reaction,,D,
Which of the following statements about somites is TRUE?,Cells remain in place and do not differentiate.,There are 60-64 pairs of somites.,Somites give rise to dermatomes which is turn given rise to the skin.,None of the answer choice are true.,,C,
"During neurulation the embryo is referred to as the neurula. Neural folds fuse to become the neural tuve, the primordium of the brain vesicles and spinal cord.",Both statements are true.,Both statements are false.,Statment 1 is true. Statement 2 is false.,Statement 1 is false. Statement 2 is true.,,A,
Spina bifida cystica generally presents without symptoms.,True,False,,,,B,
Which of the following is not a source for folic acid in the diet?,Leafy greens,Papayas,Broccoli,Legumes,All of the above are sources,E,
During development the marginal zone gives rise to which part of the spinal cord?,Gray matter,White matter,Neurons,Macroglia,,B,
The alar plate brings sensory information away from the spinal cord. The basal plate brings motor information to the spinal cord.,Both statements are true.,Both statements are false.,Statment 1 is true. Statement 2 is false.,Statement 1 is false. Statement 2 is true.,,B,
The secondary vesicles that arise from the forebrain are the telencephalon and the ________.,Diencephalon,Mesencephalon,Metencephalon,Myelencephalon,,A,
Vasculogenesis is the formation of new vascular channels by assembly of individual cell precursors called angioblasts. Angiogenesis is the formation of new vessels by budding and branching from preexisting vessels.,Both statements are true.,Both statements are false.,Statment 1 is true. Statement 2 is false.,Statement 1 is false. Statement 2 is true.,,A,
What is the adult analogue of the third aortic arch?,Maxillary artery,Ductus Arteriosus,Stapedial arteries,Common Carotid artery,,D,
Which section of the primitive guy gives rise to the jejunum?,Foregut,Midgut,Hindgut,,,B,
Which set of primordial kidneys have an adult derivative in the male only?,Pronephric,Mesonephric,Metanephric,,,B,
Which of the following statements is true of the canilicular stage of lung maturation?,The stage lasts from 6-16 weeks.,Surfactant development begins.,Respiration is possible due to terminal sac formation.,Transition occurs to autonomous gas exhange.,,C,
It is possible to screen for Downs Syndrome or Trisomy 21 prior to birth.,True,False,,,,A,
Mesenchyme from the 2nd pharyngeal arch gives rise to what group of muscles?,Extraocular muscles,Muscles of facial expression,Muscles of mastication,Muscles of the tongue,,B,
What is the stomodeum?,Primordia of the ear,Primordia of the eye,Primordia of the chin,Primordia of the mouth,Primordia of the tongue,D,
What does pharyngeal cleft 1 develop into?,External auditory meatus,Malleus,Tympanic Membrane,Hyoid,,A,
What does Cranial Nerve I control?,Sense of smell,Hearing,Trapezius Movement,Eyeball Movement,None of the answer choice,A,
Cranial nerve VI is the _________ and controls ____________.,Abducens; lid contraction,Vagus; visceral muscle movement,Abducens; eyeball movement,Vagus; downward and inward eyeball movement,None of the answer choice,C,
A 12 year old patient is accompanied to your office for a new patient visit by his parents. His medical history is remarkable for DiGeorge syndrome. Which of the following would you not expect to see as a clinical presentation of this syndrome?,Fish mouth deformity,Hearing loss,Vision loss,Notched ears,,C,
The green area shown in the figure can be identified as which facial prominence?,Frontonasal,Maxillary,Mandibular,,,A,images/gda-midterm-summer-2020/fig40.jpeg
The nasolacrimal duct separates the nasal cavity and the oral cavity preventing communication and will rupture in week 7.,True,False,,,,B,
The thyroid gland arises from the pharyngeal apparatus.,True,False,,,,B,
Which pharyngeal arches contribute to the formation of the tongue?,"I, II,","I, II, IV","I, III, VI","I, II, III, IV","I, II, IV, V",D,
Which of the following cranial nerves is not associated with innervation of the tongue?,CN V,CN VII,X,XI,XII,D,
A child presents to your office with a diagnosis of Down Syndrome. He needs several occlusal restorations and his parents have consented to have you treat him in the office. On exam you note which clinical finding which may lead to difficulty in isolation and control of the tongue?,Microglossia,Macroglossia,Ankylglossia,,,B,
Which facial prominence gives rise to the zygomatic bone?,Frontonasal,Maxillary,Mandibular,None of the answer choice,,B,
Which of the following is not a typical characteristic of Treacher Collins syndrome?,Hearing loss,Underdevelopment of he zygoma,Below average intelligence,Crowded teeth and shortened rami,,C,
What is the most appropriate patient positioning for an individual with Pierre Robins syndrome?,Completely supine in the dental chair,Upright so the airway is not compromised,Semi-upright with head tilted back and head flat,You are unlikely to see this patient in your office because they rarely survive into early childhood.,,B,
The premaxillary portion of the palate DOES NOT contain which of the following?,Lateral incisors,Central incisors,Incisive fossa,First premolars,,D,
Which ethnic group is most likely to have a cleft lip or palate?,South Asians,Africans,Europeans,Americans,,A,
The cleft pictured in the figure is an example of a ______ cleft.,Incomplete bilateral,Complete unilateral,Incomplete bilateral,Complete bilateral,,D,images/gda-midterm-summer-2020/fig51.jpeg
The Millard Advancement technique to repair clef lips aims to hide the surgical scar where?,The aloe of the nose,The vestibular mucosa,The philtrum of the upper lip,The nasolacrimal groove,,C,
Which of the following is not true of the Rule of 10’s?,The child must be 10 months of age.,The child must weigh 10 pounds.,"The child’s white blood cell count must be less than 10,000.",The hemoglobin must be at least 10 grams.,,A,
A patient presents to your practice 22 weeks pregnant and requires root canal. You plan to refer to her to your favorite endodontist. What is the appropriate medication for pain management of this patient until procedure can be completed?,Ibuprofen,Codeine,Aspirin,Toradol,Acetaminophen,E,
What organ system is most targeted by maternal alcohol consumption in the developing fetus?,Cardiovascular (Heart and blood vessels),Pulmonary (lungs),Neural (Brain and spinal cord),Gastrointestinal (Stomach and intestines),,C,
A 25 week pregnant patient presents to her obstetrician for examination three weeks following the death of her parent. The obstetrician is concerned with increased stress levels due to this traumatic event and the over-secretion of which is the following hormones?,Cortisone,Testosterone,Growth hormone,Secretin,Estrogen,A,
What FDA classification is given to drugs that have been proven to cause fetal abnormalities during development and the risk of use always outweighs any possible benefit?,Category A,Category B,Category C,Category D,Category X,E,
Which of the following is NOT true about diagnostic radiation in relation to pregnant patients?,The FDA states diagnostic radiation is appropriate in pregnant patients and no changes need to be made to protocol.,Use of a lead apron with a thyroid collar is indicated.,The risk of birth defects from the radiation from one full mouth series (FMX) is 9 in 1 billion,It is important to communicate and educate expecting patients so that all parties feel comfortable with treatment options,All of the answer statements were true.,E,
The capability of a cell to give rise to several different kinds of specialized cells is known as:,Induction,Complexity,Critical period,Pluripotential,Repercussion,D,
Rubella is the leading cause of what development defect in the developed world?,Blindness,Muscular dystrophy,Attention Deficit Disorder,Congenital heart defects,None of the answer choice,E,
A patient in her second trimester presents to your office for a routine dental restoration. What is the best choice of local anesthetic for pregnant women that need to undergo routine dental procedures?,Articaine,Mepiviciane,Prilocaine,Lidocaine,,D,
Early childhood is defined by the eruption of the first primary teeth. Late childhood is the pre-pubertal period and is defined by significant motor development.,Both statements are true.,Both statements are false.,Statement 1 is true. Statement 2 is false.,Statement 1 is false. Statement 2 is true.,,A,
Growth in height is fastest in the spring.,True,False,,,,A,
Maternal exposure to harmful substances can affect the developing fetus during any trimester and is dependent on the critical period.,True,False,,,,A,
Which of the following is not a sign of supine hypotensive disorder in pregnant women?,Tachycardia,Weakness,Nausea,Sweating,Drop in blood pressure,A,
The effects of Fetal Alcohol Syndrome are apparent in infants and toddlers and can continue to effect an individual into teenage and adult years.,True,False,,,,A,
At what week can the heartbeat begin to be detected on ultrasound?,Week 4,Week 5,Week 8,Week 12,Week 15,B,
(Bonus Question) Which of the following do patients with spend bifida have an increased risk of allergy to?,Penicillin,Sulfa drugs,Ragweed,Latex,Peanuts,D,
(Bonus Question) Pregnant women are more at risk for contracting COVID-19 and have a higher morbidity rate that an individual that is not pregnant.,True,False,,,,B,
(Bonus Question) Which of the following is not a common symptom of COVID-19 in young children?,Fever,Cough,Pneumonia,Diarrhea,Vomiting,E,
