title,Clinical Oral Radiology Exam 1 (Fall 2022),coralrad,exam1
question,option_a,option_b,option_c,option_d,option_e,option_f,correct,image
There is an intrabony radiolucency in the #3 region. Which of the following BEST describes its borders?,Moderately well-corticated,Non-corticated,,,,,A,images/coralrad-exam1-fall-2022/fig18.jpg
A radiolucency is noted on the mesial aspect of #13. This finding is most likely:,Caries,Cervical burnout,Radiolucent restoration,Enamel pearl,,,A,images/coralrad-exam1-fall-2022/fig19.jpg
A radiolucency is noted on the distal aspect of #18. This finding is most likely:,Caries,Cervical burnout,Radiolucent restoration,Root canal treatment,,,A,images/coralrad-exam1-fall-2022/fig20.jpg
"#24 has a rectangular mesio-incisal radiolucency. Based on the location and borders of this finding, which of the following is the better impression?",Dental caries,Fractured tooth,,,,,B,images/coralrad-exam1-fall-2022/fig21.jpg
#24 has a rectangular mesio-incisal radiolucency. Which of the following best describes the borders of this finding?,Well defined,Poorly defined,,,,,A,images/coralrad-exam1-fall-2022/fig22.jpg
Vertical radiolucent channels are noted between the roots of some of the teeth. The best impression for these is:,Periodontal bone loss,Nutrient canals,Dental caries,Periapical cemento-osseous dysplasia,,,B,images/coralrad-exam1-fall-2022/fig23.jpg
Severe periodontal bone loss is present.,True,False,,,,,B,images/coralrad-exam1-fall-2022/fig25.jpg
A circular entity is noted near the right mandibular angle. Which of the following is the best impression of this entity?,Ossified stylohyoid ligament,Ossified thyroid cartilage,Calcified lymph node,Trachea,,,C,images/coralrad-exam1-fall-2022/fig26.jpg
A circular entity is noted near the right mandibular angle. Which of the following best describes the borders of this entity?,Well defined,Poorly defined,,,,,A,images/coralrad-exam1-fall-2022/fig27.jpg
A circular entity is noted near the right mandibular angle. Which of the following best describes the internal structure of this entity?,Radiopaque,Radiolucent,,,,,A,images/coralrad-exam1-fall-2022/fig28.jpg
Which of the following findings is present in the left mandibular body?,Root canal treatment,Retained primary tooth,Calcified lymph node,Small Stafne defect,,,D,images/coralrad-exam1-fall-2022/fig29.jpg
Flattening of at least some parts of the TMJs is noted in this image.,True,False,,,,,A,images/coralrad-exam1-fall-2022/fig30.jpg
Flattening of at least some teeth is noted in this image.,True,False,,,,,A,images/coralrad-exam1-fall-2022/fig31.jpg
#21 has undergone root canal treatment.,True,False,,,,,B,images/coralrad-exam1-fall-2022/fig32.jpg
#21 has a periapical hypodensity.,True,False,,,,,A,images/coralrad-exam1-fall-2022/fig33.jpg
"#21 has a greatly widened PDL space, particularly on the mesial.",True,False,,,,,A,images/coralrad-exam1-fall-2022/fig34.jpg
"At the inferior aspect of the field of view, on the patient's right side, a diagonal linear radiopacity is present, which is the same density as the patient's crowns. Based on its radiodensity, which of the following is the best impression:",Sternocleidomastoid,Hyoid,Something made of metal,Stylohyoid ligament,,,C,images/coralrad-exam1-fall-2022/fig35.jpg
"At the inferior aspect of the field of view, on the patient's right side, a diagonal linear radiopacity is present, which is the same density as the patient's crowns. This entity is best described as:",Well defined,Poorly defined,Multilocular,Scalloped,,,A,images/coralrad-exam1-fall-2022/fig36.jpg
The stylohyoid ligament is visualized.,True,False,,,,,A,images/coralrad-exam1-fall-2022/fig37.jpg
The hyoid bone is visualized.,True,False,,,,,A,images/coralrad-exam1-fall-2022/fig38.jpg
How many teeth are present in this image?,25,26,27,28,,,A,images/coralrad-exam1-fall-2022/fig39.jpg
Calculus is present in this image.,True,False,,,,,A,images/coralrad-exam1-fall-2022/fig40.jpg
Radiolucencies are noted on the incisal edges of the incisors. The shape of these defects is crater-shaped. Its borders are best described as:,Well defined,Poorly defined / ill defined,,,,,A,images/coralrad-exam1-fall-2022/fig41.jpg
This radiograph is best described as a:,Periapical of left anterior mandible,Periapical of right anterior mandible,Periapical of left anterior maxilla,Periapical of right anterior maxilla,Left bitewing,Right bitewing,B,images/coralrad-exam1-fall-2022/fig42.jpg
All of the following are present in this image EXCEPT one. Which of the following is the EXCEPTION?,Root canal treated teeth,Crowns and fillings,Primary tooth,Hyoid bone,,,C,images/coralrad-exam1-fall-2022/fig43.jpg
"In the #19 region, there is a radiolucent shape in the bone that resembles the shape of a tooth. Which of the following is the best impression of this region?",Ghost tooth,Dental caries,Extraction socket,Dentigerous cyst,,,C,images/coralrad-exam1-fall-2022/fig44.jpg
Which one of the following teeth has the largest carious lesion?,#2,#14,#17,#31,,,D,images/coralrad-exam1-fall-2022/fig45.jpg
