title,Intro to Clinical Dentistry Exam 1 (Spring 2021),icd,exam1
question,option_a,option_b,option_c,option_d,option_e,correct,image
All of the following will help to ensure accurate blood pressure measurement except:,Arm free of clothing,Cuff of appropriate size,Arm positioned below heart level,No smoking thirty minutes prior,Drinking only decaffeinated beverages thirty minutes before,C,
For a proper head and neck exam all of the following nodes should be palpated except:,Sublingual,Submandibular,Auricular,Occipital,Cervical chain,A,
"When transitioning from the extra-oral exam to the intra-oral exam, gloves should be changed for the following reason:",To prevent cross contamination of the extra-oral tissues to the intra-oral tissues,Gloves don't need to be changed because it is the same patient,Gloves don't need to be changed because it is too costly,"Gloves need to be changed during the exam, but only before examining the eyes",Gloves don't need to be changed because most of the intra-oral exam will be done with a mirror,A,
A patient's face is considered Personal Health Information,True,False,,,,A,
What are the uses of Dental Photography?,All of the answer choices,Communication with specialists,For patient education,For a Dental Student's portfolio,For advertisement and marketing,A,
Which computer program do you use to edit photos before you upload them to XDR?,EOS utility system,Axium,Paint,Microsoft word,Microsoft document,C,
When should the F stop be at F32?,Profile photos,Center view- anterior separation,Maxillary- Occlusal view,Close up view,Mandibular- Occlusal view,D,
A key aspect of proper interview technique is:,Active listening,Intimidation which will force the patient into revealing more information,Being judgmental,Asking the questions closed ended,Leading the patient,A,
All of the following are objectives of the Intake visit except:,Establishing a good rapport with patient,Obtaining the patients chief complaint,Establishing if the patient can afford to pay for dental services,Determine if dental treatment requires to be modified due to a health reason,Determine if a medical consult is needed,C,
"In Axium, the following is the proper order of operations when it comes to the Welcome Consents:","First add Complete Welcome Consent, Review contents with the patient, Add Consent Package Acknowledge, Patient sign","First review contents of consent with the patient, Have the patient sign, Add the Consent Package Acknowledge, Add complete Welcome Consent","First have the patient sign, Review contents of the consent, Add the Consent Package Acknowledge, Add Complete Welcome consent","First add Consent Package Acknowledge, have patient sign, review contents of consent, add Complete Welcome Consent",,A,
With regards to health history a patient signature is required in Axium:,After health history tab is complete,After review of systems tab is complete,"After asking the patients ""chief complaint""",After entering the patients medications,After asking about any allergies,B,
"In Axium, the patients Dental History is reviewed:",Under a tab called Dental History,Under the health history tab,Under the review of systems tab,Under the social history tab,Under the treatment history tab,C,
A blood pressure reading of 145/95 is considered:,A normal blood pressure,Borderline hypertension,Stage 1 hypertension,Stage 2 hypertension,Hypertensive crisis,D,
The patients temperature is recorded in Axium:,In the Covid screening tab only,In the vital signs tab only,In both the Covid and Vital signs tab,In the health history tab,In the review of systems tab,B,
A patient with poorly controlled diabetes is considered an:,ASA I,ASA II,ASA III,ASA IV,ASA V,C,
Fordyce granules noted on the intraoral exam are:,"A variation of normal, but should still be documented",Pathology and so must be noted,Require a consult with a specialist,"Ectopic salivary glands, and don't need to be documented",Always present so there is no need to document,A,
The evaluation of the TMJ includes:,Tenderness or pain,Incisal opening,Joint noises,Hypertrophy of the Masseter muscle,All the answer choices,E,
Faculty presentation should be done in the following order:,"Patient name, chief complaint, medical history, medications, allergies, dental history, and vitals","Patient name, medical history, medications, allergies, chief complaint, vitals, dental history","Patient name, chief complaint, vitals, dental history, allergies, medical history, medications","Patient name, vitals, allergies, medical history, medications, chief complaint, dental history","Patient name, allergies, medications, medical history, chief complaint, dental history, vitals",A,
The following situations would require a medical consult except:,A patient with an unknown medical history,A patient with a complex medical history,A patient on anti-coagulation therapy,A patient whose HbA1c is above 8,An asthmatic patient who forgot their rescue inhaler,E,
"The following radiographs are always taken at intake, unless patient has them from their previous dentist:",Panoramic and four bitewings (as needed),Anterior periapicals,Posterior periapicals,A full mouth series,A CBCT,A,
"Under the intake note, Case Type refers to:",ASA classification,Original ADA  Periodontal classification,Suitability for D3/D4 students vs. Complex care clinic,Periodontal classification with staging only,Periodontal classification with grading only,C,
Upon completion of Intake the following code must be marked complete:,D0190,D0120,D0150,D9450,D7001.R,A,
At the END of the Comprehensive Care examination the student will have:,Obtained all the necessary diagnostic data to formulate a treatment plan,Obtained only a Panoramic radiograph and bitewing radiographs,Determine only  the patient's periodontal status,Assess the patients risk only for caries,Assess the patients risk only for oral cancer,A,
"During the Comprehensive Care appointment, all of the following are recorded except:",Radiographic interpretation,Information about patient's medications,Oral risk assessments,Dental findings,Periodontal charting,B,
The Low/Moderate/High risks tabs found on the Oral Risk Assessment (ORA) tab is calculated based on:,Periodontal status,Cancer risk,Caries risk,Nutritional status,Tobacco use,C,
At TCDM specialty consults can be requested for:,Endodontics,Oral Surgery,Periodontics,Orthodontics,All of the answer choices,E,
The main goal of Teledentistry is:,Reduce chair time during the intake appointment,Ascertain the patients chief complaint,Review the patients medication history,Review the patients health history,Review the patients dental history,A,
The emergency template note differs from the intake note in that the emergency note:,"Asks for the patient's ""chief complaint""",Asks for the patient's medical history,Asks for an examination of the chief complaint,Asks for extra oral exam,Asks for intra-oral exam,C,
Statement A: An inflamed PDL will be positive to percussion. Statement B: An inflamed PDL can be caused by a fractured tooth.,Both statements are true,"The first statement is true, the second is false","The first statement is false, the second is true",Both statements are false,,A,
A diffuse radiopaque lesion representing a localized bony reaction to a low-grade inflammatory stimulus seen at the apex of a tooth is:,Acute Apical abscess,Peri-implant disease,Periodontitis,Condensing Osteitis,Pericoronitis,D,
Questions to ask a patient presenting for an emergency include:,Is the pain constant or spontaneous?,Does the pain keep you awake at night?,Is it sensitive to hot or cold?,Is it sensitive to mastication?,All of the answer choices,E,
"Upon completion of treatment in any of the specialty clinics, the student that provided the treatment is required to:",Write an A mail to the student provider(generalist) reporting on what was done for the patient,Send an email thru Outlook to the student provider(generalist) reporting on what was done for the patient,Find the student provider(generalist) and tell them what was done for the patient,Give a message to the CPL reporting to them what was done,Find the student provider's (generalist)  partner and report to them what was done,A,
The proper sequence to scan an entire arch is:,"First lingual surfaces, then buccal surfaces, then occlusal surfaces","First occlusal surfaces, then lingual surfaces, then buccal surfaces","First buccal surfaces, then occlusal surfaces, then lingual surfaces",Need to scan the buccal first then the lingual surfaces allowing the scanning software to figure out the occlusal,Need to scan the lingual first then the buccal surfaces allowing the scanning software to figure out the occlusal,B,
You must scan the entire maxillary and mandibular arch before scanning the bite.,True,False,,,,A,
When scanning a crown preparation that is subgingival one needs to:,Pack one layer of retraction cord and scan,"Pack two layers of thick cord, and scan","Pack two layers of cord, one thick and one thin, and remove one before scanning","Pack two layers of thin cord, and scan","Just scan as is, and the software can will be able to distinguish between the gingiva and the prepared tooth",C,
"Clicking on ""New Case"" from the Dental Desktop Home Screen will allow you to select:",In house vs. External lab,Which arch you will be scanning,If you are scanning the bite,Trimming the scan,Stitching the scan,A,
