title,Fixed Prosthodontics Midterm Exam 1 (Fall 2018),fixedpros,midterm
question,option_a,option_b,option_c,option_d,option_e,correct,image
When determining the amount of flexure (bending) that will occur in a fixed prosthesis; if you double the span length the amount of flexure will be ______ times greater:,4,27,16,8,,D,
"In Group Function, the posterior teeth on the working side do not contact:",True,False,,,,B,
"When a space (pontic) occurs on both sides of a fixed prosthesis, that tooth is referred to as a:",Secondary abutment,Stress breaker,Pier abutment,All of the above,,C,
The relationship between the inclination (taper) of a prep and the retentive capacity of that prep is:,Equal,Taper has no effect,Inversely proportional,Only has effect if taper is greater than 20 degrees.,,C,
The name of THE Dean of Touro College of Dental Medicine is:,Dr. Jay Goldsmith,Dr. Edward Farkas,Dr. Ron Myers,Dr. Solomon Amar,None of the above,C,
Occluso-gingival length relates to the retention of a prep in the following way:,a short prep maximizes retention,a long prep minimizes retention,a short prep minimizes retention,a long prep maximizes retention,c and d,E,
Which of the following is NOT an advantage in utilizing a shoulder finish line:,Maximizes esthetics,Prevents overcontouring,Maximizes crown strength,Creates a weak crown margin,,D,
The imaginary line along which a fixed prosthesis will be seated or removed is known as the:,Line angle,Hinge axis,Line of scrimmage,Path of insertion,,D,
The diagram generated when tracing all mandibular border movements is referred to as Posselt's Envelope of Motion:,True,False,,,,A,
The PRIMARY function of the ligaments around the Temporomandibular joint is to:,Limit the movement of the condyle.,Maintain contact between articulating surfaces,Help in the opening movement of the mandible,Help in the lateral movement of the mandible,None of the above,A,
Which of the following maxillomandibular positions has the least variation and is the most reproducible:,Centric Relation,Lateral Excursion,Centric Occlusion,Maximum Intercuspation,None of the above,A,
The MOST common occlusal scheme(s) is:,Cusp-Marginal Ridge,Cusp-Fossa,Marginal Ridge-Marginal Ridge,a and b,None of the above,D,
An open vertical dimension may ADVERSELY affect:,Retention,Protrusive movement,Centric relation,Balanced occlusion,Interocclusal clearance,E,
"When treatment planning for a fixed prosthesis, which of the following is the LEAST important:",Root length,Crown length,Proper endodontic treatment,Number of roots,Fused or bifurcated roots,C,
Free-way space is synonymous with:,Translatory movment,Intermandibular space,Resting interocclusal distance,Intermaxillary space,,C,
Statement 1: The maxillary palatal cusps are supporting cusps. Statement 2: The mandibular lingual cusps are supporting cusps.,Both statements are true.,Both statements are false.,"Statement one is true, statement two is false.","Statement one is false, statement two is true.",,C,
Splinting (connecting) abutment teeth when fabricating a fixed prosthesis is done PRIMARILY to:,Improve retention,Distribute occlusal load,Assure optimum design of embrasures,Reinforce weak abutments,b and d,E,
"The hinge axis of a patient, which relates the maxilla to the condyle, can be located by using",Centric relation records,Having patient stand on their head,Face-bow transfer,Centric occlusion record,,C,
"To obtain the MOST accurate casts when making an alginate impression, you should:",Store impression in humidor for one hour before pouring stone.,Box the impression prior to pouring in stone,Pour impression as quickly as possible,Place impression in your lunch box prior to pouring,,C,
The path of the condyle during free mandibular movements is governed PRIMARILY by the:,Height of the cusps of the posterior teeth,Amount of vertical and horizontal overlap,"Vertical dimension, centric relation and the Curve of Spee.","Shape of the fossa, articular disc and the musclesInvolved.",,D,
The physiologic rest position is most closely associated with:,Centric relation,Centric occlusion,Lateral excursion,Vertical dimension,,D,
When mixing stone or plaster with water it is MOST common to:,Add water to the powder,Add powder to the water,Boil water before mixing,Temperature has no bearing on setting time,,B,
When describing Angle's Class II Division I occlusion the maxillary incisors are typically protruded and exhibit excessive overbite and overjet:,True,False,,,,A,
The Curve of Monson refers to:,An imaginary sphere 8 inches in diameter,The Ideal curve of occlusion,The diameter is located around the glabella.,a and c,All of the above,E,
When mixing alginate with water it is MOST common to:,Add water to powder,Add powder to water,Boil water before mixing,Temperature has no bearing on setting time,,A,
Centric relation is a _____ relationship.,Tooth to tooth,Mandible to Temporal bone (Bone to Bone),Mandible to condyle,All of the above,None of the above,B,
The root surface area of the maxillary second molar is _______ compared to the mandibular second molar.,Greater than,Equal to,Less than,,,A,
A cantilever fixed prosthesis ideally should have:,Have one pontic,Two abutments or more,Have two pontics,a and b,,D,
"Assuming an ideal occlusal plane,the flat head of the handpiece should begin ___________ to the occlusal table:",At a 6 degree taper,Parallel,At a 45 degree angle to the enamel rods,Perpendicular,,B,
In most people maximum intercuspation corresponds to Centric Relation:,True,False,,,,B,
Translation of the mandible occurs after ______ mm of opening:,2 - 3 mm,20 - 25 mm,40 - 50 mm,"Rotation, not translation occurs after 40 - 50 mm",,B,
