title,GDA Midterm Exam (Summer 2019),gda,midterm
question,option_a,option_b,option_c,option_d,option_e,correct,image
"Cranial Nerve X, the Vagus Nerve, is responsible for which of the following functions?",Visceral muscle movement,Hearing,Swallowing,Gag reflex,,A,
"Statement 1: The adult derivative of pharyngeal pouch 1 is the external auditory meatus. Statement 2: Pharyngeal pouches 2, 3 and 4 contribute to the formation of the bones of the ear.",Statement one is true. Statement two is false.,Statement one is false. Statement two is true.,Both statements are true.,Both statements are false.,,A,
The lateral nasal processes contribute to the formation of the philtrum and the bridge of the nose.,True,False,,,,B,
The zygomatic arch is formed by which of the following prominences?,Frontal Nasal,Maxillary,Mandibular,,,B,
Which of the following is not a clinical presentation of Treacher Collins syndrome?,Defects of the lower eyelids,Breathing difficulty while sleeping,Deformed external ears,Normal intelligence,,B,
Classfiy the lip cleft shown in the figure.,Bilateral complete,Bilateral incomplete,Unilateral complete,Unilateral incomplete,,C,images/gda-midterm-summer-2019/fig37.jpeg
What is the Veau classification of the cleft shown in the figure?,Class I,Class II,Class III,Class IV,,C,images/gda-midterm-summer-2019/fig38.jpeg
Each pharyngeal arch contains,a nerve.,an artery.,a muscle.,a cartilaginous bar.,All of the above.,E,
Which of the following is the primordium of the mouth?,Stomodeum,Frontal Nasal Process,Nasal placode,Philtrum,,A,
The thyroid gland is a derivative of the pharyngeal apparatus.,True,False,,,,B,
What is the correct name and function of Cranial Nerve VII?,Abducens; Eyeball movement,Vestibulocochlear; Equilibrium,Facial; Lip articulation and tears,Vagus; Speech,,C,
Ideally surgical repair of cleft lip or palate occurs:,When a child is 10 weeks of age,When the child weighs less than 10 pounds,When the hemoglobin count is 100,"When the white blood cell count is over 100,000",,A,
The definition of induction is:,The process of increasing growth and complexity,When one cell or group of cells changes the behavior of another cell or group of cells,Capability of giving rise to several different kinds of cells,Programmed cell death,,B,
"During a critical period, exposure to teratogens has no potential to cause birth defects in an organ system.",True,False,,,,B,
Smaller head size is associated with which of the following illegal drugs?,Marijuana,Cocaine,PCP,Heroin,,B,
Which of the following is not true of heroin use during pregnancy?,"Withdrawal symptoms include irritablity, diarreha and fever.",Heroin users have a higher incidence of HIV from drug injection that they may pass on to their babies.,Heroin cannot cross the placental barrier.,Heroin use can cause intracranial bleeding and infant death.,,C,
Which of the following prescription medications is not a known teratogen?,Amoxicillin,Tertracycline,Coumadin,Accutane,,A,
"When recommending medication for a pregnant patient, which of the following is true?","Medications should be chosen that treat the most symptoms possible, even if the patient is not suffering from them.",Antibiotics in the Pencillin family are generally safe for pregnant women.,Pregnant women should take Ibuprofen if they have a headache instead of Acetaminophen.,Class C drugs have been found to be perfectly safe for pregnant women through animal studies.,,B,
During which trimester are the effects of heavy alcohol consumption the worst?,First,Second,Third,,,B,
Which of the following developmental defects is related to rubella?,Deafness,Macrocephaly,Down's syndrome,Breathing difficulty,,A,
Which of the following is most important for neural tube development?,Folic acid,Magnesium,Vitamin D,Vitamin C,Iron,A,
Which stress-induced hormone can cause birth defects if elevated significantly during pregnancy?,Cortisone,Human chorionic gonadotropin,Estrogen,Somatotropin,,A,
Fetal maturity is reached when the fetus is 32 weeks and 3500 grams.,True,False,,,,B,
Which of the following dental procedures are not safe for pregnant women?,Restorations,Endodontic treatment,Fabrication of a removable partial denture,Scaling and root planing,All of the above are safe for pregnant women.,E,
Which of the following is not true when treating a 20 week pregnant patient in the dental chair?,The patient should be semi-reclined with a pillow supporting the right hip.,A thyroid collar and lead apron is not needed during radiographs.,Local anesthetic should be limited in this patient.,"If a pregnant patient refuses a radiograph, you have the right to refuse treatment.",,B,
What is the fate of pharyngeal arch 5?,Thyroid,Thymus,Stapes,Tympanic membrane,"Rudimentary, does not develop",E,
Into what facial structure does the frontal nasal process devlop?,Alae of the nose,Forehead,Cheeks,Lower lip,Chin,B,
Natal teeth are present above the gumline at birth.,True,False,,,,A,
Which suture is shown in the figure by the purple line?,Metopic suture,Coronal suture,Lamboidal suture,Median suture,,A,images/gda-midterm-summer-2019/fig60.jpeg
At what month during the first year of life does the peak velocity of growth occur?,1 month,2 months,5 months,6 months,,B,
Early childhood is defind by the eruption of the permanent teeth.,True,False,,,,B,
Growth in height is fastest in the winter and growth in weight is fastest in the summer.,True,False,,,,B,
Which of the following nutrients is necessary for the production of growth hormone?,Folic acid,Iodine,Magnesium,Vitamin C,,B,
Deficiency of which vitamin causes scurvy?,Vitamin A,Vitamin C,Vitamin D,Vitamin B,,B,
