title,Pathomedicine Exam 3 (Fall 2018),patho,legacy
question,option_a,option_b,option_c,option_d,option_e,correct,image
"Amyloidosis, Bence-Jones proteins in the urine, a monoclonal spike and multiple punched-out radiolucent bone lesions are most consistent with a diagnosis of:",Multiple myeloma,Acute myelogenous leukemia,Diffuse large B cell lymphoma,Chronic myelogenous leukemia,Langerhans cell histiocytosis,A,
"All of the following are features of Gardner syndrome, EXCEPT one. Which one is the EXCEPTION?",Secretion of catecholamines,Odontomas,Supernumerary teeth,Pre-malignant colorectal adenomas,Osteomas,A,
Ewing sarcoma is a primary tumor of:,Sympathetic ganglia,The adrenal glands,Bone,Skeletal muscle,Smooth muscle,C,
"All of the following are features of neuroblastoma, EXCEPT one. Which one is the EXCEPTION?",Fever,Secretion of melanin,Fever,Weight loss,Protuberant abdominal mass,B,
"All of the following are considered “high-risk” locations for oral squamous cell carcinoma, EXCEPT one. Which one is the exception?",Upper labial mucosa,FOM (floor of mouth),Tongue,,,A,
HPV (human papilloma virus) is a common etiology for oral squamous cell carcinoma of the anterior tongue.,True,False,,,,B,
"All of the following are associated with EBV (Epstein-Barr virus), EXCEPT one. Which one is the EXCEPTION?",Hodgkin lymphoma,Burkitt lymphoma,Nasopharyngeal carcinoma,Mononucleosis,Basal cell carcinoma,E,
A male farmer of 72-years has had persistent sun exposure for most of his adult life and has not applied sunscreen to the sun-exposed areas of his body. He develops a non-healing ulcer of the upper lip that measures approximately 0.8 x 0.8 cm and demonstrates rolled borders. What is the most likely diagnosis?,Melanoma,Squamous cell carcinoma,Basal cell carcinoma,Nasopharyngeal carcinoma,Metastatic prostate cancer,C,
A male of 65-years presents with elevated serum PSA and elevated alkaline phosphatase levels. This is most indicative of:,Prostatic adenocarcinoma,Carcinoma of the lung,Melanoma,Colon adenocarcinoma,Lipoma,A,
Tamoxifen functions to:,Combat osteoporosis,Block the progesterone receptor from interacting with progesterone,Block the acetylcholine receptor from interacting with acetylcholine,Block the estrogen receptor from interacting with estrogen,Inhibit function of the HER2/NUE protein,D,
Which disease is most likely to cause a myelophthisic anemia?,Acute myelogenous leukemia,Squamous cell carcinoma,Squamous papilloma,Hodgkin lymphoma,Colonic adenocarcinoma,A,
"All of the following are considered microcytic anemias, EXCEPT one. Which one is the EXCEPTION?",Thalassemia,Iron deficiency,Folate deficiency,,,C,
"All of the following are considered hemolytic anemias, EXCEPT one. Which one is the EXCEPTION?",Thalassemia,Sickle cell anemia,Aplastic anemia,Glucose-6-phosphate dehydrogenase deficiency,,C,
Which disease demonstrates mutations in the alpha or beta hemoglobin chain resulting in reduced hemoglobin synthesis:,Thalassemia,Sickle cell anemia,Folate deficiency anemia,Pernicious anemia,Glucose-6-phosphate dehydrogenase deficiency,A,
Heinz bodies are seen in:,Folate deficiency anemia,Pernicious anemia,Iron-deficiency anemia,Myelophthisic anemia,Glucose-6-phosphate dehydrogenase deficiency,E,
What type of disease is pemphigus vulgaris?,Neoplastic,Immune-mediated,Infectious,Variant of normal,Metabolic,B,
Which disease is likely to include circulating antibodies in the serum directed against desmoglein 1 and desmoglein 3?,Rheumatoid arthritis,Erythema multiforme,Pemphigus vulgaris,Mucous membrane pemphigoid,Oral lichen planus,C,
An adhesion forms between the bulbar and palpebral conjunctivae. The most appropriate terms for this phenomenon is:,Entropion,Exon,Trichiasis,Symphlepharon,Intron,D,
Which of the following require an ophthalmologic referral upon diagnosis?,Impetigo,Erythema multiforme,Pemphigus vulgaris,Mucous membrane pemphigoid,Oral lichen planus,D,
Wickham's striae (spider web-like white striations) and a band-like infiltrate of lymphocytes at the basement membrane are features most consistent with:,Impetigo,Erythema multiforme,Pemphigus vulgaris,Mucous membrane pemphigoid,Oral lichen planus,E,
Aseptic necrosis is most likely to occur in:,Folate deficiency anemia,Pernicious anemia,Iron-deficiency anemia,Sickle cell anemia,Thalassemia,D,
"All of the following are features of Plummer-Vinson syndrome, EXCEPT one. Which one is the EXCEPTION?",Iron deficiency anemia,Depapillated tongue,Dysphagia,Elevated risk for oral and pharyngeal squamous cell carcinoma,Intrinsic factor antibodies,E,
Which of the following represents a normal hematocrit percentage?,29%,75%,47%,85%,31%,C,
"All of the following are clinical features of anemia, EXCEPT one. Which one is the EXCEPTION?",Fatigue,Lassitude,Erythema,Pallor,Increased heart rate,C,
Which organ releases erythropoietin?,Bone marrow,Adrenal glands,Kidney,Liver,Pancreas,C,
"All of the following are tumors of mesenchymal origin, EXCEPT one. Which one is the EXCEPTION?",Angiosarcoma,Liposarcoma,Rhabdomyosarcoma,Osteosarcoma,Papillary thyroid carcinoma,E,
Tubular adenoma is a:,Malignancy,Hamartoma,Dysplastic entity,Metaplastic entity,Common tumor of the oral cavity,C,
"All of the following are considered features of malignancy, EXCEPT one. Which one is the EXCEPTION?",Hyperchromasia,Pleomorphism,Atypical/frequent mitoses,Encapsulation,,D,
Statement 1: Anaplasia is the normal process by which a multicellular organism develops from a single cell into many different specialized cells. Statement 2: It is often difficult to identify the tissue of origin with anaplastic malignancies.,Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,D,
Which of the following would be an example of heterotopia?,Pancreatic tissue in the stomach,Squamous cell carcinoma of the tongue,Glandular tissue developing in the lining of the esophagus as a result of chronic exposure to stomach contents of low pH,Colonic adenocarcinoma,Oral epithelial dysplasia of the tongue,A,
