title,Pathomedicine Exam 2 (Fall 2020),patho,exam2
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which is true of the following statements: Statement 1: DVTs are the most common origin of systemic thromboembolism. Statement 2: Cardiac mural thrombi are the most common origin of pulmonary thromboembolism,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,B,
Which of the following is involved in Trousseau syndrome?,Skeletal fracture with marrow release,Amniotic fluid enters maternal circulation,Diver ascends too rapidly,Tumor-associated pro-coagulant release,,D,
Which of the following can result in arterial obstruction?,Vasospasm,Intraplaque hemorrhage,Compression by a tumor,Arterial embolism,All of the answer choices,E,
Which of the following is true of red infarct?,Involved arterial occlusion,Solitary circulation,Occurs when flow is reestablished,Occurs in solid organs,,C,
Which type of shock is correctly paired with its etiology?,Hypovolemic: Blood volume loss,Septic: IgE-mediated hypersensitivity,Neurogenic: Myocardial pump failure,Anaphylactic: Microbial infection,Cardiogenic: Loss of vascular tone,A,
Which of the following is a clinical finding in shock?,Strong pulse,Slow pulse,Tachypnea,"Cool, clammy skin in septic shock",Warm skin in cardiogenic shock,C,
Which of the following factors contribute to septic shock?,Inflammatory mediators,Metabolic abnormalities,Immune suppression,Organ dysfunction,All of the answer choices,E,
Which of the following blood pressure measurements (per Dr. Y) would prevent you from performing dental treatment and requires timely referral?,120/80,130/90,140/100,160/100,180/110,E,
Which of the following steps can you take to alleviate stress/anxiety in a hypertensive patient?,Afternoon appointments,Limit use of nitrous oxide,Limit appointment time,"Encourage rapid, shallow breaths",All of the answer choices,C,
"How many 1.8 mL carpules of 2% lidocaine with 1:100,000 epinephrine is appropriate to use in a patient taking digoxin?",0,2,4,12,As many as necessary to achieve anesthesia,A,
"Patient A. R. is a 70-year-old male that reports a history of MI 2 years ago, and doesn’t remember what medications he takes because he “takes too many”. You decide to perform an emergency extraction anyway and have difficulty achieving hemostasis while the patient is sitting in your chair. Which of the following medications is most likely leading to compromised hemostasis?",Hydrochlorothiazide,Clopidogrel,Warfarin,Rivaroxaban,Edoxaban,B,
"Atherosclerosis is the leading cause of the all of the following, EXCEPT one. Which one is the EXCEPTION?",Angina,Myocardial infarction (MI),Cerevrovascular accident (CVA),Infectious endocarditis (IE),Peripheral arterial disease,D,
Which of the following is a finding in metabolic syndrome and a risk factor for atherosclerosis?,High HDL/Low LDL,Hypocoagulability,Central obesity,Hypoglycemia,All of the answer choices,C,
Which is true of the following statements: Statement 1: Atherosclerosis can lead to aneurysm. Statement 2: Atherosclerosis can lead to stenosis,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,A,
Cor pulmonale includes:,Myocardial hypertrophy of the left atrium and ventricle,Dilation of the left atrium and ventricle,Bulging of the septum into the left side,Hyperplasia of the left atrium and ventricle,All of the answer choices,C,
"All of the following represent clinical features of left-sided heart failure, EXCEPT one. Which one is the EXCEPTION?",Dyspnea,Jugular vein distension,Cough,Orthopnea,Paroxysmal nocturnal dyspnea,B,
"Which is true of the following statements: Statement 1: True aneurysms involve the intima, media and adventitia. Statement 2: False aneurysms are comprised of a wall defect which leads to the formation of a hematoma on the outside of the vessel.",Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,A,
Which is true of the following statements: Statement 1: Phosphodiesterase inhibitors taken within the last 24 hours are a contraindication to nitroglycerin administration. Statement 2: Systolic blood pressure greater than 90 mmHg is a contraindication for nitroglycerin administration,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,C,
A patient with unstable angina is a candidate for elective dental care with epinephrine reduction,True,False,,,,B,
"All of the following are dental considerations based on a history of stroke, EXCEPT one. Which one is the EXCEPTION?",Monitor blood pressure,Limit use of epinephrine,Consult with primary care physician if recent,Avoid acetaminophen for postoperative pain due to risk of increased bleeding,Consider deferral of elective treatment for 6 months,D,
"All of the following are appropriate in caring for a patient experiencing a grand mal seizure in the dental chair, EXCEPT one. Which one is the EXCEPTION?",Removal of instruments from the patient’s mouth,Restrain the patient’s extremities with help of office staff,"Position chair so patient is in a supine position CASE • Intro: 72-year-old male presents with CC “My bottom right hurts a lot when I chew and I want to fix my teeth.” • HPI: Crown came off from #31 several months ago and started hurting last night. The pain on #31 occurs when he chews or touches it. • MedHx: CHF, MI 20+years prior, angioplasty, pacemaker, stable angina, atrial fibrillation, HTN, hypothyroidism, hyperlipidemia. • Meds: Baby aspirin, carvedilol, digoxin, isosorbide mononitrate, levothyroxine, rosuvastatin, rivaroxaban, furosemide. • Allergies: Denies. • SocHx: Tobacco-free for 20+years. •PhysEx: •  BP: 131/85; HR: 77; Resp: Labored, 15/min. •Regional H&N Exam: • EOE: NO extra-oral nodules, asymmetry, or other grossly visible signs of pathology; NO clinically detectible cervical lymphadenopathy and clinically detectible TMD • IOE: Grossly decayed #11, 31. • All other oral mucosal surfaces including the upper and lower labial mucosae and vestibules, bilateral buccal mucosae and vestibules, tongue, gingiva, FOM, hard palate, soft palate and clinically visible oropharynx appeared healthy with no visible signs of atypical inflammation, infection, neoplasia, or other pathology. Dental diagnoses/problem list: • RCT failure #31 • Diagnosis: ? • Extensive bone loss #2, +3 mobility with grade 3 furcation involvement • Decayed #11 • Suspect for recurrent decay #21M • Periodontal diagnosis: Generalized moderate and localized severe chronic periodontitis Abridged treatment plan: • Phase 1 • Urgent extraction of #31 • Extraction #2 • Scaling and root planing • Excavate decay and evaluate #11 • Phase 2 • Reevaluate for endo and prosth pending response to phase 1 treatment Essay Questions: A. Is the pulp of #31 vital? Support your response. (3 pts) B. Ignoring the other aspects of his medical history, is this patient’s blood pressure at a level safe for the dental treatments described in the abridged treatment plan? (2 pts) C. Briefly discuss how this patient’s medical issues and medications will affect the way in which the planned dental treatment will be rendered. Briefly describe what will need to be done differently or what you must consider in providing the planned dental treatment to him compared to a patient without his medical issues. (10 pts total)",,,B,images/patho-exam2-fall-2020/fig35.jpeg
