title,Pain & Anxiety Control Exam 1 (Spring 2022),painanx,exam1
question,option_a,option_b,option_c,option_d,option_e,option_f,correct,image
"The downward sloping line (indicated by the red circle on image) on the graph below, represents which of the following:",Respiratory baseline,Expiratory Phase,Alveolar Plateau,Inspiratory Phase,,,D,images/painanx-exam1-spring-2022/fig11.jpeg
"Which of the following monitors is noninvasive, continuous, measures pulse rate, and compliments the capnograph in providing early warnings of patient desaturation:",Electrocardiogram,Pulse Oximeter,Precordial Stethoscope,Blood Pressure Monitor,,,B,
"In reviewing the attached patient's anesthesia record, please properly select the patient's blood pressure and heart rate at 7:30am.",BP: 118/70; HR: 78,BP: 110/65; HR: 72,BP: 130/75; HR: 88,BP: 140/80; HR: 92,,,B,images/painanx-exam1-spring-2022/fig13.jpeg
"You are a dentist anesthesiologist performing an anesthesia consult for in office intravenous moderate sedation on a 65 year-old male. After reviewing the patient's medical history, you find that the patient has unstable angina as well as chronic obstructive pulmonary disease requiring the use of supplemental oxygen. What is the proper venue for sedation for this patient given the information you have at hand?",In Office Sedation,Hospital Setting,None of the above,Either venue is appropriate,,,B,
"October 16, 1846 is known as:",Nitrous Day,Ether Day,Ethyl Chloride Day,Halothane Day,,,B,
Statement 1: Nitrous Oxide is the least potent of the anesthetic gases. Statement 2: Nitrous Oxide enters closed air-filled spaces thirty-five times more rapidly than nitrogen leaves the cavity.,Statement 1 is true; Statement 2 is false,Statement 2 is true; Statement 1 is false,Both statement 1 and statement 2 are true,Both Statement 1 and Statement 2 are false,,,C,
A 3-year-old male presents emergently to the hospital operating room with a right-sided pneumothorax. He has not had anything to eat or drink for over 12 hours. Which of the following balanced anesthetic techniques would you avoid?,Mask Induction with sevoflurane and nitrous oxide.,Mask Induction with sevoflurane and air.,Intravenous induction with midazolam and propofol. Maintenance with desflurane and oxygen.,Intramuscular induction with midazolam and ketamine. Maintenance with isoflurane and oxygen.,,,A,
Statement 1: Methionine synthase is activated by nitrous oxide. Statement 2: This activation leads to increased methionine synthase which causes pernicious anemia.,Statement 1 is true; Statement 2 is false,Statement 1 is false; Statement 2 is true,Both statement 1 and statement 2 are true,Both Statement 1 and Statement 2 are false,,,D,
A full E-cylinder of oxygen contains _____ pounds of pressure per square inch (psi) at room temperature.,~1900,~750,~1590,~660,,,A,
"If a full E-cylinder of oxygen is set at a flow of 5 liters per min, the tank would empty in approximately how many minutes?",110 minutes,120 minutes,130 minutes,150 minutes,,,C,
Approximately how many cylinders of oxygen are used for every nitrous cylinder of the same size?,2,2.5,3,3.5,,,B,
The gauge depicted by this image functions to:,Reduce the high-pressure gas coming from the cylinder to a pressure that is safe for the patient.,Deliver a pressure of 45-55 psig,Maintain a constant gas pressure to the patient regardless of the pressure contained within the cylinder,All of the options are correct,None of the options are correct,,D,images/painanx-exam1-spring-2022/fig22.jpeg
"All of the following are functions of the reservoir bag, EXCEPT:",Provides patient with a supply of atmospheric air in the event the sedation unit ceases to function and gas flow is terminated.,Provides a reservoir where additional gas can be drawn should the respiratory demands of the patient exceed the gas flow delivered by the machine.,Serves as a monitoring device of patient's respirations.,Provides oxygen during assisted or controlled ventilation by the provider.,,,A,
"Statement 1: A nasal cannula is useful to use to provide supplemental oxygen during the treatment of maxillary anterior teeth. Statement 2: When using the max volumes/flow of nitrous oxide-oxygen, adequate sedation is attainable with a nasal cannula.",Statement 1 is true; Statement 2 is false,Statement 1 is false; Statement 2 is true,Both statement 1 and statement 2 are true,Both Statement 1 and Statement 2 are false,,,A,
"A 4-year-old male patient with no significant medical history, presents to the operating room for full-mouth rehabilitation under general anesthesia. A mask induction with inhalational gases is performed in order to establish intravenous access and induce general anesthesia for nasotracheal intubation. Chose the inhalational agent below that would be least irritating to the patient's airway on induction of anesthesia.",Desflurane,Sevoflurane,Isoflurane,Halothane,,,B,
"All of the following are advantages of intravenous sedation, EXCEPT:",Rapid onset.,Ability to titrate the drugs.,Ability to control secretions.,Retrograde amnesia.,,,D,
"You are an anesthesiologist providing general anesthesia for a 6-year-old male for oral rehabilitation. The case is scheduled for 10:00. During your pre-operative consultation with the father and child, the father reports he gave the child apple-juice at 09:00. What is the earliest time the case can begin?",10:00,11:00,13:00 (1pm),15:00 (3pm),,,B,
You are the anesthesiologist providing IV moderate sedation for a surgeon who is providing extractions of 4 wisdom teeth. At 08:15 you give the patient a dose of midazolam (versed). At what time do you expect the sedative effects of this medication will begin to become ineffective?,08:30,08:45,09:00,14:15 (2:15pm),,,C,
Which of the following is an active metabolite of diazepam?,Oxazepam,Sodium benzoate,Benzoic acid,Propylene glycol,,,A,
"You are the anesthesiologist in an intravenous moderate sedation case, you have provided your patient with IV fentanyl. The surgery is complete and your patient still seems to be over-sedated and their respiratory drive is significantly decreased. You believe you need to provide them with an antagonist to reverse the effects of the fentanyl. What medication will you choose and at what initial dosage?",Flumazenil; 0.2mg IV,Naloxone; 0.2mg IV,Flumazenil; 0.1mg IV,Naloxone; 0.1mg IV,,,D,
Which of the following opioid agonists has anti-cholinergic effects?,Morphine,Meperidine,Fentanyl,Alfentanil,,,B,
"All of the following are potential side effects of administration of Fentanyl, EXCEPT:",Delayed gastric emptying,Constipation,Tachycardia,Suppression of cough,,,C,
"You are the anesthesiologist during a surgical case and you notice the patient is experiencing pain, so you have chosen to administer a dose of fentanyl. Which other medication could you have administered to decrease the pain response?",Propofol,Ketamine,Midazolam,Diazepam,,,B,
Which of the following anticholinergics has the most sedative effects?,Glycopyrrolate,Atropine,Scopolamine,None of the above,,,C,
"Nitrous oxide can be a biohazard and potentially harmful to administrators due to long term exposure. Therefore, OSHA and NIOSH established that 25ppm is the maximum exposure limit for personnel in operating rooms and 50ppm is the maximum exposure limit for personnel in the dental setting.",True,False,,,,,A,
Which Guedel Classification Stage of Anesthesia presents with the disappearance of respiratory irregularity and the loss of muscular tonus?,Stage I,Stage II,Stage III,Stage IV,,,C,
The attached image depicts a ________ blade; which is placed ________ in order to expose the larynx.,Macintosh; between the base of the tongue and the epiglottis,Miller; beneath the epiglottis and lifted,Macintosh; beneath the epiglottis and lifted,Miller; between the base of the tongue and the epiglottis,,,A,images/painanx-exam1-spring-2022/fig37.jpeg
Which of the following muscle relaxants are metabolized by plasma psuedocholinesterases?,Pancuronium,Vecuronium,Atracurium,Succinylcholine,All of the above,,D,
This inhalational agent has the lowest blood gas solubility coefficient but is not used as an inhalational induction agent due to the airway irritation that it causes.,Sevoflurane,Isoflurane,Desflurane,Enflurane,,,C,
"Statement 1: In malignant hyperthermia, the concentration of potassium in the sarcoplasm is abnormally high. Statement 2: Ryanodex can reverse the effects of malignant hyperthermia.",Statement 1 is true; Statement 2 is false,Statement 1 is false; Statement 2 is true,Both statement 1 and statement 2 are true,Both Statement 1 and Statement 2 are false,,,B,
Nystagmus of the eyes can occur:,After administration of ketamine and during the delirium stage of anesthesia,After administration of ketamine and during the induction stage of anesthesia,After administration of midazolam and during the delirium stage of anesthesia,After administration of fentanyl and during the induction stage of anesthesia,,,A,
Statement 1: A nasopharyngeal airway (NPA) is better tolerated in an awake patient than an oropharyngeal airway (OPA). Statement 2: The purpose of an OPA and an NPA is to displace the tongue from the epiglottis.,Statement 1 is true; Statement 2 is false,Statement 1 is false; Statement 2 is true,Both statement 1 and statement 2 are true,Both Statement 1 and Statement 2 are false,,,A,
"During general anesthesia, the anesthesiologist is continuously monitoring the patient and vital signs are recorded every _____ minutes.",5,10,15,30,,,A,
What is the Minimum Alveolar Concentration (MAC) of desflurane?,104%,1.28%,1.71%,6.0%,,,D,
What is the positional management of a patient with an air embolism?,Lay patient on the left side and in Trendelenburg position,Lay patient on the right side and in Trendelenburg position,Lay patient on the left side and in reverse Trendelenburg position,Lay patient on the right side and in reverse Trendelenburg position,,,A,
Which of the following is NOT a risk factor for long term opioid use?,<50 years old,Drug use disorder,Alcohol use disorder,Antidepressant use,Depression,,A,
Which oral analgesic(s) is/are best in managing post-operative pain after minor surgical procedures (such as dental extractions)?,Ibuprofen 600mg,Acetaminophen 1000mg,Oxycodone 15mg,Ibuprofen 400mg + Acetaminophen 1000mg,Ibuprofen 400mg + Oxycodone 5mg,,D,
Statement 1: The CDC recommends short durations of opioids (<3days) for acute pain. Statement 2: The CDC states that a >7day supply of opioids is rarely needed for acute pain.,Statement 1 is true; Statement 2 is false,Statement 1 is false; Statement 2 is true,Both statement 1 and statement 2 are true,Both Statement 1 and Statement 2 are false,,,C,
"When prescribing an opioid, which of the following “universal precautions” should be followed?",Opioids used to treat chronic pain should never be continued for more than a month.,Opioid misuse risk assessments for all patients.,Co-prescribe naloxone only for patients on high dose opioids (greater than 100 morphine mg equivalents).,All patients prescribed opioids for over 3 months should be transferred to a pain specialist.,,,B,
The concept of “rational polypharmacy” in pain management refers to which of the following?,Maximizing the dose of one medication before adding a second medication.,Using two medications improves pain control but requires high doses of each medication.,Using more than one pain medication concurrently increases adverse effects and is less effective.,Using multiple medications that target different parts of the pain pathway can be more effective at a lower doses of each medication.,,,D,
There is robust scientific evidence that use of methadone or buprenorphine to treat moderate to severe opioid use disorders results in decreased overall and opioid-related mortality.,True,False,,,,,A,
The medical definition of pain is defined by which of the following:,"An unpleasant sensation that can range from mild, localized discomfort, to agony.",The physical part of pain results from nerve stimulation.,"Can be contained to a discrete area, as in an injury, or it can be more diffuse, as in disorders such as fibromyalgia.",Pain is mediated by specific nerve fibers that carry the pain impulses to the brain where conscious appreciation may be modified by many factors.,All of the above define pain.,None of the above define pain.,E,
"When referring to the schedules of controlled substances, midazolam is listed as a schedule ___ drug.",I,II,III,IV,V,,D,
Enough prescription painkillers were prescribed in 2010 to medicate every American adult around the clock for one month.,True,False,,,,,A,
"In December 2021 a new law was signed in New York State that states when an opioid is prescribed under certain defined circumstances, it must be accompanied by a prescription for an opioid antagonist. Please select the appropriate circumstances for which an opioid antagonist must be co-prescribed.",If there is a history of substance use disorder.,If there is a high dose or cumulative prescriptions + or >30 morphine mg equivalents per day.,Concurrent use of acetaminophen and ibuprofen.,All of the options require a co-prescription of an opioid antagonist.,None of the options require a co-prescription of an opioid antagonist.,,A,
Extra Credit: The image depicted represents the chemical structure of which benzodiazepine?,Midazolam,Lorazepam,Diazepam,None of the above,,,A,images/painanx-exam1-spring-2022/fig56.jpeg
