title,PCOD I Midterm Exam (Fall 2016),pcod1,midterm
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which of the following types of composite has the lowest volume percent filler?,Conventional,Flowable,Hybrid,Condensable,Nanocomposite,B,
The primary reason that a light cured composite restoration should not be built up in layers greater than 2 mm thickness is:,the wear resistance of the restoration will decrease if it is built up in thicker layers,the composite may shrink excessively if it is built up in thicker layers,the composite may not cure thoroughly in thicker layers,the composite will be more difficult to polish,a and c,C,
Air bubbles incorporated in a composite restoration can lead to,unacceptable esthetics,accelerated wear of the composite,difficulty in polishing the surface to a smooth glossy appearance,all of the above,none of the above,D,
The purpose of polishing a restoration is to:,make it easier to remove plaque and stain accumulations,make it more comfortable to the tongue,make it more wear resistant,a and b,all of the above,E,
The most important step in obtaining a smooth shiny surface of a composite restoration is:,the rough grinding and contouring step,the prepolishing step,the polishing step,a and c only,none of the above,B,
The dental pulp can become necrotic if exposed to a temperature rise (at minimum) of:,20 degrees Celsius,15 degrees Celsius,10 degrees Celsius,5 degrees Celsius,2.5 degrees Celsius,D,
The enamel layer of a central incisor is:,thicker in the incisal third and thinner at the cervical area,thinner in the middle third and thicker in the cervical area,"equally thick in the incisal, middle and cervical thirds of the tooth",thicker in the middle third and thinner in the incisal third.,a and d,A,
In what direction does light cured composite shrink when it is cured?,Towards the pulpal floor,Towards the mesial Wall,Towards the curing light source,Composite does not shrink when cured,Towards the distal wall,C,
Diamond burs are generally used for:,preparing teeth for amalgam restorations,preparing teeth for composite restorations,preparing teeth for crown restorations,a and c,all of the above,C,
The convenience form of a tooth preparation is defined as:,the aspect of the tooth preparation which provides accessibility for complete caries removal,the aspect of the tooth preparation which provides adequate for vision,the aspect of the tooth preparation which provides access for placement &finishing of the restoration,a and b,all of the above,E,
A point angle is:,the junction of three walls of a preparation,the junction of two wall of the preparation,the junction of an internal wall with the external enamel or cementum surface,the angle that a pointed diamond instrument makes near the DEJ,the angle that the cutting edge of a chisel makes with the side of the blade,A,
Dr. S. Freeman's first name is:,Steve,Stanley,Stuart,Shlomo,all of the above,B,
In a three numbered hand instrument the second number refers to:,the width of the blade in tenths of a millimeter,the length of the blade in millimeters,the angle in centigrade degrees made by the long axis of the blade and the long axis of the handle,the length of the blade in tenths of a millimeter,none of the above,D,
Silane is a component of composite restorative materials. Its function is to:,act as a wetting agent between the composite and the tooth,lower the coefficient of friction to reduce abrasive wear,act as a chemical coupling agent between the resin and filler,a and b,all of the above,C,
Bevels are placed at the cavosuface margins of a preparation in order to:,"provide bonding to the ends of the enamel rods, and placing a properly contoured restoration",provide bonding at the sides of the enamel rods to create greater retention,remove unsupported enamel,a and c,all of the above,D,
The filler most often used in composites is:,glass powder,natural quartz powder,powdered plastic particles,microspheres,none of the above,A,
The intensity of the light reaching the surface of the restoration from the curing light:,is inversely proportional to the square of the distance that the curing is held form the composite,is proportional to the square of the distance that the curing is held form the composite,can be reduced if there is any composite or other debris on the end of the curing light rod,a and c,none of the above,D,
The resins used in most composite resin products include:,bis-GMA (bis-phenol A-glycidyl methacrylate,TEGDMA (triethelyne glycol dimethacrylate),UDMA (urethane dimethacrylate),all of the above,none of the above,D,
"In the bonding procedure used for composites, the teeth are etched with:",citric acid,itaconic acid,phosphoric acid,hydrofluoric acid,maleic acid,C,
The #56 bur should be held perpendicular to the external surface when creating a Class V cavity preparation. This is so that:,the axial wall will be convex,the mesial and distal walls will be divergent,the gingival and incisal walls will be parallel,a and c,all of the above,E,
"To determine if any unsupported enamel remains at the cavosurface of a preparation, you should:",look for it using 2.5X loupes,feel for it with the small end of the explorer,listen for a “ping” when dragging the explorer from the inner wall to the external surface,all of the above,none of the above,D,
"In the clinical situation, the shape of the Class V preparation is:","kidney shaped, 0.5 mm above the free gingival margin","trapezoidal, 1 mm above the free gingival margin",the shape of the carious lesion,"the shape of the carious lesion, after all unsupported enamel has been removed",none of the above,D,
"In the clinical situation, the shape of a Class IV preparation is:",diagonal extending from half way across the incisal edge to just below the point of contact,triangular extending only to the incisal edge,the shape of the fracture or carious lesion,"the shape of the fracture or carious lesion, after all caries and unsupported enamel has been removed",none of the above,D,
The final stages of tooth preparation include:,Removal of remaining infected dentin or old restorative material,pulpal protection,secondary resistance and retention form,cleaning and inspecting the tooth preparation,all of the above,E,
The reason that some of the walls of a preparation are convergent is to:,provide for retention of the restoration,eliminate unsupported enamel,maximize the esthetic results,increase the strength of the remaining tooth structure,all of the above,A,
