title,Clinical Oral Radiology Exam 2 (Fall 2018),coralrad,exam2
question,option_a,option_b,option_c,option_d,option_e,correct,image
There is a lesion near the floor of the left maxillary sinus. Which of the following best describes its borders? Image A: Image B: Image C:,Expansile,Non-expansile,,,,A,images/coralrad-exam2-fall-2018/fig17.jpg
"There is a lesion near the floor of the left maxillary sinus. Based on your observations, which of the following is the BEST impression? Image A: Image B: Image C:",Mucous-retention pseudocyst,Periapical lesion,Cemento-osseous dysplasia,Nasal polyp,,B,images/coralrad-exam2-fall-2018/fig18.jpg
"In the sagittal slice, you note #13 and #12 have intracoronal hypodensities. You also note that there are multiple restorations on surrounding teeth. Which of the following is the BEST impression of the hypodensities? Image A: Image B: Image C:",Dental caries,Periodontal disease,Beam-hardening artifacts,Fixed partial denture,,C,images/coralrad-exam2-fall-2018/fig19.jpg
There is a HYPERdense entity visualized in the field of view that is normally not present. Where is this entity located? Image A: Image B: Image C:,#4/#5 region,#12/#13 region,#20/#21 region,#28/#29 region,,B,images/coralrad-exam2-fall-2018/fig20.jpg
Which of the following best describes the effect of this entity on the buccal plate? Image A: Image B: Image C:,No effect,Thickening and/or hypertrophy of the buccal plate,Thinning and/or perforation of the buccal plate,The buccal plate is not visualized in the provided slices,,A,images/coralrad-exam2-fall-2018/fig21.jpg
Which of the following best describes the effect of this entity on the palatal/lingual plate? Image A: Image B: Image C:,No effect,Thickening and/or hypertrophy of the palatal/lingual plate,Thinning and/or perforation of the palatal/lingual plate,The palatal/lingual plate is not visualized in the provided slices,,C,images/coralrad-exam2-fall-2018/fig22.jpg
Tooth #32 is being evaluated for extraction. Which of the following best describes the orientation of #32? Image A: Image B: Image C: Image D: Image E:,Angled mesially,Angled distally,Angled buccally,Angled lingually,,A,images/coralrad-exam2-fall-2018/fig23.jpg
Tooth #32 is being evaluated for extraction. The crown of #32 is located near: Image A: Image B: Image C: Image D: Image E:,The superior aspect of the mandibular canal,The buccal aspect of the mandibular canal,The lingual aspect of the mandibular canal,The superior and buccal aspects of the mandibular canal,The superior and lingual aspects of the mandibular canal,A,images/coralrad-exam2-fall-2018/fig24.jpg
Tooth #32 is being evaluated for extraction. The root tips of #32 are located near: Image A: Image B: Image C: Image D: Image E:,The superior aspect of the mandibular canal,The buccal aspect of the mandibular canal,The lingual aspect of the mandibular canal,The superior and buccal aspects of the mandibular canal,The superior and lingual aspects of the mandibular canal,D,images/coralrad-exam2-fall-2018/fig25.jpg
Structures A and B are most likely:,Hypoplastic teeth,Wisdom tooth extraction sockets,Periapical lesions,The temporomandibular joints (TMJs),,B,images/coralrad-exam2-fall-2018/fig26.jpg
"Structure C, which runs through the mandible, is known as the:",Mandibular canal,Mental foramen,Mandibular foramen,Mental canal,,A,images/coralrad-exam2-fall-2018/fig27.jpg
Which of the following is MOST DIFFICULT to diagnose on a CBCT due to the possibility of artifacts?,Dental caries,Periodontal disease,Periapical lesions,Sinusitis,,A,
"When evaluating a structure (such as a tooth) in a CBCT, in which of the following planes should the structure be examined?",Axial,Frontal/Coronal,Sagittal,"Axial, Coronal, and Sagittal",,D,
Which imaging modalities are prone to beam-hardening artifacts?,CBCT only,CBCT and panoramic,Intraoral and panoramic,Panoramic only,,A,
All of the following are true regarding TMJ imaging EXCEPT one. Which is the EXCEPTION?,The TMJ disc is well-visualized on a CBCT,The bony structures of the TMJ are well-visualized on a CBCT,The radiographic signs of TMD do not always match the clinical symptoms.,Erosive and sclerotic changes can be seen on a CBCT,,A,
"When obtaining a CBCT to evaluate for mandibular wisdom tooth extraction, all of the following should be examined EXCEPT one. Which is the EXCEPTION?",Proximity to the buccal and lingual plates,Proximity to the mandibular canal,Proximity to the nearest sinus,The amount the roots are dilacerated,,C,
All of the following are weaknesses of CBCTs EXCEPT one. Which is the EXCEPTION?,CBCTs have lower spatial resolution than intraoral radiographs,CBCTs are prone to beam-hardening artifacts,CBCTs generally give more radiation to the patient than a panoramic radiograph,CBCTs are prone to ghost images,,D,
Which of the following is the correct way to “drag” a single slice around the screen using TxSTUDIO/InVivo on either Mac or PC?,Scroll the mouse wheel,Click and drag,Shift + click and drag,Ctrl + click and drag (PC) / Option + click and drag (Mac),,C,
What is a general dentist responsible for when interpreting in a CBCT?,Teeth and jaws only,"Teeth, jaws, sinuses, and airway only",Everything in the field of view,Only the part the dentist is interested in,,C,
Which of the following terms best describes a list of suspected diagnoses for a particular entity?,impression,diagnosis,prognosis,differential diagnosis,,D,
Which of the following terms best describes a single suspected diagnosis based solely on radiographic information?,impression,diagnosis,treatment plan,differential diagnosis,,A,
Which of the following terms best describes a procedure or set of procedures to be performed based on your analysis of the patient?,impression,prognosis,treatment plan,differential diagnosis,,C,
Which of the following is the most appropriate way to describe a mesiangular tooth #1 which has not erupted in a 50-year-old patient? Assume tooth #2 is present and fully erupted.,#1 is unerupted,#1 is impacted by #2,#1 is impacting #2,#1 is next to #2,,B,
Which of the following is TRUE regarding properly measuring true buccal-lingual bone width on CBCT?,The ArchSection feature is NOT recommended for this purpose,Rotating the axial plane with respect to the bone and then measuring in another plane CANNOT give you true measurements,Measurements taken in the coronal plane are ALWAYS TRUE buccal-lingual measurements,"Buccal-lingual measurements are NOT recommended to be taken in the Axial plane since you cannot see if you are at the widest part of the bone, narrowest part of the bone, or the average width of the bone",,D,
