title,PCOD I Final Exam (Fall 2018),pcod1,final
question,option_a,option_b,option_c,option_d,option_e,correct,image
"When preparing a class 2 cavity preparation for amalgam, the extent of the external outline depends on:",Carious lesion,Contact area,Both,,,C,
Which component makes up the biggest % of amalgam?,Silver,Tin,Mercury,Copper,,C,
"Of the two types of caries (smooth vs. pit and fissure), the most difficult to detect without the use of radiograph is the smooth surface type.",True,False,,,,A,
"Before a composite restoration, the tooth is etched with what type of acid?",citric acid,itaconic acid,phosphoric acid,hydrofluoric acid,maleic acid,C,
Air bubbles incorporated in a composite restoration will not lead to:,acceptable esthetics,accelerated wear of the composite,difficulty in polishing the surface to a smooth glossy appearance,all of the above,none of the above,A,
Which of the following is (are) true for a classic Class I preparation for a mandibular first molar?,The mesial and distal walls are divergent.,The buccal and lingual walls are convergent,The pulpal floor is 2.0 mm deep from the cavosurface margin throughout the preparation,all of the above,one of the above,D,
Basic examination instruments include:,"mirror, excavator, and probe","mirror, probe and explorer","elevator, mirror and probe","probe, Hollenback, mirror",none of the above,B,
A patient will likely experience food impaction due to which of the following problems with the restoration placed?,Overhang at gingival margin,Open contact,High marginal ridge,Open margin,,B,
"After completion of placement of amalgam restoration, which gets removed first from tooth?",Matrix band,Wedge,Rubber dam,,,B,
The axial wall is an ______ wall and it is _______ to the long axis of the tooth.,"Internal, parallel","Internal, perpendicular","External, parallel","External, perpendicular",,A,
Which of the following should NOT be on your tray for an amalgam restoration?,Condenser,Carrier,Ball burnisher,Plastic instrument,Cleoid/discoid,D,
The extent of prepared cavity external outline is dependent upon all the following except:,Extent of carious lesion,Extension for prevention,Convenience form,,,B,
Below are 4 functions that the pulp serves. Which is NOT a function of the pulp?,Nutritive,Formative,Sensory,Reparative,Shock Absorber,E,
Which is NOT a characteristic of the DEJ.,Most sensitive area,Least resistant to the carious lesion,Follows the contour of tooth surface,Hardest part of the tooth,,D,
Select all that apply: Deficient margins at the proximal gingival corners of a recently placed Class II restoration may have been caused by:,Rubber dam trapped between the band and gingival margin,Placement of a large increment of material placed in proximal box during condensation,Poor condensation technique,Debris trapped in the corner of the proximal box,,D,
Select all that apply: contact between two adjacent teeth is always carefully restored:,To protect gingival tissue,Prevent food impaction,Prevent distal mesial shifting of teeth,Prevent extrusion of adjacent teeth,,C,
Reasons for wedging the Class II matrix band:,Establish a sound proximal contact,Develop a proper proximal marginal ridge,Establish the proper occlusal anatomy,Prevent gingival margin hangover,More than one answer is correct,E,
After finishing a composite restoration you observe light can be seen through the contact. What should you do?,Nothing,Ask patient to floss after each meal,Prepare a class II on adjacent tooth to make contact,Remove restoration and replace it,,D,
"Undercuts, parallel walls and dovetails are considerations for",Outline,Access,Convenience,Retention,Resistance,D,
Overtighting of the matrix band will most likely cause:,Open contact,Better adaptation of the amalgam in proximal cavo-surface margin during condensaiton,Tearing of the band,Over contouring of the restoration,Tooth fracture,A,
Placing an axial wall of an ideal MO Class II preparations too far axial-pulpally could result in:,Pulpal exposure,Sensitivity to thermal conduction,Sensitivity to owing to damage of odontoblastic cells,All of the above,,D,
The rationale for planing the gingival cavosurface margin of a Class II cavity is to:,Achieve better condensation,Minimize microleakage,Allow for better finishing of the restoration,Remove unsupported enamel,There is no reason to plane the gingival cavosurface margin,D,
"A carious lesion in a pit and fissure caries extends into enamel and has the base of the cone on the enamel surface and the point of the cone at the DEJ. When caries involves dentin in both pit and fissure caries and smooth surface caries, when the caries involves dentin there is a spread of the carious lesion along the DEJ.",Both statements are true,Both statements are false,"First statement is true, and the second is false","First statement is false, and the second is true",,D,
Clinically you want to accomplish a Class II MO composite restoration due to a small proximal caries. There is no occlusal caries and the primary anatomic enamel is coalsed or fused. What would justify the occlusal portion of the preparation.,Access form,Outline form,Retention form,Resistance form,None of the above,A,
Which of the following are indications of the use of an amalgam restoration?,The occlusal surface because of the wear resistance of an amalgam is adequate enough to withstand occlusal forces,The mesial of the canine,Anterior teeth with a Class V cavity,Lingual cavities of an anterior tooth,A and D,A,
Signs are objective clinical findings. This will include all EXCEPT:,widened PDL,wear facets,pain,premature contacts,,C,
"In an ideal Class I amalgam preparation, the mesial wall creates a slightly obtuse angle with the pulpal floor. In addition, if this preparation was made in #14 the pulpal floor would have to extend at least 1.3mm into dentin.","The first statement is true, the second is false","The first statement is false, the second is true",Both statements are true,Both statements are false,,A,
The reason for opening up the gingival embrasure when performing a surgical Class II or III procedure is?,To insure that all unsupported enamel is removed,Only necessary if the preparation ends on enamel,That decay is generally found just gingival to the contact area,Only necessary for amalgam and not for composite restorations,,C,
"You find out in your initial examination of Ms D Bee that she is missing mandibular teeth at 20, 29 and 30. She had a partial with clasps made several years ago that fits well and she is satisfied with it. In your treatments consideration what factor(s) will determine whether you will place composite or amalgam for the Class V facial restoration?",Resistance to wear,Ability to isolate,Access to the lesion,All of the above,,D,
The direction of the enamel rods are?,generally in the long axis of the tooth,generally perpendicular to the gingival floor,generally right angles in the dento-enamel junction,generally at acute angles with the CEJ,,C,
A rectilinear instrument has a formula that reads 13-97-9-15. The 13 in the formula represent?,The width of the blade in mm,The width of the blade in 1/10s of a mm,The length of the blade in mm,The length of the blade in 1/10s of a mm,,B,
"You have punched the holes for the rubber dam too close together, what will happen?",You will have excess rubber between the contacts,The interproximal rubber may be very thin and break,You must make additional holes to accommodate the arch,Should not be a problem as the rubber is elastic,,B,
The purpose of beveling the axio-pulpal line angle of a Class II amalgam cavity preparation?,Reduce the likelihood of a pulpal exposure,Reduce the likelihood of fracture of the restorative material,Increase the likelihood that all the decay has been removed,Increase the retention form of the preparation,,B,
