title,DAO Final Exam (Summer 2021),dao,final
question,option_a,option_b,option_c,option_d,option_e,correct,image
The primary mandibular 2nd molar differs from a permanent mandibular 1st molar in that the primary mandibular 2nd molar,Is darker in color,Is larger in size,Has a form peculiar to itself,Has a larger occlusal table,Has roots that are more divergent,E,
"The permanent mandibular molars are distinguished from permanent maxillary molars in that the mandibular molars have A) Two roots, one mesial and one distal B) Crowns that are broader buccolingually than mesiodistally C) Lingual cusps that are almost equal in size",A and B,B and C,A and C,All of the above,,C,
The primate space A) Is located mesial to the maxillary primary canines B) Is located mesial to the mandibular primary canines C) Is located distal to mandibular primary canines D) Is located distal to the maxillary primary canines,A and B,A and C,B and D,B and C,C and D,B,
The primary mandibular first molar looks like:,The permanent mandibular first molar,The mandibular first premolar,The permanent mandibular canine,None of the above,,D,
"When viewing teeth from the facial, which of the following has a mesial cusp slope that is longer than the distal cusp slope",The permanent maxillary canine,The permanent maxillary first premolar,The primary maxillary canine,More than one answer is correct,,D,
At what age is the root completed in the mandibular second molar?,6 years,9 years,12 years,15 years,,D,
Which of the following ranks the size of roots of the maxillary first molar in size from largest to smallest?,"Palatal, mesiobuccal, distobuccal","Mesiobuccal, palatal, distobuccal","Palatal distobuccal, mesiobuccal,","Distobuccal, palatal, mesiobuccal","Mesiobuccal, distobuccal, palatal",A,
The occlusal outline of the maxillary first molar has two acute angles and two obtuse angles. The acute angles are?,ML and DL,MB and DL,ML and DB,DB and DL,MB and DB,B,
"When compared to the maxillary first premolar, the central groove of the maxillary second premolar is:","Longer, with less supplementary grooves","Shorter, with more supplementary grooves","Longer, with more supplementary grooves","Shorter, with less supplementary grooves",,B,
Which of the following teeth exhibits the most deviation in crown morphology?,Maxillary central,Maxillary lateral,Mandibular lateral,Maxillary canine,Mandibular canine,B,
The dentition of a normally developing  6 ½ year child usually consists of :,8 primary and 8 permanent teeth,10 primary and 10 permanent teeth,18 primary and 6 permanent teeth,20 primary teeth,,C,
Which of the following characteristics of tooth #30 distinguishes it from tooth #31?,Number of roots,Number of lingual cusps,Presence of a lingual groove,Position of the lingual cusps,Number of developmental grooves,E,
Which of the following are notable differences between primary and permanent teeth? A) Cervical ridges on permanent teeth are more pronounced B) Crowns of primary teeth are shorter compared to the mesiodistal diameters C) Root trunks of the primary teeth are less pronounced D) Enamel is thinner in primary teeth E) Pulp cavities are larger in permanent teeth F) Roots of permanent teeth are longer and slimmer,"A, B and C","A, E and F","B, C and D","B, C, and E","C, D and E",C,
"In the diagram of the envelope of motion, the maximum opening position is the MOST",Centrally located,Anterior,Superior,Posterior,Inferior,E,
From the facial view teeth #24 and #25 have their contacts located in,The middle third,The junction of the middle third and incisal third,In the incisal third,The cervical third,,C,
Which jaw position is determined by tooth to tooth contact?,Centric Relation,Terminal Hinge,Maximum intercuspation,Postural position,,C,
The distolingual cusps of which of the following teeth may be completely absent? A) Maxillary first molar B) Mandibular first molar C) Mandibular second molar D) Maxillary third molar E) Mandibular second premolar,A and C,B and D,C only,D only,D and E,E,
Which surface of the mandibular canine is almost parallel to the long axis of the tooth?,Lingual,Mesial,Distal,Labial,,B,
"In Maximum intercuspation, which of the following teeth has the potential to contact both anterior and posterior teeth on the opposing arch?",Maxillary canine,Mandibular canine,Maxillary first premolar,Mandibular second premolar,,A,
Which of the following are characteristics of a mandibular second molar? A) Facial and lingual grooves form right angles with the central groove B) It typically has four cusps of about equal size C) The occlusal outline is pentagonal or hexagonal D) The roots are closer together than those of the first molar and inclined distally,"A, B and D",A and C,"B, C and D",C and D,"A, B, C and D",A,
"In ideal occlusion, which of the following maxillary teeth have a single antagonist (meaning, it occludes with only one other tooth)?",Central incisor,Lateral incisor,First premolars,First molars,Third molars,E,
"When compared to the incisal embrasure between the maxillary central and lateral incisors, the incisal embrasure between the maxillary central incisors is?",Larger,Smaller,The same size,Determined by the height of the cervical line,,B,
"The facial height of contour of the all teeth is in the ____________________, and the lingual height of contour for anterior teeth is in the ______________________.","Cervical third, cervical third","Cervical third, middle third","Middle third, cervical third","Incisal third, cervical third","Middle third, middle third",A,
