title,Pathomedicine Exam 2 (Fall 2018),patho,legacy
question,option_a,option_b,option_c,option_d,option_e,correct,image
"Intro: A male patient of 73-years presents to the clinic for initial oral evaluation; patient “wants to get new teeth”.HPI: Patient reports poor fitting RPDs for several months. MedHx: Congestive heart failure, atrial fibrillation, implanted defibrillator, benign prostatic hyperplasia and gastroesophageal reflux. Meds: Warfarin (Coumadin), metoprolol, digoxin, tamsulosin, ranitidine hcl.Allergies: Penicillin.SocHx: Denies.PhysEx:BP: 121/75.HR: 77.Resp: Labored, 14/min.Regional H&N Exam:EOE: The regional head and neck examination demonstrated no extra-oral nodules, asymmetry, or other grossly visible signs of pathology; the examination was negative for clinically detectible cervical lymphadenopathy and clinically detectible TMD.IOE: The right lateral border of the tongue demonstrated two erythematous patches possessing yellow-white changes at the periphery-- the anterior lesion measuring 0.5 x 0.5 cm and the posterior lesion measuring 1.0 x 0.7 cm; these changes are consistent with geographic tongue and require no further investigation at this time.All other intraoral mucosal surfaces including the upper and lower labial mucosae, bilateral buccal mucosae, bilateral maxillary and mandibular buccal vestibules, gingiva, uninvolved tongue, FOM, hard palate, soft palate and clinically visible oropharynx appeared healthy with no visible signs of atypical inflammation, infection, neoplasia, or other pathology.Question: This patient's treatment plan will include scaling and root planing. Is this patient's blood pressure reading at a safe level for elective dental treatment?",True,False,,,,A,
"Intro: A male patient of 73-years presents to the clinic for initial oral evaluation; patient “wants to get new teeth”.HPI: Patient reports poor fitting RPDs for several months. MedHx: Congestive heart failure, atrial fibrillation, implanted defibrillator, benign prostatic hyperplasia and gastroesophageal reflux. Meds: Warfarin (Coumadin), metoprolol, digoxin, tamsulosin, ranitidine hcl.Allergies: Penicillin.SocHx: Denies.PhysEx:BP: 121/75.HR: 77.Resp: Labored, 14/min.Regional H&N Exam:EOE: The regional head and neck examination demonstrated no extra-oral nodules, asymmetry, or other grossly visible signs of pathology; the examination was negative for clinically detectible cervical lymphadenopathy and clinically detectible TMD.IOE: The right lateral border of the tongue demonstrated two erythematous patches possessing yellow-white changes at the periphery-- the anterior lesion measuring 0.5 x 0.5 cm and the posterior lesion measuring 1.0 x 0.7 cm; these changes are consistent with geographic tongue and require no further investigation at this time.All other intraoral mucosal surfaces including the upper and lower labial mucosae, bilateral buccal mucosae, bilateral maxillary and mandibular buccal vestibules, gingiva, uninvolved tongue, FOM, hard palate, soft palate and clinically visible oropharynx appeared healthy with no visible signs of atypical inflammation, infection, neoplasia, or other pathology.Question: This patient's treatment plan will include scaling and root planing. What is the maximum amount of epinephrine that would be considered safe for this patient?",0 mg,0.036 mg,0.018 mg,0.36 mg,0.18 mg,A,
"Intro: A male patient of 73-years presents to the clinic for initial oral evaluation; patient “wants to get new teeth”.HPI: Patient reports poor fitting RPDs for several months. MedHx: Congestive heart failure, atrial fibrillation, implanted defibrillator, benign prostatic hyperplasia and gastroesophageal reflux. Meds: Warfarin (Coumadin), metoprolol, digoxin, tamsulosin, ranitidine hcl.Allergies: Penicillin.SocHx: Denies.PhysEx:BP: 121/75.HR: 77.Resp: Labored, 14/min.Regional H&N Exam:EOE: The regional head and neck examination demonstrated no extra-oral nodules, asymmetry, or other grossly visible signs of pathology; the examination was negative for clinically detectible cervical lymphadenopathy and clinically detectible TMD.IOE: The right lateral border of the tongue demonstrated two erythematous patches possessing yellow-white changes at the periphery-- the anterior lesion measuring 0.5 x 0.5 cm and the posterior lesion measuring 1.0 x 0.7 cm; these changes are consistent with geographic tongue and require no further investigation at this time.All other intraoral mucosal surfaces including the upper and lower labial mucosae, bilateral buccal mucosae, bilateral maxillary and mandibular buccal vestibules, gingiva, uninvolved tongue, FOM, hard palate, soft palate and clinically visible oropharynx appeared healthy with no visible signs of atypical inflammation, infection, neoplasia, or other pathology.Question: This patient's treatment plan will include scaling and root planing. Achieving hemostasis may be a problem for this patient related to one of the medications he is taking. Which of the following would be the most appropriate laboratory test to evaluate his ability to achieve hemostasis given the medications he is taking?",Complete blood cell count (CBC) with differential,International normalized ratio (INR),Activated partial thromboplastin time (aPTT),,,B,
Hyperplastic arteriosclerosis is a result of severe hypertension and shows an “onion-skinning” pattern on microscopic review.,True,False,,,,A,
"Intro: A male of 58-years presents for evaluation of “spots in mouth”. HPI: Wife noticed a few days prior. MedHx: Poor historian. Meds: Does not know. Allergies: Denies. SocHx: Denies. PhysEx: Regional H&N: EOE: No extra-oral nodules, asymmetry, or other grossly visible signs of pathology; the examination was negative for clinically detectible cervical lymphadenopathy and clinically detectible TMD. IOE: Multiple petechial hemorrhages symmetrically extending approx. 4.0 x 2.0 cm across the junction of the hard and soft palates. Question: What would be the most appropriate laboratory test to yield more information regarding this patient's palatal findings?",Complete blood cell count (CBC) with differential,International normalized ratio (INR),Activated partial thromboplastin time (aPTT),Magnetic resonance imaging (MRI),Cone-beam computed tomography (CBCT),A,
"Intro: A male of 58-years presents for evaluation of “spots in mouth”. HPI: Wife noticed a few days prior. MedHx: Poor historian. Meds: Does not know. Allergies: Denies. SocHx: Denies. PhysEx: Regional H&N: EOE: No extra-oral nodules, asymmetry, or other grossly visible signs of pathology; the examination was negative for clinically detectible cervical lymphadenopathy and clinically detectible TMD. IOE: Multiple petechial hemorrhages symmetrically extending approx. 4.0 x 2.0 cm across the junction of the hard and soft palates. Question: Based on these findings, what is more likely to be the issue with this patient?",Qualitative or quantitative platelets defect,Defect in the coagulation cascade,,,,A,
"All of the following are known to cause a thrombocytopenia, EXCEPT one. Which one is the EXCEPTION?",Heparin,Idiopathic thrombocytopenic purpura,Luekemia,Infection by the human immune deficiency virus (HIV),Bernard-Soulier disease,E,
Which of the following would be considered a normal platelet count?,"400,000 per microliter of blood","90,000 per microliter of blood","50,000 per microliter of blood","80,000 per microliter of blood",None of the above,A,
Which of the following medications DOES NOT primarily function to inhibit components of the coagulation cascade?,Heparin,Warfarin,Rivaroxaban,Clopidogrel,,D,
Which term best describes an area of ischemic necrosis caused by occlusion of the vascular supply to the affected tissue?,Infarction,Embolism,Thrombosis,Atherosclerosis,Thromboembolism,A,
"Therapy for septic shock is likely to involve all of the following, EXCEPT one. Which one is the EXCEPTION?",Insulin for hyperglycemia,Antibiotics,Fluid resuscitation to maintain blood pressure,Cortical steroids to match levels lost by adrenal suppression,Coronary artery bypass graft,E,
Anaphylactic shock is caused by a(n):,IgE-mediated hypersensitivity,"T-cell, delayed type hypersensitivity",IgA-mediated hypersensitivity,IgM-mediated hypersensitivity,IgG-mediated hypersensitivity,A,
"All of the following represent appropriate dental management strategies for patients with ischemic heart disease, EXCEPT one. Which one is the EXCEPTION?",Profound local anesthesia for procedures,A comfortable chair position,Oral sedation,Post-operative pain management with ibuprofen (NSAID) for 3-4 weeks,Short morning appointments,D,
Which of the following organs or anatomic regions is most likely to sustain an injury from an infarction?,Spleen,Lung,Liver,Hand,Forearm,A,
"An otherwise healthy male of 19-years broke his femur in an automobile accident. Two days following the accident he developed pulmonary insufficiency, neurologic symptoms, anemia, a thrombocytopenia and a diffuse petechial rash. What is the most likely underlying etiology for these signs and symptoms?",Fat embolism,Amniotic fluid embolus,Caisson sickness,The bends,Trousseau syndrome,A,
A patient with a diagnosis of a malignant neoplastic lesion (cancer) has multiple thrombi forming at locations throughout the body. What is the most appropriate term if the malignant neoplasia is responsible for the thrombosis?,Trousseau syndrome,The bends,Caisson sickness,Aneurysm,Fat embolus,A,
Which of the following represents the most likely origin of a pulmonary embolus?,Thrombus of the abdominal aorta,Thrombus of left anterior descending artery,Superficial venous thrombosis of the lower extremity (leg),Deep venous thrombosis of the lower extremity (leg),Fragmented valvular vegetation,D,
"All of the following are possible fates of a thrombus, EXCEPT one. Which one is the EXCEPTION?",Propagation-enlargement in size through acquiring more platelets and fibrin,Embolization-thrombus dislodges and travels to another area of the vasculature,Dissolution-endogenous fibrinolytic mechanisms may lead to shrinkage or complete dissolution,Organization and recanalization-new vascular channel forms through the thrombus,There are no EXCEPTIONS on this list,E,
"All of the following relationships are depicted in the diagram of Virchow's triad, EXCEPT one. Which one is the EXCEPTION?",Arrow from endothelial injury to hypercoagulability,Arrow from abnormal blood flow to hypercoagulability,Arrow from endothelial injury to abnormal blood flow,Arrow from hypercoagulability to endothelial injury,Arrow from abnormal blood flow to endothelial injury,D,
"All of the following have the potential to create a quantitative platelet defect, EXCEPT one. Which one is the EXCEPTION?",Chemotherapy,Infections,Splenomegaly,Neoplasia,Aspirin,E,
Cephalosporin antibiotics have the ability to kill bacteria in the gastrointestinal tract responsible for activating vitamin K. Killing these bacteria would promote:,Thrombosis,Hemorrhage,,,,B,
"The vitamin K-dependent coagulation factors include II, VII, IX and X. Which medication antagonizes vitamin K in to inhibit coagulation?",Clopidogrel,Aspirin,Heparin,Rivaroxaban,Warfarin,E,
"All of the following are contained within platelet cytoplasmic delta granules, EXCEPT one. Which one is the EXCEPTION?",ADP,ATP,Fibrinogen,Serotonin,Epinephrine,C,
Statement 1: Thrombomodulin functions to promote coagulation. Statement 2: Thrombomodulin modifies the substrate specificity of thrombin to cleave protein C in place of fibrinogen.,Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,D,
Which of the following inhibit platelet aggregation?,Prostacyclin,Nitric oxide,Adenosine diphosphatase,All of the above,A and B only,D,
"A patient with structural changes, but no current symptoms or history of symptoms would be classified as:",Stage A heart failure,Stage B heart failure,"Stage C, Class I heart failure","Stage C, Class II heart failure","Stage C, Class II heart failure",B,
Statement 1: Purpura are minute hemorrhages measuring between 1-2 mm. Statement 2: Purpura may occur with vasculitis.,Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,D,
"All of the following would increase the likelihood of hemorrhage, EXCEPT one. Which one is the EXCEPTION?",Homozygosity for factor V Leiden mutation,Hemophilia A,Hemophilia B,Administration of warfarin,Von Willebrand disease,A,
Statement 1: Osler's nodules are oval retinal hemorrhages with pale centers seen in patients with infective endocarditis. Statement 2: Roth spots are tender nodules of the digital pulp seen in patients with infective endocarditis.,Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,B,
"All of the following represent functions of aldosterone, EXCEPT one. Which one is the EXCEPTION?",Increase sodium reabsorption,Increase water reabsorption,Drive urinary excretion of potassium,Cleave angiotensinogen to angiotensin I,,D,
Damage to the kidneys may produce generalized edema. This is related to:,Increased hydrostatic pressure,Loss of plasma proteins,Inadequate synthesis of plasma proteins,Decreased hydrostatic pressure,Lymphatic occlusion,B,
"All of the following represent clinical features of (isolated) left-sided heart failure, EXCEPT one. Which one is the EXCEPTION?",Dyspnea,Cough,Orthopnea,Paroxysmal nocturnal dyspnea,Jugular vein distension,E,
The term anasarca refers to:,Severe localized edema,Severe generalized edema,Excessive synthesis of chronic inflammatory mediators,Edema of the peritoneal cavity,Edema of the tissues surrounding the airway,B,
A cyanotic hue to tissues would be most consistent with:,Recent exercise,Inflammation,Venous blockage,,,C,
