title,Pathomedicine Exam 1 (Fall 2017),patho,legacy
question,option_a,option_b,option_c,option_d,option_e,correct,image
Select the answer with the correct order of events in the recruitment of white blood cells:,"Margination, rolling, adhesion, diapedesis, chemotaxis","Rolling, adhesion, margination, chemotaxis, diapedesis","Adhesion, rolling, chemotaxis, diapedesis, margination","Margination, rolling, diapedesis, adhesion, chemotaxis","Adhesion, chemotaxis, rolling, margination, diapedesis",A,
The process of diapedesis is mediated by:,P-selectin,L-selectin,E-selectin,ICAM-1,PCAM-1,E,
Which of the following best describes an opsonin?,A process that extends from a cell around foreign material to form a vacuole,An extracellular fibrillar network that contains antimicrobial substances,Host protein that coats microbes and enhances phagocytosis,A protein that mediates attachment to the vascular lumen,An intracellular vacuole that contains lysosomal enzymes,C,
Which of the following best describes the underlying defect in chronic granulomatous disease?,Impairment of lysosome fusion with phagosomes,Cytotoxic T cells are unable to secrete lytic granules,Oxidase responsible for generating reactive oxygen species is non-functional,CD4 T cells are infected with a retrovirus,Periodic inadequacy in the production of neutrophils,C,
"1. The term fibrosis best describes excessive collagen deposition in injured skin or mucosa. 2. The term scar, on the other hand, best describes excessive collagen deposition in parenchymal organs.",Both sentences are true,Both sentences are false,Sentence 1 is true and sentence 2 is false,Sentence 1 is false and sentence 2 is true,,B,
Which tissue or organ is the major source of plasma-protein derived mediators of inflammation?,Pancreas,Bone marrow,Kidney,Liver,Pituitary gland,D,
All of the following are categories of cell-derived mediators of inflammation except:,Arachidonic acid metabolites,Lysosomal enzymes of leukocytes,Cytokines,Reactive oxygen species,Coagulation cascade proteins,E,
Which of the following are potential settings of chronic inflammation?,Persistent infections,Immune-mediated diseases (autoimmune disorders and hypersensitivities),Prolonged exposure to potentially toxic agents,All of the above,,D,
Which of the following substances are most likely to be produced by macrophages activated on the alternative pathway?,IL-1,TGF-beta (Transforming growth factor beta),Nitric oxide,Lysosomal enzymes,Reactive oxygen species,B,
1. A granuloma consists of an aggregation of macrophages surrounded by lymphocytes. 2. Macrophages in granulomas may appear similar to epithelium and may coalesce to form multinucleated giant cells.,Both sentences are true,Both sentences are false,Sentence 1 is true and sentence 2 is false,Sentence 1 is false and sentence 2 is true,,A,
Which of the following are settings where you would not anticipate granulomatous inflammation to be identified?,Sarcoidosis,Crohn disease,Acute herpetic gingivostomatitis,Syphilis,,C,
Which of the following cytokines are not involved with the systemic effects of inflammation (aka the acute phase response)?,TNF,IL-1,IL-6,FGF-2,,D,
1. TNF and IL-1 stimulate the release of post-mitotic white blood cells from the bone marrow. 2. A “shift to the left” refers to the circulation of immature white blood cells.,Both sentences are true,Both sentences are false,Sentence 1 is true and sentence 2 is false,Sentence 1 is false and sentence 2 is true,,A,
All of the following are clinical manifestations of the systemic effects of inflammation (acute phase response) except:,Fever,Somnolence,Malaise,Increased blood pressure,Decreased blood pressure,E,
Which of the following cell types proliferate during tissue repair?,Remnants of injured tissue,Endothelium,Fibroblasts,All the above,,D,
"Following mitosis, one cell remains a stem cell and the other differentiates. The preceding statement best describes the concept of:",Self-renewal,Contact inhibition,Asymmetric replication,Regenerative medicine,Shift to the left,C,
Which of the following organs has the greatest capacity for regenerative wound repair?,Pancreas,Adrenal gland,Thyroid,Liver,Lung,D,
At which point in time during wound healing by scar formation do fibroblasts first emigrate into the area of tissue injury?,Within 24 hours of injury,Between days 3-5,Between days 5-7,Between days 7-9,Some point after two weeks,A,
"1. Secretion of VEGF is necessary for angiogenesis (the formation of new blood vessels). 2. The presence of hypoxia, PDGF, TGF-beta and TGF-alpha are all potential inducers of VEGF secretion.",Both sentences are true,Both sentences are false,Sentence 1 is true and sentence 2 is false,Sentence 1 is false and sentence 2 is true,,A,
Which of the following best describes the role of matrix metalloproteinases in scar formation?,Proliferation of fibroblasts,Increase vascular permeability,Deposition of collagen,Proliferation of endothelial cells,Degradation of extracellular matrix components,E,
Which of the following is the most clinically important cause of delayed healing?,Infection,Nutrition,Use of glucocorticoids,Mechanical variables,Presence of foreign bodies,A,
"Assuming no complications in the process, at which point during wound healing by first intention would you expect that granulation tissue had filled the incisional space?",Day 1-2,Day 3,Day 5,Day 14,Day 30,C,
"Please refer to case 1. If the gingival overgrowth is medication-related, which of the patient's medications is most likely responsible?",Rivaroxaban,Nifedipine,Vitamin D,Simvastatin,Plavix,B,
"Please refer to case 1. If the gingival enlargement in this case is medication-related, what is the primary mechanism thought to be responsible?",Atrophy,Hypertophy,Hyperplasia,Neoplasia,Metaplasia,C,
Please refer to case 1. Conservative measures are attempted to reduce the gingival overgrowth. No resolution is seen. The decision is made to surgically remove the excess gingival tissue (gingivectomy). Sutures (stitches) will not be used to approximate the margins (close the wound) following the procedure. What type of healing do you anticipate?,Healing by first intention,Healing by second intention,,,,B,
"Please refer to case 1. The gingivectomy is expected to cause post-operative pain. Given the patient's medical history, which medication represents a better choice in managing his pain while not placing him at risk for adverse cardiovascular and cerebrovascular events?",Acetomenophen (Tylenol),Celecoxib (selective Cox-2 inhibitor),,,,A,
