title,Oral Radiology Final Exam (Fall 2022),oralrad,final
question,option_a,option_b,option_c,option_d,correct,image
Air and teeth both appear black on most types of MRI. Which of the following also appears black on most types of MRI?,Fluid,Bone marrow,Fat,Cortical bone,D,
A CT (or CBCT) is better than an MRI at visualizing the articular disk in the temporomandibular joint.,True,False,,,B,
An MRI machine produces NO ionizing radiation.,True,False,,,A,
Which type of injury involves the tooth traveling apically into the socket?,Concussion,Lateral luxation,Intrusion,Extrusion,C,
A coronal fracture has a very good prognosis as long as it is limited to the enamel and dentin (no pulp involvement).,True,False,,,A,
Which of the following types of LeFort fractures does not actually exist?,LeFort I,LeFort II,LeFort III,LeFort IV,D,
Which type of injury involves the tooth traveling incisally out of the socket?,Concussion,Lateral luxation,Intrusion,Extrusion,D,
"Sometimes, an infection due to osteomyelitis forms a drainage pathway for pus (neutrophils). Which of the following is a proper term to describe this drainage pathway?",Fistula,Periodontitis,Tumor,Cyst,A,
What process is depicted by the black arrow?,Periapical lesion,Periosteal reaction,Motion artifact,Periodontal disease,B,images/oralrad-final-fall-2022/fig48.jpeg
Which of the following is the BEST definition of osteonecrosis?,Infected bone,Fractured bone,Old bone,Dead bone,D,
Happy new year! What did you do over the holiday break? Feel free to choose the statement that resonates with you the most! (Note: Any answer choice to this question will give you full credit. They are all “correct answers.”),Visited family/friends,Stayed home and relaxed,Studied a lot,"Wait, we had a break?",D,
