title,Removable Prosthodontics Midterm Exam (Spring 2023),rempros,midterm
question,option_a,option_b,option_c,option_d,option_e,correct,image
________ is resistance to movement towards the tissues or teeth.,Stability,Support,Retention,Resiliency,,B,
Statement 1: The incisive papilla provides a guide for the anterior-posterior placement of maxillary anterior denture teeth. Statement 2: The labial surfaces of natural teeth are generally 8 to 10 mm anterior to the center of this structure.,Both statements are true.,"Statement 1 is true, and Statement 2 is false.","The statement 1 is false, and statement 2 is true.",Both statements are false.,,A,
All of the following are characteristics of a posterior palatal seal of complete dentures except one. Which one is the exception?,Compensates for shrinkage of the acrylic resin caused by its processing,Provides a seal against air being forced under the denture.,It extends into incisive papilla area,Enhances retention,,C,
An edentulous patient with a diminished vertical dimension of occlusion is predisposed to have which of the following conditions?,Epulis fissuratum,Pemphigus vulgaris,Papillary hyperplasia,Angular cheilitis,,D,
"When border molding a mandibular complete denture, the extension of the lingual right and left flanges are best molded by having the patient ____.",Purse the lips,Lick the top lip with the tongue,Open wide,Swallow,,B,
The ____ is used as a guide to establish and verify the occlusal plane.,Ala-tragus line,Interpupillary line,Camper's plane,All of the above,,D,
Which of the following conditions can be caused in an edentulous patient by an ill-fitting denture flange/extension?,Papillary hyperplasia,Epulis fissurata,Candidiasis,Fibrous tuberosity,,B,
Flat or monoplane posterior denture teeth are an example of what design category?,Anatomic,Retrognathic,Non-anatomic,Non-esthetic,,C,
In the photo above the arrow points to what surface?,Intaglio surface,Cameo surface,Impression surface,Polished surface,A and C only,E,images/rempros-midterm-spring-2023/fig27.jpeg
A patient presents with severe mandibular resorption. Which anatomic structure(s) would you be specifically concerned with versus a patient with a well-formed ridge?,The retro-molar pad,The size and position of the buccal shelf,The mental foramen,b and c only,,D,
In the photo above the yellow line indicates what anatomical structure?,Buccal Sulcus,Crest of alveolar ridge,Vibrating line,Fovea Palatinae,,C,images/rempros-midterm-spring-2023/fig29.jpeg
A properly poured and trimmed master cast should have what depth of vestibule preserved?,15- 20 mm,8-10 mm,2-3 mm,4-6 mm,,C,
Aging and tooth loss in the denture wearing population can often affect the facial appearance. Which of the following can be seen in this patient cohort?,"Thinning appearance of the lips (reduced lip display), and increased accentuation of peri-oral wrinkles",Accentuation of the naso-labial folds,Reduction of the lower face height,All of the above,,D,
Lingualized Occlusion is indicated in which of the following scenarios?,The patient with resorbed ridges but high esthetic demands,The patient with loose flabby ridges,The patient who complains their old flat dentures didn't chew very well,All of the above,,D,
_________ is the habitual postural position in which the elevator and depressor muscles are in a state of equilibrium; there is no tooth contact.,Vertical dimension of rest,Rest position,Freeway space,None of the above,,B,
Insufficient freeway space is a caused by?,Increased vertical dimension of occlusion,Decreased vertical dimension of occlusion,Incorrect centric relation record,Improper impression,,A,
The retromolar pad is important for which of the following?,Determines the placement of the occlusal plane,Indicates the posterior extent of the mandibular denture,All of the above,None of the above,,C,
__________ is the art and science of supplying artificial replacements for missing parts of the human body.,Prosthesis,Complete Denture,Prosthetics,None of the above,,C,
"As discussed in the class, the thickness of the disto-buccal flange (depicted by area shown with the white arrows) of the maxillary denture is dependent upon",The passage of the condyle during translation,The passage of the coronoid process during opening and closing,The presence of tori in the palate,The anatomy of the posterior denture teeth selected,All of the above,B,images/rempros-midterm-spring-2023/fig37.jpeg
"The resistance of a denture to movement on its tissue foundation, especially to lateral (horizontal) forces as opposed to vertical displacement is?",Denture retention,Denture stability,Denture support,Denture occlusion,,B,
Tooth loss leads to:,Loss of vertical dimension of occlusion,Over closure of the mandible leading to a protruded mandibular position,Collapse of facial structures,All of the above,,D,
"In the above picture, the circle indicates what part of the RDP framework?",Cingulum rest,Direct retainer,Major connecter,Indirect retainer,,B,images/rempros-midterm-spring-2023/fig40.jpeg
(Bonus Question) A patient has generalized severe alveolar bone loss with resulting teeth mobility for the maxillary and mandibular anterior and posterior teeth. All remaining teeth need to be extracted. The patient has opted to have immediate maxillary and mandibular complete dentures. The patient does not want to wait for healing after all the teeth are extracted before dentures can be constructed mainly because of esthetic concerns. What is the best esthetic option for the patient that would minimize drastic changes in the supporting tissue the day of the delivery of the immediate denture?,"Extract all the anterior teeth, leave the posterior teeth to maintain the vertical dimension, construct an immediate denture, and extract the posterior teeth the day of delivery of the immediate denture","Extract the posterior teeth, leave the anterior teeth, wait 3-4 weeks for healing, construct the dentures, then delivery of the immediate dentures",Extract all the teeth because it is very difficult to predict the esthetic outcome of immediate dentures when most of the posterior and anterior teeth are present.,"Extract the posterior teeth, leave the anterior teeth, wait 3-4 weeks for healing, construct the dentures, and extract the anterior teeth the day of delivery of the immediate dentures",,D,
"(Bonus Question) A 51-year-old female patient presents to your clinic requiring full mouth extractions. You explain the treatment options to her, and she elects upper and lower complete dentures. You explain to the patient that fabricating an immediate denture (I/D) to insert after the full mouth extractions is a great option. What is the time frame an immediate denture can be used?",An I/D can continue to be used as a prosthesis for the rest of the patient's life,An I/D should only be used for about 3-4 weeks post oral surgery,An I/D can be used up to 1 full year post oral surgery,An I/D can be used up to 6 months post oral surgery,An I/D is not a viable option for full mouth extractions,D,
"(Bonus Question) A 51-year-old female patient presents to your clinic requiring full mouth extractions. You explain the treatment options to her, and she elects upper and lower complete dentures. You explain to the patient that fabricating an immediate denture (I/D) to insert after the full mouth extractions is a great option. The first complete denture post insertion visit should be?",3 days after insertion,1 week after insertion,24 hours after insertion,2 weeks after insertion,,C,
