title,Intro to Implants Exam 2 (Spring 2020),implants,exam2
question,option_a,option_b,option_c,option_d,option_e,correct,image
What removable pre-surgical prosthetics can be manufactured when digitally planning an implant surgery?,Essix Appliance,Maryland Bridge,Screw-retained provisional,Provisional FPD,All of the answer choices,A,
How do scan streams affect the technique for making digital implant impressions?,Scan streams make sure the implant position is accurately recorded,The scan stream requires you to complete the scan flag scan before the emergence profile scan,You need to focus on limiting image count because the scan stream in a digital implant impression involves the scan flag scan being built off the emergence profile scan which is built off the pre-prep scan,The scan stream requires you to complete the scan flag scan before the emergence profile scan AND You need to focus on limiting image count because the scan stream in a digital implant impression involves the scan flag scan being built off the emergence profile scan which is built off the pre-prep scan,,C,
What is a scan flag?,It’s a software that is used in completing a digital implant impression,It’s the component that gets screwed onto an implant to relate the position of the implant to the surrounding dentition in the design software,It’s the flag you wave at your row instructor when you are lost and need help finishing your digital implant impression,,,B,
Which scan is optional in a TRIOS digital implant impression?,The emergence profile scan,The scan flag scan,The antagonist scan,The bite scan,The emergence profile scan AND The scan flag scan,A,
What factors must be considered when deciding to immediately provisionalize an implant?,If primary implant stability has been achieved,Patient compliance with post-operative instructions,Patient’s occlusion,All of the answer choices,,D,
which of the following is  not an important part of a patients medical history as it relates to dental implants?,Systemic conditions controlled or not,Wearing corrective lenses,Bruises easily,Bleeding doesn’t stop quickly when they cut themselves,,B,
Does active periodontal disease affect the success rate of dental implants?,True,False,,,,A,
Does an endodontic PARL (periapical radiolucency) adjacent to an implant surgical site affect success rate?,True,False,,,,A,
Is it recommended to anesthetize with a IAN Block when placing posterior mandibular implants?,TRue,False,,,,B,
"Based on the Tarnow article in 1993,  the success rate of dental implants placed in a dental practice is _________ compared to dental implants placed in the O.R. (sterile environment)?",Lower,Same,Higher,,,B,
A full thickness flap would be appropriate in which of the following clinical situations?,Area with adequate keratinized tissue,Area with a buccal ridge deficiency,Area with adequate bone volume,All of the answer choices,,B,
"When placing sutures, the bites should be?",In keratinized tissue,2-3mm from incision line,Always use non resorbable sutures,In keratinized tissue AND 2-3mm from incision line,,D,
"When drilling ones osteotomy, if the walls of the osteotomy  do not bleed, its indicative of?",Type 1 bone,type 2 bone,type 3 bone,type 4 bone,,A,
Which of the following are categories of implant complications?,Technical,Mechanical,Biological,Surgical,All of the answer choices,E,
All complications can be fixed?,True,False,,,,B,
Which of the following is not an mechanical complication?,Implant overload,Screw fracture,Screw loosening,Implant fracture,,D,
Excess cement is an example of a technical problem?,True,False,,,,A,
Which of the following is not an example technical factor causing peri-implantitis?,Hygiene/maintenance,Design of prosthesis,Occlusion,Inadequate keratinized tissue,,D,
The following are examples of managing a peri-implant lesion except?,Remove implant,Redo the prosthesis,Surgical intervention,Oral hygiene instructions,,D,
Biological complications include?,Diabetes,Bisphosphonate usage,Immunosuppressed,Excess cement,,D,
How do we minimize complications?,Using a surgical guide,Proper treatment planning,CBCT,Working with specialists,All of the answer choices,E,
