title,Pathomedicine Exam 7 (Fall 2017),patho,legacy
question,option_a,option_b,option_c,option_d,option_e,correct,image
"Statement 1: Peutz-Jehgers syndrome demonstrates an autosomal dominant inheritance pattern, multiple GI hamartomas, mucocutaneous hyperpigmentation and predisposition to several malignancies. Statement 2: The GI hamartomas are NOT premalignant.",Both statements are true.,Both statements are false.,The first statement is true and the second statement is false.,The first statement is false and the second statement is true.,,A,
MELD is an acronym for:,Model for End-stage Liver Disease,Method for Evaluating Liver Disease,Mechanism for Examining Liver Disease,Modulation of Extrinsic Liver Disease,Mechanical Extraction of Liver Dysplasia,A,
"In the transplant evaluation process, the General Health Assessment includes all of the following, EXCEPT:",Chest X-ray,PSA level in men,PAP smear and mammogram in women,Colonoscopy,Upper endoscopy,E,
"The main underlying causes of liver disease include all of the following, EXCEPT:",Viral infections,Alcohol abuse,Lipid and carbohydrate metabolic disorders,Neoplasia,,D,
"If a patient is both HBeAb positive and HBsAg positive, he or she:",Is a chronic inactive carrier,Is a chronic active carrier,Has been vaccinated,Is in acute phase,,A,
"A patient was positive for HbsAg. She is now negative for HBsAg, but positive for HBsAb. The patient is:",Vaccinated,A chronic active carrier,In recovery,A chronic inactive carrier,,C,
Which of the following has the greatest likelihood for seroconversion if you become exposed while treating a patient?,Human immunodeficiency virus,Hepatitis C virus,Hepatitis B virus,,,C,
Statement 1: Patients with portal hypertension may have elevated blood pressure. Statement 2: Antibiotic prophylaxis is recommended for patients with end-stage liver disease.,Both statements are true.,Both statements are false.,The first statement is true and the second statement is false.,The first statement is false and the second statement is true.,,C,
Patients with end-stage liver disease may be at risk for bleeding due to a thrombocytopenia secondary to splenic platelet sequestration as well as an inability to synthesize coagulation factors.,True,False,,,,A,
The term “myoclonus” refers to:,Automatic behaviors,Extension of flexion postures,Jerking arrhythmically,Jerking rythmically,Thrashing,C,
"A simple partial seizure is characterized by all of the following, EXCEPT:",Responsiveness during seizure,Unaltered consciousness during seizure,Memory of occurrences during seizure,Sensory symptoms,Post-ictal confusion,E,
"If a patient has a grand mal seizure in the dental chair, all of the following would be appropriate, EXCEPT:",Clear the area around the patient of objects,Position the dental chair in the Trendelenburg position,Place patient on their side to avoid aspiration,Remove instruments from the mouth,,B,
Which of the following are characteristics of hemophilia A?,Hereditary deficiency of factor VIII,Accounts for up to 85% of bleeding disorders related to a specific clotting factor,More common than hemophilia B,X-linked inheritance pattern,All the above,E,
In which of the following scenarios is a hemarthrosis most likely to occur:,Coagulation disorder,Inadequately immobilized fracture,Thrombocytopenia,Thrombocytosis,Qualitative disorder of platelets,A,
Gp1b deficiency occurs in:,Christmas disease,Easter disease,Bernard-Soulier disease,Glanzman disease,von Willebrand disease,C,
See image below. What is the most likely diagnosis?,Neurofibromatosis type I,Peutz-Jehgers,Gardner syndrome,Gorlin syndrome,Glanzman disease,C,images/patho-legacy-fall-2017-7/fig33.jpeg
"All of the following are commonly identified in nevoid basal cell carcinoma syndrome, EXCEPT:",Basal cell carcinomas,Odontogenic keratocysts of the jaws,Bifid ribs,Intracranial calcifications (calcified falx cerebri),Glandular odontogenic cysts of the jaws,E,
Which of the following are least likely to be identified in a patient following a grand mal seizure?,Lacerated tongue,Broken dentition,Hyperglycemia,Hypoglycemia,,C,
Small hemorrhages occurring on the skin or mucosa measuring 3-5 mm are termed:,Purpura,Petechiae,Ecchymoses,Hematoma,Hemothorax,A,
Plasminogen activator inhibitors function to:,Limit fibrinolysis and favor thrombosis,Limit thrombosis and favor fibrinolysis,,,,A,
"Delta granules of platelets contain all of the following, EXCEPT:",Histamine,Ionized calcium,Serotonin,Epinephrine,Platelet-derived growth factor (PDGF),E,
Patients on heparin will have an abnormal:,PTT,PT,INR,Number of platelets,Two of the options,A,
"All of the following are true regarding fibrin split products (FSPs), EXCEPT:",Function as weak anticoagulants,"Useful in diagnosis of disseminated intravascular coagulation (DIC), deep venous thrombosis (DVT), and pulmonary embolism (PE)",Function as a weak thrombotic agent,,,C,
Which of the following is the most common cause of primary hypercoagulability?,Factor V Leiden mutation,Stasis,Vascular injury,Neoplasia,Advanced age,A,
Statement 1: Acquired primary hemostatic defects are more common than congenital primary hemostatic defects. Statement 2: Acquired secondary hemostatic defects are more common than congenital secondary hemostatic defects.,Both statements are true,Both statements are false,The first statement is true and the second statement is false,The first statement is false and the second statement is true,,A,
A patient has active bleeding. The PT and PTT are normal. What is the next step in the test algorithm?,Mixing study,Check platelet count,Check factor levels,Rule our platelet consumption or production defect,Check blood urea nitrogen and creatinine levels,B,
A patient is on warfarin. Abnormalities will most likely be seen in the:,PT,PTT,PFA 100,Complete blood cell count,,A,
The most common location (destination) for distant metastasis in breast and prostate malignancies is:,Bone,Lung,Liver,Pleura,Brain,A,
Human herpes virus 8 is responsible for the development of:,Oral squamous cell carcinoma,Cutaneous squamous cell carcinoma,Nasopharyngeal carcinoma,Neuroblastoma,None of the above,E,
Statement 1: Prostacyclin (PGI2) is synthesized by normal endothelium and functions as a vasodilator and inhibitor of platelet aggregation. Statement 2: Thromboxane A2 (TxA2) is synthesized by activated platelets and functions as a vasoconstrictor and platelet aggregator.,Both statements are true,Both statements are false,The first statement is true and the second statement is false,The first statement is false and the second statement is true,,A,
"On the morning of January 2nd, 2018, a 62-year-old male developed a facial droop and began having difficulty articulating his thoughts. His spouse drove him to the Emergency Department at Westchester Medical Center. Upon arrival, he was evaluated and a computed tomography scan was ordered. He was appropriately treated with intravenous tissue plasminogen activator (IV t-PA). This patient presents to the Touro College of Dental Medicine for comprehensive care on July 2nd, 2018. You examine him in the intake clinic and identify what appears to be generalized moderate chronic periodontitis. In reviewing the case with your attending faculty, you come to the following conclusions: 1. He will require four quadrants of scaling and root planning as well as the replacement of several deep restorations that have begun to deteriorate. 2. This treatment is not urgent as the patient is not in pain. 3. It would be best for the patient to start treatment as soon as possible in order to limit any active oral disease. This patient in this case suffered:",An ischemic cerebrovascular accident,A hemorrhagic cerebrovascular accident,,,,A,
"On the morning of January 2nd, 2018, a 62-year-old male developed a facial droop and began having difficulty articulating his thoughts. His spouse drove him to the Emergency Department at Westchester Medical Center. Upon arrival, he was evaluated and a computed tomography scan was ordered. He was appropriately treated with intravenous tissue plasminogen activator (IV t-PA). This patient presents to the Touro College of Dental Medicine for comprehensive care on July 2nd, 2018. You examine him in the intake clinic and identify what appears to be generalized moderate chronic periodontitis. In reviewing the case with your attending faculty, you come to the following conclusions: 1. He will require four quadrants of scaling and root planning as well as the replacement of several deep restorations that have begun to deteriorate. 2. This treatment is not urgent as the patient is not in pain. 3. It would be best for the patient to start treatment as soon as possible in order to limit any active oral disease. Which blood vessel was most likely occluded in this patient's cerebrovascular accident?",Posterior communicating artery,Anterior communicating artery,Middle cerebral artery,Internal carotid artery,,C,
"On the morning of January 2nd, 2018, a 62-year-old male developed a facial droop and began having difficulty articulating his thoughts. His spouse drove him to the Emergency Department at Westchester Medical Center. Upon arrival, he was evaluated and a computed tomography scan was ordered. He was appropriately treated with intravenous tissue plasminogen activator (IV t-PA). This patient presents to the Touro College of Dental Medicine for comprehensive care on July 2nd, 2018. You examine him in the intake clinic and identify what appears to be generalized moderate chronic periodontitis. In reviewing the case with your attending faculty, you come to the following conclusions: 1. He will require four quadrants of scaling and root planning as well as the replacement of several deep restorations that have begun to deteriorate. 2. This treatment is not urgent as the patient is not in pain. 3. It would be best for the patient to start treatment as soon as possible in order to limit any active oral disease. This patient's stroke involved an occluded vessel on the right hemisphere of his brain. All of the following are likely residual neurologic deficits, EXCEPT:",Paralyzed left side,Spatial-perceptual defects,"Quick, impulsive behavior",Inability to use a mirror,Language-based memory deficits,E,
"On the morning of January 2nd, 2018, a 62-year-old male developed a facial droop and began having difficulty articulating his thoughts. His spouse drove him to the Emergency Department at Westchester Medical Center. Upon arrival, he was evaluated and a computed tomography scan was ordered. He was appropriately treated with intravenous tissue plasminogen activator (IV t-PA). This patient presents to the Touro College of Dental Medicine for comprehensive care on July 2nd, 2018. You examine him in the intake clinic and identify what appears to be generalized moderate chronic periodontitis. In reviewing the case with your attending faculty, you come to the following conclusions: 1. He will require four quadrants of scaling and root planning as well as the replacement of several deep restorations that have begun to deteriorate. 2. This treatment is not urgent as the patient is not in pain. 3. It would be best for the patient to start treatment as soon as possible in order to limit any active oral disease. All of the following are appropriate in dental management of THIS patient given the history of a cerebrovascular accident, EXCEPT:","Limit use of 2% lidocaine with 1:100,000 epinephrine to two carpules",Avoid elective dental care at the present time,Recommend frequent periodontal recalls,Recommend a large handled tooth brush,Acetaminophen for pain,B,
