title,Pathomedicine Exam 2 (Fall 2022),patho,exam2
question,option_a,option_b,option_c,option_d,option_e,correct,image
Administration of aspirin results in a:,Qualitative platelet defect,Quantitative platelet defect,Qualitative factor defect,Quantitative factor defect,,A,
Which of the following is a result of scurvy?,Vascular wall deficiency,Quantitative platelet disorder,Congenital coagulation disorder,Acquired platelet disorder,,A,
Ponder Virchow's triad; choose the correct answer based on the following statements: Statement 1: Hypercoagulability can lead to endothelial injury Statement 2: Abnormal blood flow can lead to thrombosis,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,Both statements are true,Both statements are false,,B,
How does factor V Leiden mutation lead to thrombosis?,Blood is maintained in a hypercoagulable state,Blood flow is altered,Endothelial cells are more prone to injury,Factor V Leiden does not cause thrombosis,,A,
What is the most common cause of pulmonary embolism?,Deep vein thrombosis,Factor V Leiden mutation,Atrial fibrillation,Stasis,Aortic aneurysm,A,
True or false: Amniotic fluid embolism leads to death in the majority (>50%) of cases.,True,False,,,,A,
Which of the following can lead to infarction?,Compression by a neighboring tumor,Vasospasm,Intraplaque hemorrhage,Twisting of a vessel,All of the options,E,
How long can myocardial cells exist without oxygen before irreversible damage occurs?,1-2 minutes,20-30 minutes,1-2 hours,1-2 days,Myocardial cells do not require oxygen,B,
Ventricular arrythmias can lead to which type of shock?,Cardiogenic shock,Hypovolemic shock,Septic shock,Neurogenic shock,Anaphylactic shock,A,
A patient with known thrombocytopenia presents to your office. You are treatment planning an extraction. When are you most concerned about uncontrolled bleeding?,At the time of the extraction,4 hours later,5 days later,This patient is not at risk for uncontrolled bleeding,,A,
Hemophilia A is a deficiency of which factor?,Factor II,Factor VIII,Factor X,Factor IX,vWF,B,
Which of the following is the most common cause of primary hypertension?,Primary hypertension has no known cause,Pheochromocytoma,Obstructive uropathy,Sleep apnea,Thyroid disease,A,
A patient reports for routine prophylaxis. Their blood pressure is 210/120 and they report chest tightness that does not resolve with nitroglycerin. Which of the following is the most appropriate next step?,Send the patient to the emergency department/call an ambulance,Proceed with the prophylaxis,Try diaphragmatic breathing and retake the patient's blood pressure,Reappoint the patient to another day,,A,
"How many carpules of 1:100,000 epinephrine anesthetic are required to increase cardiac output and systolic blood pressure?",1,3,5,7,10,B,
Gingival overgrowth is most commonly seen with which medication?,Calcium channel blockers,Beta blockers,Diuretics,ACE inhibitors,,A,
What is the most common cause of ischemic heart disease?,Coronary atherosclerotic heart disease,Hypertension,Angina pectoris,Cerebrovascular accident,Myocardial infarction,A,
Which of the following is a risk factor for atherosclerosis?,High HDL levels,Low LDL levels,Moderate exercise,Smoking,Low cholesterol diet,D,
Which of the following is a possible outcome for atherosclerosis?,Aneurysm,Vessel rupture,Stable plaque,Vascular stenosis,All of the options,E,
A patient is experiencing 20 minutes of chest pain. Nitroglycerin does not relieve the patient's pain. Which of the following options is most likely occurring?,Sudden cardiac death,Unstable angina,Stable angina,Hemarthrosis,Hypovolemic shock,B,
"If you suspect a patient is experiencing myocardial infarction, what should you do immediately?",Provide supplemental oxygen by nasal cannula,Provide sublingual nitroglycerin 0.4 mg every 5 minutes for three doses,Administer aspirin 160 mg or 325 mg chewed and swallowed,Administer morphine 1-6 mg IV,All the options are immediate actions for a patient experiencing a myocardial infarction,E,
"Where would you find “Janeway lesions”, which are suggestive of infective endocarditis?",The eye,The soles of the feet,Nail beds,The nasal bridge,The nucleus of cardiac muscle cells,B,
Which of the following conditions requires antibiotic prophylaxis prior to invasive dental procedures?,"Completely repaired congenital heart defect, completed 30 years prior",Complete atrial-septal defect closure,Prosthetic mitral valve,History of IV drug use,Patient with a pacemaker,C,
Which of the following is a consequence of aortic aneurysm?,Disruption of flow,Rupture leading to hypovolemic shock,Impingement on neighboring vessels,Thrombosis,All of the options,E,
What is the consequence of atrial natriuretic peptide release?,Decreased blood volume,Increased blood volume,Increased vascular tone,Increased heart rate,None of the option,A,
Choose the correct answer based on the following statements: Statement 1: Blood pressure overload leads to increased ventricular wall thickness Statement 2: Blood volume overload leads to increased ventricular chamber size,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,Both statements are true,Both statements are false,,C,
Which of the following is the most common cause of right-sided heart failure?,Left sided heart failure,Hypertension,Coronary artery atherosclerosis,Hyperlipidemia,None of the options,A,
True or False: Patients on digitalis may receive any anesthetic formulation.,True,False,,,,B,
Where does congestion initially occur in left-sided heart failure?,The lungs,The brain,The legs,The liver,The pancreas,A,
Choose the correct answer based on the following statements: Statement 1: The proximal left anterior descending artery (aka “widow maker”) is very commonly affected in atherosclerosis. Statement 2: The internal mammary artery is more commonly affected by atherosclerosis compared to the proximal left anterior descending artery (aka “widow maker”).,Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,C,
"Intro: A male patient of 73-years presents to the clinic for initial oral evaluation; patient “wants to get new teeth”. HPI: Patient reports poor fitting RPDs for several months. MedHx: Congestive heart failure, atrial fibrillation, implanted defibrillator, benign prostatic hyperplasia and gastroesophageal reflux. Meds: Warfarin (Coumadin), metoprolol, digoxin, tamsulosin, ranitidine hcl. Allergies: Penicillin.SocHx: Denies. PhysEx: BP: 121/75. HR: 77. Resp: Labored, 14/min. Regional H&N Exam: EOE: The regional head and neck examination demonstrated no extra-oral nodules, asymmetry, or other grossly visible signs of pathology; the examination was negative for clinically detectible cervical lymphadenopathy and clinically detectible TMD. IOE: All intraoral mucosal surfaces including the upper and lower labial mucosae, bilateral buccal mucosae, bilateral maxillary and mandibular buccal vestibules, gingiva, tongue, FOM, hard palate, soft palate and clinically visible oropharynx appeared healthy with no visible signs of atypical inflammation, infection, neoplasia, or other pathology. Question: This patient's treatment plan will include scaling and root planing. What prophylactic antibiotic regimen is indicated for this patient?",Clindamycin 600 mg,Penicillin VK 2 g,Amoxicillin 2 g,None,Clindamycin 300 mg,D,
"All of the following are procedures or instances that DO NOT require antibiotic prophylaxis in a patient with a prosthetic heart valve, EXCEPT one. Which one is the EXCEPTION?",Routine anesthetic injections through non-infected tissue,Dental radiographs,Bleeding from trauma to the oral mucosa,Periodontal probing,,D,
"All of the following are factors that contribute to septic shock, EXCEPT one. Which one is the EXCEPTION?",Inflammatory mediators,Endothelial activation and injury,Metabolic abnormalities,Spinal cord injury,Organ dysfunction,D,
"PhysEx: BP: 170/96. HR: 82/min. Resp: 16/min. Regional H&N Exam:EOE: The regional head and neck examination demonstrated no extra-oral nodules, asymmetry, or other grossly visible signs of pathology; the examination was negative for clinically detectible cervical lymphadenopathy and clinically detectible TMD. IOE: All intraoral mucosal surfaces including the upper and lower labial mucosae, bilateral buccal mucosae, bilateral maxillary and mandibular buccal vestibules, gingiva, tongue, FOM, hard palate, soft palate and clinically visible oropharynx appeared healthy with no visible signs of atypical inflammation, infection, neoplasia, or other pathology. Partially edentulous. Tooth #3 demonstrates class III mobility. Question: Is this patient's blood pressure reading at a safe level for elective dental treatment including extraction of #3 and scaling and root planing?",Yes,No,,,,A,
