title,Endodontics Midterm Exam (Spring 2020),endo,midterm
question,option_a,option_b,option_c,option_d,option_e,correct,image
The final canal shape should:,be a conical shaped space that is consistent with the conical shaped gutta percha point to be placed,be as wide as possible for effective irrigation and obturation,reflect the original canal anatomy in larger form,be super thin in both dimensions to preserve as much tooth structure as possible.,,C,
“Internal routing” is a way of describing,the way canals are most efficiently irrigated,a technique that produces a final shape that reflects the original canal anatomy in larger form,instrumentation that is best done with instruments of greater taper,the best way to get from location to location within Touro,,B,
The advantages that reamers have over files include:,they contain fewer flutes that engage the canals less that produce less resistance to apical negotiation,the flutes are more vertically oriented allowing them to shave dentin away more efficiently when a clockwise motion is incorporated,they have cutting tips that pierce rather impact pulpal debris within the canal,they are more flexible and more able to negotiate curves without causing distortions,all the above,E,
The function of EDTA is to :,remove the organic layer of dentin along the length of the canal walls and to open the dentinal tubules,remove the inorganic layer of dentin along the length of the canal walls and to open the dentinal tubules,digest the pulp tissue,most efficiently kill the bacteria present in the canals,,B,
The incorporation of a flat along the length of the SafeSiders has the following advantages:,reduces engagement along length,reduces the incidence of packing debris apically,makes the instruments more flexible,produces a superior tactile perception,all the above,E,
What would not be an advantage of the SafeSiders used in the 30º handpiece oscillating at 3000- 4000 cycles per minute?,It virtually eliminates instrument separation,allows the instruments to be used multiple times,they must remain centered within any given canal space,they are used aggressively in what is often the wider bucco-lingual dimension,,C,
What has meta-analysis determined not to be a factor in increased endodontic success rates?,the presence of pretreatment periapical lesions,endodontic fillings with no voids,obturation within 2 mm of the apex,an adequate coronal restoration,,A,
What factor does not lead to a reduced success rate?,loss of length,maintaining original canal anatomy in three dimensions,perforations,instrument separation,loss of coronal seal,B,
The advantages of epoxy resin sealers include:,they are polymers highly resistant to dissolution,they are highly hydrophobic,they are dimensionally stable,they bond to both gutta percha and dentin,all the above,E,
The safest and easiest way to obturate a canal is:,heated carrier-based systems,thermoplastic,single point room temperature placement,lateral and vertical condensation,,C,
The most common cause of root canal infection is:,Allergic reaction to a filling,Occlusal trauma,Bacteria and their byproducts,Periodontal breakdown,,C,
The most common cause of apical periodontitis is:,Allergic reaction to a root canal filling material,Periodontal disease,Systemic diseases,Bacteria and their byproducts,,D,
If the diagnosis of the pulp is „reversible pulpitis' the treatment of choice is a root canal.,True,False,,,,B,
A lingering response to cold is indicative of a pulp necrosis.,True,False,,,,B,
A tooth with a periapical radiolucency caused by endodontic disease will most often not respond to cold testing.,True,False,,,,A,
"If there are periapical radiolucency's associated with teeth #23, 24, 25, 26 and they all respond WNL (within normal limits) to cold they should all be treated with a root canal.",True,False,,,,B,
A patient presents with a sinus tract associated with tooth #30. Tooth #30 has a periapical lesion. The periapical diagnosis is:,Symptomatic apical periodontitis,Chronic apical abscess,Acute apical abscess,Symptomatic irreversible pulpitis,,B,
The treatment of choice if a patient presents to the clinic with an acute apical abscess is to obtain drainage by initiating root canal therapy and a possible incision and drainage. The patient should usually also be given an antibiotic.,True,False,,,,A,
Antibiotics (and incision for drainage) can only assist in controlling the infection but only removal of the source of the infection will lead to healing. Effective treatment of endodontic infections includes removal of the reservoir of infection by either endodontic treatment or tooth extraction,True,False,,,,A,
Patient presents with symptomatic irreversible pulpitis and symptomatic apical periodontitis. The patient should be given antibiotics after the first appointment.,True,False,,,,B,
Pulp necrosis with acute apical abscess with signs of systemic involvement is a good indicator for antibiotic prescription.,True,False,,,,A,
Patient presents with a previously Endodontically treated tooth with a periapical lesion and a sinus tract present. This is a good indicator for antibiotic prescription.,True,False,,,,B,
If a patient is not allergic to Penicillin then the first choice of antibiotics is usually amoxicillin.,True,False,,,,A,
The best treatment for a patient with acute apical abscess is.,Dental treatment (such as Root canal therapy).,Incision and drainage,Antibiotics,All of the above,,D,
If a sinus tract appears on the gingiva adjacent to tooth #4 that means the infection would definitely be coming from tooth #4.,True,False,,,,B,
If a tooth tests negative to cold testing that automatically means it is necrotic and requires root canal therapy.,True,False,,,,B,
If a tooth has deep caries radiographically that automatically means that bacteria have invaded the pulp space and we are dealing with irreversible pulpitis which necessitates root canal treatment.,True,False,,,,B,
If you are unsure if tooth #3 has a periapical lesion the best way to determine is.,Cold test,CBCT,Multiple angled X-rays,All of the above,,D,
A tooth that presents with a sinus tract will most often be symptomatic to percussion.,True,False,,,,B,
The best way to obtain an accurate endodontic diagnosis is:,Clinical exam,Patient interview,Radiographic exam,All of the above,,D,
