title,DAO Midterm Exam (Summer 2021),dao,midterm
question,option_a,option_b,option_c,option_d,option_e,correct,image
A tubercle of hard tissue can be found:,On the lingual surface,On the labial surface,On the buccal surface,On the facial surface,All of the answer choices,E,
A transverse ridge can be found:,On the lingual surface of anterior teeth,On the incisal surface of posterior teeth,On the occlusal surface of posterior teeth,On the mesial surface of any tooth,On the distal surface of any tooth,C,
"In health, the gingival embrasure:",Is an empty space,Is filled in with the inter-dental papilla,Is the same as the incisal embrasure,Is the same as the facial embrasure,,B,
You are looking at an intact tooth outside of the mouth. Which tooth junction is visible on that  intact tooth:,Cemeto-enamel junction,Dentino-enamel junction,Cemento-dentinal junction,Pulpal-dentin junction,All the answer choices are visible on an intact tooth,A,
Which of the following tooth has the most prominent lingual fossa and marginal ridge?,Mandibular central incisor,Mandibular lateral incisor,Maxillary lateral incisor,Maxillary central incisor,All of the answer choices have equal prominence with regards to their lingual fossae and marginal ridges,C,
"Statement 1: All Anterior teeth develop from four lobes. Statement 2: Three lobes form the anterior surface, and the fourth forms the cingulum.",Both statements are true,Both statements are false,"The first statement is true, second is false","The first statement is false, second is true",,A,
The facial and lingual  height of contour for the mandibular central incisor are :,Both in the cervical third,"Facial is in the cervical third, lingual is in the middle third","Facial is in the middle third, lingual is in the cervical third",Both in the middle third,"There is no height of contour on the facial or lingual surfaces, only on the mesial and distal surfaces",A,
"With regards to the maxillary canine, Statement 1: the distal contact is at the middle third, Statement 2: the mesial contact is at the junction of the incisal and middle third.",Both statements are true,Both statements are false,The first statement is true and the second is false,The first statement is false and the second is true,,A,
Both the canines and the maxillary central incisors are pentagonal in shape from a facial view.,True,False,,,,B,
The mandibular canine is the longest crown inciso-cervically of any tooth,True,False,,,,A,
Statement 1: The palatopharyngeal fold is also known as the anterior pillar of the fauces. Statement 2: The palatoglossal fold is also known as the posterior pillar of the fauces.,Both statements are true,Both statements are false,The first statement is true and the second is false,The first statement is false and the second is true,,B,
Structures found on the palate include all of the following except:,the incisive papilla,The median raphe,The rugae,The pterygomandibular raphe,The vibrating line,D,
The fauces:,Is bound inferiorly by the tongue,Is bound laterally by the tonsillar pillars,Is bound superiorly by the soft palate,Is the posterior boundary of the oral cavity,All of the answer choices,E,
Foliate papillae are found:,On the ventral surface of the tongue,On the dorsal surface of the tongue,On the lateral border of the tongue,In the floor of the mouth region,Not associated with the tongue,C,
Vestibular mucosa consists of the labial mucosa and:,The buccal mucosa,The palatal mucosa,The lingual mucosa,The attached gingiva,The palatopharyngeal fold,A,
What’s the difference between the hard and soft palate-,"The hard palate is firmly bound to bone, while the soft palate is not","The hard palate is moveable, while the soft palate is not","The hard palate is composed of muscle covered by mucosa, while the soft palate is not","The hard palate is a downward projection of muscle, while the soft palate is not",,A,
The midline ridge of tissue that extends from the incisive papilla to the uvula:-,Palatine rugae,Median palatine raphe,Pterygomandibular raphe,Retromolar pad,,B,
What is between the anterior pillar of the fauces and the posterior pillar of the fauces? -,The palatine  tonsils,The uvula,Maxillary tuberosity,The incisive papilla,,A,
Sublingual caruncle is:,A ridge of tissue,A midline fold of tissue between the ventral surface of the tongue and the floor of the mouth,A blood vessel,A duct opening for salivary glands,,D,
True/False: The maxillary central incisor’s distal incisal edge is 90 degree:,True,False,,,,B,
"When looking at maxillary central incisors, from the incisal view, which embrasure space will be bigger?",Facial,Lingual,Occlusal,Incisal,,B,
"Since the TMJ has both hinge and translation components, it is referred to as what type of joint?",Syndesmosis,Gomphosis,Suture,Ginglymoarthrodial,,D,
The boney component of the TMJ involves which two bones?,Articular eminence of the Temporal bone and the condyle of the mandible,Posterior component of the mandibular fossa of the Temporal bone and the coronoid process of the maxilla,Anterior component of the mandibular fossa of the Temporal bone and the coronoid notch of the mandible,Articular eminence of the temporal bone and the coronoid process of the mandible,,A,
Which term is used to describe moving away from the midline?,Superior,Inferior,Medial,Lateral,,D,
The inferior cavity of the TMJ,Allows for a hinge/rotation around an axis,Allows for gliding/translating movement,Is between the articular disc and the coronoid notch of the mandible,There is no inferior cavity,,A,
Jaws are important for which function(s)?,Phonation,Mastication,Respiration,All of the above,,D,
"Someone who sucked their thumb and has an open bite, may have __________ as an adult.",Dilaceration,Diastema,Mamelons,Bifurcation,,C,
Which of the following teeth have their cingulum offset to the distal: 1. Maxillary Central Incisor 2. Maxillary Lateral Incisor 3. Mandibular Central Incisor 4. Mandibular Lateral Incisor,1 and 4,1 and 3,2 and 4,2 and 3,,A,
Which is a shared trait between the mandibular central and mandibular lateral incisor?,They both have a distolingual twist,Their cingulums are poorly developed,They are both considered round when viewed from the facial,They are the widest teeth mesiodistally when viewed from the incisal,,B,
Where is the mesial contact of tooth number 8?,the insical 1/3,the middle 1/3,the ginigival 1/3,None of the above. The mesial contact doesn’t have a contact point.,,A,
Which is NOT a difference between the maxillary central incisor and maxillary lateral incisor,The depth of lingual fossa,The presence of a lingual groove,The height of the marginal ridges,The location of cingulum,The general shape and size,C,
How can you tell the difference between #24 and #25 (Universal)?,The mesial aspect of the crown has a deep developmental depression,The cingulum is offset toward the distal on 25,The incisal edge is 90 degrees on the mesial and rounded on the distal,You cannot tell them apart since they are bilaterally symmetrical,,D,
The Maxillary Central Incisor’s Root completion is at:,3-4 months,6 years old,7 years old,10 years old,,D,
