title,Periodontics II Final Exam (Fall 2018),perio2,final
question,option_a,option_b,option_c,option_d,option_e,correct,image
What did Dr. Yukna (2007) prove in his human study of Laser Assisted New Attachment Procedure?,That some of the control teeth healed with “New Attachment.”,That some of the Laser treated teeth healed with a long junctional epithelium,That all Laser treated teeth healed with cementum-mediated “New Attachment”,That some patients had adverse clinical effects with Laser treatment,,C,
The absorption of the Nd:YAG Laser energy is highest in which of the following?,Hb (Hemoglobin) and Hydroxyapatite,H20 (Water) and Hydroxyapatite,Hb (Hemoglobin) and Melanin,H20 (Water) and Melanin,,C,
What is true regarding the Nd:YAG Laser energy?,It is well absorbed in (CT) Connective Tissue,Its wavelength is 1064nm which is in the “near infra-red range.”,It is not transparent to water and cell walls,None of the above,,B,
Which of the following occurs when the “Biologic Width” is violated?,Loss of alveolar bone,Chronic gingival inflammation,Chronic Pain,All of the above,,D,
Which of the following are restorative considerations for the performance of Crown Lengthening?,To ensure a good marginal seal of a restoration,To permit proper tooth preparation,To account for adequate marginal placement of the restoration,"a., b., and c",a and b,D,
According to Rosenberg (1980) what is the amount of sound supraosseous crest tooth structure needed to fulfill the total requirement for restorative dentistry?,2.5 to 3.5mm,1.5 to 3.0mm,3.5 to 4mm,3.0 to 5mm,,C,
Which of the following is an advantage of the Apically Advanced Flap without Osseous Resection?,There is potentially greater probing depth reduction,There could be greater root hypersensitivity,There is unesthetic root exposure,"There is a lack of flap adaptation in the presence of thick bony margins, exostosis, and tori",,A,
Which of the following is a disadvantage of the Replaced Flap?,It is useful in the maxillary anterior region for esthetics,There are residual probing depths in the presence of infrabony pockets,There is adaptation of healthy connective tissue to the root surfaces,All of the above,,B,
Which of the following is an advantage of the ENAP procedure vs Gingivectomy?,There is a potential loss of attachment,It is more difficult to perform,Ideal gingival architecture is not easily achieved,None of the above,,D,
When performing a Gingivectomy which of the following incisions is used?,Inverse Bevel incision,External Bevel incision,Sulcular incision,None of the above,,B,
What would be an indication for performing Crown Lengthening?,Caries,Gingival Overgrowth,Altered Passive Eruption,All of the above,,D,
What is the rate of epithelial migration after a periodontal surgical procedure is performed?,1.0mm per day in every direction,0.5mm per day in every direction,1.5mm per day in every direction,None of the above,,B,
In the Gargiulo article about “Biologic Width” what was the average width of the Epithelial Tissue Attachment?,1.07mm,0.97mm,2.04mm,0.69mm,,B,
Which of the following is/are contraindication to Root Resection/Amputation?,Roots which are endodontically treatable.,Fused Roots,Teeth with sufficient attachment remaining for function,None of the above,,B,
Where do Cervical Enamel Projections primarily occur?,Lingual surface of the maxillary molars,Buccal surface of the mandibular molars,Buccal surface of the maxillary premolars,All of the above,,B,
According to Bower (1979) which Molar Root Surface always has an internal concavity?,Mesial Root of Mandibular 1st Molar,Palatal Root of Maxillary 1st Molar,Distobuccal root of Maxillary 2nd Molar,None of the above,,A,
According to the Bower article (1979) regarding furcations what factor/s make furcation areas difficult to access?,95% of furcations have an opening of 1mm or less,The average curette width is 2mm,58% of furcations have openings of .75mm or less,All of the above,,C,
The following definition of bone loss in the furcation area: “bone loss that is greater than 3mm but is not through and through” describes which Grade of the Modified Hamp classification?,Grade I,Grade II,Grade III,Grade IV,,B,
What are factors that pertain to Acellular Dermal Matrix Allograft?,Patients must be informed of the donor source,Post-Op complications are similar,The tissue thickness is 1.5-2.0mm,It can not be used to augment keratinized tissue,,A,
"According to PD Miller, total root coverage can be achieved in which of the following class/es of gingival recession?",Class I,Class II,Class III,Class IV,a. and b.,E,
The Miller Classification of Marginal Recession for tissue recession that extends beyond the mucogingival junction and has loss of soft tissue apical to the CEJ but coronal to the apical extent of the marginal tissue is known as:,Class I,Class II,Class III,Class IV,,C,
What is the Siebert Classification of a ridge defect where there is loss of ridge height but normal buccolingual ridge width?,Class I,Class II,Class III,Class IV,,B,
