title,Pathomedicine Exam 1 (Fall 2020),patho,exam1
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which of the following options illustrates the correct order for the movement of white blood cells?,"Margination, Adhesion, Rolling, Transmigration, Chemotaxis, Phagocytosis","Margination, Rolling, Adhesion, Transmigration, Chemotaxis, Phagocytosis","Rolling, Adhesion, Transmigration, Margination, Phagocytosis, Chemotaxis","Rolling, Adhesion, Margination, Transmigration, Phagocytosis, Chemotaxis","Rolling, Adhesion, Transmigration, Phagocytosis, Margination, Chemotaxis",B,
Which of the following is true of toll-like receptors?,Endosomes detect extracellular bacteria,Toll-like receptors recognize viral endotoxin,Toll-like receptors inhibit lymphocyte activation,Toll-like receptors can be expressed by epithelial cells,,D,
Which of the following terms is correctly matched with its description?,Transudate: Occurs when there is a high protein content,Exudate: Occurs due to increased intraendothelial spacing,Edema: Fluid accumulates within the vasculature,Stasis: Increase in speed of flow due to fluid loss,,B,
Which of the following aids in firm adhesion of white blood cells?,Integrins,Selectins,Adhesins,LTB4,,A,
Which of the following is NOT an opsonin?,IgG,C3,Collectins,CR3,,D,
Which of the following enzymes is NOT involved in respiratory burst?,NADPH oxidase,Diastase,Myeloperoxidase,,,B,
What cells are affected in Chediak-Higashi syndrome?,Erythrocyte,Cytotoxic T cells,Helper T cells,Neutrophils,Plasma cells,B,
Choose the correct answer based on the following statements: Statement 1: Acute inflammation cannot progress to chronic inflammation. Statement 2: Scarring and fibrosis occur if damage is beyond ability to return to normal form,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,Both statements are true,Both statements are false,,B,
Which of the following is a plasma protein-derived mediator of inflammation?,Bradykinin,Neuropeptide,Histamine,Serotonin,Prostaglandin,A,
Which of the following is a potential detrimental side effect of a selective COX-2 inhibitor?,Gastrointestinal ulceration,Diabetes mellitus,Cerebrovascular accident,Adrenocortical deficiency,All of the answer choices,C,
Which of the following enzymes is inhibited by ibuprofen and other NSAIDs?,Cyclooxegenase,Phospholipase,Lipooxygenase,Caspase,,A,
Which of the following arachidonic acid metabolite causes bronchoconstriction?,Lipoxins,Thromboxanes,Leukotrienes,Prostaglandins,,C,
What is a role of prostaglandin?,Platelet aggregator,Bronchodilator,Inhibit chemotaxis,Vasodilator,All of the answer choices,D,
Which of the following aspects of the clinical note should influence your clinical impression and thus the treatment you render?,Social history,Medical history,Allergies,Extraoral examination,All of the answer choices,E,
Which of the following chemical mediators is involved in white blood cell recruitment?,IL-1,Bradykinin,Nitric oxide,Substance P,TGF-beta,A,
Which of the following chemical mediators is secreted by nerve fibers?,IL-1,Bradykinin,Nitric oxide,Substance P,TGF-beta,D,
Which of the following chemical mediators helps to resolve inflammation?,IL-1,Bradykinin,Nitric oxide,Substance P,TGF-beta,E,
Which of the following is an example of a macrophage?,Kupffer cell,Sinus histiocyte,Microglial cell,Mononuclear phagocyte,All of the answer choices,E,
What is the function of macrophages activated in the alternative pathway?,Tissue repair,Microbicidal actions,Phagocytosis,Inflammation,All of the answer choices,A,
Which of the following cells play a predominant role in parasitic infections and reactions involving IgE?,Neutrophils,T lymphocytes,B lymphocytes,Eosinophils,Macrophages,D,
Which of the following cells is found in a granuloma?,Neutrophils,B lymphocytes,Eosinophils,Macrophages,Epithelial keratinocyte,D,
In what setting would you most likely observe a “caseating granuloma” under the microscope?,Variation from normal,Infectious process,Malignant neoplastic process,Benign neoplastic process,,B,
What does a “high” erythrocyte sedimentation rate represent?,High concentration of fibrinogen,Low concentration of fibrinogen,High concentration of neutrophils,Low concentration of neutrophils,None of the answer choices,A,
Which of the following is considered a “permanent” cell?,Glandular cells,Smooth muscle,Bone marrow,Cardiac muscle,Fibroblast,D,
Which of the following is true of a cell influenced by a paracrine signal?,It is the cell that produced the signal,It is a cell nearby the cell that produced the signal,It is a cell distant from the cell that produced the signal,None of the answer choices,,B,
Which of the following binds fibrin in wounds to create a scaffold for extra cellular matrix deposition?,Laminin,Fibronectin,Proteoglycan,Integrin,Hyaluronan,B,
Which of the following describers the function of Matrix Metalloproteins (MMPs)?,Degrade the extracellular matrix to allow for remodeling and extension of new vessels,Suppress endothelial proliferation and migration,Recruit pericytes and smooth muscle cells,Promote macrophage and fibroblasts to areas of injury,Stimulate NO to promote vasodilation,A,
Which of the following factors is the most important cause of delayed wound healing?,Pressure at wound site,Foreign bodies,Smoking,Infection,Malnutrition,D,
Choose the correct answer based on the following statements: Statement 1: Healing by primary intention occurs in a clean surgical suture incision. Statement 2: Healing by secondary intention occurs with extensive tissue loss,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,Both statements are true,Both statements are false,,C,
Which of the following tissues drive contact inhibition in wound healing by first intention?,Endothelial cells,Epithelial cells,White blood cells,Fibroblasts,Macrophages,B,
Which of the following is NOT true regarding wound healing by second intention?,Larger clot and scab,Greater volume of granulation tissue,Greater volume of extracellular matrix deposition,Wound contraction mediated by myofibroblasts,Less intense inflammatory exudate,E,
Which of the following tissues would you expect to be affected by a chemotherapeutic drug like cisplatin?,Oral mucosa,Gastrointestinal mucosa,Bone marrow,Hair follicles,All of the answer choices,E,
Which of the following factors contributes to soft tissue destruction in gingivitis/periodontitis?,MMP-8,PGE2,RANKL,OPG,FGFR2,A,
Choose the correct answer based on the following statements made during Dr. Weber’s lecture on periodontic inflammation: Statement 1: Tooth movement is always pathologic. Statement 2: The host response is not involved in periodontal disease,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,Both statements are true,Both statements are false,,D,
What is the maximum effective depth of periodontal scaling?,1 mm,2mm,5mm,8mm,10mm,C,
Which of the following is true regarding A-delta nerve fibers?,Are unmyelinated,"Associated with dull, aching pain",Responsible for heat sensitivity,Terminate within dentinal tubules,Are responsible for heat sensitivity,D,
