title,GDA Midterm Exam (Summer 2016),gda
question,option_a,option_b,option_c,option_d,option_e,correct,image
What is the classification of the cleft lip shown in the photo?,Unilateral Complete,Unilateral Incomplete,Bilateral Complete,Bilateral Incomplete,,A,images/gda-midterm-summer-2016/fig27.jpeg
Which of the following characteristics is not true of Treacher Collins Syndrome?,The gene related to the production of treacle is affected,Treacher Collins is an autosomal recessive gene,"Clinically there is underdevelopment of the facial bones, including the zygomatic arch","In the dental chair patients may present with shortened rami, crowded teeth and underdeveloped coronoid and condylar processes",,B,
Which of the following is true about the development of the thyroid?,The thyroid is derived from pharyngeal arch 4,The thyroid is connected to the tongue by the thyroglossal duct which remains throughout life and can be detected in the adult,Neural crest cells of from Pharyngeal Pouch 4 migrate into the gland and give rise to the parafollicular (aka C-cells) of the thyroid,All of the above,,C,
"Initially in the formation of the tongue there is a median tongue bud, which is eventually overgrown by two later lingual swellings. The name for the median tongue bud is:",Copula,Hypopharyngeal eminence,Terminal sulcus,Tuberculm impar,Foramen cecum,D,
What muscle group does pharyngeal arch 1 give rise to?,Muscles of facial expression,Muscles of mastication,Hyoid muscles,Trapezius,,B,
What is the name and function of Cranial Nerve XII?,"Glossopharyngeal, taste in the posterior tongue","Hypoglossal, visceral muscle movement","Glossopharyngeal, eyeball movement","Vestibulocochlear, hearing","Hypoglossal, movement of the tongue",E,
Which two pharyngeal arches are associated with the formation of the pharyngeal musculature and cartilages?,I and II,III and IV,IV and V,IV and VI,V and VI,D,
The notochord is replaced by the:,ependyma,nucleus pulposus,spinal canal,dorsal roots,spinal cord,B,
The foregut of the developing embryo gives rise to which of the following structures?,Pancreas,Appendix,Colon,Sigmoid,Jejunum,A,
What is the adult analogue of the third aortic arch?,Maxillary artery,Common Carotid artery,Right Subclavian artery,Ductus Arteriosus,,B,
"What specific step in the fertilization process causes a biochemical reaction that stops polyspermy, or the fertilization of the ovum by multiple sperm?",Release of hyaluronidase by the acrosome of the sperm,Formation of the female pronucleus,Cortical reaction,Formation of the ootid,,C,
Where does fertilization of the ovum by the sperm take place?,Ovary,Endometrial lining of uterus,Uterine tube,None of the above,,C,
Which is the following types of cells are the only haploid (n) cells in the body?,Stem cells,Neural crest cells,Gametes,Dermal cells,Red blood cells,C,
"According to the Rule of 5s, approximately how many centimeters in head growth occurs during the first year of life?",5cm,10 cm,15 cm,25 cm,50 cm,D,
Fill in the blanks. _____________________ is the most important hormone related to growth and development and secreted by the _________________________.,Somatotropin (HGH); pituitary,Estrogen; ovaries,Thyroid hormone; parathyroid,Somatotropin (HGH); thymus,,A,
"Deficiency of which of the following vitamins is related to the development of rickets, or defective mineralization and calcification of the bones that causes bowing and fracture?",Vitamin A,Vitamin B,Vitamin C,Vitamin D,Vitamin E,D,
During what season is growth in height the fastest?,Spring,Summer,Winter,Fall,,A,
What defines the period of middle childhood?,The prepubertal period,The eruption of the primary teeth,The start of the eruption of permanent teeth,Development of the adrenal glands,,C,
