title,Clinical Oral Radiology Exam 1 (Fall 2019),coralrad,exam1
question,option_a,option_b,option_c,option_d,correct,image
Which of the following best describes the edges/borders of the foreign objects projected near the angles/rami of the mandible?,Poorly-defined,Well-defined,,,B,images/coralrad-exam1-fall-2019/fig30.jpg
Which of the following best describes the shape of the foreign objects projected near the angles/rami of the mandible?,Irregular,Unilocular,,,A,images/coralrad-exam1-fall-2019/fig31.jpg
Which of the following best describes the internal structure of the foreign objects projected near the angles/rami of the mandible?,Radiolucent,Radiopaque,,,B,images/coralrad-exam1-fall-2019/fig32.jpg
There are a few entities inferior to the alveolar crest in the #2 region. Which of the following best describes their internal structure?,Radiolucent,Radiopaque,,,B,images/coralrad-exam1-fall-2019/fig33.jpg
There are a few entities inferior to the alveolar crest in the #2 region. Which of the following best describes their borders/edges?,Well-defined,Poorly-defined,,,A,images/coralrad-exam1-fall-2019/fig34.jpg
There are a few entities inferior to the alveolar crest in the #2 region. Which would be the most logical impression of these entities?,Artifacts,Accidentally retained surgical instruments,Retained root fragments,Lip ring,C,images/coralrad-exam1-fall-2019/fig35.jpg
All of the following are present EXCEPT one. Which of the following is the EXCEPTION?,Fractured root,Fractured/missing crown,Periodontal bone loss,Dental implant,D,images/coralrad-exam1-fall-2019/fig36.jpg
"Based on description and radiographic presentation of the two objects in the #14 region, what are they most likely?",Dental implants,Retained roots of #14,Retained roots of #J,Retained roots of #14 and #15,B,images/coralrad-exam1-fall-2019/fig37.jpg
#7 has a well-defined radiopacity projected in the crown of the tooth. Which of the following is the most likely location of the restoration?,Inside the clinical crown,Buccal,Mesial,Distal,B,images/coralrad-exam1-fall-2019/fig38.jpg
"All of the following radiographic techniques would allow you to determine the exact (buccal-lingual, mesial-distal, and superior-inferior) location of the restoration EXCEPT one. Which of the following is the EXCEPTION?",CBCT (3D imaging),Take another periapical radiograph from another angle (SLOB rule),Take a panoramic radiograph,Take an occlusal radiograph,C,images/coralrad-exam1-fall-2019/fig39.jpg
All of the following are likely to be dental caries EXCEPT one. Which of the following is the EXCEPTION? Image A: Image B: Image C: Image D:,#F mesial,#K distal,#L distal,#J mesial,B,images/coralrad-exam1-fall-2019/fig40.jpeg
Which of the following best describes the borders of the lesion in the right posterior inferior mandible?,Poorly-defined,Well-defined,,,B,images/coralrad-exam1-fall-2019/fig41.jpg
Which of the following best describes the borders of the lesion in the right posterior inferior mandible?,Non corticated,Well-corticated,,,B,images/coralrad-exam1-fall-2019/fig42.jpg
Which of the following best describes the internal structure of the lesion in the right posterior inferior mandible?,Radiopaque,Radiolucent,Mixed,,B,images/coralrad-exam1-fall-2019/fig43.jpg
Which of the following best describes the effects on adjacent structures caused by the lesion in the right posterior inferior mandible?,None,Root resorption,Thinning of the inferior border of the mandible,Destruction of the mandibular canal,C,images/coralrad-exam1-fall-2019/fig44.jpg
Tooth #3 has been root canal treated.,True,False,,,B,images/coralrad-exam1-fall-2019/fig45.jpg
Tooth #5 has a periapical radiolucency.,True,False,,,A,images/coralrad-exam1-fall-2019/fig46.jpg
"A diagonal line is projected over the root of #6. The radiographic presentation, and in particular the location, is consistent with:",dental caries,cervical burnout,root fracture,the nasolabial fold,D,images/coralrad-exam1-fall-2019/fig47.jpg
"Multiple vertical radiopacities are projected over the bilateral mandibular rami, consistent with:",the patient's hair,the spine,stylohyoid ligaments,the hyoid bone,A,images/coralrad-exam1-fall-2019/fig48.jpg
All of the following are reasonable entities to consider for the well-defined irregularly-shaped radiopacity near the left mandibular angle EXCEPT one. Which of the following is the EXCEPTION?,Sialolith,Calcified lymph node,Calcified thyroid cartilage,,C,images/coralrad-exam1-fall-2019/fig49.jpg
Are you excited for the CBCT block in the second half of the semester? (Any answer will receive full credit.),Heck yeah!,3D interpretation is intimidating.,What is a CBCT?,Thank you for the free points.,D,
