title,DAO Final Exam (Summer 2023),dao,final
question,option_a,option_b,option_c,option_d,option_e,correct,image
The marginal ridge of all posterior teeth are perpendicular to the long axis of the tooth except:,The MMR of the mandibular first premolar,The DMR of the mandibular first premolar,The DMR of the maxillary first premolar,The MMR of the maxillary first premolar,,A,
All lingual embrasures are larger than facial embrasures except for:,The mandibular second premolar- 2 cusp variety,The maxillary first premolar,The maxillary central incisor,The maxillary first molar,More than one answer is correct,D,
"When viewing from the occlusal, which tooth is most likely to appear heart shaped?",The maxillary third molar,The mandibular second premolar 3 cusp variety,The maxillary canine,The mandibular second molar,,A,
Which tooth has the shortest crown occluso-cervically of any mandibular tooth?,Mandibular central incisors,Mandibular canine,Mandibular first premolar,Mandibular third molar,,D,
"Anna is a sweet 10 year old girl. She came into your office and you notice that when asked if she eats candy she says she loves “Wowwipops.” To confirm you say “Lollipops?” She says “Yes, that is what I just said.” When you continue talking to her you realize she has an issue pronouncing the “L” sound. Why do you think this is?",She has inflammation of the buccal frenum,She has a uvula,She has ankyloglossia,She has a sublingual caruncle,,C,
Elsa came in to your office for an exam. In order to see the ventral surface of her tongue you ask her to please,Stick out her tongue straight out,Lift up her tongue,Stick her tongue out to the side,Open wide,,B,
The vibrating line is,The junction between the oral cavity and the vestibule,The border between the vermillion zone and the skin,The junction between the hard and soft palate,The junction between the gingival sulcus and attached gingiva,,C,
"When looking in a patient's mouth, you will find all the following in the vestibule EXCEPT:",Alveolar mucosa,Parotid papilla,Muccobuccal fold,Fauces,,D,
The star on this image is on what anatomical feature?,The vermillion border,The commissure,The philtrum,The tubercle,,C,images/dao-final-summer-2023/fig29.jpeg
Which of the following papillae are fine hairlike projections that give the tongue its velvety appearance?,Fungiform papillae,Circumvallate papillae,Foliate papillae,Filiform papillae,,D,
"When looking at the facial aspect of premolars, which premolar has a longer mesial slope as compared to the distal slope?",The maxillary first premolar,The maxillary second premolar,The mandibular first premolar,The mandibular second premolar,,A,
Lebron and D'Angelo were playing ball. Lebron was checking out his sneakers when D'Angelo passed him the ball and next thing he knew he had broken the whole crown to #5. There was a clean cut at the cervical line. What shape did the root of #5 represent?,A diamond,A kidney bean,An infinity sign,An oval,,B,
The premolar that has a Y shape occlusal groove pattern is,The maxillary first premolar,The maxillary second premolar,The mandibular first premolar,The mandibular second premolar (3 cusp variety),,D,
All the following teeth develop from 5 lobes except (use universal numbering system):,#19,#20 two cusp variety,#29 three cusp variety,#14,,B,
All the following anomalies can be caused by something that happens in utero EXCEPT:,Mulberry Molar,Enamel Hypoplasia,Tetracycline Staining,All can be an effect of something that happened while the mom was pregnant,,D,
All the following anomolies can only be diagnosed with a radiograph EXCEPT:,Enamel Pearl,Taurodontism,Anodontia,Hypercementosis,,C,
Mrs. White came in with her son Sleepy. She said every time Sleepy yawns she notices a weird sharp white looking tooth between his front teeth. What could it be a?,Dens in Dente,Mesiodens,Paramolar,Tuberculum Intermedium,,B,
"Groot came in with Baby Groot complaining that his son has a massively large front tooth. Upon counting Baby Groot's teeth he had one less tooth in his mouth and when you saw his X-ray, you saw two roots and the teeth were attached to each other from the crown all the way down to the root. What is the most likely diagnosis?",Fusion,Gemination,Concrescence,Turner's Tooth,,A,
Ms. Marvel came in complaining about a toothache. After examination of tooth number #10 you determine it needs an extraction. You take an X-ray and realize you cannot do the extraction and she needs to see an Oral Surgeon. You explain to Ms. Marvel that this will be a complicated extraction because:,The tooth has a deep lingual fossa,The tooth is shovel-shaped on the lingual side,The tooth is a Huchington's Incisor,The tooth has a dilacerated root,,D,
"Uncle Scrooge brought his nephew Huey in for an exam. Huey has a cavity but Uncle Scrooge does not want to get it filled. He says “Who cares anyway, its just baby teeth!” As a healthcare provider what might your response be to Uncle Scrooge?",I like the way you think! Its just baby teeth and they fall out anyway.,A rotten baby tooth can have esthetic consequences to the adult teeth,"If you do not fix the tooth, Huey may get fluorosis.",,,B,
During rotation,The patient can open their mouth slightly,The patient can open their mouth to maximum opening,The condyle is in the mandibular fossa,A and C,A and B,D,
Centric Relation is important because,It is a repeatable position,It can help you get the vertical dimension needed for a patient care,It is tooth guided,A and B,All of the above,D,
"Using the Universal numbering system, which teeth (in the opposing arch) contact tooth #14 in Class I occlusion",#30 and #29,#20 and #21,#18 and #19,#19 and #20,,C,
"Using the Universal numbering system, which teeth (in the opposing arch) contact tooth #28 in Class I occlusion",#11 and #12,#5 and #6,#3 and #4,#27 and #29,,B,
"When using the FDI system, Universal #3 can also be considered",#16,#33,#6,#18,,A,
In the following image A represents what?,Going from retrusion to maximum intercuspation,Going from maximum opening to protrusion,Going from edge to edge to protrusion,Going from maximum intercuspation to edge to edge,,C,images/dao-final-summer-2023/fig46.jpeg
The freeway space is:,Space allowed for the premolars to erupt,The sum of VDO and VDR,Anywhere from 2-4 mm,Anywhere from 4-6 mm,,C,
The primary mandibular 2nd molar differs from a permanent mandibular 1st molar in that the primary mandibular 2nd molar,Is darker in color,Is larger in size,It does not look like any other tooth,Has a larger occlusal table,Has roots that are more divergent,E,
The primary mandibular first molar looks like:,The permanent mandibular first molar,The permanent mandibular first premolar,The permanent mandibular canine,None of the above,,D,
Which of the following are notable differences between primary and permanent teeth? a. Cervical ridges on permanent teeth are more pronounced d. Enamel is thinner in primary teeth b. Crowns of primary teeth are shorter compared to the mesiodistal diameters e. Pulp cavities are larger in permanent teeth c.Root trunks of the primary teeth are less pronounced f. Roots of permanent teeth are longer and slimmer,"A, B and C","A, E and F","B, C and D","B, C, and E","C, D and E",C,
The primary teeth erupt in which of the following sequences?,ABCDE,BACDE,ABDCE,ACBDE,,C,
