title,Intro to Clinical Dentistry Exam 2 (Spring 2018),icd,exam2
question,option_a,option_b,option_c,option_d,option_e,correct,image
"your patient informs you that since the last time they were seen at the clinic, atrial fibrillation and uncontrolled diabetes have been diagnosed. The patient is taking Plavix platelet inhibitor and Glucotrol for the diabetes. The diabetes is still not under control and the Plavix cannot safely be terminated. The order of steps to place an implant to replace missing tooth #30 are 1. get a CBCT of the area to determine placement 2. call OS for an implant consult 3. call the patient’s physician for a medical consult 4. setup appointment to get implant placed 5. present case to the CPLV","5, 2, 3, 1, 4","5,3,2,4,1","2,3, 4,5,1","2 ,4, 5, 3, 1",,A,
The last step in the completion of a clinic procedure is,get the procedure approved in axium,enter treatment notes for the visit,get the treatment note approved in axium,,,C,
polishing after a prophylaxis with an air polisher removes more enamel than a rubber cup with prophy paste,True,False,,,,B,
Areas that most usually needs hand scaling during a prophylaxis are,mandibular anterior,maxillary Posterior,maxillary anterior,mandibular Posterior,,A,
"recognizing the patient's personality type and how to handle it, is an example of",behavior management,practice management,professionalism,all of the above,None of the above,D,
Standardized patient encounters allow the student,to practice skills adjusting to patient's concerns,to get experience in real life encounters,view and self evaluate their personal recorded session,get feedback from experienced actors on their performance,all of the above,E,
the risks of placing implants in a patient that has taken a bisphosphonate (Fosamax),May not apply to this patient,depends on the duration of bisphosphonate therapy,depends on any other medications they take,All of the above,,D,
aspect(s) that need to be considered when presenting a treatment plan to a patient are to,use layman's terms to explain the treatments to the patients,stay away from pointing out the risks of a procedure,try and influence the patient towards the best treatment plan,none of the above,,A,
The difference between clinically excellent and clinically acceptable on our rubrics is in the excellent column students can get only a little help from the faculty whereas the acceptable column they can get significant help,True,False,,,,B,
the prophylaxis visit does not give us insight into how a particular patient may react to further treatment visits .,True,False,,,,B,
The diagram indicates,which teeth are included in a prophylaxis,the only way a prophylaxis should be approached,the idea that an ordered approach to treatment will insure consistent results,nothing is indicated by this diagram,,C,images/icd-exam2-spring-2018/fig37.jpeg
