title,Intro to Clinical Dentistry Midterm Exam (Spring 2023),icd,midterm
question,option_a,option_b,option_c,option_d,option_e,correct,image
When applying adhesive to an impression tray:,Its OK to dip the brush into the stock bottle.,Its only OK to dip the adhesive into the stock bottle if I use a new brush.,"One must first pour off adhesive into a cup or dappen dish, and apply adhesive from the cup or dappen dish, using the brush from the bottle.","One must pour off adhesive into a cup or dappen dish, and apply the adhesive from the cup or dappen dish using a new brush.",,D,
"The best time to clean and disinfect impressions, prostheses, or appliances is as soon as possible after removal from the patient's mouth, before drying of blood or other bioburdens can occur.",True,False,,,,A,
"If an occurrence such as an accident, medical emergency or an occupational exposure should occur:","An occurrence form must be completed within 48 hours and the form can be obtained from the Director of Clinical Operations, Dr. Lina.",An occurrence form must be completed within 48 hours and the form can be obtained from the CPL.,An occurrence form must be completed within 24 hours and the form can be obtained from the CPL.,"An occurrence form must be completed within 48 hours and the form can be obtained from the Director of Clinical Education, Dr. Kaufman.",,A,
Infection prevention monitoring can be done by all of the following except:,EHS personnel,Fellow students,Dental Assistants,Faculty,Dental Hygienists,B,
"Decontamination is the physical or chemical process that renders an inanimate object, that may be contaminated with harmful microbial life, safe for further handling. The objective of decontamination is to protect the preparation and package workers who come in contact with medical devices after the decontamination process from contracting diseases caused by microorganisms on those devices.",Both statements are true.,Both statements are false.,"First statement is true, the second is false.","First statement is false, second statement is true.",,A,
A package is considered unsterile if:,There are holes in the package.,The package is torn.,The package is wet.,The package has been opened.,All the answer choices render a package unsterile.,E,
Which of the following statement is true with regards to the sterilization equipment:,Records/documents are kept for seven years,Performs only a Bowie Dick test.,Performs only a biological test.,Runs only one sterilization cycle.,Temperature ranges from 200-250 degrees.,A,
The code D0160 is used for:,Emergency treatment,TMJ and Oral Pathology Consultation,Focused limited evaluation,Outside referrals,Anesthesia consultation,B,
The additional treatment information form must be completed:,"At the time of treatment planning, for specific procedures only.",When completing a procedure.,At the screening visit.,"At the time of treatment planning, for every procedure.",,A,
"When submitting a referral form in Axium, the purpose of clicking on the ""running man"" is:",To inform your CPL that you requested a referral.,To inform the director of Clinical Operations that you requested a referral.,To inform the director of the specialty clinic that you are referring to that you need a consultation for your patient.,"To inform, via A-mail, the referral to the appropriate clinic message group to schedule a consultation.",,D,
The code to use for an outside referral (consult referred from outside the school for a specific problem) is:,D0140,D9310,D3001.R,D7001.R,D0190,A,
The goal of proper dentist and dental assistant interactions is to:,Allow for patient comfort.,Allow for quality care.,"Work efficiently, allowing for reduced time for treatment.",Minimize the stress and fatigue of the clinical team.,All the answer choices,E,
The operator zone is:,Directly behind the patient.,To the side of the patient.,Area where the instruments and materials are transferred.,None of the answer choices,,B,
The transfer of dental materials from the assistant to the operator is done:,In the transfer zone near the patient's chin.,Behind the patient's head.,Over the patient's mouth.,"Anywhere, as long as it is over the patient's bib.",,A,
Dental photographs are important for all of the following reasons except:,Communication with specialists.,Aid in diagnosis and treatment planning.,To post on social media to educate other dentists.,For legal documentation.,For patient education.,C,
Which computer program do you use to edit photos before you upload them to XDR?,EOS utility system,Axium,Paint,Microsoft word,Photoshop,C,
Which of the following would not be considered PMH; Past medical history:,History of diabetes,Last date of physical exam,Current medications,Pain in tooth on the lower left,History of hypertension,D,
Which article of PPE (Personal Protective Equipment) is no longer required to be worn in the clinic:,Face shield,Gloves,N95 mask,Protective eye wear,Gown,A,
Factors that increase the chances of developing dental disease are collectively referred to as:,Oral Risk Factors,Systemic disease,Special needs,Behavioral dentistry,,A,
"What does "".N"" attached to a code signify?",Needs an extra note.,Never call.,Nitrous oxide used.,No charge.,,D,
"If the hands are visibly soiled, alcohol-based hand rub can be used.",True,False,,,,B,
A key aspect to proper interviewing technique is:,Active listening.,Intimidation which will force the patient into revealing more information.,Being judgmental.,Asking close ended questions.,Leading the patient.,A,
"You have a 73-year-old male patient with a medical history of hypertension, coronary artery disease and hypercholesterolemia scheduled today for a restoration on tooth #12. His pre-operative vital signs and his blood pressure is 147/89 and heart rate is 77. You give 1 carpule of 2% lidocaine with 1:100,000 epinephrine and the patient begins to feel anxious and states that his heart feels like it is racing. What do you do first?",Continue with treatment and tell the patient it's likely from the local anesthesia injection and will subside.,Tell your CPL.,Tell your PCC.,Call ERT.,,D,
What is the most important aspect of your emergency cart?,Oxygen,Ambu bag,Epinephrine,Diphenhydramine,,A,
"All of the following drugs are necessary in a dentist's basic emergency cart, except:",Epinephrine,Albuterol,Aspirin,Naloxone,All of the above are necessary,E,
Which of the following is a contraindication to the administration of nitroglycerin to a patient who has previously been prescribed nitroglycerin for their history of angina?,BP: 85/60; HR: 60,Sildenafil taken 12 hours ago,12 lead EKG reveals right ventricular infarct,All of the above are contraindications,None of the above are contraindications,D,
"A 4-year-old patient, who weighs 38 pounds, with a history of asthma is being seen by you for a re-call examination. The patient becomes distressed, begins wheezing, you notice accessory muscle usage and skin retractions. You administer the nebulizer with a spacer that the parent carries with them at all times and provide supplemental oxygen. The treatment has no effect and the mother tells you, the last time this happened, their child was in bronchospasm and had to be transported to the emergency department. You immediately call 911. What is the appropriate medication to administer at this time while you await EMS response?",Diphenhydramine,Aspirin,Albuterol,Epinephrine,,D,
"A 4-year-old patient, who weighs 38 pounds, with a history of asthma is being seen by you for a re-call examination. The patient becomes distressed, begins wheezing, you notice accessory muscle usage and skin retractions. You administer the nebulizer with a spacer that the parent carries with them at all times and provide supplemental oxygen. The treatment has no effect and the mother tells you, the last time this happened, their child was in bronchospasm and had to be transported to the emergency department. You immediately call 911. What is the appropriate dose of this emergency medication?",0.15 mg,0.30 mg,"1:100,000","1:200,000",,A,
"You are an associate dentist in a private practice, you have a patient scheduled for the removal of recurrent caries under a previously existing amalgam restoration on tooth #30. You forget to place a throat screen to protect the airway and a large piece of the amalgam restoration falls into the patient's posterior pharynx. The patient sits up and begins violently coughing. The patient stops coughing and tells you they believe they swallowed the restoration. The patient is in no distress, is able to breath normally and has no complaints or discomfort upon swallowing, but does not want to continue with completing today's scheduled treatment. What is the proper standard of care for this patient?",Temporize tooth #30 and send patient to the nearest emergency department for radiographic imaging of the chest and abdomen.,Temporize tooth #30 and send patient home.,Begin the Heimlich maneuver,Begin Basic Life Support,,A,
"Setting the ""F"" stop to different settings allows for adjusting the:",Point light,Ring light,Extra oral photos only,Amount of light needed for each photo,Intra-oral photos only,D,
Select the option that produces the most deleterious effects for patients if they aspirate gastric contents.,The physical obstruction from the particulate matter in the gastric contents.,The high acidity of the gastric juices causing respiratory distress syndrome.,The increased risk that they will suffer from nausea and vomiting into the post-operative period.,None of the above,All of the above,B,
Which of the following medication(s) increase the risk of your patient experiencing orthostatic hypotension after being in the supine or semi-supine position for a prolonged period of time?,Hydrochlorothiazide,Metoprolol,Narcotics,All of the above,None of the above,D,
