title,Pathomedicine Exam 4 (Fall 2020),patho,exam4
question,option_a,option_b,option_c,option_d,option_e,correct,image
Patients with H. pylori gastritis have an increased risk for which of the following neoplasms?,Lymphoma,Colonic adenocarcinoma,Uterine leiomyoma,Esophageal adenocarcinoma,,A,
What is the etiology of the multiple peptic ulcers observed in Zollinger-Ellison syndrome?,NSAID use,Gastrin-secreting tumor,H. pylori,Mucous cell metaplasia,,B,
Where is the location of 80% of peptic ulcers?,Fundus of the stomach,Antrum of the stomach,Proximal duodenum,Distal duodenum,Jejunum,C,
Antacids impair the absorption of which systemic medications?,Tetracycline,Erythromycin,Oral iron supplements,Fluoride,All of the answer choices,E,
Patients with an inflammatory bowel disease are at an increased risk of adenocarcinoma.,True,False,,,,A,
Which of the following is NOT a feature of Crohn disease?,Skip lesions,Malabsorption of fats and vitamins,Cured by surgery with no recurrence,Transmural inflammation,Cobblestone linear growths,C,
Which of the following is NOT observed in patients with oral manifestations of Crohn disease?,Aphthous-like ulcers,Reticular striae,Linear ulcerations,Diffuse enlargement of orofacial tissues,Cobblestone proliferations,B,
Which of the following gall stone colors are correctly paired with their etiology/comprising material?,"Pale white-yellow: Increased calcium carbonate, phosphate, and bilirubin",Grey-white to black: Pure cholesterol,Brown: Infected intrahepatic and extrahepatic ducts,Black: Conjugated cholesterol clefts,,C,
“Complete obstruction of bile flow caused by destruction or absence of all or part of the extrahepatic bile ducts” is the definition of which condition?,Cholecystitis,Acute calculous cholecystitis,Cholangitis,Cholesterolosis,Biliary atresia,E,
What is the most common cause of acute pancreatitis in the United States?,H. pylori,Biliary atresia,SPINK1 mutations,Cholelithiasis,Overuse of NSAIDs,D,
The most common “cyst” of the pancreas consists of foci of liquefied necrotic tissue walled off by a fibrous capsule.,True,False,,,,A,
Meckel diverticulum derives from which fetal structure?,Vitelline duct,Ductus venosus,Arantius’ duct,Umbilical vein,Ductus arteriosus,A,
"Which is true of the following statements: Statement 1: Hirchsprung disease is also termed congenital aganglionic megacolon. Statement 2: Hirschprung disease is caused by absent Meissner and Auerbach nerve plexuses, resulting in a lack of innervation of the colon.",Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,A,
Which of the following best describes intussusception?,Defect in the abdominal wall leading to an outpouching of intestine,Abnormal union of segments of the bowel,Inversion of one segment of the bowl into another,Twisting of a segment of the bowel around itself,None of the answer choices,C,
Elevated plasma levels of amylase and lipase are diagnostic for which of the following conditions?,Acute pancreatitis,Cholelithiasis,Celiac disease,Hirchsprung disease,,A,
Which of the following is a target for IgA and IgG in Celiac disease?,Double stranded DNA,Gliadin,Anti-smith protein,Amylase,BRAF,B,
