title,PCOD I Final Exam (Fall 2016),pcod1,final
question,option_a,option_b,option_c,option_d,option_e,correct,image
The open ends of the guide channel (fork) of the Tofflemire retainer are always directed toward the gingiva for ease of removal of the retainer after amalgam condensation.,True,False,,,,A,
The reason(s) for placing bevel in enamel on the facial margin of a Class IV preparation include:,provides for a stronger micromechanical bond for the restoration,better esthetics of the restoration,increases the strength of the restoration,a and b,all the above,D,
"For an upper first molar, the transverse (oblique) ridge should only be crossed when:",there is decay present in both the mesial occlusal pit and the distal occlusal pit,there is decay present that undermines the transverse ridge,there is decay present in both the mesial and distal proximal surfaces,a and c,none of the above,B,
The concentration of phosphoric acid used for etching tooth structure in the bonding procedure is approximately:,15%,25%,35%,50%,75%,C,
The best ergonomic position for a right-handed operator performing an occlusal preparation and restoration on tooth #3 is:,patient in supine position with maxilla parallel to the floor and operator at 11 - 12 o'clock position,patient in semi-supine position with maxilla at 22 degrees to the floor and operator at 11 - 12 o'clock position,patient in supine position with maxilla perpendicular to the floor and operator at 7 - 8 o'clock position,any of the above,none of the above,E,
The density of dentin tubules is greatest located:,below the CEJ,above the pulp horn,at the DEJ,below the central pit,none of the above,B,
Which of the following is/are characteristics of the ideal Class V cavity preparation for a composite?,The outline form is kidney shaped,The axial wall is concave,"Bevels are placed on the occlusal, mesial, distal and gingival margins",a and c,All of the above,A,
"During the bonding procedure, the “hybrid layer” refers to:",the zone of bonding agent penetrating the smear layer in dentin,the zone of bonding agent penetrating the collagen in dentin,the zone of bonding agent penetrating the etched enamel,the zone of bonding agent bonding to the composite,none of the above,B,
The cutting end of the carbide bur is composed of:,carbon steel,tungsten carbide,boron carbide,titanium carbide,none of the above,B,
The “outline form” of a tooth preparation is defined as:,the shape of the tooth preparation that allows for initial access to the carious lesion.,the shape of the tooth preparation that prevents dislodgement of the restoration during function.,the shape of the tooth preparation that insures that the remaining tooth structure and restoration can resist fracturing during function.,all the above,none of the above,A,
"In general, as the filler volume percent increases of the various types of composite restorative materials:",the strength of the composite increases,the wear resistance of the composite increases,the polymerization shrinkage of the composite decreases,all the above,none of the above,D,
The primary reason that a light cured composite restoration should not be built up in layers greater than 2 mm in thickness is:,the wear resistance will decrease if built up in thicker layers,the composite may shrink excessively if it is built up in thick layers,the composite may not cure thoroughly in thicker layers,the composite will be more difficulty to polish,all the above,C,
The most important step in obtaining a smooth shiny surface of a composite restoration is:,the rough grinding and contouring step,the prepolishing step,the polishing step,a and c,none of the above,B,
The enamel layer of a central incisor is:,thicker in the incisal third and thinner at the cervical area,thinner in the middle third and thicker at the cervical area,"equally thick in the incisal, middle and cervical parts of the tooth",thicker at the middle third and thinner at in the incisal third,a and d,A,
"During the dentin bonding procedure, the dentin should not be desiccated during drying because:",it will cause collapse of the collagen network,it will result in a weaker bond to the dentin,it will prevent complete polymerization of the composite,a and b,all the above,D,
The reason(s) for bonding a composite restoration to a cavity preparation is:,it increases esthetics,it increases retention of the restoration,it seals the interface between the restoration and tooth structure,all of the above,none of the above,D,
The bonding mechanism of dental bonding agents is:,micro mechanical bonding to the dentin and enamel; micro mechanical bonding to the composite,chemical bonding to the dentin and enamel; micromechanical bonding to the composite,"chemical bonding to the dentin, enamel, and composite",micromechanical bonding to the enamel and dentin; chemical bonding to the composite,none of the above,D,
The layer of dentin that has been etched and infiltrated with bonding agent is called:,the smear layer,the dentin-resin junction,the isomer layer,the resin rich layer,none of the above,E,
The bond strength of a properly bonded composite restoration to a tooth (without adding any additional internal mechanical retention) is:,equivalent to the compressive strength of the tooth,about 1/3 of the compressive strength of the tooth,equivalent to the tensile strength of the tooth,about 1/3 of the tensile strength of the tooth,none of the above,D,
"When using bonding agents for composite restorations, the bond strength can be greatly diminished by:",improper etching of enamel and dentin,improper washing and drying of dentin and enamel,improper application and curing of the bonding agent,imperfect isolation throughout the procedure,all of the above,E,
"In a Class II mesial box (or slot) preparation for tooth #19, the occlusal outline should extend no further than:",the distal triangular fossa,the central pit,the lingual groove,the bottom of the mesial triangular fossa,none of the above,D,
Box (or slot) preparations are indicated when:,decay is present only on the proximal surface as seen radiographically,there is no radiographic or clinical evidence of occlusal decay,there are no existing restorations on the occlusal surface adjacent to the occlusal cavosurface margin of the preparation,a and c,all the above,E,
The compressive strength of amalgam:,is at least twice that of composites,is sufficient to withstand forces of mastication on large restorations on molars,can decrease with if gamma-2 phase is present in the restoration,a and b only,all of the above,E,
Neurological changes in humans are not detected below urine levels of mercury of _______.,2.5 mg/L,4.0 mg/L,50 mg/L,500 mg/L,4000 mg/L,D,
"Based on the Stephan curve, what is the critical level of pH at which demineralization of enamel occurs following the intake of fermentable carbohydrates?",7.0,6.5,6.0,5.5,5.0,D,
Caries free individuals generally lack Streptococcus mutans.,True,False,,,,B,
The most important measure a patient can take to arrest (halt) the progression of an enamel white spot lesion is to:,reduce sugar intake,have effective plaque control,use fluoride application.,all the above measures are of equal importance in halting the progression of enamel white enamel white spot lesions.,,B,
Which statement(s) concerning the bacterial etiology of caries is false?,The bacterial composition of the plaque can be altered by a patient's diet.,The bacterial composition of the plaque can be altered by a reduction in a patient's saliva flow.,Streptococcus mutans appears to be acquired by children at the time that the primary teeth erupt.,Once plaque forms on the developing dentition its composition remains constant for life.,None of these statements are false.,D,
Which of the following dental findings is a sign of a potentially serious eating disorder?,White spots on the facial surface of the mandibular teeth.,Severe erosion of the palatal aspects of the maxillary teeth.,Wear or erosion on any portion of the tooth surface.,Eating disorders never cause changes in the dentition.,,B,
"In early childhood caries, which statement(s) concerning the distribution of caries is (are) true?",The lower anterior teeth are relatively caries free since they are close to salivary gland ducts.,The lower anterior teeth tend to decay since they are close to salivary gland ducts.,The upper anterior teeth tend to decay since they are exposed to sugar-containing liquids and low saliva flow when the baby is put to bed with a bottle.,a and c only,All are correct,D,
Which of the following are reasons why patients with deficient saliva flow are more prone to caries.,"If their plaque contains acid producing organisms, exposure of the plaque to sugar will result in a plaque pH of 1 in patients with low saliva flow.","If their plaque contains acid producing organisms, exposure of the plaque to sugar will result a longer duration pH drop in the plaque in patients with low saliva flow.",Both changes will occur in the plaque of patients with low saliva flow.,,,B,
Which of the following are virulence factors of Streptococcus mutans?,Ability to produce acids.,Acid tolerance.,Ability to convert sucrose into an extracellular matrix.,All the above.,,D,
When enamel white spots arrest and remineralize they always become visually undetectable.,True,False,,,,B,
Tooth surfaces such as the interproximal surfaces are susceptible to caries since they:,are subjected to occlusal forces.,are areas of plaque accumulation.,are areas of poor access to saliva flow.,all the above.,b and c,E,
"As a result of taking the Operative Preclinic I course, I feel that I am totally ready to treat live patients, manikens, siblings and the faculty of TCDM.",completely true,three-quarters true,half true,one-quarter true,"You've got to be kidding! I would never treat live patients, manikens, and siblings at this point.",E,
