title,DAO Final Exam (Summer 2020),dao,final
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which feature allows one to distinguish between the permanent mandibular lateral incisor and the permanent mandibular central incisor from an occlusal view?,A decreased mesiodistal length of the lateral incisor,The cingulum location is slightly distal of center on the central incisor,The distolingual twist of the lateral incisor’s incisal edge,The incisal edge of central incisor is lingual to the root axis line,,C,
A triangular outline form is present on which of the following teeth when viewed from the proximal aspect?,Mandibular 1st premolar,Maxillary 1st molar,Mandibular central incisor,Mandibular 1st molar,,C,
Which tooth has the most prominent lingual ridge with mesial and distal fossae?,Maxillary central incisor,Mandibular lateral incisor,Maxillary lateral incisor,Mandibular canine,Maxillary canine,E,
Which of these surfaces is considered an approximal surface?,Facial,Lingual,Incisal,Buccal,Mesial,E,
"When viewed from the facial, all the following permanent teeth have a longer mesial cusp slope than distal cusp slope EXCEPT:",Maxillary Canine,Mandibular 2nd premolar,Maxillary first premolar,Maxillary second premolar,,C,
All posterior teeth have a height-of-contour located in which segment of the crown?,Occlusal 3rd of the lingual surface,Middle 3rd of the buccal surface,Middle 3rd of the lingual surface,Cervical 3rd of the lingual surface,,C,
Which tooth has the greatest depth of curvature of the CEJ on the mesial surface?,#14,#6,#8,#24,,C,
Which permanent teeth are usually the smallest and have the simplest form?,Maxillary lateral incisors,Mandibular central incisors,Maxillary central incisors,Mandibular lateral incisors,,B,
The longest tooth in the mandibular arch is?,Second premolar,Central incisor,Canine,First molar,,C,
Which of the following permanent teeth have the greatest mesiodistal width of any tooth in the oral cavity?,#2,#31,#14,#19,,D,
Which of the following range of eruption dates of the listed teeth are correct?,#11: 10 -11 years,#8: 7-8 years,#27: 11-12 years,#23: 6-7 years,,B,
Brian is 9 years old and a new tooth just erupted into the oral cavity. How old will Brian be when the root of that tooth is fully formed?,"Trick question, root is already fully formed",10,11,12,,D,
True or False: Contact points tend to be located more cervically as you move posteriorly.,True,False,,,,A,
All of the following are true regarding the curve of Spee EXCEPT:,The curve in the lower arch is concave,The curve in the upper arch is convex,The curve is formed by the lingual inclination of the mandibular molars,The curve is directed anteroposteriorly,,C,
Which posterior tooth is most symmetrical from an occlusal view?,Maxillary 1st premolar,Maxillary 2nd premolar,Maxillary 1st molar,Mandibular 1st premolar,Mandibular 1st molar,B,
"In an ideal occlusion, the _____ cusp of the mandibular _____ contacts the central fossa of the maxillary 1st molar:",Buccal; 2nd premolar,Mesiobuccal; 1st molar,Distobuccal; 1st molar,Distal; 1st molar,Distobuccal; 2nd molar,C,
"Using the Universal Numbering System, which of the following represents the four permanent adult canines?","13, 23, 33, 43","6, 11, 22, 27","C, H, R, M","6, 12, 22, 27","53, 63, 73, 83",B,
Which of the following has both mesial and distal contact areas located at the same height in the incisal 3rd?,Maxillary central incisor,Maxillary lateral incisor,Mandibular central incisor,Mandibular lateral incisor,Mandibular canine,C,
Which cusp is most likely to be absent on a maxillary 2nd molar?,Mesiolingual,Distolingual,Cusp of Carabelli,Mesiobuccal,Distobuccal,C,
"Molar crowns typically taper from buccal to lingual when viewed from the occlusal. Which tooth, as an exception, is most likely to taper from lingual to buccal?",Mandibular 1st molar,Mandibular 2nd molar,Maxillary 1st molar,Maxillary 2nd molar,,C,
