title,Intro to Clinical Dentistry Exam 1 (Spring 2020),icd,exam1
question,option_a,option_b,option_c,option_d,option_e,correct,image
"While interviewing a patient you ask the following question“ Do you have any health issues with your Heart, Liver, Lungs, Kidney, GI”. The patient answers “No” What information regarding this patients' systems can we be assured to know.",There are no issues with the patient's systems,The patient has no health issues at all,The patient has no Heart issues,The patient has no GI issues,Question is poor for gathering information and we can't be sure what information was given,E,
“Proper use of Four handed dentistry can help ensure a long and healthy career for the dental practitioner” Evaluate this statement,Career length and health cannot be affected by four handed dentistry,it allows you to practice longer but does not affect your personal health,it does affect your personal health but does not affect length of practice,None of above are correct,,D,
To begin an EOE,palpate the submental area,Palpate the neck,Visually inspect the structures of the head and neck,Ask the patient if there are any abnormalities they have noticed,,C,
Proper Examination of the Floor of the mouth is accomplished,by using intra and extra oral palpation,visual examination only,Palpating intra-orally while visually inspecting,none of the above,,A,
A patient presents for treatment. During intake you determined that this patient has Stage 2 hypertension. The patient stated that they are under care of a physician and is taking medications to treat the hypertension. Can this patient be safely treated?,Since they are under treatment it is acceptable to provide dental treatment,Stage 2 Hypertension cannot not be safely treated,A medical consult must be attained before treatment,I do not have enough information to answer this question,,D,
Choose the Data that is gathered at the comprehensive oral exam,Dental History,Periodontal exam and charting,Chief Complaint/Concern,Medical history,,B,
If a patient signs a consent form why is it necessary to make sure that the patient understands what they have given consent for?,it isn't. they signed the form and that is enough,a consent that is not understood may be challenged as not a true consent,to avoid any confusion it is best to make everything clear,All of the above are valid,,D,
Findings,are standard pieces of data gathered into the patients file,are only pathological data that is found,are only compiled from radiographs,none of the above are correct,,A,
Signs and Symptoms,are identical terms and mean the same thing,are specific terms related to findings,have nothing to do with information gathering,are terms related to treatment plan categorization,,B,
the evaluation that a finding will impact the patient's treatment,is called a significant finding,is called a relevant finding,is called patient information,is called treatment plan findings,,A,
The precise term that identifies a patient's disease is referred to as a,chief complaint,diagnosis,treatment plan,ASA,,B,
A patient with an ASA of III,should not be treated in a non-hospital environment,can be treated if that is your determination at patient intake,should almost always get a medical consult and medical clearance before treatment,should be treated if the patient signs a waiver,,C,
data used during a pulpal or periapical diagnosis usually include,Patient history,Radiographs,Home care,Bone loss,a and b only,E,
A patient presents with 40% bone loss at 20% of the sites. Probing depth are greater than 6 mm and surgical and /or regenerative treatment is likely to be required the periodontal diagnosis would be,Generalized severe periodontitis,Generalized mild periodontitis,Localized severe periodontitis,Localized mild periodontitis,,C,
A patient presents with 40% bone loss at 20% of the sites. Probing depth are greater than 6 mm and surgical and /or regenerative treatment is likely to be required the periodontal staging would be,Stage IV,Stage II,Stage III,Stage I,,C,
Clinical Attachment Loss is a better indicator of periodontal support than probing depth,Because gingival inflammation can cause probing depth without any attachment loss,"Because the amount of periodontal support is measured from a fixed point, the CEJ",a and b,CAL is not a better indicator of periodontal support just a different way of measuring it,,C,
"Tooth #20 has a large carious lesion that has visible entrance into the pulp. Patient has pain on percussion and throbbing pain that varies. There appears to be a periapical radiolucency on the radiograph, most likely diagnosis includes all except",irreversible pulpitis,reversible pulpitis,acute apical periodontitis,pulp necrosis,,B,
Clinic Protocol involves obtaining a start check to begin a procedure. Before calling over an instructor a student must:,review the patients medical history for any changes,ask the instructor if you can seat the patient,verify the planned procedure with the patient,a and c,All of the above,D,
Your morning patient asks you to check your schedule. She believes her adult son has an afternoon appointment and she want to make sure he arrives on time. She would like you to tell her the time of his appointment. You decide to:,check your schedule and tell her the time,tell her that her son does not have an appointment,allow her to see the schedule for herself,tell her that your staff contacts patients with appointment reminders daily,,D,
"According to the ADA radiograph guidelines an adult recall patient, with increased risk of caries, should get radiographs consisting of",a full mouth series,posterior bitewings every 6-18 months,posterior bitewings every 24-36 months,Selected Periapicals only,,B,
A treatment case category that is suitable for a D4 with Direct Faculty oversight is,Type I,Type II,Type III,Type IV,,C,
the proper diagnosis of caries must include documentation of all except,Location,"Severity, Size",Primary or secondary,tooth fracture,,D,
A new patient presents to you with tooth #19 with a fractured ML and MB cup there is decay as well. You determine that you can excavate the decay and fabricate a full coverage crown. You must decide what material you would use for the provisional crown. The best choice for this situation would be.,Bis-acrylic,PMMA,glass Ionomer,IRM,,B,
A new patient presents to you with tooth #19 with a fractured ML and MB cup there is decay as well. You determine that you can excavate the decay and fabricate a full coverage crown. You must decide what material you would use for the provisional crown. This decision in this situation will be based on the material properties that include,Compression Strength,Flexture Strength,Ability to reline,Ability to form without a stent,c and d,E,
This icon on the Axium Odontogram denotes,Restoration,Decay,Fractured tooth,Missing tooth,,B,images/icd-exam1-spring-2020/fig37.jpg
"Two patients have the same bleeding index, however Patient 1 has a full dentition and patient 2 is missing 10 teeth. The health of the gingiva (regarding bleeding only)",is poorer for patient one compared to patient two,is poorer for patient two compared to patient one,is the same for both patients,There is no correlation between the two patients,,C,
"When staging a periodontal case, in a patient that has Generalized mild periodontitis and Localized severe periodontitis areas in the mouth",the staging depends on the Generalized diagnosis since it is in more locations,the staging depends on the most severe sites,the staging depends on the most severe sights if they are more numerous than the generalized sites,None of the Above are correct,,B,
Treatment notes are important to,assure patient continuity of care,legal documentation,assure best possible treatment care of patient,All of the above,,D,
arriving at a diagnosis,means you are certain of the cause of the issue,means you have used the available information to determine the most likely cause of the issue,means you have a guideline to determine treatment of an issue,b and c,all of the above,D,
Classification of Edentulous dentition involves all except,bone height,age of patient,residual ridge morphology- maxilla,muscle attachments,,B,
Chronic Periodontitis and Acute Periodontitis commonly occur at similar rates among patients,True,False,,,,B,
A class II Partial Edentulous patient indicates,a moderately compromised dentition,a severely compromised dentition,a minimally comprised dentition,classification does not consider the amount a dentition is compromised,,A,
A patient that has the following symptoms on tooth #14 • Sensitivity to cold that goes away as soon as the stimulus is removed • No pain on palpation • Minimal sensitivity to percussion • Upon examination a restoration that was recently completed is in hyperocclusion The most likely diagnosis is,reversable pulpitis,Necrosis of pulp,Irreversible Pulpitis,chronic periodontitis,,A,
to diagnose an implant status the following information is gathered,any Peri-implantitis,Bone levels around implant,Medical status or medications that can retard proper healing,All of the above,,D,
Written communication skills are important to properly,interact with a dental lab,document research results,document patient treatment,all of the above,,D,
the new ACC/AHA guidelines of the definition of high blood pressure,will nearly double the number of patients that need medication,will increase the risks of hypertension to the patients,will nearly double the number of patients that will be defined as having high blood pressure,a and c,,C,
Most people are well versed in listening as an aspect of communication,True,False,,,,B,
knowing the correct instruments and materials for each procedure will,increase treatment efficiency,reduce cost of treatment,decrease the need to effectively communicate with your assistant,none of the above,,A,
