title,Clinical Oral Radiology Exam 2 (Fall 2019),coralrad,exam2
question,option_a,option_b,option_c,option_d,correct,image
"After reviewing ALL of the provided slices of the maxillary sinuses, which of the following is NOT present inside of the maxillary sinuses? Image 5A: Image 5B: Image 5C:",Hypodensity consistent with air,HYPERdensity consistent with bone,"Medium density, isodense with soft tissue",All of the other answer choices are present in the maxillary sinuses.,D,images/coralrad-exam2-fall-2019/fig20.jpg
"Of the following choices, based on the radiographic findings, which is the BEST IMPRESSION of the findings inside of the maxillary sinuses? Image 5A: Image 5B: Image 5C:",Chronic maxillary sinusitis,Mucous-retention pseudocyst,Surgically drain the sinuses,Apical periodontitis,A,images/coralrad-exam2-fall-2019/fig21.jpg
A lesion is present in the selected slices. Where is the lesion located? Image 6A: Image 6B: Image 6C: Image 6D:,Right posterior maxilla,Right posterior mandible,Left posterior maxilla,Left posterior mandible,D,images/coralrad-exam2-fall-2019/fig22.jpg
Which of the following cortices has been expanded the most? Image 6A: Image 6B: Image 6C: Image 6D:,Buccal,Lingual,Inferior,Superior,A,images/coralrad-exam2-fall-2019/fig23.jpg
Which of the following cortices has been thinned and only underwent minimal expansion? Image 6A: Image 6B: Image 6C: Image 6D:,Buccal,Lingual,Inferior,Superior,B,images/coralrad-exam2-fall-2019/fig24.jpg
This lesion could be a dentigerous cyst. Image 6A: Image 6B: Image 6C: Image 6D:,True,False,,,B,images/coralrad-exam2-fall-2019/fig25.jpg
Which of the following is present on all of the visualized teeth? Image 7A: Image 7B: Image 7C:,Periodontal bone loss,Dental caries,Periapical lesions,Root-canal treatment,A,images/coralrad-exam2-fall-2019/fig26.jpg
The maxillary sinuses are clear and only contain air. Image 7A: Image 7B: Image 7C:,True,False,,,B,images/coralrad-exam2-fall-2019/fig27.jpg
Many of the visualized roots are surrounded by a lesion. Which of the following best describes the internal structure of the lesion? Image 8A: Image 8B: Image 8C:,HYPERdense,Hypodense,Mixed HYPERdense/hypodense,Normal trabecular bone,C,images/coralrad-exam2-fall-2019/fig28.jpg
Assume the teeth are vital and asymptomatic. Which of these impressions is MOST appropriate for this radiographic presentation? Image 8A: Image 8B: Image 8C:,Cemento-osseous dysplasia,Multiple periapical cysts,Multiple enamel pearls,Severe chronic periodontitis,A,images/coralrad-exam2-fall-2019/fig29.jpg
"Which tooth, visualized in both images, has an abnormality with its root canal space? Image 9A: Image 9B:",#6,#7,#9,#10,A,images/coralrad-exam2-fall-2019/fig30.jpg
The streaking bright and dark lines coming off of tooth #7 (and some other teeth) indicate what?,Beam-hardening artifacts,Trauma,Infection spreading into the soft tissues,The dark lines are air and the bright lines are dental restorations,A,images/coralrad-exam2-fall-2019/fig31.jpeg
There is a lesion near the floor of the left maxillary sinus. Which of the following best describes its borders?,Poorly-defined and non-corticated,Well-defined and partially corticated,Well-defined but non-corticated,Poorly-defined and partially corticated,B,images/coralrad-exam2-fall-2019/fig32.jpg
Which if the following is TRUE regarding the lesion near the floor of the left maxillary sinus?,It appears to have originated on the floor of the left maxillary sinus.,It appear to have originated from the apex of #15 and grown superiorly,,,B,images/coralrad-exam2-fall-2019/fig33.jpg
"Based on your observations, which of the following is the BEST impression of the lesion?",Mucous-retention pseudocyst,Apical periodontitis / periapical lesion,Osteochondroma,Frothy sinusitis,B,images/coralrad-exam2-fall-2019/fig34.jpg
#12 and #13 have intracoronal hypodensities. Which of the following is TRUE about this finding?,It is most consistent with dental caries / recurrent decay,It is most consistent with beam-hardening artifacts,It is most consistent with the pulp chambers of these teeth,,B,images/coralrad-exam2-fall-2019/fig35.jpg
The following is an image of the right TMJ. All of the following are present EXCEPT one. Which is the EXCEPTION?,Flattening,Anterior osteophyte formation,Sclerosis,Erosion,D,images/coralrad-exam2-fall-2019/fig36.jpg
Tooth #17 approximates the buccal cortex. Image 13A: Image 13B: Image 13C: Image 13D: Image 13E:,True,False,,,B,images/coralrad-exam2-fall-2019/fig37.jpg
Tooth #17 approximates the lingual cortex. Image 13A: Image 13B: Image 13C: Image 13D: Image 13E:,True,False,,,A,images/coralrad-exam2-fall-2019/fig38.jpg
Tooth #17 approximates the lingual border of the left mandibular canal. Image 13A: Image 13B: Image 13C: Image 13D: Image 13E:,True,False,,,A,images/coralrad-exam2-fall-2019/fig39.jpg
"Based on the provided slice, which of the following is the BEST impression for the left-most mandibular incisor? (Hint: One of the four mandibular incisors is missing.)",Periodontal bone loss,Internal root resorption,Periapical lesion,Root canal treatment,B,images/coralrad-exam2-fall-2019/fig40.jpg
What is unusual about tooth #29 in the provided slice?,It is missing a root,It is impacted,It is missing,It is rotated,D,images/coralrad-exam2-fall-2019/fig41.jpg
The visualized TMJ has some erosive changes. Image 15A: Image 15B: Image 15C:,True,False,,,A,images/coralrad-exam2-fall-2019/fig42.jpg
The visualized TMJ has some sclerotic changes. Image 15A: Image 15B: Image 15C:,True,False,,,A,images/coralrad-exam2-fall-2019/fig43.jpg
The visualized TMJ has some flattening. Image 15A: Image 15B: Image 15C:,True,False,,,A,images/coralrad-exam2-fall-2019/fig44.jpg
The visualized TMJ has some anterior osteophyte formation. Image 15A: Image 15B: Image 15C:,True,False,,,A,images/coralrad-exam2-fall-2019/fig45.jpg
