title,PCOD II Final Exam (Spring 2023),pcod2,final
question,option_a,option_b,option_c,option_d,option_e,correct,image
What is the true statement,Social media is a horrible tool to use.,All influencers who are dentists are credible,Bots cannot follow dentists,A credible account usually follows no one and has no profile picture,All of these are false,E,
What do we mean by Firm/Sound Dentin?,Dentin that cannot be removed through hand excavation,Dentin that can be easily removed with a hand instrument,Leathery dentin,Mushy dentin,,A,
Bitewing best use case is for?,Lingual,Occlusal,Buccal,Interproximal,,D,
Denovo Band is best used for?,Hypothalamic,Pediatric,Special Needs,Left-handed patients,,B,
"When following international accounts you should,","Ignore their posts because without knowing the language, it's a waste of time",Ignore their posts because what they do in one country is irrelevant to what we do in another,Watch the post because you can learn a lot about another country's culture and it can help you become a better dentist,Watch the post because it's rude to scroll past it,,C,
True or False: Sectional matrices are the cheapest and most simple matrix system.,True,False,,,,B,
Which is an example of “kissing cavities”?,"18 DO, 19 DO","18 MO, 19 DO","30 MO, 31 DO","30 MO, 31 MO",,B,
Using a pre-contoured matrix band can help with,Lowering cost of matrix band,Operating visibility,Tofflemire placement,Restoration anatomy,,D,
A ________ matrix is unique because you get good curing due to the matrix being translucent,Bioclear matrix system,Sectional matrixes,Denovo matrix system,Automatrix,,A,
Statement 1: Utilizing quadrant dentistry can lead to better visibility for the provider. Statement 2: Quadrant dentistry also utilizes less anesthesia.,Both statements are true.,Both statements are false.,The first statement is true and the second statement is false.,The first statement is false and the second statement is true.,,A,
"When approaching the kissing cavity, you should","First prep the teeth with larger decay, and first restore the teeth with the larger decay","First prep the teeth with smaller decay, and first restore the teeth with the larger decay","First prep the teeth with larger decay, and first restore the teeth with the smaller decay","First prep the teeth with smaller decay, and first restore the teeth with the smaller decay",,C,
What are appropriate behavior guidance techniques to use when treating patients with special needs?,Tell - show- do,Distraction,Positive Reinforcement,All of the above,,D,
What allows omnichroma to match all teeth shades?,The spherical fillers being uniform in size and shape,The blocker built into it,The UV light,The polishability,,A,
When dealing with a patient with sensory issues,Tell the patient exactly what you are going to do before you do it (bring chair down etc),Create a slow and relaxing environment for the patient,You should immediately consider referring to a hospital to do the procedure under anesthesia,A &B,,D,
Who should be the focus of a conversation when talking with someone with I/DD?,The individual's caregiver,The individual's family,The individual in the chair,The individual's doctor,,C,
Order of steps to choose appropriate shade for patient,Value determination - Chroma determination - Hue determination,Chroma determination - Value determination - Hue determination,Hue determination - Value determination - Chroma determination,Value determination - Hue determination - Chroma determination,,A,
What is Value? What is high/low value?,"Lightness (low value= dark colors, high value= light colors)","Color (low value= red, High value= purple)","How important a procedure is (low value= not important, high value= very important)",None of the above,,A,
What do complementary colors do to each other when added together?,Neutralize and become gray,Combine and turn black,Add and create a new bright color,Combine and create a primary color,,A,
When is it appropriate to use Omnichroma blocker,On all restoration,On anterior teeth,On posterior teeth,It is optional,,B,
When would you want to choose a shade?,After placing rubber dam,After completing the tooth preparation,When the patient wants to,Before placing a rubber damn while the tooth is simultaneously wet.,,D,
Statement 1: Working time is the elapsed time from the start of mixing a material to the point at which the consistency of the material is no longer suitable for its intended use. Statement 2: Setting time is the time elapsed from the start of mixing to the time at which the setting reaction essentially stops as measured by reaching a desired hardness or consistency.,Both Statements are TRUE.,Statement 1 is True. Statement 2 is False.,Statement 1 is False. Statement 2 is True.,Both statements are FALSE.,,A,
"Mr. Tom comes into your office because of tooth pain. After checking, you see a large decay on tooth #30. You tell him that he needs to have a crown placed on the tooth. However, after further discussion, Mr. Tom tells you that he currently does not have the finances to afford a crown treatment. You should:",Tell Mr. Tom to go to another dentist because you cannot treat him,Tell Mr. Tom he should extract the tooth in that case,Tell Mr. Tom that you can remove half the decay now and save the half for later,Tell Mr. Tom other restoration options including a direct restoration,,D,
