title,Pathomedicine Exam 3 (Fall 2017),patho,legacy
question,option_a,option_b,option_c,option_d,option_e,correct,image
Tissue damage in Type III hypersensitivity occurs when,Antigen crosslinks IgE bound to mast cell Fc epsilon receptors,Antigen-IgG immune complexes in small vessels attract phagocytes and complement,Macrophages and T cells accumulate in the tissue,Neutrophils exit the vasculature in response to an infection,IgG binds to erythrocytes and attracts complement and phagocytes,B,
A 9-year-old girl presents with more than one-week history of fever and swelling of elbows and knees. Evaluation reveals elevated erythrocyte sedimentation rate (ESR) and a new systolic heart murmur auscultated at the apex. She also has a history of an untreated sore throat a few weeks ago. What is the MOST LIKELY explanation for her current health problem?,A viral infection resulting in secondary arthritis,Antibodies against Strep pyogenes are cross-reacting with cardiac antigens,Acute rheumatic fever,Immune complex deposition,B and C,E,
The diagram in the image attached applies to the mechanism of damage in which one of the following conditions?,Allergic asthma,Autoimmune hemolytic anemia,Reaction to poison ivy,Sjögren syndrome,Allergic angioedema,B,images/patho-legacy-fall-2017-3/fig30.jpeg
"Within minutes of receiving an injection, a 36-year-old male dental patient begins to develop wide-spread erythema, swelling, his blood pressure drops; he develops trouble breathing and passes out. This description is most consistent with",Deposition of antigen-antibody complexes,Contact hypersensitivity reaction,Delayed-type hypersensitivity reaction,Anaphylaxis,Vasculitis,D,
Which of the following is NOT KNOWN to contribute to the development of autoimmune diseases?,"Genetic background, including HLA type",Infections,Deregulation of immune responses,Hormones,Seasonal allergies,E,
Why are autoimmune diseases chronic in nature?,Because patients with autoimmune diseases typically have chronic infections,"Because autoimmune diseases are generally asymptomatic, and patients do not feel a need to take medications",Because of the continuous supply of self-antigens,Because patients develop tolerance to the prescribed medications,Because the autoimmune responses involve the spleen,C,
"When auto-antibodies bind to erythrocytes and attract phagocytes and complement, what is the likely outcome?",Increase in erythrocyte size and hemoglobin levels,Destruction of the red blood cells,Increase in erythrocyte life span,Hemolytic anemia,B and D,E,
Granulomatous inflammation is sometimes seen in,Type I hypersensitivity,Delayed type hypersensitivity,Type II reactions,Immune complex-dependent disorders,Acute inflammation,B,
What do Graves' disease and mucous membrane pemphigoid have in common?,"Nothing, as the two diseases affect completely different cells and mechanisms",The mechanism of tissue damage involves soluble antigen-antibody immune complexes,Macrophages and T cells are the key effector cells,Binding of IgG auto-antibodies to cells,Activation of cytotoxic T cells,D,
Vasculitis and fibrinoid necrosis of vascular walls are key features of which of the conditions listed below?,Anaphylaxis,A positive PPD test,Myasthenia gravis,Mucous membrane pemphigoid,Systemic lupus erythematosus,E,
"A 65-year-old female presents for dental treatment with a medical history of rheumatoid arthritis, for which she reports using Humira, a TNF-alpha-blocking biological agent. Which of the following is/are relevant in this patient?",The patient has an increased risk of infections,TNF-alpha is an important contributor to the pathogenesis in rheumatoid arthritis,Her medical condition can affect the TMJ,Destruction of the TMJ by rheumatoid arthritis may result in open bite,All of the above,E,
"A 16-year-old female presents with recent onset of a butterfly rash on her face after intense sun exposure  She also complains of stiffness in her joints, mostly in the mornings. Blood tests reveal high ANA titers and low complement C3 levels. She is diagnosed with systemic lupus erythematosus. What is the best explanation for stiffness in her joints?",Autoimmune cytotoxic T cell response against the synovial cells,Antigen-IgG complexes deposit in the small vessels leading to inflammation in the joints,IgE-triggered mast cell degranulation in the synovium,Granulomatous inflammation in the lining of the joints,Abscess formation in the joint space,B,images/patho-legacy-fall-2017-3/fig39.jpeg
"A 16-year-old female presents with recent onset of a butterfly rash on her face after intense sun exposure. She also complains of stiffness in her joints, mostly in the mornings. Blood tests reveal high ANA titers and low complement C3 levels. She is diagnosed with systemic lupus erythematosus. What is the meaning of “high ANA titers”?",The patient has circulating antibodies against acetylcholine and nicotine receptors,High levels of antibodies against neutrophils,High levels of IgA,High levels of IgM,High levels of antibodies against nuclear antigens,E,images/patho-legacy-fall-2017-3/fig40.jpeg
"A 54-year-old female patient presents with several intraoral and ocular lesions, present for the past few months. One of these lesions is shown in the image. Similar lesions could be obtained by applying a tangential force (rubbing or blast of air) to the oral mucosa (Nikolsky sign). Microscopic examination reveals detachment of the surface epithelium between the basal cells and the connective tissue. Q. What is the most likely mechanism for the oral lesions is",Infection by virus causing cell lysis,IgE binding with mast cell activation and degranulation,"IgG binding to basement membrane and hemidesmosome proteins, attracting complement and phagocytes","Deposition of immune complexes at the basement membrane, followed by attraction of complement and phagocytes",Malignant cells of acute myeloid leukemia are attacking the basement membrane,C,images/patho-legacy-fall-2017-3/fig41.jpeg
A 62-year-old male presents to the dental office with a recent diagnosis of atrophic gastritis and pernicious anemia. The pathogenesis of this disorder includes,Gastroenteritis with iron malabsorption leading to microcytic anemia,Mutations in the beta-globin gene resulting in hypochromic and microcytic anemia,Gastritis with destruction of the parietal cells of the stomach by the immune system and malabsorption of B12,Destruction of pancreatic cells by the immune system,Destruction of erythrocytes by the immune system (anemia of increased destruction),C,
Which structures are targeted by autoantibodies in mucous membrane pemphigoid?,Oral mucosal epithelium,Ocular mucosa,Hemidesmosomes,Basement membrane,All of the above,E,
"In pemphigus vulgaris, autoantibodies target",Hemidesmosomes,Desmosomes,,,,B,
The most numerous leukocytes in normal adult blood are,Neutrophils,Lymphocytes,Monocytes,Eosinophils,Basophils,A,
The second most numerous leukocytes in normal adult blood are,Neutrophils,Lymphocytes,Monocytes,Eosinophils,Basophils,B,
Eosinophilia is often a manifestation of,Disseminated breast cancer,Acute myelogenous leukemia,Allergic reactions,Bacterial infections,Viral infections,C,
"All of the following are true of the term ‘macrocytic anemia', EXCEPT",It means that the erythrocytes are larger than normal,It is a feature of thalassemia and sickle cell anemia,It can be due to the lack of intrinsic factor,It may be due to vitamin B12 deficiency,It describes erythrocytes that are present in megaloblastic anemia,B,
Which of the following conditions can lead to iron deficiency anemia?,Malnutrition,Chronic blood loss,Bleeding into the peritoneal cavity,GI bleeding due to colon cancer,"A, B, and D",E,
Megaloblastic anemia occurs as a result of,Vitamin K deficiency,Vitamin B12 deficiency,Folic acid deficiency,Intrinsic factor deficiency,"B, C and D",E,
"All of the following are true of iron deficiency anemia, EXCEPT:",It can develop as a consequence of thrombocytopenia,It can develop as a consequence of gastrointestinal cancer,The RBCs are characterized as macrocytic and hyperchromic,"One or more CBC values are below normal, such as RBCs, reticulocytes, MCV, Hb and Hct",Iron deficiency leads to decreased hemoglobin synthesis,C,
Which of the following is NOT TRUE of hemolytic anemias?,All hemolytic anemias are congenital (genetic),Some hemolytic anemias are caused by abnormalities in the RBC,Some hemolytic anemias are associated with resistance to malaria,This group of anemias includes sickle cell anemia,Clinical features include jaundice,A,
"On CBC, what does Hb value of 6.9 g/dl indicate?",Normal levels in babies and children,Normal levels in the elderly,Severe anemia in individuals of any age or sex,Normal hemoglobin levels in pregnant females,Severe anemia in males only,C,
"A 56 year-old male presents with patchy mucosal erythema and pallor, complaints of dry and sore mouth, tingling sensation in the hands and feet and a history of atrophic gastritis. This patient is LIKELY to have",Vitamin B12 deficiency,Megaloblastic anemia,Pernicious anemia,Macrocytic anemia,All of the above apply,E,images/patho-legacy-fall-2017-3/fig54.jpeg
Which of the following is true of sickle cell crisis?,Primarily affects the jaws,Produces severe microcytic and hypochromic anemia,Results in ischemic necrosis due to capillary blockage,Usually asymptomatic,There are no known precipitating factors,C,
"A 58 year-old male patient presents with recent onset deep ulcers in the oral cavity, petechiae and purpura of the gingiva, as well as fatigue, weakness, headaches and pale skin and mucosa. CBC reveals the following values: granulocytes 300/ul; reticulocytes 3,000/ul; platelets 18,000/ul. Select the BEST explanation of this patient's condition.",Acute viral infection,Nothing serious,Aplastic anemia,Hematopoietic stem cell defect,C and D,E,
Neutrophilia is,An affection for neutral cells,Associated with bacterial infections,"Characterized by WBC counts more than 11,000/ul","Characterized by WBC counts less than 4,000/ul",B and C,E,
Select the BEST description of the term ‘lymphoma'.,Localized accumulation of neutrophils in soft tissues,A large blood clot in a lymph node causing lymphadenopathy,Malignant neoplasia of hematopoietic stem cells in the bone marrow and blood,Neoplasia of lymphoid lineage cells localized to soft tissues or bone,Enlargement of lymphoid organs during a chronic infection,D,
Which of the characteristics listed below is NOT TRUE of Hodgkin lymphoma,Presents with cervical lymph node enlargement in 70-75% of cases,The neoplastic cells are of B cell lineage,The neoplastic Reed-Sternberg cells are typically associated with numerous reactive leukocytes,It frequently presents first in the Waldeyer ring and bone,Prognosis is excellent for patients diagnosed and treated at Stages I or II,D,
Which of the following is (are) TRUE of oral manifestations in patients with AML or CML?,Gingival enlargement is common in these patients,The gingival enlargement is due to infiltration by malignant cells of the myeloid lineage,Petechiae and purpura are often present in addition to the gingival enlargement,The gingival enlargement may be misinterpreted as a manifestation of other disorders unrelated to leukemia,All of the above,E,
"A 29-year-old patient presents with 1-2 cm, somewhat tender left upper cervical and submandibular lymphadenopathy of weeks duration. The lower left first molar has a large carious lesion and evidence of an odontogenic infection. The MOST LIKELY explanation for the lymphadenopathy is",SLL/CLL,Hodgkin lymphoma,Non-Hodgkin lymphoma,Reactive lymphoid hyperplasia,Chronic myelogenous leukemia,D,
"A 75 year-old male presents with macroglossia and yellow-pink nodules on the lateral border of the tongue. A radiograph reveals punched-out radiolucencies in the skull. He reports a history of weakness and constipation, as well as back pain. In the context of the presentation and history, what is/are the MOST LIKELY underlying reason(s) for all the described tongue lesions? Select the BEST answer.",Anemia,Amyloidosis,Leukemia,Inflammation,Lymphoid hyperplasia,B,images/patho-legacy-fall-2017-3/fig62.jpeg
The most common lymphoma in the head and neck area is,Langerhans cell disease,Plasmacytoma,Diffuse large B cell lymphoma,SLL/CLL,Burkitt lymphoma,C,
Lymphocytosis is characteristic of which of the following conditions?,Anaphylaxis,Acute viral infection,Aplastic anemia,Strep throat,Pneumococcal pneumonia,B,
"A 70-year-old patient with macroglossia due to amyloid, hypercalcemia, Bence-Jones protein in the urine, as well as “punched-out” radiolucencies of the jaws and/or skull most likely has a systemic neoplastic disorder of which cell type?",T lymphocytes,Immature B cells,Reed-Sternberg cells,Plasma cells,Myeloid precursors,D,
"All of the following statements are true regarding low grade non-Hodgkin lymphoma, EXCEPT ONE. Which one is the EXCEPTION?",Small lymphocytic lymphoma is one example,‘Low grade' means the lymphoma is well differentiated and slow-growing,‘Low grade' means the lymphoma is poorly differentiated and grows rapidly,Can involve lymph nodes of the head and neck,,C,images/patho-legacy-fall-2017-3/fig66.jpeg
Progression through the cell cycle at the G1-S transition is regulated by proteins called:,Keratins,Elastins,Sirtuins,Lactins,Cyclins,E,
"True or false. The normal number of white blood cells is 4,000-11,000/microliter. The preceding statement is:",True,False,,,,A,
"Statement 1. Thalassemia results in abnormally shaped hemoglobin. Statement 2. Sickle cell disease results in normally shaped, but inadequate quantity of hemoglobin.",Both statements are true.,Both statements are false.,"Statement 1 is true, but statement 2 is false.","Statement 1 is false, but statement 2 is true.",,B,
