title,Preclinical Pediatric Dentistry Exam 2 (Fall 2018),pedo,exam2
question,option_a,option_b,option_c,option_d,option_e,correct,image
"A 7 year old female presents with her mom for an emergency exam. As per the patient's mother, the chief complaint is “Susie keeps saying her back bottom tooth hurts every time she eats chocolate ice cream”. Clinical exam reveals: negative caries, negative pain upon palpation, negative mobility, negative purulence, negative percussion sensitivity. Which of the following choices is the best option to treat the offending tooth (see the tooth to which the red arrow is pointing on the radiograph below).",Direct Pulp Cap,Pulpectomy,Extraction,Indirect Pulp Treatment,,D,images/pedo-exam2-fall-2018/fig15.jpeg
The treatment of choice for this primary tooth is:,Extraction,Pulpectomy,Pulpotomy,Allow it to exfoliate,,A,images/pedo-exam2-fall-2018/fig16.jpeg
Which recipe is correct for the formulation of one-fifth dilution of formocresol solution:,1 Part Buckley's formocresol + 1 part distilled water + 3 parts glycerin,1 Part Buckley's formocresol + 1 part distilled water + 1 part glycerin + 1 part tricresol + 1 part formaldehyde,1 Part Buckley's formocresol + 3 parts distilled water + 1 part glycerin,1 Part Buckley's formocresol + 1 part distilled water + 1 part glycerin + 2 parts mineral trioxide aggregate,,A,
Fill in the blanks: The term “stainless steel” is used when the ________ content exceeds ____%.,"steel, 50","chromium, 11","nickel, 11","copper, 50",,B,
Pathologic changes in the periapical tissues surrounding primary molars are most often apparent in the furcation areas rather than at the apices. The preceding statement is:,True,False,,,,A,
"When inserting a stainless steel crown, it is first seated on the _____ followed by pressure applied in a ______ direction.","lingual, buccal","buccal, lingual","occlusal, apical","mesial, distal","distal, mesial",A,
"Dorothy from the Wizard of Oz has often been quoted as saying “There's no place like home”. Similarly, her dentist can frequently be overheard stating the following truth: “there's no space maintainer like _______”.",a natural tooth,a Lower Lingual Holding Arch,an implant,a Nance,,A,
Which is less important with respect to space maintenance?,dental age of patient,chronological age of patient,,,,B,
"Loss of a primary molar before ____ years of age will lead to delayed emergence of the permanent successor, whereas loss after the same age will lead to accelerated emergence.",3,5,7,12,,C,
The purpose of a small vent hole on the lingual surface of the celluloid crown form is to:,allow trapped air to escape,allow excess composite to escape,reduce the amount of adjustment after removal,All of the above,None of the above,D,
Which of the following is relatively irrelevant when diagnosing the pulpal status of a primary tooth?,patient interview,clinical examination,radiographic survey,orthodontic evaluation,,D,
An undercut is desirable on a tooth ready to receive a stainless steel crown to aid in retention. The preceding statement is:,True,False,,,,A,
The _____ stainless steel crown which completely covers the preparation should be chosen.,largest,smallest,,,,B,
Which of the following is not an action of SDF?,Arrests decay,Prevents decay,Decreases dentinal hypersensitivity,Increases dentinal tubule permeability,,D,
A primary tooth devoid of red blood cells when the pulp chamber is unroofed has a clinical diagnosis of:,normal pulp,reversible pulpitis,irreversible pulpits,necrotic pulp,,D,
All of the following are possible reasons why the marginal ridge of a stainless steel crown would not be flush with that of adjacent teeth except:,the occlusal reduction might be inadequate,a gingival proximal ledge might exist,the stainless steel crown might be too short,a contact might not have been broken with the adjacent tooth,,C,
