title,TMD & Orofacial Pain Final Exam (Spring 2021),tmd,final
question,option_a,option_b,option_c,option_d,option_e,correct,image
(CASE CD) Which one of the following should be THE LEAST LIKELY when formulating your differential diagnosis?,Trigeminal neuralgia,Pulpitis #28,Atypical facial neuralgia,Neoplasia,,B,
(CASE CD) You realize that you are unsure of the diagnosis and decide that you need to refer the patient to other specialists for further evaluation and work up. Which one of the following is NOT appropriate?,Referral to an oral & maxillofacial radiologist for a cone beam CT,Referral to a neurologist,Referral to an oral & maxillofacial surgeon with expertise in orofacial pain,Referral to an oral & maxillofacial surgeon for extraction of tooth #29.,,D,
"(CASE CD) The patient gets a second opinion from another dentist, who decides that the pain is coming from tooth #29.  The dentist removes the post, performs another endodontic therapy on #29, redoing the first endodontic treatment. The pain persists and the dentist’s diagnosis is “cracked tooth syndrome” and proceeds to perform extraction of #29.   The patient returns to your office 4 weeks later with increased pain. Statement #1: The most likely reason for the increased pain is a localized alveolitis (dry socket) Statement #2: You should treat the patient with a 4 week course of antibiotics and pain medications and then re-evaluate.","Statement #1 is correct, statement #2 is correct","Statement #1 is correct, statement #2 is not correct","Statement #1 is not correct, statement #2 is correct","Statement #1 is not correct, statement #2 is not correct",,D,
(CASE CD) The patient is evaluated by a neurologist who makes a tentative diagnosis of trigeminal neuralgia and places the patient on Tegretol (Carbamazepine). The patient informs you that she is feeling much better and thanks you for your care. What is the next most important next step in the patient’s care?,An MRI of the brain must be performed to determine if there is a tumor or blood vessel impinging on the trigeminal nerve,Ensure that the patient returns for regular dental examinations and preventive care,Provide prosthetic restoration of the mandibular right posterior with a removable prosthesis,Perform dental implant surgery and prosthetic restoration of the mandibular dentition,,A,
"(CASE CD) The patient continues treatment with the neurologist, the pain resolves and she then moves to another state. She returns to New York 3 years later and is seen in your office. She now indicates that the pain returned 2 months ago even though she has remained on the Tegretol. The pain is severe and worse than it had ever been. Your examination reveals right V3 paresthesia, painful limitation of mandibular opening with severe deviation of the midline to the right, and paralysis of the muscles of facial expression involving all branches of the facial nerve (temporal, zygomatic, buccal, mandibular and cervical branches). What is the most likely diagnosis?",Recurrent trigeminal neuralgia of unknown etiology,Acoustic neuroma involving the right temporal lobe of the brain,Neoplasia with invasion of the right facial nerve and mandibular division of the right trigeminal nerve.,Atypical facial neuralgia,,C,
"(CASE ANP & CD) Another patient (ANP) comes to you for evaluation and has a complex history with examination findings that are virtually the same as the patient described in case CD. The single major difference is that when you perform the cranial nerve examination on ANP, you notice that there is paralysis of the muscles of the middle and lower right face innervated by the right zygomatic, buccal, mandibular and cervical branches of the facial nerve. However, the patient can raise her eyebrows and wrinkle her forehead bilaterally, indicating relatively normal function of the muscles innervated by the temporal branches of the facial nerve. Statement #1: Patient ANP, with paralysis of only the muscles of the middle and lower half of the right face is MORE LIKELY to have a brain tumor than the patient with full paralysis of one half of the face because the upper motor neuron input to the facial nerve comes from both the right and left sides of the brain. Statement #2: An MRI and/or CT scan of the head, neck and brain are rarely indicated for patients with cranial nerve deficits as described in CASE CD and CASE ANP.","Statement #1 is correct, statement #2 is correct","Statement #1 is correct, statement #2 is not correct","Statement #1 is not correct, statement #2 is correct","Statement #1 is not correct, statement #2 is not correct",,B,
Statement #1:  The third division of the trigeminal nerve (V3) provides only sensory innervation Statement #2:  The lateral pterygoid muscle is innervated by the facial nerve (VII),"Statement #1 is correct, statement #2 is correct","Statement #1 is correct, statement #2 is not correct","Statement #1 is not correct, statement #2 is correct","Statement #1 is not correct, statement #2 is not correct",,D,
"Joint motion is necessary for the health of a synovial joint.  When a joint stops moving, the cartilage breaks down because",Lack of motion causes excessive joint loading,Lack of motion causes muscle atrophy causes anterior disc displacement in the TMJ which is the cause of breakdown of hyaline cartilage,Immobilization results in death of chondrocytes which causes necrosis of the condyle,Immobilization results in death of chondrocytes which are responsible for producing the cartilage matrix (ground substance and collagen).,,D,
"Statement #1:  Temporomandibular joint arthroscopy permits diagnosis and surgical procedures inside the joint space. Statement #2:  A major difference between TMJ arthroscopy and arthroscopy of other joints (knees, shoulders, hip) is the small joint space, which makes TMJ arthroscopy technically challenging.","Statement #1 is correct, statement #2 is correct","Statement #1 is correct, statement #2 is not correct","Statement #1 is not correct, statement #2 is correct","Statement #1 is not correct, statement #2 is not correct",,A,
Statement #1:  The TMJ behaves according to the same biological principles as other synovial joints Statement #2:  A major difference between the TMJ and other synovial joints in the body is that motion of the right and left TMJs are not independent of each other.  Movement on one side will cause motion on the contralateral side.,"Statement #1 is correct, statement #2 is correct","Statement #1 is correct, statement #2 is not correct","Statement #1 is not correct, statement #2 is correct","Statement #1 is not correct, statement #2 is not correct",,A,
Statement #1:  Jaw clenching and grinding teeth are common causes of TMJ overload Statement #2:  Synovitis refers to inflammation of the lateral pterygoid muscle,"Statement #1 is correct, statement #2 is correct","Statement #1 is correct, statement #2 is not correct","Statement #1 is not correct, statement #2 is correct","Statement #1 is not correct, statement #2 is not correct",,B,
"Statement #1:  Temporomandibular surgical treatment should be considered in all patients with significant disc displacement Statement #2:  If a minimally invasive surgical treatment fails to improve the patient’s symptoms after 3 months, TMJ arthroplasty (open joint surgery) is indicated.","Statement #1 is correct, statement #2 is correct","Statement #1 is correct, statement #2 is not correct","Statement #1 is not correct, statement #2 is correct","Statement #1 is not correct, statement #2 is not correct",,D,
"A patient who underwent a DO restoration on #12 returns to your office one week later with the bite feeling high on #12. Statement #1:  You should check the occlusion on #12 and if it is excessive, an occlusal reduction should be performed Statement #2:  The same patient returns to your office one year later, with the recent development of significant pain directly in the right TMJ and limited opening.  Your first treatment should be further occlusal adjustment of #12 as this is the most likely cause of the problem.","Statement #1 is correct, statement #2 is correct","Statement #1 is correct, statement #2 is not correct","Statement #1 is not correct, statement #2 is correct","Statement #1 is not correct, statement #2 is not correct",,B,
"A 35 year old -male patient seeks your opinion about a progressive change in his bite.  He has no TMJ pain.  He shows you pictures from 3 years ago with a symmetrical appearing face and the dental midlines both in the center.  He shows you pictures over the next 3 years, each year, with his jaw shifting further to his right (at rest), and the mandibular dental midline shifting further and further to the patient’s right.  He also has a significant cross bite of the right posterior dentition and a left posterior open bite.  The most likely cause of this problem is:",Degenerative arthritis with synovitis of the left temporomandibular joint.,Severe synovitis of the right temporomandibular joint,"Neoplasia involving the left mandibular condyle, potentially an osteochondroma",Severe rheumatoid arthritis involving the left and right temporomandibular joints,,C,
"A 45 year old female patient seeks your opinion about a progressive change in her bite.  She can no longer bite into a pizza, as her upper and lower front teeth haven’t come together in 4 years.  She also complains of pains in her hips, toes, fingers and knees that started 2 years ago and has progressively increased.  The clinical examination reveals a 5 mm anterior open bite, and a panoramic radiograph reveals irregularity and resorption of the right and left condyles.  Which one of the following is the most appropriate course of action:","Refer the patient to a rheumatologist, as you suspect a systemic arthropathy to be the cause of her problem","Perform occlusal adjustments of the posterior dentition, to eventually improve the malocclusion and anterior open bite.",Perform intra-articular arthroscopic surgery to biopsy the TMJs and establish the correct diagnosis.,"Fabricate an oral appliance, with only posterior stops, to treat the anterior open bite.",,A,
A patient tells you that they cannot possibly grind their teeth at night because they snore when they sleep. Which statement is true?,A person may snore during some stages of sleep and grind during other stages.,"A person who snores, cannot grind their teeth","A person who grinds their teeth, cannot snore",,,A,
"Statement #1:  There are 4 stages of sleep, Stage 1,2,3 and REM and the sleep stages are repeated about 4 times in one night Statement #2:   Dreaming occurs in stage 3 of sleep.","Statement 1 is true, statement 2 is true","Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true","Statement 1 is false, statement 2 is false",,B,
Statement #1:  The sleep stages are repeated about 4 times in one night Statement #2:  REM stage of sleep stands for rapid eye movements,"Statement 1 is true, statement 2 is true","Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true","Statement 1 is false, statement 2 is false",,A,
Obstructive sleep apnea results from:,The signal to the diaphragm is blocked and there is less stimulus to breathe.,The muscles of the chest wall are blocked from contracting.,The pharyngeal muscles contract causing blockage of the airway.,The airway becomes blocked,,D,
"The best way to document apnea and its severity, is with:",Bed partner’s observation of snoring.,An APP for the phone to record snoring.,A polysomnogram,Epworth sleepiness scale,,C,
"Statement #1:  Weight gain and alcohol consumption can adversely affect sleep apnea Statement #2:  Sleeping on the side instead of on the back, and taking medicine for hypertension can adversely affect sleep apnea","Statement 1 is true, statement 2 is true","Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true","Statement 1 is false, statement 2 is false",,B,
The gold standard of treatment for severe sleep apnea is:,Side sleeping using a positional aid.,The use of an oral appliance,Surgery to enlarge airway,Continuous Positive Airway Pressure,,D,
Oral sleep appliances are designed to:,Open the mouth allowing more air in.,Decrease clenching.,Increase airway patency,Increase stimulus to breathe.,,C,
There are numerous designs for oral appliances to treat sleep apnea. They all share one important element that is designed to reduce sleep apnea.,They are all made of acrylic.,They all use a screw mechanism for adjustments,They work by advancing the mandible forward by 5 mm,They advance the mandible forward and adjustments may need to be made to determine the ideal position of the mandible for reducing airway obstruction,,D,
There are numerous potential complications from using an oral appliance for sleep apnea. All of the following are potential complications EXCEPT:,An increase in cardiac arrhythmias,A change in the bite.,Exacerbation of temporomandibular joint symptoms.,Sore jaw muscles.,,A,
"Your patient has mild-moderate sleep apnea diagnosed by an overnight sleep study. It is important to know if the oral appliance you just made is effectively reducing the apnea.  After wearing the appliance for 1 week, your patient reports that he still feels tired in the morning, his wife reports that he is snoring a little less, but he feels tired at work.  What do you do?",Refer him for CPAP.,Tell him that he is not a good candidate for an oral appliance.,Suggest that surgical alternatives may need to be considered.,Adjust the oral appliance.,,D,
"A 45 year old male is wearing the oral sleep appliance for 3 months with a history of loud snoring and daytime fatigue. The appliance is comfortable and he tolerates it well. He still feels tired in the morning, his wife is still complaining of his snoring even though it is a little less, and he still feels tired at work. You have done all that you can by adjusting the appliance. He has reduced his alcohol consumption, but he cannot reduce his weight.  He is still 60 pounds overweight. What do you do?",Place him on a low carbohydrate diet and provide him with a daily exercise routine.,Refer him back to the sleep medicine physician for further evaluation.,Order a home sleep test,Make a different oral appliance.,,B,
"A 59 year old male railroad engineer of a commuter train is referred to you for severe snoring.  You question him in further detail and find that he is 50 lbs overweight, and sometimes has severe sleepiness during the day.  Of the following what is the most appropriate recommendation?",Suggest that he lose weight.,Suggest that his wife use earplugs.,Make an oral appliance to control his snoring as requested.,Refer him to a sleep medicine specialist for a comprehensive evaluation as he is putting lives at risk.,,D,
"A 52 year old female executive of a fortune 500 company drives to work 5 days per week.  She reports that her husband is complaining of her snoring loudly at night.  She also indicates that she is experiencing daytime sleepiness, occasionally nodding off during important meetings and on her commute home. Statement #1:  You suspect obstructive sleep apnea, fabricate an oral sleep appliance immediately and follow her over the next 3 months. Statement #2:  You should inform the patient to lose weight, stop alcohol consumption, see her in 6 weeks for a re-evaluation.","Statement 1 is true, statement 2 is true","Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true","Statement 1 is false, statement 2 is false",,D,
Which one of the following statements is false?,A malocclusion is not the primary cause of most temporomandibular joint disorders,Occlusal changes can be caused by temporomandibular joint pathology.,Premature occlusal contacts are a primary cause of TMD,Clenching/bruxism habits place significant additional loading forces on the TMJ,,C,
