title,PCOD II Final Exam (Spring 2017),pcod2,final
question,option_a,option_b,option_c,option_d,option_e,correct,image
A slot preparation for a Class II composite restoration should be used when:,decay is present only on the proximal surface (as seen radiographically),there is no radiographic evidence or clinical evidence of occlusal decay,there are no existing restorations on the occlusal surface touching the occlusal cavosurface margins of the slot preparation.,a and c only,all of the above,E,
The Class III facial approach preparation differs from the lingual approach in that:,the facial cavosurface margin is crescent shaped b the facial cavosurface margin is not beveled,the lingual cavosurface margin always breaks contact,all of the above,none of the above,,A,
Retention in a Class III facial approach is placed:,at the facial-lingual-axial point angle,at the gingival-axial line angle,at the buccal-axial line angle,a and b,all the above,D,
Calcium hydroxide liner (Dycal®) is used for which the following purposes?,Protects the pulp from chemical insult,Stimulates the odontoblasts to produce dentin,Used as an antibacterial agent,a and c,all of the above,E,
A glass ionomer base is used for which of the following purposes?,Thermal insulator under composite restorations,Increases retention of composite restorations,Stimulates reparative dentin,Thermal insulator under metallic restorations,all of the above,D,
"While removing decay from a large carious lesion in tooth #31, it is determined that the floor of the preparation is within 0.5 mm of the mesial pulp horn. Prior to placing an amalgam restoration, which of the following procedures should be performed?","Place (Dycal®) over the entire pulpal floor of the preparation, then place the amalgam","Place (Dycal®) over the mesial pulp horn area, then place the amalgam","Place glass ionomer base over the entire pulpal floor of the preparation, then place the amalgam","Place (Dycal®) over the mesial pulp horn area, place a thick layer of glass ionomer base to replace missing dentin, then place the amalgam","Place a thick layer glass ionomer base to replace missing dentin, then place the amalgam",D,
Which of the following is/are reasons for placing a bevel on the facial margin of an anterior composite restoration?,Provides additional retention,Decreases marginal leakage,Makes the transition from restoration to tooth less visually obvious,all of the above,none of the above,D,
IRM® is used for which of the following purposes?,Temporary intracoronal restorations.,Relieves tooth pain,Helps to prevent further decay,all of the above,none of the above,D,
The ingredient of of IRM® is that is responsible for its anodyne property is:,methylmethacrylate (MMA),eugenol,water,zinc acetate,none of the above,B,
The chemical reaction of the components of IRM is considered to be “autocatalytic” because:,water is a catalyst and also a product of the reaction,zinc oxide is a catalyst and also a product of the reaction,zinc eugenolate is a catalyst for the reaction,a and c,none of the above,A,
The difference in the bonding mechanism to tooth structure for a composite and a glass ionomer (GIC) is:,"the bond of composite to dentin is chemical, and GIC to dentin is micromechanical","the bond of composite to dentin is micromechanical, and GIC to dentin is chemical","the bond of composite to enamel is chemical, and GIC to enamel is micromechanical",there is no difference between the bond of composites and GIC to tooth structure,none of the above,B,
"For a lingual approach Class III composite preparation, the facial wall is beveled:",only when the facial wall extends into the facial embrasure,whenever the facial wall breaks contact with the adjacent tooth,whenever the lingual wall is beveled,all of the above,none of the above,A,
A facial approach Class III composite preparation is used only when:,a carious lesion is visually evident from the facial view,the lingual wall is intact with no visual evidence of a carious lesion,the proximal carious lesion is only evident on a radiograph and not visually evident,a and b,all of the above,D,
"In a lingual approach Class III preparation, the gingival and incisal walls are parallel to each other in order to:",create retentive form,create convenience form,increase the bond strength of the restoration,all of the above,none of the above,A,
Which of the following are features of a three surface Class III preparation (e.g. FML)?,Facial cavosurface margin is crescent shaped,Lingual cavosurface margin is rectangular in shape,Facial cavosurface margin has a 1 mm bevel,Retentive grooves are placed gingivally and incisally at the expense of the gingival and incisal walls,all of the above,E,
The buccal and lingual walls of the proximal box of a Class II MOD composite preparation should be:,slightly divergent to form a dovetail,parallel to form a dovetail,slightly convergent to form a dovetail,any of the above,none of the above,C,
Marginal breakdown (loss of marginal seal) of an amalgam restoration may be due to:,solubility,refraction,corrosion,aborption,adsorption,C,
Which of the following restorative materials has a compressive strength approximately equal to the compressive strength of tooth enamel?,amalgam,composite,glass ionomer,cast gold,porcelain,A,
The elastic modulus is a measurement of:,the toughness of a restorative material,the ductility of a restorative material,the yield strength of a restorative material,the stiffness of a restorative material,plastic deformation of a restorative material,D,
The amount of force exerted on a restoration by an opposing tooth cusp depends on:,the occlusal contact area of the opposing cusp on the restoration,the strength of the masseter muscle,the size of the cusp,the strength of the restoration,the resiliency of the restoration,B,
Tensile strength measurements are useful when evaluating:,wear resistance of restorations against natural tooth structure,elastic modulus of restorative materials in function,bond strength of restorative materials to tooth structure,resistance of restorative materials to occlusal crushing forces,strength of the masseter muscle,C,
What clinical property does “compressive strength” relate to?,the burnishability of the margins of a gold crown,the ability of a restorative material to resist crushing forces during mastication,the flexure of a three-unit bridge in function,the retention of a restorative material,none of the above,B,
The clinical performance of a restorative material depends on:,its chemical and physical properties,its composition and microstructure,the manner in which it is placed by the dentist,a and b only,all of the above,E,
"When a material is being considered for the restoration of a large occlusal area of a second molar, a major consideration should be its:",tensile strength,shear strength,compressive strength,percent elongation,flexural strength,C,
The tensile strength of the bond between a composite restoration and tooth enamel is:,equal to the tensile strength of the enamel,about 3 times the tensile strength of the enamel,about 1/3 of the tensile strength of the enamel,about 1/10 of the tensile strength of the enamel,about 10 times the tensile strength of the enamel,C,
Which of the following physical and chemical properties can affect the abrasive wear of a restoration in function?,hardness,thermal expansion,passivation,compressive strength,elastic modulus,A,
A composite hardens primarily by what mechanism?,acid-base reaction,polymerization reaction,gelation,hydrogen bonding,evaporation,B,
In which of the following clinical situations would a conventional glass ionomer be the material of choice as a restorative material?,Class IV restorations of permanent teeth.,Restoration of deciduous teeth in a pediatric patient with rampant caries.,Restoration of large occlusal caries in an adult.,a and b,all of the above,B,
Which of the following has the least amount of fluoride release?,resin modified glass ionomer,glass ionomer,compomer,all are the same,,C,
Which of the following statements is true?,An inlay replaces tooth structure within the cusp tips of the tooth,An onlay replaces one or more cusps of the tooth,A crown replaces the entire exterior surface of the tooth,all of the above,none of the above,D,
The advantage of using a cast gold onlay restoration vs. a ceramic onlay restoration is:,the cast gold onlay can be used in high stress areas,the cast gold onlay cementation is not as technique sensitive,the cast gold onlay is softer than the opposing natural enamel,the cast gold onlay will not fatigue over a period of time,all of the above,E,
In order to achieve a bond between a ceramic onlay and the natural tooth structure:,the onlay is etched with sulfuric acid and the tooth is etched with phosphoric acid,the onlay is etched with phosphoric acid and the tooth is etched with hydrofluoric acid,both the onlay and tooth are etched with phosphoric acid,both the onlay and tooth are etched with sulfuric acid,none of the above,E,
Contra-indications for cast gold onlays include:,high caries rate,areas of the mouth where esthetics are important,small restorations,all of the above,none of the above,D,
The major difference between a cast gold onlay preparation and a ceramic onlay preparation is:,"the internal line angles of the cast gold onlay prep are round, and for the ceramic they are sharp","the axio-pulpal line angle of the cast gold onlay prep is round, for the ceramic it is sharp","the cavosurface margin of the cast gold onlay prep is beveled, and for the ceramic is a butt joint","the internal walls of the cast gold onlay prep are divergent, for the ceramic they are convergent",all the above,C,
The non-working side shelf is a characteristic of which type of preparation?,the ceramic inlay prep,the ceramic onlay prep,the cast gold inlay prep,the ceramic inlay prep,all of the above,B,
A provisional restoration is fabricated in order to:,provide for protection of the pulp,prevent tooth movement,maintain occlusion,prevent food impaction,all of the above,E,
Retention of a ceramic inlay or onlay restoration is derived from:,parallelism of the internal walls of the preparation,convergence of the axial wall of the preparation,slots and grooves in the pulpal and gingival floor of the preparation,the cementation procedure,all of the above,D,
A 200 pound male patient comes to your office with a small to medium area of decay on the mesial-occlusal and mesial-buccal interproximal surface of tooth #3 that is visible when he smiles. The patient also has a high caries rate (many untreated areas of decay). What would be the best restorative material for this situation?,composite,glass ionomer,amalgam,gold onlay,ceramic onlay,A,
"A geriatric patient comes to your office with root surface decay in most of his anterior and posterior teeth, and complains that his mouth often feels very dry. You determine that this is due to psychotropic medications that he is taking that have a side effect of chronically severly reducing his saliva flow. The best material for restoring the carious lesions on the root surfaces is:",amalgam,composite.,glass ionomer,hybrid ionomer,compomer,C,
