title,Pathomedicine Exam 5 (Fall 2020),patho,exam5
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which of the following is true regarding lingual thyroid?,Male predilection,Can occur in the posterior tongue,Requires immediate surgery,Always transforms to malignant neoplasms,Is nonfunctional,B,
Which of the following is used to diagnose diabetes mellitus?,Random blood glucose of 200 mg/dL or higher,Fasting blood glucose of 126 mg/dL or higher on more than one occasion,Blood glucose of 200 mg/dL two hours after carb load,All of the answer choices,,D,
Which is true of the following statements: Statement 1: Type 1 diabetes is primarily related to resistance of peripheral tissues to insulin. Statement 2: Type 2 diabetes is caused by destruction of pancreatic beta cells.,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,B,
Which hyperglycemic pathway is responsible for diabetic neuropathy?,Formation of advance glycation end products,Activation of protein kinase c,Disturbances in polyol pathway,Primary dysfunction of pancreatic islet cells,,C,
What is the clinical term for increased appetite in patients with type 1 diabetes?,Polyuria,Polydipsia,Polyglycemia,Polyphagia,None of the answer choices,D,
Which of the following is a clinical feature of diabetes mellitus type 2?,Metabolic ketoacidosis,Unexplained weight loss,Islet serum antibodies,Increased insulin in early-stage disease,Absence of insulin in late-stage disease,D,
Which of the following is a complication of diabetes?,Atherosclerosis,Retinopathy,Nephropathy,Gangrene of the feet,All of the answer choices,E,
You plan to perform an extraction on a patient with diabetes. Their fasting blood glucose that morning was 215 mg/100 mL. What is the approximate risk of postoperative infection for this patient?,0%,10%,20%,50%,80%,C,
What is the target HbA1c value for patients with diabetes?,Less than 4%,Less than 5%,Less than 6%,Less than 7%,Less than 8%,D,
Which is true of the following statements: Statement 1: Nephrotic glomerular disease exhibits massive proteinuria and subsequent hypoalbuminemia. Statement 2: Nephritic glomerular disease typically lacks red blood cell casts.,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,C,
Which of the following is true of membranous nephropathy?,Occurs in the elderly,Related to autoantibodies to podocytes,Caused by thinning of capillary walls,Excessive protein retention,Does not lead to end stage renal disease,B,
What is the etiology of arterionephrosclerosis?,Autoantibodies,Hypertension,Infectious agent,Congenital malformation,None of the answer choices,B,
Exposure-response prevention is a first line treatment for which psychiatric disorder?,Generalized anxiety disorder,Obsessive compulsive disorder,Major depressive disorder,Bulemia,Bipolar disorder,B,
End-stage renal disease occurs when how much renal function has been lost?,25%,50%,75%,100%,,C,
Azotemia is an accumulation of what product?,Albumin,Glucose,Nitrogen,Ketones,Hemosiderin,C,
Which is true of the following statements: Statement 1: Creatinine clearance requires 2 urine samples collected 2 hours apart. Statement 2: Serum creatinine measures the filtration capacity through the nephron.,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,D,
Which of the following is NOT a possible complication of hemodialysis?,Hypoparathyroidism,Amyloidosis,Infection,Hemorrahge,Anemia,A,
Which of the following medications commonly prescribed/used by dentists should be avoided in patients with end-stage renal disease?,Acetaminophen,Aspirin,Fluconazole,Epinephrine,Nitrous oxide,B,
True or False: Antibiotic prophylaxis is required when incision and drainage is being performed in patients undergoing hemodialysis?,True,False,,,,A,
"A.B. is a 25-year-old patient that reports to your office for a new patient exam. They have reported that over the last three weeks they have had a difficult time sleeping. They indicate that they used to enjoy painting but haven’t been interested in painting much lately. They’ve been tired, with less energy and have a difficult time concentrating at work. These findings are most consistent with which psychiatric disorder?",Generalized anxiety disorder,Obsessive compulsive disorder,Major depressive disorder,Bulemia,Bipolar disorder,C,
"C. D. is a 37-year-old patient that reports to your office for a new patient exam. They are unable to answer your standard questions because they are distracted by the artwork on your walls. They report being unable to sleep. You have a difficult time obtaining a medical history because C.D. is doing most of the talking, discussing their recent skydiving trips and swimming with sharks. C.D. exclaims that they are the best patient you will ever have. These findings are most consistent with which psychiatric disorder?",Generalized anxiety disorder,Obsessive compulsive disorder,Major depressive disorder,Bulemia,Bipolar disorder (Mania),E,
Which of the following is a stage of change?,Pre-contemplation,Contemplation,Preparation,Action,All of the answer choices,E,
Which of the following is a DNA virus?,Hepatitis A virus,Hepatitis B virus,Hepatitis C virus,Hepatitis D virus,Hepatitis E virus,B,
Which of the following is transmitted in a fecal-oral route?,Hepatitis A virus,Hepatitis B virus,Hepatitis C virus,Hepatitis D virus,Hepatitis E virus,A,
Which of the following requires liver transplant for definitive treatment?,Fatty Liver,Fibrosis liver,Cirrhotic liver,None of the answer choices,,C,
Liver function includes all of the following EXCEPT:,Glycogen storage,Protein production,Cortisol production,Detoxification,,C,
Which of the following vessels carry nutrient rich blood?,Hepatic Vein,Portal Vein,Hepatic Artery,Central Vein,,B,
