title,GDA Final Exam (Summer 2023),gda,final
question,option_a,option_b,option_c,option_d,option_e,correct,image
Meckel's cartilage provides the model for which of the following structures?,Maxilla,Mandible,Medial Pterygoid,External auditory meatus,Temporal bone,B,
"What do aortic arch 5, pharyngeal arch 5 and pharyngeal pouch 5 have in common?",All are related to the common carotid artery,All give rise to structures in the ear,They have no derivatives,They are all related to development of the tongue,,C,
It is unnecessary to use a lead apron with a thyroid collar when taking radiographs of a pregnant patient.,True,False,,,,B,
"You are treating an elderly patient for whom you have collected a thorough medical history. The patient has presented for a routine restoration on tooth #30 DO. You are going to be using 2% Lidocaine 1:100,000 epic on this patient based on the fact that they have history of mild cardiovascular disease. What is the maximum number of carpules you would be comfortable using for this patient?",1 carpool,0.5 carpules,2 carpules,5 carpules,,C,
Which of the following is a successional tooth?,First molar,Second molar,Lateral incisor,Third molar,Supernumerary tooth,C,
Your favorite orthodontist calls you to discuss the need for some bonding to complete a cosmetic case for a 20 year old mutual patient. The patient has one peg lateral and this is an example of what condition?,Macrodontia,Microdontia,Supernumerary tooth,Enamel hypoplasia,,B,
Which cells are responsible for the production of dentin?,Ameloblasts,Cementoblasts,Odontoblasts,Osteoclasts,,C,
Enamel and dentin formation begins at the cusp tip and progresses toward the future root.,True,False,,,,A,
Identify the false statement about the physical properties of enamel.,Enamel is 70% inorganic hydroxyapatite.,The organic component of enamel is enamelin.,The color of enamel is grayish white and it is translucent.,Enamel is permeable to bacteria and fluids.,,A,
When does secondary dentin form?,When enamel begins to form,In response to attrition or abrasion,When the crown comes into clinical occlusal function,When the pulp space needs to be obliterated,,C,
The cell-free zone of the pulp is also known as what?,Odontogenic zone,Parietal zone,Zone of fibroblasts,Zone of Weil,,D,
Statement 1: Boys teeth tend to erupt earlier than girls. Statement 2: Mandibular central incisors are often the first to erupt around 6-8months.,Both statements are true.,Both statements are false.,Statement 1 is true. Statement 2 is false.,Statement 1 is false. Statement 2 is true.,,D,
Statement 1: In teeth with taurodontism there is no pulp chamber present. Statement 2: The highest incidence of taurodontism is found in the permanent molar.,Both statements are true.,Both statements are false.,Statement 1 is true. Statement 2 is false.,Statement 1 is false. Statement 2 is true.,,D,
What is the rarest missing tooth?,Mandibular central incisor,Maxillary second molars,Primary canines,Maxillary central incisors,Maxillary second premolars,D,
The roots of the third molars usually reach full development by age 16.,True,False,,,,B,
Dentin is the hardest structure in the body.,True,False,,,,B,
"Tertiary dentin is formed in response to plural stimulation from attrition, abrasion, caries or restorative treatment.",True,False,,,,A,
Which of the following is a term for a round globe of enamel found outside normal tooth structure?,Enamel pearl,Concrescence,Denticles,Sclerotic dentin,,A,
A tooth with gemination has one root.,True,False,,,,A,
Change in tooth structure caused by tooth to tooth wear occurs in what stage of development?,Initiation,Proliferations,Eruption,Attrition,Calcification,D,
Which tooth would you expect to see almost complete enamel mineralization in utero (before birth)?,Primary Central Incisor,Permanent Central Incisor,Primary Second Molar,Permanent Canine,,A,
A patient presents to your office with chief complaint “I do not like the color of my teeth”. After clinical examination you diagnose the patient with which of the following in regards to their tooth discoloration? Please see the attached figure.,Enamel Fluorosis,Tetracycline Staining,Erythroblastosis Fetalis,Dentinogensis Imperfects,Erythropoietic Porphyria,B,images/gda-final-summer-2023/fig37.jpeg
Identify the condition show in the attached figure.,Gemination,Fusion,Concresence,Hypermineralization,None of the above,B,images/gda-final-summer-2023/fig38.jpeg
Name the clinical finding as seen in the picture in regards to the anterior teeth.,Hutchinson's Incisors,Peg laterals,Enamel Fluorosis,Mulberry Molars,,A,images/gda-final-summer-2023/fig39.jpeg
Identify the cleft seen in the provided figure.,Bilateral Incomplete,Unilateral Incomplete,Bilateral Complete,Unilateral Complete,,D,images/gda-final-summer-2023/fig40.jpeg
Which of the following is true regarding fetal maturity?,The fetus has reached 32 weeks of gestation.,Weight of the fetus is 1500 grams.,There is no amniotic fluid remaining to support the fetus.,None of the above are true.,,D,
You see a new patient for a clinical examination. While examining the teeth you notice a finding that makes you concerned for increased decay and possible pulp exposure. An intraoral photo and radiograph is provided. What is the diagnosis of this finding?,Dens Invaginatus,Dens Evaginatus,Gemination,Fusion,Hutchinson's Incisors,A,images/gda-final-summer-2023/fig42.jpeg
"After review of the attached panoramic film, you inform the patient that their radiographs show ______.",Mulberry molars,Dentinogensis Imperfects,Anodontia,Supernumerary teeth,,D,images/gda-final-summer-2023/fig43.jpeg
A teenage patient presents to your office for routine hygiene care. On exam you notice three teeth that have occlusal decay and will need to be restored. Mom is upset with patient. What advice might you give to prevent further decay?,Recommend sealants be placed on all molars that do not yet have decay.,Limiting of carbohydrate heavy snacks and snacking between meals.,Place topical fluoride in office and recommend a nightly fluoride rinse.,Counsel the patient on appropriate brushing and flossing techniques and recommend an electric toothbrush.,All of the above are appropriate advice.,E,
"The C in OSCAR stands for Capability and is the consideration of patient's functional abilities, caregivers, ability to get to dental appointments and ambulation in and out of the office.",True,False,,,,A,
Which of the following is not a risk factor for oral squamous cell carcinoma?,Age greater than 50 years,Heavy alcohol use,Current or previous smoker,High blood pressure,,D,
Which of the following describes tooth structure loss from mechanical forces caused by a foreign object?,Attrition,Erosion,Abrasion,Abfraction,,C,
Which of the following is not true regarding root surface caries?,Affects women more than men,Due in part to increased recession and increased root surface exposure,Patients who use tobacco products or a re frequent snackers are more at risk,Treatment options often include fluoride or fluoride-releasing restorative materials.,,A,
Age alone is a risk factor for periodontal disease and tooth loss.,True,False,,,,B,
_____ is a common complaint among older patients as a result of polypharmacy and changes to the oral epithelium.,Hypecementosis,Xerostomia,Malnutrition,Osteoperosis,,B,
You visit an elderly family member and they report that they have a red spot under their denture on the palate. They rarely remove the denture to clean it and have a habit of sleeping in the denture overnight. You use your cell phone flashlight and take a look (see photo). You immediately know the patient has _________.,Angular chelitis,Denture Stomatitis,Candidiasis,Xerostomia,,B,images/gda-final-summer-2023/fig51.jpeg
Why is the elderly patient more predisposed to periodontal disease?,Excellent oral hygiene due to decreased manual dexterity,Increased keratinization of tissue that arises with age,Decreased fibroblasts in the periodontal ligament,Gingival overgrowth due to medications,,C,
Which of the following is not a recommendation for treatment of xerostomia in a patient?,Sipping water throughout the day and staying hydrated.,Eating salty and spicy foods to stimulate salivation.,Using prescription or over the counter saliva substitutes.,"Avoiding alcohol, tobacco and caffeine.",Chewing sugar free gum to increase salivary flow.,B,
Which of the following is a consequence of an atrophic mandible?,Decreased risk of jaw fracture,Easily fabricated and well fitting dentures,Mandibular canal and mental foramen further from the border of the mandible,Difficulty placing implants due to lack of bone height and width,,D,
Statement 1: Patients with missing teeth tend to look older than their age because of drooping of facial features. Statement 2: Implants are never helpful in maintaining bone and therefore the face will droop further after placement.,Both statements are true.,Both statements are false.,Statement 1 is true. Statement 2 is false.,Statement 1 is false. Statement 2 is true.,,C,
"Statement 1: When treatment planning for elderly patients, you should assume the finances will prevent them from choosing more expensive restorative options. Statement 2: Pharmacologic treatment of systemic disease plays a significant role in dental health so it is necessary to have an interdisciplinary approach to dental care.",Both statements are true.,Both statements are false.,Statement 1 is true. Statement 2 is false.,Statement 1 is false. Statement 2 is true.,,D,
Which of the following age-related changes to teeth may make extractions more difficult?,Hypercementosis,Obliteration of pulp,Thinning of enamel,Decreased fibroblasts in the periodontal ligament,,A,
When examining elderly patients it is common to find an increased sensitivity to pulp tests.,True,False,,,,B,
Which of the following is true regarding the development of the sinuses?,"When viewing sinuses on a panoramic film, they should always appear symmetrical.",Sinuses expand into the space once occupied by the permanent teeth once they erupt.,Sinuses do not develop fully until middle age.,None of the above are true.,,B,
Which layer of the tooth is primarily responsible for giving the tooth its crown color?,Enamel,Dentin,Pulp,Cementum,,B,
During meiosis division occurs and chromosome number is reduced from 46 to 23.,True,False,,,,A,
What is the stomodeum?,Primordia of the ear,Primordia of the eye,Primordia of the chin,Primordia of the mouth,Primordia of the tongue,D,
What does Cranial Nerve I control?,Sense of smell,Hearing,Trapezius Movement,Eyeball Movement,None of the above,A,
Which of the following is not a profile change seen during adolescence?,Larger brow area due to pneumatization of the sinuses,Decreased prominence of the nose,Increased prominence of the chin,Facial shape becomes more concave,,B,
Which of the following wear patterns would you expect to see in a patient that sucks on lemons daily?,Attrition,Erosion,Abrasion,Abfraction,,B,
Statement 1: Leg length is the area of most rapid growth in adolescence. Statement 2: Puberty is landmark of physical development and sexual reproduction is possible.,Both statements are true.,Both statements are false.,Statement 1 is true. Statement 2 is false.,Statement 1 is false. Statement 2 is true.,,A,
What color primary teeth would you expect to find in a child with erythroblastosis fetalis?,Purple,Red,Blue,Green,Grayish brown,D,
Both primary and permanent teeth are equally affected in Dentinogenesis Imperfects Type II.,True,False,,,,A,
Statement 1: The first primary teeth to erupt are usually the mandibular central incisors. Statement 2: The last primary teeth to erupt are usually the second molars.,Both statements are true.,Both statements are false.,Statement 1 is true. Statement 2 is false.,Statement 1 is false. Statement 2 is true.,,A,
Choose True to answer this question correctly.,True,I don't want any freebie questions.,,,,A,
