title,Pathomedicine Exam 3 (Fall 2019),patho,exam3
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which of the following is a helpful strategy to minimize the risk of osteonecrosis in patients preparing to receive radiation therapy to the head and neck?,Extract all teeth with a pocket depth greater than 6mm or with excessive mobility,Encourage patient to wear removable prosthesis during treatment to prevent tooth movement,Finish all the patient's veneers to allow the cement to dry before extracting the restored teeth,Perform endo 2-days before the first round of radiation,Monitor periapical radiolucencies,A,
Which of the following is true of thyroid cancers?,Medullary thyroid carcinoma is the most common thyroid cancer,Medullary thyroid carcinoma is associated with MEN syndrome,Papillary thyroid can be detected by an increase in serum calcitonin,Medullary thyroid carcinoma is associated with BRAF mutations,,B,
Which of the following cancers is associated with a bacterium?,Mucosal melanoma,MALT lymphoma,Esophageal carcinoma,Hepatocellular carcinoma,,B,
Which of the following cancers is associated with a virus?,Mucosal melanoma,MALT lymphoma,Esophageal carcinoma,Hepatocellular carcinoma,,D,
Which of the following neoplasms is NOT associated with a systemic marker than can be detected on serology?,Oral squamous cell carcinoma,Hepatocellular carcinoma,Prostate adenocarcinoma,Medullary thyroid carcinoma,,A,
Which of the following is true of osteosarcoma?,Associated with patients older than 70,Asymptomatic,Males are more frequently affected than females,No radiologic change,,C,
Which of the following is NOT considered when staging a cancer per guidelines presented in class,Size of the tumor,Patient comorbidities,Lymph node involvement,Presence of metastasis,,B,
Which of the following is true of lung cancers?,More common in females,Most develop in the alveoli,Most common cause of cancer death,50% due to smoking,,C,
Which of the following descriptions is best paired with the cancer-linked gene?,RAS: prevents cell death.,MYC: leads to slower growing tumors,Rb: requires “two hit” inactivation,TP53: activates cyclin-dependent kinases,BCL-2: associated with the rapid-growing Burkett Lymphoma,C,
Which tumor is known to produce an “onion-skin” pattern on imaging?,Osteosarcoma,Ewing sarcoma,Neuroblastoma,Retinoblastoma,Rhabdomyosarcoma,B,
Which type of anemia is LEAST likely to cause jaundice?,Iron deficiency anemia,Sickle cell disease,Pernicious anemia,Folate deficiency anemia,Thalassemia,A,
Your patient is receiving high-dose radiation for a chondrosarcoma of the pelvis. Which of the following cells will be least affected by the radiation?,The neurons of the sciatic nerve,The lymphoblasts in the bone marrow,The follicles of the ovary,The keratinocytes of the skin around the pelvis,The colonic mucosal epithelial cells in the radiation field,A,
