title,Pathomedicine Exam 1 (Fall 2023),patho,exam1
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which component of the extracellular matrix (ECM) does fibroblast growth factor (FGF) attach to?,Chondroitin sulfate,Heparin sulfate,Keratin sulfate,Hyaluronic acid,,B,
Which of the following cells elaborate matrix metalloproteinases (MMPs)?,Synovial cells,Basophils,Erythrocytes,Megakaryocytes,,A,
Undermining of tissues adjacent to a sutured wound defect may help decrease the wound tension produced by the function of myofibroblasts.,True,False,,,,A,
Which of the following changes would you anticipate at week 2 of wound healing by first intention?,Continued proliferation of fibroblasts,Diminished collagen accumulation,Neutrophil as primary white blood cell present,Complete restoration of tensile strength,,A,
What strength compared to normal skin will be present if sutures are removed from a cutaneous wound 1-week following the suture placement?,10%,50%,70%,100%,,A,
The alveolar bone loss in periodontitis is mediated by:,Viruses,Bacteria,Fungi,Inflammation,,D,
Statement 1: Epithelium (E) of the periodontal apparatus/periodontium grows at a rate of approximately 0.5 mm per day. Statement 2: Connective tissues (CT) of the periodontal apparatus/periodontium grow at a rate of approximately 0.05 mm per day.,Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,A,
A patient experiences a sharp shooting pain after drinking cold. The nerve fibers which transmit these sensations to the brain are:,A beta fibers,A delta fibers,C fibers,QT fibers,,B,
Bacteria can colonize the root canal space yet may be absent in the periapical lesion.,True,False,,,,A,
B lymphocytes and T lymphocytes are the main ‘players' in innate immunity.,True,False,,,,B,
