title,Pain & Anxiety Control Exam 2 (Spring 2022),painanx,exam2
question,option_a,option_b,option_c,option_d,option_e,option_f,correct,image
"Statement 1: When completing an inferior alveolar nerve block, the lingual nerve block is accomplished by removing the needle halfway before injecting the remaining anesthetic solution. Statement 2: Aspiration is not necessary during this step.",Both statement 1 and statement 2 are true.,Both statement 1 and statement 2 are false.,Statement 1 is true and statement 2 is false.,Statement 1 is false and statement 2 is true.,,,C,
Which of the following nerve locations can be approximated using dental radiographs?,Inferior alveolar nerve,Lingual nerve,Facial nerve,Auriculotemporal nerve,,,A,
Statement 1: The lingual nerve provides sensory innervation for the anterior two thirds of the tongue. Statement 2: The lingual nerve provides motor innervation for the anterior two thirds of the tongue.,Both statement 1 and statement 2 are true.,Both statement 1 and statement 2 are false.,Statement 1 is true and statement 2 is false.,Statement 1 is false and statement 2 is true.,,,C,
The inferior alveolar nerve enters the mandible via which foramen?,Sphenopalatine,Ovale,Mandibular,Mental,,,C,
"A dental resident is called to the emergency room to evaluate a patient who fell and hit their face. Upon examination, the dentition and bone are intact, with no fractures or mobility noted. However, the labial mucosa opposite tooth #27 has a laceration that requires sutures. Which nerve should be anesthetized prior to placing sutures?",Left (long) buccal nerve,Right (long) buccal nerve,Left mental nerve,Right mental nerve,,,D,
"A dental student is presenting a case to faculty on oral surgery rotation, for which they plan to extract tooth #19. They discuss a plan for local anesthesia, including inferior alveolar nerve and lingual nerve blocks. Prior to initiating the extraction, an additional injection is necessary to anesthetize which nerve?",Posterior superior alveolar nerve,(long) buccal nerve,Nerve to the mylohyoid,Auriculotemporal nerve,,,B,
"A dental student is administering an inferior alveolar nerve block for the first time. They use the coronoid notch and the pterygomandibular raphe as guides for the injection site. The needle never contacts bone, but they have negative aspiration so they decide to dispense the local anesthetic. Once they remove the needle, they realize that they forgot to keep the syringe over the premolars of the opposite side, and the syringe was actually over the incisors of the opposite side. The patient starts to complain that the whole left side of their face feels fat. What is the most likely location of injection and subsequent nerve anesthetized?","Parotid gland, anesthetizing the facial nerve","Floor of the mouth, anesthetizing the nerve to the mylohyoid","Infratemporal fossa, anesthetizing the maxillary nerve","Retromolar pad, anesthetizing the (long) buccal nerve",,,A,
Statement 1: The (long) buccal nerve provides motor innervation to the buccinator muscle. Statement 2: The (long) buccal nerve provides sensory innervation to the buccinator muscle and the buccal mucosa.,Both statement 1 and statement 2 are true.,Both statement 1 and statement 2 are false.,Statement 1 is true and statement 2 is false.,Statement 1 is false and statement 2 is true.,,,D,
Which of the following is NOT an anatomic landmark used for the technique to administer an inferior alveolar nerve block?,Palatoglossal arch,Coronoid notch,Pterygomandibular raphe,Premolars of the opposite side,,,A,
The mandibular nerve exists the skull via which foramen?,Foramen rotundum,Foramen spinosum,Foramen ovale,Mandibular foramen,,,C,
A dental student is planning to complete an occlusal restoration of tooth #14. The most appropriate technique for administering local anesthesia is:,Supraperiosteal injection,Posterior superior alveolar nerve block,Long buccal nerve block,Greater palatine nerve block,,,A,
Statement 1: The greater palatine nerve block anesthetizes the region of the primary palate and overlying soft tissues. Statement 2: The greater palatine nerve block anesthetizes the region of the secondary hard palate and overlying soft tissues.,Both statement 1 and statement 2 are true.,Both statement 1 and statement 2 are false.,Statement 1 is true and statement 2 is false.,Statement 1 is false and statement 2 is true.,,,D,
"A dental student administers a middle superior alveolar nerve block for extraction of teeth #s 4 and 5. During use of the periosteal elevator, the patient indicates that they feel discomfort and pain. The most likely reason for the patient's pain is:","Incorrect technique for administration of the middle superior alveolar nerve block, missing the nerve","The middle superior alveolar nerve block only provides pulpal anesthesia for teeth #s 5 and 6, including buccal and palatal periodontal tissue and bone of the same area","The middle superior alveolar nerve block only provides pulpal anesthesia for teeth #s 4 and 5, including buccal periodontal tissue and bone but NOT palatal periodontal tissue and bone of the same area",The patient is anxious and only think they feel pain,,,C,
"A dentist, planning on administering a posterior superior alveolar nerve block, advances the needle posterosuperior and medial to the maxillary tuberosity. Before injecting the anesthetic, they aspirate and see blood enter the anesthetic cartridge. The tip of the needle is most likely in which blood vessel(s)?",Pterygoid plexus of veins,Inferior alveolar vein,Inferior alveolar artery,Sphenopalatine artery,,,A,
The site of needle insertion at the mucobuccal fold is appropriate for all of the following local anesthesia techniques EXCEPT:,Supraperiosteal injection,Anterior superior alveolar nerve block,Middle superior alveolar nerve block,Inferior alveolar nerve block,,,D,
Engaging the harpoon of the anesthetic syringe with the rubber stopper of the anesthetic cartridge is essential to ensure the aspiration function of the syringe.,True,False,,,,,A,
Which of the following is true about the Pro Tector needle sheath prop?,It minimizes the risk of needle stick injury by holding the anesthetic cartridge during recapping of the needle.,It minimizes the risk of needle stick injury by holding the anesthetic cartridge during assembly of the anesthetic syringe apparatus.,It minimizes the risk of needle stick injury by holding the needle sheath during recapping of the needle.,It minimizes the risk of needle stick injury by holding the needle sheath during assembly of the anesthetic syringe apparatus.,,,C,
The 27-gauge dental needle has a smaller diameter than the 30-gauge dental needle.,True,False,,,,,B,
Which of the following is NOT true of a dental anesthetic cartridge?,The anesthetic solution is contained within a glass cylinder.,The rubber stopper is flush with the edge of the glass cylinder.,The expiration date is printed on the glass cylinder.,The diaphragm is surrounded by an aluminum cap.,,,B,
"Regarding an aspirating syringe, the harpoon is meant to pierce the diaphragm of the anesthetic cartridge.",True,False,,,,,B,
Epinephrine can be used for the management of which of the following clinical scenarios?,Allergic reaction,Status Asthmaticus,Cardiac Arrest,All of the above,None of the above,,D,
"Epinephrine is included in local anesthetics for all of the following reasons, EXCEPT:",It decreases the rate of vascular absorption,It reduces bleeding at the injection site,It increases toxicity,It prolongs duration of action,,,C,
"Statement 1: Local anesthetics cause a depressant action on the central nervous system, thereby decreasing the seizure threshold. Statement 2: The initial clinical signs and symptoms of local anesthetic overdose are excitatory in nature.",Statement 1 is true and Statement 2 is false.,Statement 1 is false and Statement 2 is true.,Both Statement 1 and Statement 2 are true.,Both Statement 1 and Statement 2 are false.,,,B,
A patient with cirrhosis presents to your office requiring extraction of a non-restorative tooth #12. Which local anesthetic category represents a relative contraindication to administration.,Amides,Esters,,,,,A,
A patient with atypical pseudocholinesterase represents a relative contraindication to administration of which drugs?,Procaine; Succinylcholine,Procaine; Rocuronium,Lidocaine; Succinylcholine,Articaine; Rocuronium,,,A,
Statement 1: Lidocaine is metabolized by the enzyme pseudocholinesterase. Statement 2: Para-aminobenzoic acid is the major metabolic product responsible for allergic reactions.,Statement 1 is true and Statement 2 is false.,Statement 1 is false and Statement 2 is true.,Both Statement 1 and Statement 2 are true.,Both Statement 1 and Statement 2 are false.,,,B,
"All of the following emergency drugs can be absorbed in the tracheal mucosa via intratracheal administration nearly as rapidly as intravenous administration, EXCEPT:",Naloxone,Lidocaine,Epinephrine,Articaine,,,D,
"Local anesthetics are theoretically less effective in acutely inflamed tissue than in normal tissue because in inflamed tissue, what happens?","The pH increases, which inactivates the anesthetic","The pH increases, which decreases available free base (non-ionized form)","The pH decreases, thus decreasing available free base (non-ionized form)","The pH remains the same, the extracellular fluid dilutes the anesthetic",,,C,
Which local anesthetic is more potent? Tetracaine (pKa = 8.4; Lipid Solubility = 80; Protein Binding = 85) Articaine (pKa = 7.8; Lipid Solubility = 17; Protein Binding = 95).,Tetracaine,Articaine,,,,,A,
Which local anesthetic has a faster onset of action? Procaine (pKa = 9.1; Lipid Solubility = 1.0; Protein Binding = 5) Lidocaine (pKa = 7.7; Lipid Solubility = 4.0; Protein Binding = 65).,Procaine,Lidocaine,,,,,B,
Which of the following statements is/are true when the pH of a local anesthetic is increased?,Decreased onset of action,Decreased clinical effectiveness,Causes a burning sensation on injection,All of the statements are true,All of the statement are false,,E,
Statement 1: Local anesthetics with a higher pKa have a more rapid onset of action than those anesthetics with a lower pKa. Statement 2: Local anesthetics are acidic compounds that are readily soluble in water.,Statement 1 is true and Statement 2 is false.,Statement 1 is false and Statement 2 is true.,Both Statement 1 and Statement 2 are true.,Both Statement 1 and Statement 2 are false.,,,D,
Statement 1: Local anesthetics without a lipophilic part are not suitable for injection. Statement 2: Benzocaine is suitable as a topical anesthetic but not an injectable anesthetic.,Statement 1 is true and Statement 2 is false.,Statement 1 is false and Statement 2 is true.,Both Statement 1 and Statement 2 are true.,Both Statement 1 and Statement 2 are false.,,,B,
What type of nerve block do local anesthetics produce?,Depolarizing nerve blockade,Nondepolarizing nerve blockade,,,,,B,
"All of the following local anesthetics are amides, EXCEPT:",Lidocaine,Prilocaine,Articaine,Procaine,,,D,
Amide local anesthetics are metabolized primarily in the:,Kidney,Liver,Plasma,Lungs,,,B,
