title,Intro to Clinical Dentistry Exam 2 (Spring 2021),icd,exam2
question,option_a,option_b,option_c,option_d,option_e,correct,image
A risks and benefits note should include:,Risks and benefits of treatment options presents to the patient,Which option the patient consented to,The order in which the treatment plan will be performed,All the answers are correct,,D,
Statement 1:  One option for treatment to discuss with a patient is “no treatment.” Statement 2:  If a patient selects “no treatment” you do not need to write a risks and benefits note in the chart.,Both statements are true,Both statements are false,Statement 1 is true.  Statement 2 is false.,Statement 1 is false.  Statement 2 is true.,,C,
What does IFU stand for?,Instruction first understood,Instruction for underlining,Instruction for use,Instruction for undermining,,C,
What type of sterilization method is mostly use?,Steam sterilization,Chemical sterilization,Cold sterilization,Cavicide wipes,,A,
How long does documentation have to be kept?,5 years,6 years,3 years,7 years,,D,
What area in SPD are instruments taken after usage?,Prep and pack,Sterilizers,Decontamination,Storage,,C,
Which article of Personal Protective Equipment (PPE) is no longer required to be worn in the clinics?,Face shield,Shoe covers,N95,Eye-wear,,B,
How often do waterlines need to be flushed?,At the beginning of the day,At the beginning of the day and in between patients,Never,Once a week,,B,
How long should dental waterlines be flushed for?,10 seconds,1 minute,20-30 seconds,5 minutes,,C,
Steps required when working with the lathe machine are:,"Secure all loose clothes, hair , etc. in place to prevent possible injury",Ensure guards are in place before using,Keep clear of blade and other moving parts. Keep your fingers away,Use safety glasses when using,All the answer choices are correct,E,
The Infection Prevention Monitoring criteria is based off of the Infection Prevention Standards. Where are these standards located?,Chemical Hygiene Plan,Infection Control Plan,Bloodborne Pathogen Plan,None of the answer choices are correct,,B,
