title,PCOD II Final Exam (Spring 2022),pcod2,final
question,option_a,option_b,option_c,option_d,option_e,correct,image
Mrs. Ramirez came to clinic for a crown. You prepared the crown and took an impression to send to the lab. The type of restoration you are doing is called,Direct restoration,Indirect restoration,Immediate restoration,long term restoration,,B,
What should the IDEAL treatment plan be when a tooth is missing half the tooth structure measuring cusp tip to cusp tip?,Crown,Onlay,Amalgam restoration,A or B,All of the above,D,
The following may cause gingival inflammation,Overhang,Open contact,Poorly made crown,All of the above,,D,
A patient comes in complaining of floss getting stuck and shredding in between their teeth when flossing. The Xray is seen below. What was the mistake that the provider made?,Forgetting a matrix band,Forgetting a wedge,Forgetting to cure,Forgetting bonding agent,,B,images/pcod2-final-spring-2022/fig32.jpeg
The following are all used to create secondary/ additional retention EXCEPT:,Undercuts,Retention grooves,Boxes,Divergent wall,All can provide secondary retention,D,
True/False: in a sectional matrix system the separation of teeth is done by the ring- with a tofflemire system it is with a wedge,True,False,,,,A,
"When talking about restoring a Class II preparation, the following will NOT help create a good contact",Using a curved matrix band,Burnishing a flat tofflemire band prior to use,Placement of a wedge,All statements above will help create contact in some way,,D,
"True/ False: When preparing two teeth with kissing cavities, it is important to begin preparing the tooth with less extensive decay so as to avoid pulp exposure.",True,False,,,,B,
You have a 75 year old patient who lives in an assisted living facility. He has suffered a stroke and it is hard for him to brush well. He presents with a Class V lesion on tooth #27. What material would be most beneficial to restore with:,IRM,Composite,Glass Ionomer,Amalgam,,C,
The following is NOT a benefit of an IRM:,Prevent contamination of a preparation,Maintain space,Maintain esthetics,To prevent pain,All of the above can be a benefit,C,
When mixing Glass ionomer it is important to use the scooper for the proper amount and use the dropper to add liquid until proper consistency is reached. The proper consistency should be:,Like a smooth dough ball,Like a sticky dough ball,Crumbly,None of the above,,D,
"When placing a material such as Snoop over your preparation, the goal is to","Identify remaining decay, without having to think about it",Distinguish between infected vs affected dentin,Figure out how far you are from the pulp chamber,None of the above,,D,
Below are the characteristics of affected dentin:,Must be removed,Can be remineralized,Bacteria is present,Collagen is denatured,,B,
The main difference in a liner vs a base is in,The material,The increment size,Its ability to thermally insulate,Two of the above are correct,,D,
Mrs. Gluma came in for a restoration of tooth #2. In excavating the decay you ran out of time and needed to place an interim restoration. You chose to use Glass Ionomer. When the patient returns the following is TRUE:,Glass ionomer will help with any post-operative sensitivity that the patient may feel due to its eugenol content,You have to avoid using composite since glass ionomer negatively effects the bonding of composite to tooth structure,Glass Ionomer can be partially removed and used as a base,It is important to etch the cavosurface margin of the tooth for 30 seconds prior to placement of the Glass Ionomer.,,C,
"When removing decay clinically, you would use the following in what order?","Slow speed round bur, spoon excavator and then high speed hand piece","High speed hand piece, spoon excavator and then slow speed round bur","Slow speed round bur, high speed hand piece and then spoon excavator",,,B,
A patient comes in with a Class IV fracture on #8. In order to restore it you decide to bevel the cavosurface margin. The best thing to use to bevel is a,169 bur,A diamond,330 bur,A disc,We do not bevel on a #8,B,
