title,Pathomedicine Exam 5 (Fall 2021),patho,exam5
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which of the following lab values will lead to symptomatic chronic kidney disease?,BUN: 15 mg/dL,Creatinine clearance: 25 mL/min,GFR: 10 mL/min,None of the options will result in symptomatic chronic kidney disease,,C,
"Per the lecture notes, at what stage of chronic kidney disease should you consider modifying your dental plan and obtaining a medical consult?",Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,C,
Which is true of the following statements: Statement 1: Antibiotic prophylaxis is required on incision and drainage for patients with an arteriovenous shunt for dialysis Statement 2: Minor dental procedures should occur on the day of hemodialysis,Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,C,
Phobias are best classified as which of the following:,Anxiety disorder,Mood disorder,Eating disorder,Personality disorder,Substance use disorder,A,
Which of the following is a manic/hypomanic symptom?,Fear of risk,Decreased activity,Excessive sleepiness,Distractibility,Insecurity,D,
Which of the following is NOT a part of the questionnaire for use disorder?,Do you need to cut back?,Are you able to afford this substance?,Are others annoyed by your use of this substance?,Do you feel guilty using this substance?,Are you dependent on this substance?,B,
Which of the following is NOT a part of the five stages of change?,Denial,Contemplation,Action,Maintenance,Preparation,A,
Which is true of the following statements: Statement 1: Psychosis occurs earlier in women than in men Statement 2: Pyschosis is defined as the intense fear cued by the presence of an object or situation,Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,B,
Which of the following is a front line treatment for major depressive disorder?,Cognitive behavioral therapies,Serotonin reuptake inhibitor,Serotonin-Norepinephrine Reuptake inhibitors,Norepinephrine -Dopamine Reuptake Inhibitor,All of the options,E,
Hemochromatosis is the accumulation of what substance in the liver?,Iron,Glycogen,Alpha-antitrypsin1,Alcohol,Phalloidin,A,
Which is true of the following statements: Statement 1: Fatty liver is reversible Statement 2: Cirrhosis is reversible,Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,C,
What is a possible mode of transmission for Hepatitis B?,Maternal transmission,Sewage,Food,Crowded spaces,Respiratory droplet,A,
What role does ALT play in physiology?,Synthesizes glutathione,Amino acid metabolism for the Krebs cycle,Catabolic product of hemoglobin,Acts in the coagulation cascade,None of these options,B,
Which of the following medications is completely safe to use in patients with end stage liver disease?,Metronidazole,Vancomycin,Lidocaine,Codeine,None of these options,E,
"Which of the following, according to Dental Management of the Medically Compromised Patient is most appropriate for dental treatment of a patient with acute hepatitis?",No treatment,Noninvasive restorative procedures,Minor surgery,Any treatment,,B,
