title,Clinical Oral Radiology Exam 2 (Fall 2017),coralrad,exam2
question,option_a,option_b,option_c,option_d,correct,image
Which term most accurately describes the streaking “black area” indicated by the blue arrow?,Cleft lip,Beam-hardening artifacts,Peri-implantitis,Hypodense lip,B,images/coralrad-exam2-fall-2017/fig24.jpeg
The borders of structures A and B are both best described as:,Moderately well-defined,Poorly-defined,Blending,Radiolucent,A,images/coralrad-exam2-fall-2017/fig25.jpeg
Structures A and B are most likely:,Intraosseous carcinoma,Wisdom tooth extraction sockets,Periapical lesions,,B,images/coralrad-exam2-fall-2017/fig26.jpeg
"Structure C, which runs through the mandible, is known as the:",Mandibular canal,Mental foramen,Mandibular foramen,Mental canal,A,images/coralrad-exam2-fall-2017/fig27.jpeg
Note the periapical hypodensity associated with tooth #6. The patient is asymptomatic. Root canal treatment was performed one month ago. Which of the following is the best treatment for this tooth at this time?,Refer to endodontist,Extraction,Do nothing / monitor the hypodensity,,C,images/coralrad-exam2-fall-2017/fig28.jpeg
"Again, note the periapical hypodensity associated with tooth #6. This time, assume the patient is in pain. Root canal treatment was performed many years ago. Which of the following is the best treatment for this tooth at this time?",Refer to endodontist,Extraction,Do nothing/ monitor the hypodensity,,A,images/coralrad-exam2-fall-2017/fig29.jpeg
Note the periapical hypodensity associated with tooth #8. The patient is asymptomatic. Root canal treatment was performed many years ago. Which of the following is the best treatment for this tooth at this time?,Refer to endodontist or oral surgeon,Do nothing / monitor the hypodensity,,,A,images/coralrad-exam2-fall-2017/fig30.jpeg
"Again, note the periapical hypodensity associated with tooth #8. The patient is in pain. Root canal treatment was performed many years ago. Which of the following is the best treatment for this tooth at this time?",Refer to endodontist or oral surgeon,Do nothing / monitor the hypodensity,,,A,images/coralrad-exam2-fall-2017/fig31.jpeg
"In the Section (MPR) view, what happens when you double-click on the axial, sagittal, or coronal view?",It makes the view bigger (or smaller if it is already big),It enables you to take distance measurements,It centers all the reference lines around the location where you double-clicked,It creates a CT-panoramic reconstruction,A,
Which of the following does NOT cycle through the slices of a CBCT volume?,Spinning the mouse wheel,Clicking and dragging the reference lines,Using the up and down arrows on the keyboard,,C,
Which of the following is TRUE regarding a CT-Panoramic reconstruction?,It provides a quick overview of the teeth and jaws,It has a better spatial resolution than a traditional panoramic radiograph,It can be used to screen for caries,It avoids the issue of beam-hardening artifacts.,A,
Which of the following is FALSE regarding properly measuring buccal-lingual bone width on CBCT?,You can create true cross sections using the ArchSection feature,You can create true cross sections by rotating the axial plane with respect to the bone and then measuring in another plane,Measurements taken in the coronal plane are always true buccal-lingual measurements,,C,
What are the ramifications of beam-hardening artifacts in CBCT?,Dental crowns cause streak artifacts across the axial plane,Dental amalgam cause streak artifacts across the axial plane,Dental implants cause streak artifacts across the axial plane,All of the answer choices are true,D,
Which of the following is TRUE regarding cervical burnout in CBCT?,Cervical burnout usually extends between the DEJ and the CEJ,Cervical burnout does not occur in CBCT,Cervical burnout is the reason it is difficult to detect recurrent decay in CBCT,Cervical burnout is best visualized in the axial plane.,B,
Which of the following is NOT an indication for taking a CBCT?,To screen for pathology in an asymptomatic patient,Implant planning,Evaluation of a sinus lesion seen on a panoramic radiograph,Evaluation of wisdom tooth for extraction,A,
What is a general dentist responsible for interpreting in a CBCT?,Teeth and jaws only,"Teeth, jaws, sinuses, and airway only",Everything in the field of view,Only the part the dentist is interested in,C,
Good luck studying for your board exam!,Thank you,I don't need luck with skills like these,Not until I finish these other exams….,"“Roads? Where we're going, we don't need roads.”",A,
