title,DAO Final Exam (Summer 2016),dao,final
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which of the following occurs when the DB cusp of #30 moves through the facial groove from the central fossa of tooth #3?,direct lateral excursion to the left,direct lateral excursion to the right,direct protrusive,,,B,
The glenoid fossa is an oval fossa or depression in the?,maxilla just anterior to the malar process,"temporal bone, just anterior to the auditory canal","mandible, just posterior to the external oblique line",,,B,
"In this sketch, the arrows indicate which mandibular movements","right lateral, on the working side",right lateral on the non-working side,"left lateral, on the working side","left lateral, on the nonworking side",,C,images/dao-final-summer-2016/fig40.jpeg
What cusps are indicated by the arrows?,ML cusps of the maxillary molars,DL cusps of the maxillary molars,Lingual cusp of the maxillary second premolar and ML cusp of the maxillary first molar,,,B,images/dao-final-summer-2016/fig41.jpeg
The incisor indicated by the arrow in the sketch is?,Primary lower left lateral,Primary lower right central,Permanent lower right lateral,Primary lower right lateral,,C,images/dao-final-summer-2016/fig42.jpeg
"When the posterior teeth are in CROSSBITE relationship, which of the following cusps are considered supporting cusps",maxillary buccal and mandibular lingual,maxillary lingual and mandibular buccal,mandibular lingual and maxillary lingual,maxillary buccal and mandibular buccal,,A,
Hinge axis opening would most likely take place along the line from?,C to F,B to E,C to B,F to E,,C,images/dao-final-summer-2016/fig44.jpeg
Which of the following illustrates the facial view of a permanent mandibular left canine?,1,2,3,4,,B,images/dao-final-summer-2016/fig45.jpeg
"When the mandible is in the physiological rest position, the interarch contact is?",slight,premature,maximum,not present,,D,
All of following are true except:,The upper and lower second molars have four cusps,Oblique ridges are found on the maxillary first and second molars,all permanent molars are succedanous teeth,The mandibular molars have two roots,,C,
In a “MUTUALLY PROTECTED “occlusion:,The maxillary and mandibular molars work together to guide the dentition in function,There is simultaneous contact made on the right and left side during mandibular excursions,The anterior teeth serve to guide the dentition during mandibular movements and the posterior teeth support the jaw in centric occlusion,,,C,
"During an initial examination you notice that a patient's maximum opening, in the anterior region, is 12mm. You might suspect the following?","nothing, 12mm is a normal opening","normal translation, with a hinge disorder",the articular eminence is greater than 45 degrees,severely limited opening with a temporomandibular joint dysfunction,,D,
Which of the following do you find in the periodontal ligament?,fibroblasts,collagen,blood vessels,nerves,all of the above,E,
“GROUP FUNCTION “occlusion is characterized by having?,non-working side contacts,working side contacts,Protrusive contacts,,,B,
The maxillary first premolar most commonly has:,One root canal,"Two root canals, mesial and distal",Three root canals,"Two root canals, buccal and lingual",,D,
The largest cusp of the posterior teeth is?,MB of #19,ML of #3,B #12,,,B,
"The occlusal view of the maxillary second molar is best represented by figure ____, the occlusal view of the mandibular first molar is represented by figure___? 1 2 3 4 5",3 and 4,2 and 1,5 and 3,1 and 4,5 and 4,C,images/dao-final-summer-2016/fig54.jpeg
The arrow on this sketch represents the path taken by:,The MB cusp of the second molar,the ML cusp of the second molar,the DB cusp of the second molar,the DL cusp of the second molar,,C,
The mandibular movement is,Right lateral on the working side,Left lateral on the working side,Right lateral on the non-working side,Left lateral on the non-working side,,A,
"What is the widest tooth (crown), mesio-distally, in the mouth?",Maxillary first molar,Mandibular first molar,Maxillary central incisor,,,C,
Which of the following is NOT TRUE of the primary dentition?,the roots are more splayed than the permanent dentition,the enamel is whiter than the permanent dentition,the first tooth to erupt is the mandibular first molar,there are no premolars,,C,
Which dental tissue is formed by cells of epithelium origin?,cementum,enamel,pulp tissue,dentin,,B,
What mandibular excursion represents the most INFERIOR point on Posselt's diagram?,maximum protrusion,centric relation,MI,maximum opening,,D,
A significant difference between the maxillary first and second molar is:,root length,occlusal design,height of contour,root curvature.,,B,
"Tooth #24 has erupted in a child's mouth, and now sits alongside #25. What primary tooth did #24 replace and what permanent tooth might we expect to erupt next?",N and 8,O and 8,N and 14,O and 14,,B,
Which of the following is CORRECT concerning the maxillary premolars?,the second premolar has two roots,the first premolar had buccal and lingual cusps the same height,the first premolar has a mesial marginal ridge groove,the first premolar has a mesiolingual developmental groove,The first premolar has more supplemental occlusal grooves,C,
What structures does the PDL connect?,Bone and gingiva,Cementum and dentin,Cementum and bone,Enamel and dentin,,C,
"For a surgical extraction of tooth #30, it would be best to separate the roots. How would you cut the tooth?",buccolingually at the buccal groove,"mesiodistally, from marginal ridge to marginal ridge",cut horizontally,,,A,
Ideal occlusal reduction for a porcelain crown on tooth #19 would be?,.5 mm,1.0mm,1.5mm,2.0mm,,D,
In a class II occlusal scheme the tip of the canine will contact?,mandibular first premolar,mandibular canine,the embrasure between the mandibular canine and first premolar,,,B,
The MI (Maximum Intercuspation) position occurs during which of the following?,speech,deglutition,postural position,mastication,,B,
What tooth is #18 in the “INTERNATIONAL” system?,mandibular left second molar,maxillary right second molar,maxillary left second molar,mandibular right third molar,,B,
"When doing a crown preparation of a molar, the functional cusp bevel should be placed on?",The nonworking cusps,The working cusps,Both the work and nonworking cusps,,,B,
Which of the following tooth tissues becomes ACELLULAR after it formation?,dentin,cementum,enamel,pulp,,C,
"In CENTRIC RELATION, the condyles of the mandible in the glenoid fossa is?",anterior and inferior,anterior and superior,posterior and superior,posterior and inferior,,B,
"The cingulum on a mandibular lateral incisor, when compared to the central incisor, is:",more mesially placed,more distally placed,is in the center,,,B,
Which jaw position is determined by tooth to tooth contact?,terminal hinge,maximum intercuspation,centric relation,retruded position,,B,
"From a facial view, Teeth #24 and #25 have their contact located in:",the middle third,incisal to the junction of the incisal and middle third,junction of the cervical and middle third,junction of the incisal and middle third,,B,
