title,Oral Pathology Final Exam (Spring 2019),oralpath,final
question,option_a,option_b,option_c,option_d,option_e,option_f,correct,image
"See attached image. Intro: A male of 30-years presents to your practice for the evaluation of a bump. HPI: The bump developed up about three weeks prior. He reported no pain and mentioned that his removable orthodontic retainer contacts the tissue in the area when inserted. MedHx: Denies. Meds: Denies. Allergies: Denies. SocHx: Denies tobacco. Occasional marijuana. Occasional beer, wine or mixed drinks. Physical Exam: Vitals: BP: 110/74 HR: 72 Resp: 14/min Question: What is the location of the abnormality?",LOWER LIP|LOWER LABIAL MUCOSA,,,,,,FILL,
"See attached image. Intro: A male of 30-years presents to your practice for the evaluation of a bump. HPI: The bump developed up about three weeks prior. He reported no pain and mentioned that his removable orthodontic retainer contacts the tissue in the area when inserted. MedHx: Denies. Meds: Denies. Allergies: Denies. SocHx: Denies tobacco. Occasional marijuana. Occasional beer, wine or mixed drinks. Physical Exam: Vitals: BP: 110/74 HR: 72 Resp: 14/min Question: What side is the abnormality located on?",LEFT,,,,,,FILL,
"See attached image. Intro: A male of 30-years presents to your practice for the evaluation of a bump. HPI: The bump developed up about three weeks prior. He reported no pain and mentioned that his removable orthodontic retainer contacts the tissue in the area when inserted. MedHx: Denies. Meds: Denies. Allergies: Denies. SocHx: Denies tobacco. Occasional marijuana. Occasional beer, wine or mixed drinks. Physical Exam: Vitals: BP: 110/74 HR: 72 Resp: 14/min Question: What is the first entity on your differential diagnosis? 1 GRANULOMA|SCHWANNOMA|TRAUMATIC NEUROMA|LIPOMA|",MUCOCELE|SALIVARY GLAND NEOPLASIA|FIBROMA|PYOGENIC,,,,,,FILL,
"See attached image. Intro: A male of 30-years presents to your practice for the evaluation of a bump. HPI: The bump developed up about three weeks prior. He reported no pain and mentioned that his removable orthodontic retainer contacts the tissue in the area when inserted. MedHx: Denies. Meds: Denies. Allergies: Denies. SocHx: Denies tobacco. Occasional marijuana. Occasional beer, wine or mixed drinks. Physical Exam: Vitals: BP: 110/74 HR: 72 Resp: 14/min Question: What is the second entity on your differential diagnosis? 1 GRANULOMA|SCHWANNOMA|TRAUMATIC NEUROMA|LIPOMA|",MUCOCELE|SALIVARY GLAND NEOPLASIA|FIBROMA|PYOGENIC,,,,,,FILL,
"See attached image. Intro: A male of 30-years presents to your practice for the evaluation of a bump. HPI: The bump developed up about three weeks prior. He reported no pain and mentioned that his removable orthodontic retainer contacts the tissue in the area when inserted. MedHx: Denies. Meds: Denies. Allergies: Denies. SocHx: Denies tobacco. Occasional marijuana. Occasional beer, wine or mixed drinks. Physical Exam: Vitals: BP: 110/74 HR: 72 Resp: 14/min Question: What is the third entity on your differential diagnosis? 1 GRANULOMA|SCHWANNOMA|TRAUMATIC NEUROMA|",MUCOCELE|SALIVARY GLAND NEOPLASIA|FIBROMA|PYOGENIC,,,,,,FILL,
"See attached image. Intro: A male of 30-years presents to your practice for the evaluation of a bump. HPI: The bump developed up about three weeks prior. He reported no pain and mentioned that his removable orthodontic retainer contacts the tissue in the area when inserted. MedHx: Denies. Meds: Denies. Allergies: Denies. SocHx: Denies tobacco. Occasional marijuana. Occasional beer, wine or mixed drinks. Physical Exam: Vitals: BP: 110/74 HR: 72 Resp: 14/min Question: What is the most appropriate next step?",BIOPSY|EXCISION,,,,,,FILL,
See attached image. Intro: A female of 71-years presents for comprehensive dental care. HPI: Bone abnormalities identified on panoramic imaging. MedHx: Denies. Meds: Denies. Allergies: Denies. SocHx: Denies. Physical Exam: Vitals: BP: 110/74 HR: 72 Resp: 14/min Question: Review of biopsied tissue from involved areas of the maxilla or mandible would show sclerotic bone with minimal fibrous and vascular tissues (findings consistent with a benign fibro-osseous lesion). What is the most likely diagnosis? 1 CEMENTOOSSEOUS DYSPLASIA|,FLORID CEMENTO-OSSEOUS DYSPLASIA|FLORID CEMENTO OSSEOUS DYSPLASIA|FLORID,,,,,,FILL,
See attached image. The finding is asymptomatic. The lingual mandible demonstrates a slight concavity in the area of the lesion.  Stafne defect is the most likely diagnosis.,True,False,,,,,A,images/oralpath-final-spring-2019/fig18.jpeg
See attached image. Intro: A male of 35-years presents for comprehensive dental care. HPI: Has not been to the dentist for several years. MedHx: Knee surgery four-years prior. Meds: Denies. Allergies: Denies. SocHx: Denies. Physical Exam: Vitals: BP: 128/82 HR: 82 Resp: 15/min The crown of #29 was fractured.  Tooth #29 is non-vital and asymptomatic. Question: Which term best describes the radiographic abnormality at the apex of #29?,Multilocular,Unilocular,,,,,B,images/oralpath-final-spring-2019/fig19.jpeg
See attached image. Intro: A male of 35-years presents for comprehensive dental care. HPI: Has not been to the dentist for several years. MedHx: Knee surgery four-years prior. Meds: Denies. Allergies: Denies. SocHx: Denies. Physical Exam: Vitals: BP: 128/82 HR: 82 Resp: 15/min The crown of #29 was fractured. Tooth #29 is non-vital and asymptomatic. Question: What is the size of the radiographic abnormality at the apex of #29?,0.6 X 0.6 CM|0.5 X 0.5 CM|0.4 X 0.4 CM|0.7 X 0.7 CM,,,,,,FILL,
See attached image. Intro: A male of 35-years presents for comprehensive dental care. HPI: Has not been to the dentist for several years. MedHx: Knee surgery four-years prior. Meds: Denies. Allergies: Denies. SocHx: Denies. Physical Exam: Vitals: BP: 128/82 HR: 82 Resp: 15/min The crown of #29 was fractured. Tooth #29 is non-vital and asymptomatic. Question: What is the first entity on your differential diagnosis for the radiographic abnormality at the apex of #29?,PERIAPICAL GRANULOMA|PERIAPICAL CYST,,,,,,FILL,
See attached image. Intro: A male of 35-years presents for comprehensive dental care. HPI: Has not been to the dentist for several years. MedHx: Knee surgery four-years prior. Meds: Denies. Allergies: Denies. SocHx: Denies. Physical Exam: Vitals: BP: 128/82 HR: 82 Resp: 15/min The crown of #29 was fractured. Tooth #29 is non-vital and asymptomatic. Question: What is the second entity on your differential diagnosis for the radiographic abnormality at the apex of #29?,PERIAPICAL GRANULOMA|PERIAPICAL CYST,,,,,,FILL,
See attached image. Intro: A male of 35-years presents for comprehensive dental care. HPI: Has not been to the dentist for several years. MedHx: Knee surgery four-years prior. Meds: Denies. Allergies: Denies. SocHx: Denies. Physical Exam: Vitals: BP: 128/82 HR: 82 Resp: 15/min The crown of #29 was fractured. Tooth #29 is non-vital and asymptomatic. Question: Aspiration would not be required in this scenario as the etiology is abundantly clear. What would be the most appropriate next step in management of #29 for this patient (one word only).,EXTRACTION,,,,,,FILL,
See attached image. What is the name of the entity depicted in the attached image?,NICOTINE STOMATITIS,,,,,,FILL,
See attached image. This patient reports a several-year history of betel quid (paan) use. What is the diagnosis?,SUBMUCOUS FIBROSIS,,,,,,FILL,
See attached image. This patient reports a several-year history of betel quid (paan) use.  The disorder depicted in the clinical image and histopathology represents a pre-malignant condition.,True,False,,,,,A,images/oralpath-final-spring-2019/fig26.jpeg
See attached image. What is the name of the entity depicted in the attached image?,LICHEN PLANUS,,,,,,FILL,
See attached image. What is the name of the entity depicted in the attached image?,PYOGENIC GRANULOMA,,,,,,FILL,
See attached image. What is the name of the entity depicted in the attached image?,ODONTOGENIC KERATOCYST,,,,,,FILL,
See attached image. What is the name of the entity depicted in the attached image?,MUCOEPIDERMOID CARCINOMA,,,,,,FILL,
Which disease is a malignancy of plasma cells?,Multiple myeloma,Langerhans cell histiocytosis,Osteoporotic marrow defect,Leukemia,Gardner syndrome,,A,
The risk of hemorrhage (bleeding) is most likely to occur with:,Non-Hodgkin lymphoma,Langerhans cell histiocytosis,Osteoporotic marrow defect,Leukemia,Hodgkin lymphoma,,D,
See attached image. What is the name of the entity depicted in the attached image?,Non-Hodgkin lymphoma,Langerhans cell histiocytosis,Osteoporotic marrow defect,Leukemia,Hodgkin lymphoma,,D,images/oralpath-final-spring-2019/fig33.jpeg
Statement 1: Papillon-Lefevre syndrome is associated with periodontal bone loss. Statement 2: Cyclic neutropenia is associated with periodontal bone loss.,Both statements are true,Both statements are false,"Statement 1 is true, the statement 2 is false","Statement 1 is false, the statement 2 is true",,,A,
Statement 1: Papillon-Lefevre syndrome is associated with palmer and planter hyperkeratosis. Statement 2: Cyclic neutropenia is associated with oral ulcerations.,Both statements are true,Both statements are false,"Statement 1 is true, the statement 2 is false","Statement 1 is false, the statement 2 is true",,,A,
Hodgkin lymphoma is uncommon in the oral cavity.,True,False,,,,,A,
"Statement 1: Non-Hodgkin lymphoma is the second most common malignancy of the oral cavity. Statement 2: Non-Hodgkin lymphoma may present clinically as a diffuse, boggy swelling.",Both statements are true,Both statements are false,"Statement 1 is true, the statement 2 is false","Statement 1 is false, the statement 2 is true",,,A,
"Multiple well-defined punched-out radiolucencies, the presence of Bence-Jones proteins in the urine and a monoclonal spike on electrophoresis are features most consistent with a diagnosis of:",Non-Hodgkin lymphoma,Langerhans cell histiocytosis,Osteoporotic marrow defect,Leukemia,Hodgkin lymphoma,Multiple myeloma,F,
"A panoramic radiograph is taken on a male of 9-years.  A well-defined radiolucent defect is present surrounding tooth #30.  The alveolar bone that should be supporting #30 is absent radiographically, imparting an appearance of “teeth floating in space” or a “tooth floating in space”.  Which of the following represents the most likely diagnosis?",Multiple myeloma,Langerhans cell histiocytosis,Osteoporotic marrow defect,Polycythemia vera,Chronic myelogenous leukemia,,B,
"All of the following are features of ectodermal dysplasia, EXCEPT one.  Which one is the EXCEPTION?",Malformation of hair,Malformation of sweat glands,Hypodontia,Hyperdontia,,,D,
Supernumerary teeth (hyperdontia) occur (occurs) more commonly in the permanent dentition compared to the deciduous dentition.,True,False,,,,,A,
The absence of clavicles is a feature of:,Ectodermal dysplasia,Cleidocranial dysplasia,Amelogenesis imperfecta,Dentin dysplasia,,,B,
What is the most common microdont (physically smaller tooth)?,Peg lateral,Mulberry molar,Screw driver incisor,Third molar,,,A,
What is the correct term for the abnormality depicted in the attached image?,Taurodontism,Microdontia,Macrodontia,Hypercementosis,Enamel pearl,,D,images/oralpath-final-spring-2019/fig44.jpeg
See attached image. What is the correct term for the abnormality depicted in the attached image?,Taurodontism,Microdontia,Macrodontia,Hypercementosis,Enamel pearl,,E,images/oralpath-final-spring-2019/fig45.jpeg
"Statement 1: Dentinogenesis imperfecta demonstrates diffuse involvement of both dentitions. Statement 2: Patients with dentinogenesis imperfect produce normal enamel, yet rapid attrition occurs.",Both statements are true,Both statements are false,"Statement 1 is true, the statement 2 is false","Statement 1 is false, the statement 2 is true",,,A,
Opalescent teeth are a feature of:,Dentinogenesis imperfecta,Amelogenesis imperfecta,Dentin dysplasia type 1,Dentin dysplasia type 2,Odontodysplasia,,A,
Loss of tooth structure due to dietary acid is correctly classified as:,Attrition,Abfraction,Abrasion,Erosion,Concussion,,D,
Physiologic wear resulting in the loss of tooth structure due to dietary acid is correctly classified as:,Attrition,Abfraction,Abrasion,Erosion,Concussion,,A,
Tooth #29 has malformed enamel across the buccal surface.  These changes are restricted to #29.  The patient had a history of a periapical abscess on tooth T.   Which disease process was most likely responsible for the changes on tooth #29?,Focal amelogenesis imperfecta,Focal dentinogenesis imperfecta,Turner hypoplasia,Cleidocranial dysplasia,Hypercementosis,,C,
