title,Pathomedicine Exam 3 (Fall 2020),patho,exam3
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which is true of the following statements: Statement 1: Functional pheochromocytomas can lead to decreased metabolism Statement 2: Pheochromocytomas are associated with multiple endocrine neoplasia syndromes (MEN),Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,D,
Where do most prostate cancers occur?,Periurethral,Posterior at the periphery,Anterior at the periphery,Posterior within the body,Anterior within the body,B,
What is the most common primary malignant bone tumor?,Chondrosarcoma,Ewings sarcoma,Osteosarcoma,Chordoma,,C,
Which of the following terms is correctly paired with its definition/description,Hamartoma: disorganized tissue not native to the site,Choristoma: disorganized tissue native to the site,Teratoma: neoplasm consisting of 2 germ cell layers,"Metaplasia: Abnormal growth, independent of host control","Dysplasia: disorganized, structureless maturation",E,
Which of the following is a characteristic of a benign neoplasm?,Invasive,Circumscribed,Metastatic,“Fixed”,Rapid growth,B,
What is the MOST COMMON “final destination” of a malignancy that metastasizes through the lymphatic system,Liver,Lung,Lymph node,Bone marrow,Spleen,C,
Which of the following is the most common target for genetic alteration in human tumors and can be found in examples of every type of cancer?,RAS,BCL-2,Rb,TP53,MYC,D,
Which malignancy would benefit from the use of flow cytometry?,Chronic myeloid leukemia,Squamous cell carcinoma,Osteosarcoma,Anaplastic thyroid carcinoma,Mesothelioma,A,
Which is true of the following statements: Statement 1: Lung cancer is the most common cancer in men. Statement 2: Pancreatic cancer is the most common cause of cancer death in men,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,B,
Which of the following is the most common cancer of children?,Wilms tumor,Medulloblastoma,Acute lymphoblastic leukemia,Polycythemia vera,Ewings sarcoma,C,
"A 50-year-old man reports to your office for routine dental care. You notice multiple radiolucencies on your panoramic radiograph. You check recent lab work, and notice a monoclonal spike reported via electrophoresis and a large amount of immunoglobulin detected in his urine. What disease does this patient likely have?",Langerhans cell histocytosis,Multiple myeloma,Chronic myeloid leukemia,Diffuse large b-cell lymphoma,Hodgkin lymphoma,B,
BCL-2 represents what type of regulatory gene?,Protooncogene,Tumor suppressor gene,Anti-apoptosis gene,DNA repair gene,,C,
Which is true of the following statements: Statement 1: Proto-oncogenes are normal components of a cell. Statement 2: Tumor genomes demonstrate genomic stability and do not change,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,C,
Which of the following syndromes is INCORRECTLY paired with a possible manifestation?,McCune Albright: Polyostotic fibrous dysplasia,Osteogenesis Imperfecta: blue sclera,Pagets disease of bone: elevated alkaline phosphatase,Osteopetrosis: blindness,Jaffe Lichentstein: Opalescent teeth,E,
Which of the following describes a compound bone fracture?,Bone remains in one piece,Incomplete fracture,Intact overlying tissue,Extension into overlying tissue,Fracture at site of prior disease,D,
Which of the following is NOT a lab finding helpful in the diagnosis of Sjogren syndrome?,Anti-Sm,Rheumatoid factor,Anti-SSA,Anti-La,,A,
Which of the following represents the oral and maxillofacial manifestation of Behcet’s disease?,Hyperkeratotic plaques,Aphthous-like ulcers,Angular cheilitis,Lichenoid mucositis,Oral candidiasis,B,
Which of the following clinical features is emergent in temporal arteritis?,Possible blindness,Acute kidney failure,Possible deafness,Pathologic fracture of the mandible,Severe arthritis,A,
Which of the following is a feature of osteoporosis?,Increased osteoclastic activity,Decreased mineral content,Thickened cortices,Dilated haversian canals,Increased bone density,D,
Which of the following is a feature of osteoarthritis?,Bone eburnation,Joint mice,Osteophytes,Pannus,All of the answer choices,E,
Which of the following is a cause of osteoporosis?,Aging,Decrease in estrogen,Decreased physical activity,Genetic influences,All of the answer choices,E,
Which is true of the following statements: Statement 1: Condensing osteitis is reactive bone formation resulting in radiolucent periapical lesions. Statement 2: Suppurative arthritis is osteomyelitis that has spread into a joint space.,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,D,
Which of the following is a consideration when observing a periosteal reaction of the mandible?,Osteomyelitis,Osteosarcoma,Langerhans Cell Histiocytosis,All of the answer choices,,D,
Which cellular structure is affected in Tay-Sachs disease?,Nucleus,Intracellular lipid,Lysozyme,Endoplasmic reticulum,Cell membrane,C,
Which of the following results from an extra copy of a chromosome?,Cystic fibrosis,Edwards syndrome,Turner syndrome,Marfan Disease,Phenylketonuria,B,
