title,Intro to Clinical Dentistry Exam 3 (Spring 2018),icd,exam3
question,option_a,option_b,option_c,option_d,option_e,correct,image
Patient's with COPD have which of the following:,A high arterial CO2 and a low level of blood oxygen,A low arterial CO2 and a high level of blood oxygen,A high arterial CO2 and a high level of blood oxygen,A low arterial CO2 and a low level of blood oxygen,,A,
"Statement 1:Foreign bodies that fall into the hypopharynx are frequently swallowed and pass through the GI tract; Statement 2:however, a chest and abdominal radiograph should always be obtained to rule out aspiration into the respiratory tract.","The first statement is true, the second statement is false",Both statements are true,Both statements are false,"The first statement is false, the second statement is true",,B,
Your patient has vomited during your dental treatment under sedation. What are you most concerned with?,Physical obstruction of particulate matter in gastric contents,High acidity of gastric material,cleaning up the mess,,,B,
What is the most common cause of transient loss of consciousness in the dental office?,Anxiety,Vasovagal syncope,Seizure,Orthostatic hypotension,,B,
"All of the following medications can cause orthostatic hypotension, EXCEPT:",Diuretics,Narcotics,Beta Sympathetic Antagonists,Beta Sympathetic Agonists,,D,
"Serum glucose levels can decrease from all of the following, EXCEPT:",Stress,Decreased caloric intake,Increased insulin administration,Decreased insulin administration,,D,
The best time period during pregnancy for a dental prophylaxis is the:,First trimester,Second trimester,Third trimester,,,B,
Supine hypotensive syndrome is related to compression of the inferior vena cava by the gravid uterus leading to impairment of venous return to the heart.,True,False,,,,A,
Clinical manifestations of supine hypotensive syndrome include all of the following EXCEPT one. Which one is the EXCEPTION?,Abrupt fall in blood pressure,Loss of consciousness or impairment of consciousness,Sweating,Nausea,Abrupt rise in blood pressure,E,
A pregnant patient in the late part of her second trimester is in your dental chair in the supine position during a dental prophylaxis. She begins to sweat and complains that she is not feeling well. You recognize these clinical findings and realize that she is likely experiencing supine hypotensive syndrome. What will help to resolve this issue?,Roll the patient onto her left side,Roll the patient onto her right side,Administer intravenous epinephrine to increase vascular tone and venous return to the heart,,,A,
During which trimester of pregnancy should active odontogenic infections be managed?,First trimester,Second trimester,Third trimester,All the above,,D,
Which of the following analgesics is preferred for the pregnant patient?,Acetaminophen,Aspirin (acetylsalicylic acid),Ibuprofen,Vicodin,,A,
Which of the following local anesthetics is preferred for the pregnant patient?,Lidocaine with epinephrine,Articaine with epinephrine,Bupivacaine,,,A,
Each of the antibiotics listed below are considered to be safe for the pregnant patient EXCEPT one. Which one is the EXCEPTION?,Penicillin VK,Amoxicillin,Clindamycin,Clarithromycin,Metronidazole,D,
Statement 1: Patients with a history of infective endocarditis require prophylactic antibiotics prior to invasive dental procedures. Statement 2: Patients with a history of prosthetic joint implantation DO NOT require prophylactic antibiotics prior to invasive dental procedures.,Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,A,
The difference between shade 2M2 and shade 4M2 on the Vita 3D shade guide is,the chroma of the shade,the value of the shade,the hue of the shade,,,B,
Translucency is a property that refers to the ability of the material,to reflect light,to let light enter at surface and scatter at depth,to block transmission of light,to reflect a different wavelength than initially absorbed,,B,
Chroma refers to the,saturation of color in a material,the brightness of the material,opacity of the material,the hardness of the material,,A,
the best finish line for an all ceramic crown is a,shoulder with a bevel,butt joint,deep chamfer,any finish line will work,,C,
"Sintering, a process of heating and cooling porcelain",increases translucency,decreases translucency,increases strength,has No effect on strength or translucency,,C,
Zirconia crowns are classified as a ceramic material,True,False,,,,B,
appropriate materials for a crown with a preparation that involves a feather edge finish line include all except,Porcelain fused to metal,Zirconium,Gold,Alumina,,D,
The difference between High noble and noble alloys depend on the percentage of,Palladium,Platinum,Nickel,Gold,,D,
"To remove a cemented crown, a bur is used to cut a thin line through the crown. The purpose of this is to",create a purchase point to grasp the crown,break the cement seal to facilitate crown removal,check for underlying decay,None of the above,,B,
Factors that affect the difficulty in removing a crown include all except,crown material,cement used,Vitality of tooth,size of crown,,C,
if a patient wants super white teeth our job is to convince them that that does not look natural,True,False,,,,B,
when describing a tooth as having a more red than yellow color we are talking about the,Value,Chroma,Hue.,Shade,,C,
"The acronym FAST-Face, Arms, Speech, Time is used to evaluate a patient with respect to",Anaphylactic shock,Cerebral vascular event,Adrenal insufficiency,Respiratory distress,,B,
